"country","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Uruguay",173,0.59,0.21,0.03,0,-0.03,,,0,0,0,0,0.46,0.46,0,-0.3,0.94,2.17,0.2,2.96
"Niue",154,0.57,0.06,-0.37,-0.02,0.32,-0.07,0,1.11,0,0.02,0.04,-0.35,-0.35,0,-0.82,-0.41,0,2.19,3.11
"Prince Edward Islands",90,0.54,,0.16,0.07,-0.01,,,-1.23,,,,1.35,1.35,,0.99,1.97,2.95,,
"Iceland",143,0.53,0.48,-0.29,-1.4,-2.51,,,-1.26,0.27,-0.36,-1,0.66,0.37,0.16,0.29,0.12,-0.05,0.1,6.2
"Grenada",125,0.52,0.75,-0.38,-0.18,0.02,-0.01,0,0.28,0.01,0,0,-0.33,-0.37,0,-0.71,0.23,1.17,1.46,3.09
"Saint Vincent and the Grenadines",127,0.52,0.18,-0.45,-0.2,0.05,-0.04,-0.04,0.71,0.42,0.2,-0.02,-0.04,-0.04,0,-0.7,-0.36,-0.01,1.86,2.94
"Ile Tromelin",36,0.51,,-0.31,-0.16,0,0,,0.03,,,,-1.09,-1.09,,0.68,0.34,0,4.56,
"Barbados",124,0.5,0.16,-0.5,0,0.49,-0.03,-0.01,-0.29,-0.29,-0.17,-0.05,-0.31,-0.31,0,-0.85,-0.43,0,1.64,4.46
"Sri Lanka",40,0.49,0.41,-0.28,-0.15,-0.02,0,0.12,0.8,1.86,-0.72,-3.3,0.15,-0.05,0.05,0.12,0.03,-0.07,0.96,3.47
"Maldives",39,0.46,0.35,-0.28,-0.1,0.08,0,-0.04,5.84,0.34,0.17,0,-1.08,-1.08,0,-0.47,-0.11,0.24,-0.45,0.01
"Sao Tome and Principe",103,0.46,0.11,-0.24,-0.22,-0.21,,,1.56,0,0,0,0.33,0.33,0,-0.89,-0.43,0.02,-0.71,3.03
"Jamaica",166,0.45,0.13,-0.43,-0.19,0.05,-0.03,0,0.3,0.46,0.26,0.06,0.3,0.41,0,-0.67,-0.31,0.04,0.09,3.88
"Christmas Island",2,0.44,0.15,-0.36,-0.21,-0.05,0,0,-0.01,0.02,0.14,0.25,-0.71,-0.71,0,-0.97,-0.49,-0.01,3.92,1.6
"Jersey",227,0.44,0.24,-0.46,-0.22,0.01,-0.04,-0.04,-0.66,0.38,0.06,-0.25,0.6,0.6,0,-0.62,-0.34,-0.05,3.84,0.94
"North Korea",21,0.44,0.82,-0.27,-0.13,0,-0.38,,0.09,-0.36,-0.05,0.25,-2.17,1.2,1.54,0.08,0.04,0,2.18,0.23
"French Polynesia",147,0.42,0.11,-0.44,-0.22,0,0,-0.01,0.02,2.35,1.17,0,-0.09,1.3,-0.03,-0.54,-0.27,0,-1.05,3.14
"France",179,0.41,0.13,-0.35,0.2,0.75,2.73,-0.03,-0.33,0,-0.01,-0.03,0.32,-0.73,-2.2,0.02,0.01,0,1.31,0.78
"Myanmar",205,0.41,0.39,-0.04,0.18,0.4,0.3,0.31,-0.69,1.48,0.74,0,0,0.01,-0.05,-0.19,0.27,0.74,2.42,0.19
"Tokelau",156,0.41,0.11,-0.43,-0.24,-0.04,-0.24,0.01,1.98,1.37,0.7,0.02,-0.82,-0.82,0,-0.87,-0.43,0,-0.04,3.13
"Romania",72,0.4,1.32,-0.03,-0.02,0,,,0.36,0,-0.09,-0.18,3.62,3.59,0.03,0.21,0.11,0,-2.62,0.55
"Georgia",74,0.37,0.46,0.03,0,-0.04,,,-0.43,2.3,1.15,0,-1.5,-1.5,0,-0.36,-0.17,0.03,-1.68,5.16
"Qatar",190,0.37,0,-0.3,-0.15,0,0,-0.12,0.18,2.71,1.34,-0.02,0.9,0.9,0,-0.36,-0.21,-0.05,0.04,1.75
"Thailand",25,0.37,0.33,-0.28,0.14,0.57,0.01,0.01,0.67,0,0.85,1.7,-0.22,-0.64,-0.19,-0.72,-0.41,-0.1,1.32,1.4
"Germany",176,0.35,0.23,-0.23,-0.25,-0.26,0,0,-0.15,0,0.21,0.43,1.97,2.6,5.73,0.08,0.04,0,0.45,0.37
"Japan",210,0.33,0.45,-0.43,-0.19,0.05,0.27,0,-0.21,0,0.39,0.77,-0.11,-0.27,-0.29,0,0,0,2.22,0.68
"China",209,0.32,0.53,-0.19,0.03,0.25,0.15,0.05,0.14,-0.02,0.04,0.11,-0.12,0.51,0,0.03,0.06,0.08,1.55,0.15
"Guinea Bissau",193,0.32,0.07,-0.29,-0.13,0.04,0,0,0.22,1.19,0.55,-0.09,-0.68,-0.68,0,-0.88,-0.44,0,3.6,0.04
"Mauritius",37,0.32,0.83,-0.32,-0.16,-0.01,-0.14,-0.06,0.01,0.24,0.21,0.18,-0.98,-0.95,0.01,0.28,0.09,-0.09,1.44,1.96
"Micronesia",9,0.32,0.01,-0.46,-0.24,-0.03,0,0,2.78,0.23,0.24,0.25,0.08,0.08,0,-0.72,-0.36,0,4.26,-3.57
"Pakistan",53,0.32,0.14,-0.35,-0.16,0.03,0.03,0.03,0.28,0.05,-0.21,-0.47,0.56,0.56,0,-0.43,-0.2,0.03,2.7,0.08
"Dominican Republic",115,0.31,0.7,-0.46,-0.21,0.05,0,0.03,0.34,0.42,0.24,0.07,0.18,0.14,-0.06,-0.38,-0.19,0,1.43,0.63
"Kenya",43,0.31,0.12,-0.22,-0.18,-0.15,0.02,0.06,-0.27,0,-0.01,-0.02,0.64,0.64,0,-0.2,-0.08,0.03,3.94,-1.11
"Palmyra Atoll",150,0.31,,-0.42,-0.23,-0.04,-0.24,,0.01,,,,0.03,0.03,,-0.69,-0.34,0,2.67,
"Belgium",59,0.29,0.19,-0.25,-0.15,-0.06,0,0,-0.08,0,0.84,1.69,1.36,1.36,0,0.09,0.05,0,0.83,-0.17
"Denmark",175,0.29,0.2,-0.3,-0.19,-0.08,0,0,-0.27,0.35,0.33,0.31,2.03,2.05,1.01,0.02,0.01,0,0.39,0.43
"Ecuador",137,0.29,-0.05,-0.31,-0.25,-0.19,0.06,0.08,0.56,1.88,0.94,0,-0.87,1.51,2.99,-0.15,-0.08,0,-0.98,1.16
"Somalia",44,0.29,0.29,-0.21,-0.08,0.06,0,0.07,0.12,0.53,0.2,-0.13,0.09,0.09,0,-0.26,-0.13,0,2.11,0.24
"United Arab Emirates",54,0.29,0.03,-0.15,-0.08,0,0.03,0.06,0.85,0,0,0,1.21,0.56,0.08,-0.21,0.26,0.74,-0.56,1.73
"Bahamas",110,0.28,-0.06,-0.45,-0.26,-0.07,-0.14,0,-0.22,0.16,0.49,0.82,0.24,0.23,0,-0.78,0.94,2.66,1.81,0
"Oman",48,0.28,-0.65,-0.32,-0.19,-0.06,0,0.03,-0.91,0,0,0,0.31,0.32,0,-0.48,-0.24,0.01,1.89,2.51
"French Guiana",169,0.27,-0.02,-0.38,-0.19,0,0,0,0.49,0.04,0.18,0.32,-0.52,-0.52,0,-0.78,-0.39,0,2.34,0.83
"Madeira",57,0.26,0.75,-0.63,-0.6,-0.57,,,0.19,-0.01,0.04,0.1,0.2,0.2,0,-0.39,-0.2,0,0.27,1.44
"American Samoa",151,0.25,0.11,-0.35,-0.18,0,-0.01,0.02,-0.19,1.41,0.71,0,-0.4,-0.4,0,-0.67,-0.3,0.06,-0.34,3.09
"Greenland",145,0.23,0.19,-0.2,-0.2,-0.21,-0.07,,0.5,0,0,0,0,0,0,0.62,0.31,0,0.37,0.94
"Cocos Islands",1,0.21,0.15,-0.36,-0.17,0.03,0,0,-0.05,0.02,0.14,0.25,-1.26,-1.26,0,-0.57,-0.28,0,2.01,1.58
"Egypt",214,0.21,0.14,-0.48,-0.24,0,0,-0.08,-0.21,0,-0.14,-0.29,-0.18,1.01,1.24,-0.5,-0.35,-0.19,-0.07,2.04
"Honduras",133,0.21,0.11,-0.44,-0.25,-0.07,0,-0.02,-0.28,0,0.1,0.2,0.14,-0.45,0.08,-0.75,-0.38,0,3.53,-0.27
"Turks and Caicos Islands",111,0.21,0.38,-0.58,-0.14,0.29,-0.25,-0.18,-0.02,0.15,0.09,0.02,-0.24,-0.24,0,-0.95,-0.5,-0.04,2.85,0.13
"Vanuatu",6,0.21,0,-0.35,-0.33,-0.32,0,0.01,-0.29,0,0,0,-0.19,-0.19,0,-0.87,-0.43,0,3.36,0
"Guadeloupe and Martinique",140,0.2,0.18,-0.36,-0.18,0.01,0,0,0.06,0.19,0.1,0,-0.18,-0.42,0,-0.7,-0.35,0,2.48,0.14
"Albania",82,0.19,0.29,-0.34,-0.17,0.01,,,0.36,0,0,0,2.51,0.43,0.59,-0.77,-0.64,-0.52,-0.25,1.47
"East Timor",231,0.19,0,-0.26,-0.09,0.08,0.06,0.08,-0.21,0,0.03,0.06,-0.16,-0.19,-0.01,-0.45,0.04,0.52,1.22,0.95
"Nicaragua",131,0.19,0.06,-0.37,-0.22,-0.07,-0.03,0,0.61,0,-0.21,-0.42,0.13,0.23,0.02,-0.63,-0.31,0,0.26,1.47
"Tristan da Cunha",88,0.19,0.19,0.04,-0.08,-0.19,,,-0.09,0.38,0.07,-0.25,0.7,0.7,0,-0.65,-0.32,0,1.23,0.77
"Costa Rica",130,0.18,0.48,-0.33,-0.16,0,0.03,0.06,0.87,0.29,0.38,0.47,0.26,-0.22,0,-0.57,0.39,1.35,-2.07,2.01
"Gabon",198,0.18,0.02,-0.07,-0.53,-0.99,0.2,0.21,-0.03,1.61,0.83,0.05,-0.94,-0.94,0,-0.85,1.46,3.77,0.25,0.28
"Guyana",167,0.18,0.29,-0.23,-0.11,0.01,0.08,0.08,-0.38,1.98,0.72,-0.53,1.75,1.6,0,-0.54,-0.84,-1.15,-0.64,0.99
"Cape Verde",56,0.17,0.14,-0.45,-0.21,0.03,,,0.69,0.21,0.11,0,-0.04,-0.04,0,-0.46,-0.23,0,0.88,0
"Kerguelen Islands",93,0.17,,0.19,0.1,0,,,0,,,,0.82,0.82,,0.71,0.36,0,-0.43,
"Namibia",101,0.17,0.03,-0.12,-0.07,-0.02,,,-0.1,1.53,0.77,0,0.33,0.33,0,-0.15,-0.07,0,0.82,-0.37
"Tanzania",202,0.17,0.05,-0.24,-0.07,0.1,-0.02,0,0.57,0,0,0,0.15,0.4,-0.03,-0.33,-0.16,0,0.49,0.48
"Australia",16,0.16,0.12,-0.08,-0.04,0,0,0,-0.4,0,0.15,0.3,-0.24,-0.61,0,0.08,0.04,0,2.38,-0.07
"Ireland",181,0.16,0.24,-0.39,-0.2,0,-0.01,0,0.43,0.28,0.16,0.04,0.14,0.22,-0.09,-0.01,0,0,0.63,0.15
"Seychelles",31,0.16,0.92,-0.26,-0.13,0,-0.03,0,-0.24,0.45,0.22,0,-1.09,-1.09,0,0.07,-0.28,-0.62,2.21,0
"Iraq",192,0.14,0.06,-0.11,0.11,0.33,-0.04,-0.02,0.03,2.38,1.19,0,0.76,0.76,0,-0.56,-0.28,0,0.48,-0.9
"Juan de Nova Island",33,0.14,,-0.22,-0.13,-0.03,0,,0.03,0,-0.07,-0.13,-0.48,-0.48,,0.69,0.35,0,,
"Nauru",10,0.13,0.27,-0.45,-0.09,0.28,-0.19,,1.07,0.88,0.47,0.06,-0.18,-0.18,,-1.08,-0.54,0,4.27,-3.94
"Heard and McDonald Islands",94,0.12,,0.08,0.03,-0.01,,,0,,,,0.53,0.53,,1.18,0.59,0,-0.57,
"South Africa",102,0.12,0.01,-0.13,-0.06,0,0,0,-0.2,1.67,0.83,0,0.06,-0.13,0.01,-0.18,0.39,0.96,1.05,-0.7
"Cayman Islands",113,0.11,0,-0.67,-0.22,0.23,-0.24,-0.13,-0.1,0,0,0,0.46,0.46,0,-0.95,-0.48,-0.01,1.23,0.62
"Comoro Islands",28,0.11,0.12,-0.05,2.21,4.47,-0.03,0.01,-0.78,0.47,0.13,-0.21,-0.1,-0.1,0,0.18,-0.54,-1.25,0.16,-0.11
"Netherlands",177,0.11,0.25,-0.2,-0.59,-0.97,0,0,-0.08,0.21,0.11,0,1.24,1.04,0,0.12,0.06,0,0.27,-0.02
"Andaman and Nicobar",26,0.1,0.3,-0.28,-1.25,-2.21,0,0.06,0.46,1.02,0.45,-0.13,0.03,0.03,0,-0.65,-0.32,0.01,0.17,1.06
"Crozet Islands",91,0.1,,0.16,0.16,,,,0.03,,,,0.21,0.21,,0.71,0.35,0,-0.25,
"Russia",73,0.1,0.09,-0.05,-0.02,0,-1.21,0,0.39,0,0.33,0.67,-0.5,-0.51,0.14,0.23,0.12,0,1.63,0.2
"Saba",248,0.1,0.15,0,0,0,0,0,0.04,0.21,0.11,0.02,-0.04,-0.04,0,-0.58,-0.28,0.01,0.83,0.22
"Bangladesh",204,0.09,0.21,-0.38,-0.16,0.06,0,0,0.01,0.01,0,0,-0.04,-0.03,0.2,-0.6,-0.35,-0.1,1.12,0.07
"Djibouti",46,0.09,0.21,-0.19,0.12,0.44,-0.2,-0.01,-1.5,-0.02,-0.08,-0.13,0.39,0.39,0,-0.14,-0.07,0,1.86,0.17
"Fiji",18,0.08,0.7,-0.1,0.25,0.59,0,0.23,-0.29,0.97,0.56,0.15,-0.05,-0.05,0,0.11,0.15,0.2,-0.86,0.09
"Howland Island and Baker Island",158,0.08,,-0.43,-0.27,-0.12,0,,0.01,,,,-0.16,-0.16,,-0.69,-0.34,0,1.24,
"Turkey",76,0.08,0.48,-0.4,-0.16,0.08,,,0.34,0,0,0,0.1,2.5,5.35,-1.13,-0.57,-0.01,-2.05,0.08
"United Kingdom",180,0.08,0.18,-0.22,0.87,1.97,-0.2,-0.01,0.28,0.35,-0.07,-0.5,0.25,0.06,0,0.03,0.01,0,-0.92,0.63
"Venezuela",139,0.07,-0.16,-0.47,-0.29,-0.12,-0.16,-0.16,0.23,0.27,1.08,1.9,0.53,-0.1,0.02,-0.67,-0.41,-0.14,0.51,0.14
"Bouvet Island",105,0.06,,0.15,0.1,0.05,,,0,,,,-0.6,-0.6,,1.5,0.75,0,,
"Bulgaria",71,0.06,0.72,-0.09,-0.05,-0.02,,,0.05,0,0.01,0.02,1.62,3.73,0,0.16,0.08,0,-4.54,0.45
"Iran",191,0.06,0.21,-0.17,-0.08,0.02,0.03,0.06,-0.19,1.85,0.93,0,0.54,-0.45,1.36,-0.4,-0.16,0.07,0.72,-0.45
"Saint Pierre and Miquelon",219,0.06,0.12,-0.4,-0.19,0.02,,,0.23,0.02,0.01,0,0.18,0.18,,0.38,0.2,0.01,-0.5,0.46
"Brazil",171,0.05,-0.33,-0.15,0.11,0.37,0,0,-0.07,0,0.6,1.21,-0.31,-0.74,0,-0.28,-0.06,0.16,1,0.02
"British Virgin Islands",117,0.05,0.05,-0.56,-0.12,0.31,-0.16,-0.13,-0.08,0.51,0.22,-0.07,0.61,0.61,,-0.81,-0.41,-0.01,0.55,0
"Finland",174,0.05,0.12,-0.17,-0.56,-0.96,,,-0.49,0,0.46,0.93,-1.49,-0.65,0,0,-0.1,-0.21,1.23,0.36
"Malaysia",206,0.05,0.83,-0.17,0.17,0.5,0.05,0.04,-0.28,-0.7,-0.77,-0.85,-0.22,-0.05,-0.13,-0.5,-0.24,0.01,0.63,0.17
"Northern Saint-Martin",221,0.05,0.1,-0.09,-0.06,-0.03,0,0,0.03,0.32,0.14,-0.03,0.06,0.06,0,-0.72,-0.36,0,0.53,0.05
"Trinidad and Tobago",126,0.05,-0.48,-0.26,-0.13,0,0.01,0,0.74,0.96,0.09,-0.79,0.44,0.44,0,-0.48,-0.24,0,1.9,-1.82
"Cameroon",197,0.04,0.13,-0.12,-0.66,-1.2,0.28,0.3,-0.19,0,0.06,0.11,-0.57,-0.57,0,-0.97,0.68,2.33,1.12,-0.76
"Sweden",222,0.04,0.27,-0.31,-0.66,-1.01,-0.32,0,-0.35,0,0,0,-0.13,-0.18,-0.38,0.02,0.68,1.34,0.05,0.86
"Glorioso Islands",30,0.03,,-0.27,-0.15,-0.02,0,,0.03,0,-0.07,-0.13,-0.62,-0.62,,0.69,0.35,0,,
"Ile Europa",35,0.03,,-0.22,-0.11,0,0,,0,,,,-0.86,-0.86,,0.69,0.35,0,,
"R_union",32,0.02,0.28,-0.31,-0.14,0.03,0,,-0.12,0.71,0.31,-0.08,-1.34,-1.2,-0.18,-0.18,-0.09,0,0.87,0.23
"Malta",68,0.01,0.88,-0.57,-0.28,0,-0.08,-0.04,-1.27,0.18,0.03,-0.13,-0.87,2.86,7.11,-0.3,0.24,0.79,-2.22,0
"Italy",184,0,0.02,-0.48,-0.24,0.01,0,0,-0.23,0,0.15,0.3,0.17,0.21,-0.11,-0.4,-0.2,0,-0.76,1.04
"Spain",182,0,0.44,-0.4,-0.26,-0.11,-0.01,0,-0.32,0,-0.03,-0.07,-0.37,-0.08,0,-0.39,0.27,0.94,-1.3,1.27
"Montserrat",121,-0.01,0.02,-0.5,0.09,0.67,-0.1,-0.09,0.13,0.24,0.1,-0.03,-0.13,-0.13,0,-0.98,-0.49,0,0.26,0.07
"Morocco",62,-0.01,0.1,-0.52,-0.26,-0.01,,0,0.04,0,0,0,-0.17,-0.17,0,-0.5,-0.89,-1.28,0.93,0.17
"Portugal",183,-0.01,0.63,-0.48,-0.21,0.06,,,-0.15,0,0.03,0.06,-0.56,-0.44,1.11,-0.11,-0.05,0,-2.63,2.73
"Slovenia",188,-0.01,0.72,-0.33,-0.67,-1.02,,,0,0,0,0,-0.32,0.03,0,0.06,0.03,0,-0.56,0.34
"Peru",138,-0.02,0.16,-0.22,0.02,0.25,0.02,0.03,-0.14,0.93,0.6,0.28,-0.32,-0.37,-0.07,-0.17,-0.78,-1.39,0.01,0.25
"Aruba",250,-0.03,0.42,-0.52,-0.26,0,0,0,-0.79,0,0,0,0.18,0.18,,-0.93,-0.47,0,0.62,0
"Mauritania",64,-0.03,0,-0.43,-1.63,-2.82,,,-0.6,0.03,-0.03,-0.09,-0.6,-0.6,0,-0.7,-0.35,0,2.91,0.03
"Curacao",244,-0.04,-0.47,-0.52,-0.26,0,0,-0.11,-0.07,0.21,0.11,0.01,-0.12,-0.12,,-0.87,-0.08,0.72,0.36,0.26
"Gibraltar",60,-0.04,0.68,-0.53,-0.09,0.35,,,0.02,-0.04,-0.02,0,-1,-1,0,-0.32,-0.16,0,-1.21,1.48
"India",203,-0.04,0.38,-0.38,-0.19,0,0,0.12,0.16,0,0.3,0.6,0.08,-0.53,0.4,-0.43,-0.2,0.02,-0.96,0.49
"Yemen",47,-0.04,-0.22,-0.52,-0.33,-0.15,0,-0.29,-0.63,0.69,0.34,0,-0.05,-0.04,0,-0.65,-0.32,0,2.01,-0.9
"Bermuda",108,-0.05,0.09,-0.59,-0.44,-0.29,-0.2,0,0.01,-1.13,-1.75,-2.37,0.43,0.43,0,-0.19,-0.09,0,1.03,0.43
"Senegal",66,-0.05,0.16,-0.33,-0.24,-0.14,0.02,0.02,0.51,0.97,0.48,0,-0.78,-0.83,0.02,-0.43,0.47,1.37,-0.74,-0.38
"Singapore",208,-0.05,0,-0.22,-0.1,0.03,0.07,0.06,-0.25,0,0.07,0.14,-0.17,0.04,0,-1.03,-0.52,0,0.1,0.06
"Sudan",49,-0.06,0.03,-0.29,0,0.3,-0.07,-0.02,-0.14,0.07,0.15,0.24,0.27,0.27,0,-0.68,-0.34,0,0.53,-0.97
"Antigua and Barbuda",120,-0.07,0.7,-0.64,-0.32,0.01,-0.17,0,0.9,-0.67,-0.34,0,0.1,0.1,0,-1.01,-0.57,-0.12,0.3,-1.29
"Palau",8,-0.07,0.38,-0.38,0.1,0.58,0.07,0.06,-0.24,0.44,0.51,0.58,-0.11,-0.1,0,-0.42,-0.21,0,2.54,-3.83
"Anguilla",118,-0.08,-0.05,-0.67,-0.23,0.21,-0.2,-0.24,0,-0.52,-1.14,-1.75,0.23,0.23,0,-0.99,-0.12,0.74,0.98,0
"Canada",218,-0.08,0.12,-0.21,-0.01,0.19,0.33,0.02,-0.24,0,-0.15,-0.31,-0.75,-1.3,0.02,-0.17,1.06,2.29,-1.08,0.46
"Cuba",112,-0.09,0.12,-0.35,-0.2,-0.05,-0.07,0,-1.23,0.66,0.32,-0.01,0.1,-0.45,0.01,-0.59,-0.3,0,0.52,0.34
"Jarvis Island",149,-0.09,,-0.45,-0.1,0.25,0,,0,,,,-0.33,-0.33,,-0.69,-0.34,0,0.23,
"Johnston Atoll",159,-0.1,,-0.59,-0.3,-0.01,-0.29,,0.01,,,,-0.18,-0.18,,-0.69,-0.35,0,0.53,
"Poland",178,-0.1,0.64,-0.38,-0.66,-0.94,-0.02,-0.02,0.43,0,0.08,0.16,-1.68,-1.68,0,0,0,0,-0.22,0.46
"Faeroe Islands",141,-0.11,0.19,-0.34,-0.16,0.02,,,-0.02,0.39,0.07,-0.25,0.28,-1.49,0.58,0.12,-0.17,-0.46,-0.15,0.89
"Guinea",194,-0.11,0.18,-0.19,-0.06,0.06,0.04,0.04,-0.95,0.35,0.3,0.24,-0.49,-0.49,0,-0.71,-0.31,0.1,0.69,-0.53
"Philippines",15,-0.11,0.37,-0.24,0.25,0.75,0.05,0.06,0.32,0.38,-0.07,-0.53,-0.11,-0.54,0.02,-0.46,-0.14,0.18,-1.54,0.16
"Montenegro",186,-0.13,0.59,-0.41,-0.19,0.03,,,0.4,-0.16,-0.09,-0.01,0.38,-0.27,-0.03,-0.76,-0.37,0.03,-0.17,-0.94
"Mozambique",41,-0.13,-0.02,-0.29,-0.2,-0.12,-0.13,-0.1,0.07,0,0,0,0.15,0.16,0,-0.08,-0.05,-0.02,-0.85,-0.16
"Estonia",70,-0.14,0.49,-0.23,-0.42,-0.6,0,0,-0.39,1.45,0.81,0.17,-2.03,-2.03,0,0,0,0,-0.27,0.44
"Lebanon",78,-0.14,-0.51,-0.61,-0.81,-1.01,,,0.27,0,-0.07,-0.14,-0.15,-0.12,-0.06,-0.21,-0.1,0,-1.47,1.71
"Saint Helena",86,-0.14,0.19,-0.29,-0.4,-0.51,,,-0.17,-0.2,-0.83,-1.46,0.39,0.39,0,-0.65,-0.32,0,-0.78,0.77
"Latvia",69,-0.15,1.12,-0.33,-0.78,-1.23,-0.12,0.03,-0.17,0,0.82,1.64,-1.82,-1.82,0,0,0,0,-0.2,-0.38
"Vietnam",207,-0.15,0.43,-0.15,-0.08,-0.01,0.06,0.07,0.49,1.04,0.59,0.13,-0.06,0.08,0.56,-0.38,-0.15,0.08,-3.46,0.49
"Jan Mayen",144,-0.16,,-0.25,-0.77,-1.29,,,0,0.43,0.09,-0.25,-0.8,-0.8,,0.98,0.49,0,0.01,
"Nigeria",196,-0.16,-0.06,-0.23,-0.11,0.01,-0.02,0.01,-0.63,0.78,0.39,0,-0.93,-0.93,0,-0.92,-0.48,-0.05,-0.08,0.31
"Gambia",65,-0.17,0.07,-0.28,-0.23,-0.18,0.09,0.09,0.05,0,0,0,-0.58,-0.51,0,-0.83,-0.39,0.04,-0.58,-0.26
"Kuwait",51,-0.17,-0.48,-0.24,-0.19,-0.13,-0.14,-0.1,-0.5,0,0,0,0.31,0.31,0,0.17,-0.91,-2,0.04,0.28
"Lithuania",189,-0.17,0.7,-0.25,-1.5,-2.75,,,0.05,0,0.44,0.88,-1.98,-1.98,0,0,0,0,0.29,0.66
"Bahrain",52,-0.18,0.04,-0.27,-0.06,0.14,-0.2,-0.1,0.44,0.48,0.64,0.79,0.44,0.43,0,0.14,0.07,0,0.02,-3.11
"British Indian Ocean Territory",38,-0.18,0.27,-0.35,-0.18,0,0,,0,0.15,0.27,0.38,-1.83,-1.83,0,-0.26,-0.13,0,-0.3,0.26
"Republique du Congo",100,-0.18,-0.06,-0.13,0.02,0.18,,,0.8,1.64,0.84,0.04,-1.32,-1.32,0,-0.46,0.57,1.6,-2.83,0.55
"Saudi Arabia",50,-0.18,-0.26,-0.27,-0.17,-0.07,-0.08,-0.03,-2.07,0,0,0,0.27,0.13,0.22,-0.18,-0.08,0.02,0.97,-0.22
"Sint Eustatius",249,-0.19,0.11,-0.05,-1.2,-2.36,0,0,-0.27,0.2,0.09,-0.01,-0.33,-0.33,0,-0.58,-0.29,0.01,-0.28,0.22
