"region_name","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Global average",0,72.15,76.63,82.62,86.79,90.98,87.94,79.3,70.04,87.89,82.47,77.04,58.87,54.11,6.55,67.85,61.33,54.82,69.96,53.46
"Howland Island and Baker Island",158,94.02,,76.96,88.41,99.85,100,,97.93,,,,95.2,95.2,,70.96,85.48,100,97.12,
"Heard and McDonald Islands",94,90.57,,91.13,95.31,99.49,,,99.71,,,,89.95,89.95,,76.24,88.12,100,79.77,
"Germany",176,87.12,97.67,87.21,89.21,91.21,100,100,51.07,100,91.97,83.93,60.92,61.48,69.58,92.06,96.03,100,91.3,92.51
"Jan Mayen",144,87.06,,81.38,68.42,55.45,,,92.58,90.64,88.19,85.75,88.77,88.77,,75.38,87.69,100,96.71,
"Greenland",145,86.47,96.83,87.6,90.95,94.29,95.17,,94.44,100,100,100,76.84,76.84,0,66.72,83.05,99.39,98.18,42.79
"Jarvis Island",149,86.32,,76.04,86.57,97.11,98.21,,98.38,,,,75.38,75.38,,71.29,85.64,100,73.74,
"Kerguelen Islands",93,86.03,,88.98,94.45,99.91,,,98.78,,,,81.85,81.85,,52.99,76.5,100,78.57,
"Seychelles",31,85.94,73.9,84.61,91.09,97.57,86.8,100,82.52,69.56,84.78,100,85.38,85.38,0,65.77,73.81,81.86,81.08,100
"South Georgia and the South Sandwich Islands",89,85.73,,90.32,94.64,98.96,,,98.89,,,,72.47,72.47,,67.5,83.75,100,78.88,
"Clipperton Island",107,85.67,,72.53,86.19,99.85,100,,86.07,,,,96.05,96.05,,70.16,70.07,69.98,75.67,
"Estonia",70,84.75,91.63,93.25,95.3,97.34,100,100,66.11,100,75.66,51.31,84.58,84.58,0,95.45,97.73,100,94.64,41.88
"Glorioso Islands",30,84.29,,87.04,91.05,95.06,92.79,,92.14,96.7,95.05,93.4,58.3,58.3,,52.78,76.39,100,,
"Saba",248,83.91,76.44,92.97,96.44,99.92,100,100,68.39,80.17,72.82,65.46,45.77,45.77,0,76.07,83.02,89.97,96.24,100
"Ile Europa",35,83.58,,81.39,87.09,92.79,92.79,,93.78,,,,68.08,68.08,,52.31,76.16,100,,
"Aruba",250,83.57,90.54,86.66,92.31,97.95,99.99,99.95,56.78,100,100,100,51.48,51.48,,80.89,46.36,11.83,98.25,100
"Norway",223,83.08,100,82.35,87.74,93.13,61.9,,76.99,78.87,82.21,85.54,84.57,90.96,100,68.08,78.43,88.78,98.03,71.44
"Curacao",244,81.68,78.07,84.56,90.74,96.93,99.96,90.08,67.96,80.42,73.13,65.83,56.98,56.98,,72.42,61.01,49.6,98.91,100
"Madeira",57,81.58,85.49,78.27,87.05,95.83,,,71.01,94.88,83.45,72.02,65.09,65.09,0,71.42,85.71,100,94.06,80.77
"United Arab Emirates",54,81.53,100,90.27,94.08,97.88,93.2,91.76,68.31,100,100,100,71.41,70.48,0.13,63.45,71.87,80.28,68.91,56.66
"Northern Saint-Martin",221,81.02,86.22,94.41,95.51,96.6,94.21,100,45.05,85.82,91.09,96.36,40.89,40.89,0,76.36,88.18,100,70.07,98.94
"Netherlands",177,80.96,98.45,85.33,85.15,84.97,100,100,45.52,80.45,67.07,53.69,67.06,79.8,100,78.37,89.18,100,79.6,64.84
"Pitcairn",146,80.64,73.08,80.29,90.14,100,100,,82.8,72.65,80.97,89.28,97.45,97.45,0,76.91,73.96,71,39.38,88.01
"Wake Island",12,80.35,,75.49,77.31,79.13,76.74,,71.24,69.41,73.43,77.44,88.27,88.27,,70.43,85.22,100,90.22,
"Christmas Island",2,79.98,96.66,81.27,88.93,96.6,93.39,92.76,80.5,100,96.35,92.7,56.79,56.79,0,71.91,63.79,55.67,41.17,89.49
"Bahamas",110,79.83,93.12,88.35,87.07,85.79,54.85,99.71,62.79,96.38,83.28,70.18,79.14,79.08,0,74.44,83.25,92.06,55.16,100
"Denmark",175,79.72,98.91,87.7,92.08,96.45,100,100,52.63,71.95,71.28,70.61,63.32,65.61,89.25,92.5,96.25,100,92.22,28.19
"Mayotte",29,79.29,54.2,86.26,90.99,95.73,92.8,92.76,53.16,100,100,100,91.05,90.06,0.15,63.18,79.91,96.63,87.96,51.03
"Crozet Islands",91,79.11,,87.51,87.51,,,,96.58,,,,95.75,95.75,,52.98,76.49,100,39.23,
"Puerto Rico and Virgin Islands of the United States",116,79.07,92.27,83.1,88.98,94.85,83.16,100,54.75,92.5,73.55,54.61,51.72,51.72,0,75.85,74.03,72.21,72.96,99.23
