"region_name","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Global average",0,71.93,76.5,82.82,86.63,90.46,88.28,79.25,69.79,87.88,82.45,77.02,59.65,54.71,6.44,68.69,61.37,54.04,68.55,52.39
"Howland Island and Baker Island",158,93.44,,77.16,88.52,99.89,100,,97.75,,,,95.15,95.15,,70.77,85.38,100,93.84,
"Heard and McDonald Islands",94,90.58,,91.05,95.35,99.66,,,99.71,,,,88.81,88.81,,76.22,88.11,100,80.9,
"Jan Mayen",144,87.33,,81.77,71.39,61.01,,,92.58,90.64,88.19,85.75,89,89,,75.45,87.73,100,95.11,
"Jarvis Island",149,86.45,,76.3,86.97,97.64,98.21,,98.38,,,,74.94,74.94,,71.08,85.54,100,74.67,
"Germany",176,86.22,97.5,87.31,89.31,91.32,100,100,50.49,100,91.94,83.89,59.25,60.11,73.07,91.9,95.95,100,83.91,92.96
"Seychelles",31,86.18,73.74,85,91.29,97.58,87.44,100,83.48,69.76,84.88,100,87.6,87.6,0,65.84,73.91,81.98,79.46,100
"South Georgia and the South Sandwich Islands",89,86.16,,90.55,94.1,97.65,,,98.89,,,,73.49,73.49,,67.73,83.86,100,80.44,
"Kerguelen Islands",93,85.78,,88.76,94.34,99.91,,,98.78,,,,80.02,80.02,,52.98,76.49,100,79.25,
"Greenland",145,85.67,96.63,87.77,91.28,94.79,94.51,,94.44,100,100,100,76.31,76.31,0,66.7,83.04,99.39,94.6,40.26
"Estonia",70,85.17,91.46,93.4,96.11,98.82,100,100,67.27,100,75.76,51.52,85.25,85.25,0,95.45,97.73,100,95.53,42.59
"Glorioso Islands",30,84.7,,87.27,91.23,95.19,92.79,,92.07,96.7,95.05,93.4,60.66,60.66,,52.78,76.39,100,,
"Ile Europa",35,84.48,,81.55,87.17,92.79,92.79,,93.78,,,,72.53,72.53,,52.3,76.15,100,,
"Saba",248,83.75,76.08,92.81,96.37,99.93,100,100,68.25,80.05,72.71,65.37,45.7,45.7,0,75.83,82.84,89.85,95.57,100
"Aruba",250,83.48,88.7,87.33,92.64,97.95,99.99,99.95,56.97,100,100,100,51.5,51.5,,82.85,47.35,11.86,97.67,100
"Norway",223,82.43,100,82.72,88.05,93.38,54.92,,78.72,78.97,82.31,85.65,86.22,91.6,100,68.16,77.89,87.61,96.57,71.84
"Curacao",244,81.55,78.27,84.88,90.91,96.93,99.96,89.93,67.83,80.25,72.95,65.66,57.08,57.08,,74.04,61.79,49.54,96.8,100
"Northern Saint-Martin",221,80.91,85.99,94.5,95.55,96.59,94.21,100,44.96,85.8,91.08,96.36,40.63,40.63,0,77.61,88.81,100,68.8,99.07
"United Arab Emirates",54,80.83,100,90.36,94.12,97.87,93.2,91.65,66.41,100,100,100,70.43,69.56,0.09,66.09,69.99,73.89,67.31,56.03
"Madeira",57,80.62,84.39,78.86,86.09,93.33,,,69.85,94.88,83.45,72.02,64.6,64.6,0,71.54,85.77,100,90.31,80.54
"Clipperton Island",107,80.19,,72.9,86.43,99.96,100,,86,,,,96.65,96.65,,71.59,35.79,0,76.24,
"Italy",184,80.04,93.3,72.06,82.61,93.15,85.65,85.04,50.23,100,87.08,74.16,48.21,59.45,75.23,75.57,87.26,98.96,82.6,87.19
"Wake Island",12,79.97,,75.85,77.41,78.96,76.6,,70.99,69.07,73.11,77.16,88.45,88.45,,70.22,85.11,100,88.11,
"Greece",80,79.89,82.89,73.15,86.27,99.39,,,63.22,66.62,64.74,62.87,53.61,75.64,91.01,75.76,87.08,98.41,79.26,100
"Christmas Island",2,79.57,96.53,81.52,89.01,96.51,93.39,92.76,80.44,100,96.35,92.7,59.45,59.45,0,71.85,63.73,55.61,39.3,84.76
"Puerto Rico and Virgin Islands of the United States",116,79.46,92.02,83.44,89.01,94.58,83.14,100,54.67,92.32,73.43,54.53,51.67,51.67,0,77.06,74.59,72.12,76.69,99.35
"New Zealand",162,79.43,95.52,86.56,87.95,89.33,68.82,64.81,78.61,100,100,100,78.11,62.43,2.31,62.51,63.99,65.48,74.26,97.96
"New Caledonia",5,79.31,66.5,87.69,87.7,87.72,77.09,78.77,85.02,92.61,96.3,100,86.16,63.81,0.14,68.44,78.91,89.38,75.61,83.41
"Johnston Atoll",159,79.29,,76.36,83.88,91.4,77.4,,75.12,,,,81.17,81.17,,70.35,85.17,100,73,
"Mayotte",29,79.19,54,86.49,91.12,95.76,92.8,92.67,53.38,100,100,100,91.15,90.36,0.11,63.12,79.56,95.99,86.42,51.57
"Crozet Islands",91,79.13,,87.33,87.33,,,,96.5,,,,95.55,95.55,,52.97,76.49,100,39.8,
"Bahamas",110,79.05,93.16,88.86,87.33,85.8,55.16,99.71,59.61,96.38,83.31,70.23,78.95,78.95,0,76.03,84.04,92.06,49.21,100
"Finland",174,78.94,95.26,93.2,95.64,98.07,,,70.87,100,84.76,69.51,73.35,86.07,100,96.15,82.78,69.41,92.92,23.23
"Denmark",175,78.92,98.69,88.08,92.26,96.43,100,100,52.84,72.23,71.51,70.79,60.76,63.34,89.13,92.5,96.25,100,87.11,27.22
"Qatar",190,78.92,100,90.19,93.97,97.75,95.26,90.76,60.4,81.81,68.66,55.51,66.86,66.86,0,71.61,73.83,76.05,83.12,56.33
"Ile Tromelin",36,78.86,,78.77,85.78,92.79,92.79,,91.52,,,,90.85,90.85,,52.17,26.08,0,86.17,
"Bouvet Island",105,78.78,,90.2,95.06,99.93,,,98.91,,,,80.27,80.27,,81.73,40.86,0,,
"Netherlands",177,78.75,98.14,85.38,85.44,85.51,100,100,45.31,80.55,67.18,53.8,65.25,75.36,100,78.31,89.16,100,61.94,64.98
"Cocos Islands",1,78.67,96.53,80.3,88.65,97.01,97.74,92.76,83.41,100,96.35,92.7,71.28,71.28,0,73.63,36.82,0,37.94,85.23
"Antigua and Barbuda",120,78.4,76.1,84.89,86.52,88.15,78.4,99.94,65.35,88.75,94.37,100,38.5,38.5,0,77.69,78.45,79.21,66.39,100
