"region_name","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Global average",0,71.75,76.06,83.31,86.84,90.37,88.12,79.19,69.34,87.86,82.43,77.01,59.63,54.76,6.42,68.12,60.64,53.16,69.87,50.62
"Howland Island and Baker Island",158,93.04,,78.04,88.85,99.65,100,,97.84,,,,95.6,95.6,,70.36,85.18,100,90.75,
"Heard and McDonald Islands",94,91.13,,90.88,95.27,99.66,,,99.71,,,,88.75,88.75,,75.79,87.9,100,84.02,
"Jan Mayen",144,86.91,,82.28,64.68,47.08,,,92.58,90.64,88.19,85.75,89.4,89.4,,75,87.5,100,99.11,
"Jarvis Island",149,86.84,,77.2,86.7,96.2,98.21,,98.38,,,,77.03,77.03,,70.67,85.34,100,75.39,
"Kerguelen Islands",93,86.72,,88.49,94.2,99.91,,,98.78,,,,81.94,81.94,,52.37,76.19,100,82.49,
"South Georgia and the South Sandwich Islands",89,86.02,,90.18,92.13,94.09,,,98.89,,,,72.14,72.14,,67.08,83.54,100,83.4,
"Germany",176,85.64,97.12,87.78,90.41,93.03,100,100,51.44,100,91.89,83.78,51.39,52.64,56.16,91.67,95.83,100,88.17,88.85
"Seychelles",31,85.32,71.62,85.5,91.53,97.55,87.17,100,83.28,69.69,84.84,100,84.1,84.1,0.01,65.43,76.09,86.76,74.58,100
"Estonia",70,84.71,90.56,93.7,96.84,99.97,100,100,68.12,100,75.6,51.2,81.98,81.98,0,95.45,97.73,100,96.9,39.37
"Greenland",145,84.5,96.26,88.26,91.73,95.21,94.54,,90.16,100,100,100,70.88,70.88,0,66.48,82.93,99.39,97.3,36.67
"Glorioso Islands",30,84.09,,87.86,91.5,95.15,92.79,,92.1,96.7,95.05,93.4,57.03,57.03,,52.18,76.09,100,,
"Norway",223,83.65,100,83.15,87.62,92.09,72.04,,78.62,78.8,82.15,85.5,85.35,90.5,100,67.92,77.7,87.48,94.58,69.69
"Aruba",250,83.53,85.6,88.33,93.14,97.95,99.99,99.95,62.09,100,100,100,51.3,51.3,,81.8,46.83,11.86,96.42,100
"Saba",248,83.51,75.65,92.87,96.4,99.92,100,100,68.13,80.06,72.72,65.37,44.91,44.91,0,74.48,82.17,89.87,95.09,100
"Ile Europa",35,83.01,,82.06,87.42,92.79,92.79,,93.78,,,,65.21,65.21,,51.71,75.86,100,,
"Curacao",244,81.88,79.65,85.96,91.44,96.93,99.96,90.81,67.8,80.28,72.98,65.68,56.62,56.62,,72.86,61.2,49.54,98.28,100
"Greece",80,81.33,82.16,74.27,86.68,99.08,,,62.32,66.6,64.73,62.87,53.27,74.35,94.76,74.84,86.63,98.41,93.74,100
"Wake Island",12,80.74,,77.09,77.99,78.9,76.28,,71.05,69.09,73.12,77.14,88.87,88.87,,69.82,84.91,100,92.94,
