"","rgn_id","potential_mar_tonnes","year","rgn_name"
"1",1,2587.3,2019,"Cocos Islands"
"2",2,5623.06,2019,"Christmas Island"
"3",3,41013.7994,2019,"Norfolk Island"
"4",4,9456.7753,2019,"Macquarie Island"
"5",5,762739.666,2019,"New Caledonia"
"6",6,88850.304,2019,"Vanuatu"
"7",7,447515.375,2019,"Solomon Islands"
"8",8,48799.162,2019,"Palau"
"9",9,389938.108,2019,"Micronesia"
"10",10,0,2019,"Nauru"
"11",11,328152.095,2019,"Marshall Islands"
"12",12,1344.361,2019,"Wake Island"
"13",13,12625.794,2019,"Northern Mariana Islands and Guam"
"14",14,9597.607,2019,"Taiwan"
"15",15,3857395.492,2019,"Philippines"
"16",16,38010701.06,2019,"Australia"
"17",17,4066277.127,2019,"Papua New Guinea"
"18",18,720187.6842,2019,"Fiji"
"19",19,68572.8,2019,"Tuvalu"
"20",20,232121.9785,2019,"South Korea"
"21",21,835751.6531,2019,"North Korea"
"22",24,725656.441,2019,"Cambodia"
"23",25,3330468.692,2019,"Thailand"
"24",26,481887.484,2019,"Andaman and Nicobar"
"25",28,18364.879,2019,"Comoro Islands"
"26",29,29260.207,2019,"Mayotte"
"27",30,18222.628,2019,"Glorioso Islands"
"28",31,854741.8378,2019,"Seychelles"
"29",32,1164.426,2019,"Reunion"
"30",33,22583.022,2019,"Juan de Nova Island"
"31",34,2720.169,2019,"Bassas da India"
"32",35,0,2019,"Ile Europa"
"33",36,0,2019,"Ile Tromelin"
"34",37,659002.416,2019,"Mauritius"
"35",38,359573.46,2019,"British Indian Ocean Territory"
"36",39,454944.126,2019,"Maldives"
"37",40,763276.5573,2019,"Sri Lanka"
"38",41,2318608.871,2019,"Mozambique"
"39",42,2783557.781,2019,"Madagascar"
"40",43,191356.8294,2019,"Kenya"
"41",44,792784.5054,2019,"Somalia"
"42",45,692676.2953,2019,"Eritrea"
"43",46,25682.133,2019,"Djibouti"
"44",47,639411.0763,2019,"Yemen"
"45",48,1661291.364,2019,"Oman"
"46",49,169599.611,2019,"Sudan"
"47",50,1093851.979,2019,"Saudi Arabia"
"48",51,66995.85214,2019,"Kuwait"
"49",52,32273.93698,2019,"Bahrain"
"50",53,928434.3604,2019,"Pakistan"
"51",54,270413.4216,2019,"United Arab Emirates"
"52",55,9807.1382,2019,"Azores"
"53",56,51343.837,2019,"Cape Verde"
"54",57,6328.3044,2019,"Madeira"
"55",58,11170.1859,2019,"Canary Islands"
"56",59,0,2019,"Belgium"
"57",60,0,2019,"Gibraltar"
"58",61,649823.1895,2019,"Tunisia"
"59",62,978260.0807,2019,"Morocco"
"60",63,651067.606,2019,"Western Sahara"
"61",64,980692.1516,2019,"Mauritania"
"62",65,166773.9924,2019,"Gambia"
"63",66,628103.7701,2019,"Senegal"
"64",67,701119.359,2019,"Libya"
"65",68,4969.7523,2019,"Malta"
"66",69,2930.9033,2019,"Latvia"
"67",70,8378.5847,2019,"Estonia"
"68",71,0,2019,"Bulgaria"
"69",72,10178.43865,2019,"Romania"
"70",73,1528571.694,2019,"Russia"
"71",74,24518.9265,2019,"Georgia"
"72",75,710957.5206,2019,"Ukraine"
"73",76,98864.2995,2019,"Turkey"
"74",77,4028.921,2019,"Syria"
"75",78,4038.92,2019,"Lebanon"
"76",79,10954.435,2019,"Israel"
"77",80,65053.00348,2019,"Greece"
"78",81,9565.7419,2019,"Cyprus"
"79",82,21983.5354,2019,"Albania"
"80",84,25139.5437,2019,"Algeria"
"81",85,0,2019,"Ascension"
"82",86,8546.3786,2019,"Saint Helena"
"83",88,13282.6884,2019,"Tristan da Cunha"
"84",89,8827.4692,2019,"South Georgia and the South Sandwich Islands"
"85",90,21880.4545,2019,"Prince Edward Islands"
"86",91,105725.4251,2019,"Crozet Islands"
"87",92,709.7332,2019,"Amsterdam Island and Saint Paul Island"
"88",93,984552.482,2019,"Kerguelen Islands"
"89",94,65513.8893,2019,"Heard and McDonald Islands"
"90",95,2675027.329,2019,"Falkland Islands"
"91",96,1023114.938,2019,"Sierra Leone"
"92",97,336051.2763,2019,"Liberia"
"93",98,14687.821,2019,"Togo"
"94",99,31504.122,2019,"Benin"
"95",100,168764.6985,2019,"Republique du Congo"
"96",101,4122852.431,2019,"Namibia"
"97",102,3412025.328,2019,"South Africa"
"98",103,25280.045,2019,"Sao Tome and Principe"
"99",104,176576.2635,2019,"Equatorial Guinea"
"100",105,0,2019,"Bouvet Island"
"101",106,124366.331,2019,"Ghana"
"102",107,0,2019,"Clipperton Island"
"103",108,11855.3814,2019,"Bermuda"
"104",110,1828710.438,2019,"Bahamas"
"105",111,96342.14,2019,"Turks and Caicos Islands"
"106",112,1790924.656,2019,"Cuba"
"107",113,2666.968,2019,"Cayman Islands"
"108",114,59353.827,2019,"Haiti"
"109",115,155869.257,2019,"Dominican Republic"
"110",116,23138.304,2019,"Puerto Rico and Virgin Islands of the United States"
"111",117,0,2019,"British Virgin Islands"
"112",118,21506.125,2019,"Anguilla"
"113",119,0,2019,"Saint Kitts and Nevis"
"114",120,36327.199,2019,"Antigua and Barbuda"
"115",121,0,2019,"Montserrat"
"116",122,5271.556,2019,"Saint Lucia"
"117",123,5135.814,2019,"Dominica"
"118",124,0,2019,"Barbados"
"119",125,14889.563,2019,"Grenada"
"120",126,420997.3511,2019,"Trinidad and Tobago"
"121",127,26618.432,2019,"Saint Vincent and the Grenadines"
"122",129,784837.0527,2019,"Panama"
"123",130,291223.678,2019,"Costa Rica"
"124",131,1287116.766,2019,"Nicaragua"
"125",132,1547781.759,2019,"Colombia"
"126",133,940283.7028,2019,"Honduras"
"127",134,279220.5132,2019,"El Salvador"
"128",135,8712016.297,2019,"Mexico"
"129",136,185677.5103,2019,"Guatemala"
"130",137,689338.0838,2019,"Ecuador"
"131",138,3840376.496,2019,"Peru"
"132",139,3672272.763,2019,"Venezuela"
"133",140,28546.286,2019,"Guadeloupe and Martinique"
"134",141,259007.3213,2019,"Faeroe Islands"
"135",143,790374.8022,2019,"Iceland"
"136",144,0,2019,"Jan Mayen"
"137",145,74986.2001,2019,"Greenland"
"138",146,961.9555,2019,"Pitcairn"
"139",147,402869.174,2019,"French Polynesia"
"140",148,11287.934,2019,"Line Islands (Kiribati)"
"141",149,0,2019,"Jarvis Island"
"142",150,1409.6,2019,"Palmyra Atoll"
"143",151,4231.032,2019,"American Samoa"
"144",152,28113.45,2019,"Samoa"
"145",153,15552.088,2019,"Cook Islands"
"146",154,1272.276,2019,"Niue"
"147",155,132083.443,2019,"Tonga"
"148",156,1400.462,2019,"Tokelau"
"149",157,9857.127,2019,"Phoenix Islands (Kiribati)"
"150",158,4166.709,2019,"Howland Island and Baker Island"
"151",159,2088.012,2019,"Johnston Atoll"
"152",161,32743.106,2019,"Wallis and Futuna"
"153",162,3972689.258,2019,"New Zealand"
"154",163,14060169.97,2019,"United States"
"155",164,243695.6099,2019,"Belize"
"156",166,178209.762,2019,"Jamaica"
"157",167,2270357.26,2019,"Guyana"
"158",168,2070047.57,2019,"Suriname"
"159",169,2363922.331,2019,"French Guiana"
"160",171,17141423.33,2019,"Brazil"
"161",172,17377017.27,2019,"Argentina"
"162",173,1966875.393,2019,"Uruguay"
"163",174,1241.5177,2019,"Finland"
"164",175,11391.321,2019,"Denmark"
"165",176,13897.9367,2019,"Germany"
"166",177,0,2019,"Netherlands"
"167",178,13002.7904,2019,"Poland"
"168",179,234010.0312,2019,"France"
"169",180,824860.6624,2019,"United Kingdom"
"170",181,697778.2133,2019,"Ireland"
"171",182,30917.12139,2019,"Spain"
"172",183,28982.8833,2019,"Portugal"
"173",184,109820.1359,2019,"Italy"
"174",185,0,2019,"Monaco"
"175",186,23574.6114,2019,"Montenegro"
"176",187,18759.2122,2019,"Croatia"
"177",188,0,2019,"Slovenia"
"178",189,10085.6299,2019,"Lithuania"
"179",190,93901.37801,2019,"Qatar"
"180",191,285781.2886,2019,"Iran"
"181",192,2213.554,2019,"Iraq"
"182",193,1526669.945,2019,"Guinea Bissau"
"183",194,2062820.362,2019,"Guinea"
"184",195,194787.2218,2019,"Ivory Coast"
"185",196,312136.121,2019,"Nigeria"
"186",197,144580.654,2019,"Cameroon"
"187",198,723728.1214,2019,"Gabon"
"188",199,37823.50617,2019,"Democratic Republic of the Congo"
"189",200,1501158.215,2019,"Angola"
"190",202,355846.5844,2019,"Tanzania"
"191",203,8785542.271,2019,"India"
"192",204,2093429.166,2019,"Bangladesh"
"193",205,6167401.769,2019,"Myanmar"
"194",206,5947759.322,2019,"Malaysia"
"195",207,6109424.997,2019,"Vietnam"
"196",208,0,2019,"Singapore"
"197",209,1642753.481,2019,"China"
"198",210,2327458.642,2019,"Japan"
"199",212,70729.733,2019,"Gilbert Islands (Kiribati)"
"200",213,0,2019,"Antarctica"
"201",214,311864.0031,2019,"Egypt"
"202",215,0,2019,"Jordan"
"203",216,39664371.77,2019,"Indonesia"
"204",218,5043058.667,2019,"Canada"
"205",219,0,2019,"Saint Pierre and Miquelon"
"206",220,0,2019,"Sint Maarten"
"207",221,2517.472,2019,"Northern Saint-Martin"
"208",222,4825.8568,2019,"Sweden"
"209",223,204374.4934,2019,"Norway"
"210",224,5285596.794,2019,"Chile"
"211",227,0,2019,"Jersey"
"212",228,0,2019,"Guernsey"
"213",231,31040.285,2019,"East Timor"
"214",232,0,2019,"Bosnia and Herzegovina"
"215",237,0,2019,"Oecussi Ambeno"
"216",244,0,2019,"Curacao"
"217",245,0,2019,"Bonaire"
"218",247,194189.8216,2019,"Brunei"
"219",248,0,2019,"Saba"
"220",249,0,2019,"Sint Eustatius"
"221",250,0,2019,"Aruba"
