"rgn_id","potential_mar_tonnes","year"
1,2587.3,2019
2,5623.06,2019
3,41013.7994,2019
4,9456.7753,2019
5,762739.666,2019
6,88850.304,2019
7,447515.375,2019
8,48799.162,2019
9,389938.108,2019
10,0,2019
11,328152.095,2019
12,1344.361,2019
13,12625.794,2019
14,9597.607,2019
15,3857395.492,2019
16,38010701.06,2019
17,4066277.127,2019
18,720187.6842,2019
19,68572.8,2019
20,232121.9785,2019
21,835751.6531,2019
24,725656.441,2019
25,3330468.692,2019
26,481887.484,2019
28,18364.879,2019
29,29260.207,2019
30,18222.628,2019
31,854741.8378,2019
32,1164.426,2019
33,22583.022,2019
34,2720.169,2019
35,0,2019
36,0,2019
37,659002.416,2019
38,359573.46,2019
39,454944.126,2019
40,763276.5573,2019
41,2318608.871,2019
42,2783557.781,2019
43,191356.8294,2019
44,792784.5054,2019
45,692676.2953,2019
46,25682.133,2019
47,639411.0763,2019
48,1661291.364,2019
49,169599.611,2019
50,1093851.979,2019
51,66995.85214,2019
52,32273.93698,2019
53,928434.3604,2019
54,270413.4216,2019
55,9807.1382,2019
56,51343.837,2019
57,6328.3044,2019
58,11170.1859,2019
59,0,2019
60,0,2019
61,649823.1895,2019
62,978260.0807,2019
63,651067.606,2019
64,980692.1516,2019
65,166773.9924,2019
66,628103.7701,2019
67,701119.359,2019
68,4969.7523,2019
69,2930.9033,2019
70,8378.5847,2019
71,0,2019
72,10178.43865,2019
73,1528571.694,2019
74,24518.9265,2019
75,710957.5206,2019
76,98864.2995,2019
77,4028.921,2019
78,4038.92,2019
79,10954.435,2019
80,65053.00348,2019
81,9565.7419,2019
82,21983.5354,2019
84,25139.5437,2019
85,0,2019
86,8546.3786,2019
88,13282.6884,2019
89,8827.4692,2019
90,21880.4545,2019
91,105725.4251,2019
92,709.7332,2019
93,984552.482,2019
94,65513.8893,2019
95,2675027.329,2019
96,1023114.938,2019
97,336051.2763,2019
98,14687.821,2019
99,31504.122,2019
100,168764.6985,2019
101,4122852.431,2019
102,3412025.328,2019
103,25280.045,2019
104,176576.2635,2019
105,0,2019
106,124366.331,2019
107,0,2019
108,11855.3814,2019
110,1828710.438,2019
111,96342.14,2019
112,1790924.656,2019
113,2666.968,2019
114,59353.827,2019
115,155869.257,2019
116,23138.304,2019
117,0,2019
118,21506.125,2019
119,0,2019
120,36327.199,2019
121,0,2019
122,5271.556,2019
123,5135.814,2019
124,0,2019
125,14889.563,2019
126,420997.3511,2019
127,26618.432,2019
129,784837.0527,2019
130,291223.678,2019
131,1287116.766,2019
132,1547781.759,2019
133,940283.7028,2019
134,279220.5132,2019
135,8712016.297,2019
136,185677.5103,2019
137,689338.0838,2019
138,3840376.496,2019
139,3672272.763,2019
140,28546.286,2019
141,259007.3213,2019
143,790374.8022,2019
144,0,2019
145,74986.2001,2019
146,961.9555,2019
147,402869.174,2019
148,11287.934,2019
149,0,2019
150,1409.6,2019
151,4231.032,2019
152,28113.45,2019
153,15552.088,2019
154,1272.276,2019
155,132083.443,2019
156,1400.462,2019
157,9857.127,2019
158,4166.709,2019
159,2088.012,2019
161,32743.106,2019
162,3972689.258,2019
163,14060169.97,2019
164,243695.6099,2019
166,178209.762,2019
167,2270357.26,2019
168,2070047.57,2019
169,2363922.331,2019
171,17141423.33,2019
172,17377017.27,2019
173,1966875.393,2019
174,1241.5177,2019
175,11391.321,2019
176,13897.9367,2019
177,0,2019
178,13002.7904,2019
179,234010.0312,2019
180,824860.6624,2019
181,697778.2133,2019
182,30917.12139,2019
183,28982.8833,2019
184,109820.1359,2019
185,0,2019
186,23574.6114,2019
187,18759.2122,2019
188,0,2019
189,10085.6299,2019
190,93901.37801,2019
191,285781.2886,2019
192,2213.554,2019
193,1526669.945,2019
194,2062820.362,2019
195,194787.2218,2019
196,312136.121,2019
197,144580.654,2019
198,723728.1214,2019
199,37823.50617,2019
200,1501158.215,2019
202,355846.5844,2019
203,8785542.271,2019
204,2093429.166,2019
205,6167401.769,2019
206,5947759.322,2019
207,6109424.997,2019
208,0,2019
209,1642753.481,2019
210,2327458.642,2019
212,70729.733,2019
213,0,2019
214,311864.0031,2019
215,0,2019
216,39664371.77,2019
218,5043058.667,2019
219,0,2019
220,0,2019
221,2517.472,2019
222,4825.8568,2019
223,204374.4934,2019
224,5285596.794,2019
227,0,2019
228,0,2019
231,31040.285,2019
232,0,2019
237,0,2019
244,0,2019
245,0,2019
247,194189.8216,2019
248,0,2019
249,0,2019
250,0,2019
