"rgn_id","taxa_code","taxa_group","family","year","tonnes"
5,"Blue shrimp_47","SH","Penaeidae",1983,16
5,"Blue shrimp_47","SH","Penaeidae",1984,51
5,"Blue shrimp_47","SH","Penaeidae",1985,87
5,"Blue shrimp_47","SH","Penaeidae",1986,59
5,"Blue shrimp_47","SH","Penaeidae",1987,87
5,"Blue shrimp_47","SH","Penaeidae",1988,217
5,"Blue shrimp_47","SH","Penaeidae",1989,296
5,"Blue shrimp_47","SH","Penaeidae",1990,540
5,"Blue shrimp_47","SH","Penaeidae",1991,644
5,"Blue shrimp_47","SH","Penaeidae",1992,733
5,"Blue shrimp_47","SH","Penaeidae",1993,631
5,"Blue shrimp_47","SH","Penaeidae",1994,691
5,"Blue shrimp_47","SH","Penaeidae",1995,879
5,"Blue shrimp_47","SH","Penaeidae",1996,992
5,"Blue shrimp_47","SH","Penaeidae",1997,1107
5,"Blue shrimp_47","SH","Penaeidae",1998,1569
5,"Blue shrimp_47","SH","Penaeidae",1999,1820
5,"Blue shrimp_47","SH","Penaeidae",2000,1730
5,"Blue shrimp_47","SH","Penaeidae",2001,1837
5,"Blue shrimp_47","SH","Penaeidae",2002,1844
5,"Blue shrimp_47","SH","Penaeidae",2003,1705
5,"Blue shrimp_47","SH","Penaeidae",2004,2211
5,"Blue shrimp_47","SH","Penaeidae",2005,2440
5,"Blue shrimp_47","SH","Penaeidae",2006,2278
5,"Blue shrimp_47","SH","Penaeidae",2007,1843
5,"Blue shrimp_47","SH","Penaeidae",2008,2036
5,"Blue shrimp_47","SH","Penaeidae",2009,1860
5,"Blue shrimp_47","SH","Penaeidae",2010,1156
5,"Blue shrimp_47","SH","Penaeidae",2011,1539
5,"Blue shrimp_47","SH","Penaeidae",2012,1643
5,"Blue shrimp_47","SH","Penaeidae",2013,1573
5,"Blue shrimp_47","SH","Penaeidae",2014,1636
5,"Blue shrimp_47","SH","Penaeidae",2015,1252
5,"Blue shrimp_47","SH","Penaeidae",2016,1587
5,"Blue shrimp_47","SH","Penaeidae",2017,1450
5,"Blue shrimp_47","SH","Penaeidae",2018,1505
5,"Blue shrimp_47","SH","Penaeidae",2019,1444
5,"Blue shrimp_47","SH","Penaeidae",2020,1472
5,"Blue shrimp_47","SH","Penaeidae",2021,1431
5,"Blue shrimp_47","SH","Penaeidae",2022,1450
5,"Blue shrimp_47","SH","Penaeidae",2023,1400
5,"Emperor red snapper_680","F","Lutjanidae",2015,1
5,"Emperor red snapper_680","F","Lutjanidae",2016,1.25
5,"Emperor red snapper_680","F","Lutjanidae",2017,8.5
5,"Emperor red snapper_680","F","Lutjanidae",2018,12.3
5,"Emperor red snapper_680","F","Lutjanidae",2019,6.915
5,"Emperor red snapper_680","F","Lutjanidae",2020,2.695
5,"Emperor red snapper_680","F","Lutjanidae",2021,0.695
5,"Emperor red snapper_680","F","Lutjanidae",2022,1
5,"Emperor red snapper_680","F","Lutjanidae",2023,0
5,"Golden-lined spinefoot_769","F","Siganidae",2019,1.281
5,"Golden-lined spinefoot_769","F","Siganidae",2020,2.183
5,"Golden-lined spinefoot_769","F","Siganidae",2021,3.34
5,"Golden-lined spinefoot_769","F","Siganidae",2022,3
5,"Golden-lined spinefoot_769","F","Siganidae",2023,4.024
5,"Oysters_1045","BI",NA,1989,92
5,"Oysters_1045","BI",NA,1990,91
5,"Oysters_1045","BI",NA,1991,110
5,"Oysters_1045","BI",NA,1992,114
5,"Oysters_1045","BI",NA,1993,86
5,"Oysters_1045","BI",NA,1994,89
5,"Oysters_1045","BI",NA,1995,60
5,"Oysters_1045","BI",NA,1996,69
5,"Oysters_1045","BI",NA,1997,45
5,"Oysters_1045","BI",NA,1998,27
5,"Oysters_1045","BI",NA,1999,30
5,"Oysters_1045","BI",NA,2000,31
5,"Oysters_1045","BI",NA,2001,50
5,"Oysters_1045","BI",NA,2002,67
5,"Oysters_1045","BI",NA,2003,70
5,"Oysters_1045","BI",NA,2004,69
5,"Oysters_1045","BI",NA,2005,84
5,"Oysters_1045","BI",NA,2006,87
5,"Oysters_1045","BI",NA,2007,80
5,"Oysters_1045","BI",NA,2008,67
5,"Oysters_1045","BI",NA,2009,60
5,"Oysters_1045","BI",NA,2010,64
5,"Oysters_1045","BI",NA,2011,22
5,"Oysters_1045","BI",NA,2012,20
5,"Oysters_1045","BI",NA,2013,20
5,"Oysters_1045","BI",NA,2014,20
5,"Oysters_1045","BI",NA,2015,20
5,"Oysters_1045","BI",NA,2016,20
5,"Oysters_1045","BI",NA,2017,20
5,"Oysters_1045","BI",NA,2018,20
5,"Oysters_1045","BI",NA,2019,20
5,"Oysters_1045","BI",NA,2020,20
5,"Oysters_1045","BI",NA,2021,20
5,"Oysters_1045","BI",NA,2022,20
5,"Oysters_1045","BI",NA,2023,20
5,"White-spotted spinefoot_1339","F","Siganidae",2019,0.466
5,"White-spotted spinefoot_1339","F","Siganidae",2020,1.011
5,"White-spotted spinefoot_1339","F","Siganidae",2021,1.487
5,"White-spotted spinefoot_1339","F","Siganidae",2022,2
5,"White-spotted spinefoot_1339","F","Siganidae",2023,1.976
6,"Blue shrimp_52","SH","Penaeidae",2006,22
6,"Blue shrimp_52","SH","Penaeidae",2007,18
6,"Blue shrimp_52","SH","Penaeidae",2008,20
6,"Blue shrimp_52","SH","Penaeidae",2009,0
6,"Blue shrimp_52","SH","Penaeidae",2010,0
6,"Blue shrimp_52","SH","Penaeidae",2011,0
6,"Blue shrimp_52","SH","Penaeidae",2012,0
6,"Blue shrimp_52","SH","Penaeidae",2013,12
6,"Blue shrimp_52","SH","Penaeidae",2014,12.6
6,"Blue shrimp_52","SH","Penaeidae",2015,0
6,"Blue shrimp_52","SH","Penaeidae",2016,0
6,"Blue shrimp_52","SH","Penaeidae",2017,0
6,"Blue shrimp_52","SH","Penaeidae",2018,0
6,"Blue shrimp_52","SH","Penaeidae",2019,0
6,"Blue shrimp_52","SH","Penaeidae",2020,0.15
6,"Blue shrimp_52","SH","Penaeidae",2021,0
6,"Blue shrimp_52","SH","Penaeidae",2022,0
6,"Blue shrimp_52","SH","Penaeidae",2023,0
6,"Whiteleg shrimp_443","SH","Penaeidae",2010,25
6,"Whiteleg shrimp_443","SH","Penaeidae",2011,14
6,"Whiteleg shrimp_443","SH","Penaeidae",2012,17
6,"Whiteleg shrimp_443","SH","Penaeidae",2013,0
6,"Whiteleg shrimp_443","SH","Penaeidae",2014,0
6,"Whiteleg shrimp_443","SH","Penaeidae",2015,8.004
6,"Whiteleg shrimp_443","SH","Penaeidae",2016,11.157
6,"Whiteleg shrimp_443","SH","Penaeidae",2017,10
6,"Whiteleg shrimp_443","SH","Penaeidae",2018,10
6,"Whiteleg shrimp_443","SH","Penaeidae",2019,10
6,"Whiteleg shrimp_443","SH","Penaeidae",2020,0.2
6,"Whiteleg shrimp_443","SH","Penaeidae",2021,0
6,"Whiteleg shrimp_443","SH","Penaeidae",2022,0
6,"Whiteleg shrimp_443","SH","Penaeidae",2023,0
7,"Giant tiger prawn_129","SH","Penaeidae",1987,6
7,"Giant tiger prawn_129","SH","Penaeidae",1988,5
7,"Giant tiger prawn_129","SH","Penaeidae",1989,3
7,"Giant tiger prawn_129","SH","Penaeidae",1990,5
7,"Giant tiger prawn_129","SH","Penaeidae",1991,6
7,"Giant tiger prawn_129","SH","Penaeidae",1992,8
7,"Giant tiger prawn_129","SH","Penaeidae",1993,10
7,"Giant tiger prawn_129","SH","Penaeidae",1994,13
7,"Giant tiger prawn_129","SH","Penaeidae",1995,13
7,"Giant tiger prawn_129","SH","Penaeidae",1996,13
7,"Giant tiger prawn_129","SH","Penaeidae",1997,13
7,"Giant tiger prawn_129","SH","Penaeidae",1998,13
7,"Giant tiger prawn_129","SH","Penaeidae",1999,13
7,"Giant tiger prawn_129","SH","Penaeidae",2000,15
7,"Giant tiger prawn_129","SH","Penaeidae",2001,15
7,"Giant tiger prawn_129","SH","Penaeidae",2002,0
7,"Giant tiger prawn_129","SH","Penaeidae",2003,0
7,"Giant tiger prawn_129","SH","Penaeidae",2004,0
7,"Giant tiger prawn_129","SH","Penaeidae",2005,0
7,"Giant tiger prawn_129","SH","Penaeidae",2006,0
7,"Giant tiger prawn_129","SH","Penaeidae",2007,1
7,"Giant tiger prawn_129","SH","Penaeidae",2008,1
7,"Giant tiger prawn_129","SH","Penaeidae",2009,0
7,"Giant tiger prawn_129","SH","Penaeidae",2010,0
7,"Giant tiger prawn_129","SH","Penaeidae",2011,0
7,"Giant tiger prawn_129","SH","Penaeidae",2012,0
