"rgn_id","rgn_name","year","quantity","unit","sector","source"
14,"Taiwan",2008,218626.2,"Persons (1)","mar","OECD"
14,"Taiwan",2009,195390,"Persons (1)","mar","OECD"
14,"Taiwan",2010,195413.4,"Persons (1)","mar","OECD"
14,"Taiwan",2011,197893.8,"Persons (1)","mar","OECD"
14,"Taiwan",2012,205124.4,"Persons (1)","mar","OECD"
14,"Taiwan",2013,208657.8,"Persons (1)","mar","OECD"
14,"Taiwan",2014,204328.8,"Persons (1)","mar","OECD"
14,"Taiwan",2015,206668.8,"Persons (1)","mar","OECD"
14,"Taiwan",2016,202456.8,"Persons (1)","mar","OECD"
14,"Taiwan",2017,210857.4,"Persons (1)","mar","OECD"
14,"Taiwan",2018,208564.2,"Persons (1)","mar","OECD"
14,"Taiwan",2019,198127.8,"Persons (1)","mar","OECD"
14,"Taiwan",2020,207136.8,"Persons (1)","mar","OECD"
14,"Taiwan",2021,199695.6,"Persons (1)","mar","OECD"
14,"Taiwan",2022,199929.6,"Persons (1)","mar","OECD"
15,"Philippines",2008,819000,"Persons (1)","mar","OECD"
15,"Philippines",2009,819000,"Persons (1)","mar","OECD"
15,"Philippines",2010,819000,"Persons (1)","mar","OECD"
15,"Philippines",2011,819000,"Persons (1)","mar","OECD"
15,"Philippines",2012,819000,"Persons (1)","mar","OECD"
15,"Philippines",2013,792464.4,"Persons (1)","mar","OECD"
15,"Philippines",2014,765952.2,"Persons (1)","mar","OECD"
15,"Philippines",2015,739416.6,"Persons (1)","mar","OECD"
15,"Philippines",2016,712881,"Persons (1)","mar","OECD"
15,"Philippines",2017,686368.8,"Persons (1)","mar","OECD"
15,"Philippines",2018,659833.2,"Persons (1)","mar","OECD"
15,"Philippines",2019,633297.6,"Persons (1)","mar","OECD"
15,"Philippines",2020,606762,"Persons (1)","mar","OECD"
15,"Philippines",2021,580249.8,"Persons (1)","mar","OECD"
15,"Philippines",2022,580249.8,"Persons (1)","mar","OECD"
16,"Australia",2008,18720,"Persons (1)","mar","OECD"
16,"Australia",2009,16380,"Persons (1)","mar","OECD"
16,"Australia",2010,16380,"Persons (1)","mar","OECD"
16,"Australia",2011,16380,"Persons (1)","mar","OECD"
16,"Australia",2012,16380,"Persons (1)","mar","OECD"
16,"Australia",2013,14040,"Persons (1)","mar","OECD"
16,"Australia",2014,16380,"Persons (1)","mar","OECD"
16,"Australia",2015,16380,"Persons (1)","mar","OECD"
16,"Australia",2016,14040,"Persons (1)","mar","OECD"
16,"Australia",2017,14040,"Persons (1)","mar","OECD"
16,"Australia",2018,14040,"Persons (1)","mar","OECD"
16,"Australia",2019,14040,"Persons (1)","mar","OECD"
16,"Australia",2020,16380,"Persons (1)","mar","OECD"
16,"Australia",2021,16380,"Persons (1)","mar","OECD"
16,"Australia",2022,16380,"Persons (1)","mar","OECD"
20,"South Korea",2008,100292.4,"Persons (1)","mar","OECD"
20,"South Korea",2009,101626.2,"Persons (1)","mar","OECD"
20,"South Korea",2010,69521.4,"Persons (1)","mar","OECD"
20,"South Korea",2011,74973.6,"Persons (1)","mar","OECD"
20,"South Korea",2012,70644.6,"Persons (1)","mar","OECD"
20,"South Korea",2013,69544.8,"Persons (1)","mar","OECD"
20,"South Korea",2014,64701,"Persons (1)","mar","OECD"
20,"South Korea",2015,82134,"Persons (1)","mar","OECD"
20,"South Korea",2016,82274.4,"Persons (1)","mar","OECD"
20,"South Korea",2017,82602,"Persons (1)","mar","OECD"
20,"South Korea",2018,88896.6,"Persons (1)","mar","OECD"
20,"South Korea",2019,86650.2,"Persons (1)","mar","OECD"
20,"South Korea",2020,63671.4,"Persons (1)","mar","OECD"
20,"South Korea",2021,65613.6,"Persons (1)","mar","OECD"
20,"South Korea",2022,63367.2,"Persons (1)","mar","OECD"
25,"Thailand",2008,1011862.8,"Persons (1)","mar","OECD"
25,"Thailand",2009,1011862.8,"Persons (1)","mar","OECD"
25,"Thailand",2010,1011862.8,"Persons (1)","mar","OECD"
25,"Thailand",2011,1011862.8,"Persons (1)","mar","OECD"
25,"Thailand",2012,1011862.8,"Persons (1)","mar","OECD"
25,"Thailand",2013,1011862.8,"Persons (1)","mar","OECD"
25,"Thailand",2014,1011862.8,"Persons (1)","mar","OECD"
25,"Thailand",2015,1011862.8,"Persons (1)","mar","OECD"
25,"Thailand",2016,1011862.8,"Persons (1)","mar","OECD"
25,"Thailand",2017,1011862.8,"Persons (1)","mar","OECD"
25,"Thailand",2018,1258428.6,"Persons (1)","mar","OECD"
25,"Thailand",2019,1294885.8,"Persons (1)","mar","OECD"
25,"Thailand",2020,1353690,"Persons (1)","mar","OECD"
25,"Thailand",2021,1267180.2,"Persons (1)","mar","OECD"
25,"Thailand",2022,1280471.4,"Persons (1)","mar","OECD"
59,"Belgium",2008,327.6,"Persons (1)","mar","OECD"
59,"Belgium",2009,327.6,"Persons (1)","mar","OECD"
59,"Belgium",2010,327.6,"Persons (1)","mar","OECD"
59,"Belgium",2011,327.6,"Persons (1)","mar","OECD"
59,"Belgium",2012,327.6,"Persons (1)","mar","OECD"
59,"Belgium",2013,327.6,"Persons (1)","mar","OECD"
59,"Belgium",2014,327.6,"Persons (1)","mar","OECD"
59,"Belgium",2015,327.6,"Persons (1)","mar","OECD"
59,"Belgium",2016,327.6,"Persons (1)","mar","OECD"
59,"Belgium",2017,327.6,"Persons (1)","mar","OECD"
59,"Belgium",2018,327.6,"Persons (1)","mar","OECD"
59,"Belgium",2019,327.6,"Persons (1)","mar","OECD"
59,"Belgium",2020,327.6,"Persons (1)","mar","OECD"
59,"Belgium",2021,327.6,"Persons (1)","mar","OECD"
59,"Belgium",2022,327.6,"Persons (1)","mar","OECD"
69,"Latvia",2008,772.2,"Persons (1)","mar","OECD"
69,"Latvia",2009,725.4,"Persons (1)","mar","OECD"
69,"Latvia",2010,772.2,"Persons (1)","mar","OECD"
69,"Latvia",2011,795.6,"Persons (1)","mar","OECD"
69,"Latvia",2012,819,"Persons (1)","mar","OECD"
69,"Latvia",2013,842.4,"Persons (1)","mar","OECD"
69,"Latvia",2014,912.6,"Persons (1)","mar","OECD"
69,"Latvia",2015,889.2,"Persons (1)","mar","OECD"
69,"Latvia",2016,842.4,"Persons (1)","mar","OECD"
69,"Latvia",2017,842.4,"Persons (1)","mar","OECD"
69,"Latvia",2018,795.6,"Persons (1)","mar","OECD"
69,"Latvia",2019,702,"Persons (1)","mar","OECD"
