"rgn_id","year","trend"
1,2010,0.0529
2,2010,0.0842
3,2010,0.021
4,2010,0
5,2010,0.0584
6,2010,0.1065
7,2010,0.0099
8,2010,0.0193
9,2010,-0.0835
10,2010,0.0032
11,2010,-0.0082
12,2010,0
13,2010,-0.0253
14,2010,-0.0426
15,2010,-0.0154
16,2010,0.0852
17,2010,0.042
18,2010,-0.1477
19,2010,-0.0265
20,2010,0.0141
21,2010,-0.0263
24,2010,-0.037
25,2010,-0.0991
26,2010,-0.0372
28,2010,0.0154
29,2010,0.0246
30,2010,0
31,2010,-0.1857
32,2010,-0.2963
33,2010,0
34,2010,0
35,2010,0
36,2010,0
37,2010,-0.051
38,2010,0
39,2010,0
40,2010,-0.0738
41,2010,0.0032
42,2010,0.0362
43,2010,0.0307
44,2010,0.014
45,2010,0.0313
46,2010,-0.0231
47,2010,0.0027
48,2010,-0.4566
49,2010,0.0396
50,2010,-0.5667
51,2010,0.198
52,2010,0.1222
53,2010,-0.0114
54,2010,0.4328
55,2010,-0.1356
56,2010,-0.0436
57,2010,-0.1136
58,2010,-0.0896
59,2010,0.0157
60,2010,0.012
61,2010,-0.0618
62,2010,-0.0685
63,2010,0.0322
64,2010,0.0168
65,2010,0.0562
66,2010,0.0123
67,2010,-0.6545
68,2010,0.0158
69,2010,-0.0249
70,2010,-0.0089
71,2010,-0.002
72,2010,-0.0637
73,2010,-0.0364
74,2010,0.0698
75,2010,-0.1487
76,2010,-0.1188
77,2010,0.0291
78,2010,-0.0945
79,2010,0.0572
80,2010,0.0059
81,2010,0.052
82,2010,-0.2333
84,2010,-0.0031
85,2010,-0.0353
86,2010,-0.6696
88,2010,-0.05
89,2010,0
90,2010,0
91,2010,0
92,2010,0
93,2010,0
94,2010,0
95,2010,-0.0154
96,2010,0.0258
97,2010,0.0429
98,2010,0.0192
99,2010,0.0149
100,2010,-0.0024
101,2010,0.0991
102,2010,-0.0217
103,2010,7e-04
104,2010,0.0094
105,2010,0
106,2010,0.0193
107,2010,0
108,2010,-0.002
110,2010,-0.0869
111,2010,-0.0144
112,2010,-0.0763
113,2010,0.0261
114,2010,0.0021
115,2010,-1e-04
116,2010,-0.0051
117,2010,0.0511
118,2010,-0.0837
119,2010,-0.0694
120,2010,-0.0089
121,2010,-0.0666
122,2010,-0.0466
123,2010,-0.0591
124,2010,-0.0746
125,2010,-0.0247
126,2010,-0.0331
127,2010,-0.0545
129,2010,-0.0434
130,2010,-0.0755
131,2010,-0.0283
132,2010,-0.0526
133,2010,-0.0273
134,2010,-0.0125
135,2010,-0.0736
136,2010,0.0149
137,2010,-0.0533
138,2010,-0.0109
139,2010,-0.0545
140,2010,-0.1795
141,2010,0.0024
143,2010,0.0584
144,2010,0
145,2010,-0.0301
146,2010,0.0097
147,2010,0.3382
148,2010,-0.042
149,2010,0
150,2010,0
151,2010,0.002
152,2010,0.0184
153,2010,-0.1064
154,2010,1
155,2010,-0.0684
156,2010,-0.0872
157,2010,-0.2334
158,2010,0
159,2010,0
161,2010,-0.2288
162,2010,0.0546
163,2010,0.0294
164,2010,-0.0035
166,2010,-0.0187
167,2010,-0.0341
168,2010,-0.0157
169,2010,0.0353
171,2010,-0.0495
172,2010,-0.1323
173,2010,-0.0648
174,2010,0.0325
175,2010,0.015
176,2010,-0.0051
177,2010,0.0081
178,2010,-0.1399
179,2010,0.02
180,2010,0.0261
181,2010,-0.007
182,2010,0.043
183,2010,-0.4275
184,2010,0.0045
185,2010,0.0178
186,2010,-0.223
187,2010,-0.0023
188,2010,0.0311
189,2010,-0.1286
190,2010,0.6676
191,2010,0.062
192,2010,-0.0739
193,2010,0.0216
194,2010,0.015
195,2010,0.0096
196,2010,0.0161
197,2010,0.0368
198,2010,0.0047
199,2010,0.0043
200,2010,0.1092
202,2010,0.0213
203,2010,-0.0229
204,2010,-0.0088
205,2010,0.038
206,2010,-0.4405
207,2010,-0.0457
208,2010,0.0296
209,2010,-0.0409
210,2010,0.0016
212,2010,0
214,2010,0.0301
215,2010,0.0571
216,2010,-0.0342
218,2010,0.0428
