"cntry_key","sector","year","value"
"ABW","cf",2012,2914586.99524608
"ABW","og",2012,0
"ABW","tour",2012,1625615763.55
"AGO","cf",2012,2019702248.18862
"AGO","og",2012,41510470856.1527
"AGO","tour",2012,71972355.452
"AIA","tour",2012,129064039.409
"Alaska","aqf",2012,10276.1363627344
"Alaska","tour",2012,9592004035.81705
"ALB","aqf",2012,11356.2309468778
"ALB","cf",2012,16620751.221803
"ALB","mar",2012,2208364.29811287
"ALB","og",2012,0
"ALB","tour",2012,922040892.786
"ANT","aqf",2012,210090.272517263
"ANT","cf",2012,80354060.8259379
"ANT","mmw",2012,0
"ANT","og",2012,0
"ANT","tour",2012,1569458128.08
"ARE","aqf",2012,3697770.496
"ARE","cf",2012,648450964.069171
"ARE","mar",2012,38985890.1
"ARE","og",2012,47031758612.776
"ARE","tour",2012,9835781619.81
"ARG","aqf",2012,110696.341232315
"ARG","cf",2012,9236746809.07059
"ARG","mar",2012,781182.9
"ARG","mmw",2012,60349593.5
"ARG","og",2012,170839786.120028
"ARG","tour",2012,2304493529.54
"ASM","mmw",2012,0
"ASM","og",2012,0
"ATA","mmw",2012,16869918.7
"ATA","og",2012,0
"ATG","aqf",2012,5960.30060605465
"ATG","cf",2012,50726866.7905843
"ATG","mmw",2012,0
"ATG","og",2012,0
"ATG","tour",2012,752709359.606
"AUS","aqf",2012,3029584.07582531
"AUS","cf",2012,4093860723.0976
"AUS","mmw",2012,182518228.7
"AUS","og",2012,10241973712.9111
"AUS","tour",2012,16012013104
"Azores","mmw",2012,3424796.75
"BEL","aqf",2012,702047.848342013
"BEL","cf",2012,822803972.046336
"BEL","og",2012,0
"BEL","tour",2012,5037893421.19
"BEN","cf",2012,182292271.306486
"BEN","mmw",2012,0
"BEN","og",2012,0
"BEN","tour",2012,12496846.1374
"BGD","aqf",2012,12111.4482758517
"BGD","cf",2012,3454059168.26522
"BGD","mar",2012,801643496.39262
"BGD","mmw",2012,0
"BGD","og",2012,0
"BGD","tour",2012,861231403.191
"BGR","aqf",2012,2458.624
"BGR","cf",2012,98970046.5156301
"BGR","mar",2012,432305.1
"BGR","og",2012,0
"BGR","tour",2012,956316008.785
"BHR","cf",2012,64775831.7565542
"BHR","mmw",2012,0
"BHR","og",2012,0
"BHR","tour",2012,3027586206.9
"BHS","cf",2012,365813449.726771
"BHS","mar",2012,766090.9090143
"BHS","mmw",2012,3018292.68
"BHS","og",2012,0
"BHS","tour",2012,3474876847.29
"BIH","cf",2012,44255.232
"BIH","mar",2012,4313444.22
"BIH","og",2012,0
"BIH","tour",2012,152365296.273
"BLZ","aqf",2012,128174.710900472
"BLZ","cf",2012,75361742.848
"BLZ","mar",2012,30426507.888129
"BLZ","mmw",2012,491869.92
"BLZ","og",2012,0
"BLZ","tour",2012,302503557.063
"BMU","cf",2012,3079961.04272998
"BMU","mmw",2012,20325.2
"BMU","og",2012,0
"BMU","tour",2012,880788177.34
"BRA","aqf",2012,6930173.57346729
"BRA","cf",2012,4276888084.28134
"BRA","mar",2012,49442903.568576
"BRA","mmw",2012,10348170.73
"BRA","og",2012,49990398989.0167
"BRA","tour",2012,6397530459.22
"BRB","aqf",2012,276984.222784561
"BRB","cf",2012,33194106.1375078
"BRB","og",2012,0
"BRB","tour",2012,1942857142.86
"BRN","aqf",2012,9654.28272251155
"BRN","cf",2012,29238850.6620314
"BRN","mar",2012,9457364.02356634
"BRN","og",2012,5696789459.27347
"BRN","tour",2012,544840899.568
"CAN","aqf",2012,11652.2464454952
"CAN","cf",2012,15122623108.139
"CAN","mar",2012,1645963184.13535
"CAN","mmw",2012,198694105.7
"CAN","og",2012,1513765813.05298
"CAN","tour",2012,21839880838.3
"CAN","wte",2012,4471401.63613147
"Canary Islands","mmw",2012,63206300.81
"CHL","aqf",2012,6224.3645569614
"CHL","cf",2012,47771217349.675
