"rgn_id","year","w_fis"
1,2005,1
2,2005,1
3,2005,1
4,2005,1
5,2005,0.97327544792589
6,2005,0.997849282578947
7,2005,0.999870412282681
8,2005,0.997111174345249
9,2005,1
10,2005,1
11,2005,1
12,2005,1
13,2005,0.941200336963196
14,2005,0.435567261310151
15,2005,0.660950784597917
16,2005,0.817443274927876
17,2005,0.999996219085683
18,2005,0.996634986885984
19,2005,0.999684696653135
20,2005,0.439986648249062
21,2005,0.167720256442302
24,2005,0.929508575335748
25,2005,0.367646893437723
26,2005,1
28,2005,1
29,2005,0.863518668931922
30,2005,1
31,2005,0.99301579397038
32,2005,0.978816137573863
33,2005,1
34,2005,1
35,2005,1
36,2005,1
37,2005,0.997319558956842
38,2005,1
39,2005,1
40,2005,0.921203524345168
41,2005,0.993621806737816
42,2005,0.932289719756076
43,2005,1
44,2005,1
45,2005,1
46,2005,1
47,2005,0.998908922229912
48,2005,0.999234767639058
49,2005,1
50,2005,0.988766950346853
51,2005,0.9979459327181
52,2005,0.998215735893356
53,2005,0.999738149982733
54,2005,0.98050698548112
55,2005,1
56,2005,1
57,2005,1
58,2005,1
59,2005,1
60,2005,1
61,2005,0.951582497475154
62,2005,0.998792926793805
63,2005,1
64,2005,1
65,2005,0.930167795741296
66,2005,0.999712970645053
67,2005,0.991689587513934
68,2005,0.759932602841163
69,2005,1
70,2005,1
71,2005,0.713214318620428
72,2005,1
73,2005,0.999935050549494
74,2005,1
75,2005,0.970288748005179
76,2005,0.753543299753605
77,2005,1
78,2005,0.995142477026267
79,2005,0.53180666389923
80,2005,0.511095175058112
81,2005,0.569620667836279
82,2005,0.215459060213472
84,2005,0.997291702932307
85,2005,1
86,2005,1
88,2005,1
89,2005,1
90,2005,1
91,2005,1
92,2005,1
93,2005,1
94,2005,1
95,2005,0.999924507791664
96,2005,1
97,2005,1
98,2005,1
99,2005,1
100,2005,1
101,2005,0.998685200653271
102,2005,0.988492988804452
103,2005,1
104,2005,1
105,2005,1
106,2005,1
107,2005,1
108,2005,1
110,2005,0.997831881205484
111,2005,1
112,2005,0.810280035893876
113,2005,1
114,2005,1
115,2005,0.948706755122079
116,2005,0.990746158980834
117,2005,1
118,2005,1
119,2005,1
