"rgn_id","year","health","habitat"
5,2015,1,"mangrove"
6,2015,0.37840866768473,"mangrove"
7,2015,0.855901418502397,"mangrove"
8,2015,1,"mangrove"
9,2015,1,"mangrove"
11,2015,1,"mangrove"
14,2015,1,"mangrove"
15,2015,0.954063470102651,"mangrove"
16,2015,0.682010050478955,"mangrove"
17,2015,0.828386511755848,"mangrove"
18,2015,1,"mangrove"
24,2015,0.676003338525861,"mangrove"
25,2015,0.879176401815871,"mangrove"
26,2015,0.955817378497792,"mangrove"
28,2015,0.698600617264119,"mangrove"
29,2015,1,"mangrove"
31,2015,1,"mangrove"
35,2015,1,"mangrove"
37,2015,0.714285714285714,"mangrove"
39,2015,1,"mangrove"
40,2015,1,"mangrove"
41,2015,0.758914583599344,"mangrove"
42,2015,0.835674526257609,"mangrove"
43,2015,0.983404890847115,"mangrove"
44,2015,0.367684535402168,"mangrove"
45,2015,1,"mangrove"
46,2015,0.960575848738164,"mangrove"
47,2015,1,"mangrove"
48,2015,0.087325077158015,"mangrove"
49,2015,1,"mangrove"
50,2015,0.38672534169978,"mangrove"
52,2015,0.582167181053433,"mangrove"
53,2015,0.250585004018651,"mangrove"
54,2015,1,"mangrove"
64,2015,0.582167181053433,"mangrove"
65,2015,0.884414488830463,"mangrove"
66,2015,0.767323902838178,"mangrove"
96,2015,0.946151849708485,"mangrove"
97,2015,0.995415387293435,"mangrove"
98,2015,0,"mangrove"
99,2015,1,"mangrove"
100,2015,0.100423838731717,"mangrove"
102,2015,0.848300749535003,"mangrove"
103,2015,1,"mangrove"
104,2015,0.964827631521138,"mangrove"
106,2015,1,"mangrove"
110,2015,0.803875849171283,"mangrove"
111,2015,0.551332054938314,"mangrove"
112,2015,0.66834395673784,"mangrove"
113,2015,0.493129847480555,"mangrove"
114,2015,0.780038610568787,"mangrove"
115,2015,0.540704692867942,"mangrove"
116,2015,1,"mangrove"
117,2015,0.264621445933379,"mangrove"
120,2015,0.611831750788639,"mangrove"
122,2015,0.87325077158015,"mangrove"
125,2015,0.296017210705135,"mangrove"
126,2015,1,"mangrove"
129,2015,0.631185657698132,"mangrove"
130,2015,0.592267873469186,"mangrove"
131,2015,0.744881219084808,"mangrove"
132,2015,0.636679198915709,"mangrove"
133,2015,0.400263796284934,"mangrove"
134,2015,0.802193963614313,"mangrove"
135,2015,0.878456092015724,"mangrove"
136,2015,1,"mangrove"
