"X","rgn_id","year","pressure_score"
1,1,2012,0
2,2,2012,0
3,3,2012,0
4,4,2012,0
5,5,2012,0
6,6,2012,0
7,7,2012,0
8,8,2012,0
9,9,2012,0
10,10,2012,0
11,11,2012,0
12,12,2012,0
13,13,2012,0
14,14,2012,0.702118883815716
15,15,2012,0
16,16,2012,0.525803982989132
17,17,2012,0
18,18,2012,0
19,19,2012,0
20,20,2012,0.490100190601654
21,21,2012,0.122986951429141
22,24,2012,0
23,25,2012,0
24,26,2012,0
25,28,2012,0
26,29,2012,0
27,30,2012,0
28,31,2012,0
29,32,2012,0
30,33,2012,0
31,34,2012,0
32,35,2012,0
33,36,2012,0
34,37,2012,0
35,38,2012,0
36,39,2012,0
37,40,2012,0
38,41,2012,0
39,42,2012,0
40,43,2012,0
41,44,2012,0.745391572102149
42,45,2012,0
43,46,2012,0
44,47,2012,0.549827348124932
45,48,2012,0.203488879562201
46,49,2012,0
47,50,2012,0
48,51,2012,0
49,52,2012,0
50,53,2012,0
51,54,2012,0.393922945233768
52,55,2012,0
53,56,2012,0.109831890824072
54,57,2012,0.000374852427514331
55,58,2012,0.382705659257267
56,59,2012,0.671466773066236
57,60,2012,0
58,61,2012,0.721590783856535
59,62,2012,0.104929735434611
60,63,2012,0.772981411050842
61,64,2012,0.722578137478072
62,65,2012,0.707704177775813
63,66,2012,0.585340875228979
64,67,2012,0.309340705549931
65,68,2012,0.439473606468924
66,69,2012,0.313951330030309
67,70,2012,0.280013941212137
68,71,2012,0.483249305301044
69,72,2012,0
70,73,2012,0.982979213191799
71,74,2012,0
72,75,2012,0.348272593309883
73,76,2012,0.730093665129719
74,77,2012,0
75,78,2012,0
76,79,2012,0
77,80,2012,0.855013767299609
78,81,2012,0.649708552755577
79,82,2012,0.299112334895423
80,84,2012,0
81,85,2012,0
82,86,2012,0
83,88,2012,0
84,89,2012,0.553807420047853
85,90,2012,0
86,91,2012,0
87,92,2012,0.412420887966005
88,93,2012,0
89,94,2012,0.591320685713478
90,95,2012,0.994421885286223
91,96,2012,0.236057030184215
92,97,2012,0
93,98,2012,0
94,99,2012,0
95,100,2012,0
96,101,2012,0.565273021894624
97,102,2012,0.495727680881663
98,103,2012,0
99,104,2012,0
100,105,2012,0
101,106,2012,0.700525485992869
102,107,2012,0
103,108,2012,0
104,110,2012,0.416012983610947
105,111,2012,0.0664579374388106
106,112,2012,0
107,113,2012,0
108,114,2012,0
109,115,2012,0
110,116,2012,0
111,117,2012,0
112,118,2012,0
113,119,2012,0
114,120,2012,0
115,121,2012,0
116,122,2012,0
117,123,2012,0
118,124,2012,0
119,125,2012,0
120,126,2012,0
121,127,2012,0
122,129,2012,0.000877466728634944
123,130,2012,0
124,131,2012,0
125,132,2012,0
126,133,2012,0
