"rgn_id","area_km2"
1,470117
2,330036
3,432638
4,475287
5,1371803
6,622073
7,1609757
8,608167
9,3011912
10,310565
11,2004593
12,409374
13,976203
14,342997
15,1835028
16,6956846
17,2407382
18,1293036
19,751276
20,324994
21,115967
24,47967
25,306891
26,663520
28,165505
29,63362
30,43699
31,1340839
32,316499
33,62551
34,122177
35,125624
36,271997
37,1280068
38,642745
39,922110
40,534085
41,574410
42,1205825
43,112400
44,784502
45,78827
46,7031
47,548014
48,538980
49,66786
50,220338
51,11896
52,7633
53,222744
54,54711
55,957294
56,801065
57,455144
58,450010
59,3465
60,427
61,100660
62,276136
63,252024
64,156198
65,22746
66,158426
67,357895
68,55697
69,28880
70,36346
71,35172
72,29726
73,7613132
74,22907
75,134873
76,255926
77,10204
78,19316
79,27855
80,494172
81,98280
82,11199
84,128993
85,444512
86,447451
88,755782
89,1445884
90,473182
91,574392
92,509822
93,567172
94,416111
95,549092
96,160453
97,247768
98,15521
99,30419
100,39864
101,562728
102,1069378
103,131709
104,310365
105,440224
106,226758
107,433990
108,451643
110,597705
111,154242
112,365756
113,119605
114,123867
115,270774
116,212193
117,80529
118,92654
119,10263
120,108492
121,7628
122,15560
123,28749
124,185020
125,26282
126,75798
127,36511
129,332644
130,576132
131,223935
132,730703
133,219971
134,94238
135,3284660
136,118336
137,1079918
138,838324
139,473325
140,138683
141,266720
143,752783
144,291234
145,2264464
146,839476
147,4795468
148,1655966
149,318799
150,353242
151,406816
152,132306
153,1972843
154,318244
155,668054
156,321242
157,748009
158,437862
159,445117
161,262864
162,4106954
163,8591236
164,36250
166,246488
167,136910
168,128363
169,136564
171,3672584
172,1083151
173,130098
174,79468
175,100613
176,56358
177,64205
178,31946
179,343866
180,723407
181,426442
182,555707
183,311718
184,538881
185,284
186,7459
187,55462
188,186
189,6126
190,31988
191,163765
192,596
193,106507
194,110136
195,174842
196,182875
197,14704
198,193292
199,13265
200,493753
202,243130
203,1637706
204,84563
205,514147
206,451797
207,647232
208,763
209,878364
210,4040612
212,1055117
213,31886958
214,236612
215,94
216,5947885
218,5698085
219,12367
220,498
221,5387
222,154981
223,1716659
224,3657313
227,2962
228,8673
231,40226
232,13
237,2276
244,30535
245,13391
247,25698
248,9484
249,2237
250,25214
