"rgn_id","year","multiplier"
1,2015,1
2,2015,1
3,2015,1
4,2015,1
5,2015,1
6,2015,1
7,2015,1
8,2015,1
9,2015,1
10,2015,1
11,2015,1
12,2015,1
13,2015,1
14,2015,1
15,2015,1
16,2015,1
17,2015,1
18,2015,1
19,2015,1
20,2015,1
21,2015,0
24,2015,1
25,2015,1
26,2015,1
28,2015,1
29,2015,1
30,2015,1
31,2015,1
32,2015,1
33,2015,1
34,2015,1
35,2015,1
36,2015,1
37,2015,1
38,2015,1
39,2015,1
40,2015,1
41,2015,1
42,2015,1
43,2015,0.75
44,2015,0
45,2015,0.75
46,2015,0.75
47,2015,0
48,2015,1
49,2015,0.75
50,2015,0.75
51,2015,1
52,2015,1
53,2015,0.25
54,2015,1
55,2015,1
56,2015,1
57,2015,1
58,2015,1
59,2015,1
60,2015,1
61,2015,1
62,2015,1
63,2015,1
64,2015,0.75
65,2015,1
66,2015,1
67,2015,0
68,2015,1
69,2015,1
70,2015,1
71,2015,1
72,2015,1
73,2015,1
74,2015,1
75,2015,0.75
76,2015,1
77,2015,0
78,2015,0
79,2015,0.75
80,2015,1
81,2015,1
82,2015,1
84,2015,1
85,2015,1
86,2015,1
88,2015,1
89,2015,1
90,2015,1
91,2015,1
92,2015,1
93,2015,1
94,2015,1
95,2015,1
96,2015,0.25
97,2015,0.25
98,2015,1
99,2015,1
100,2015,1
101,2015,1
102,2015,1
103,2015,1
104,2015,1
105,2015,1
106,2015,1
107,2015,1
108,2015,1
110,2015,1
111,2015,1
112,2015,1
113,2015,1
114,2015,1
115,2015,1
116,2015,1
117,2015,1
118,2015,1
119,2015,1
120,2015,1
121,2015,1
122,2015,1
123,2015,1
124,2015,1
125,2015,1
126,2015,1
127,2015,1
129,2015,1
130,2015,1
131,2015,1
132,2015,1
133,2015,0.75
134,2015,0.75
135,2015,1
136,2015,1
137,2015,1
138,2015,1
139,2015,1
140,2015,1
141,2015,1
143,2015,1
144,2015,1
145,2015,1
146,2015,1
147,2015,1
148,2015,1
149,2015,1
150,2015,1
151,2015,1
152,2015,1
153,2015,1
154,2015,1
155,2015,1
156,2015,1
157,2015,1
158,2015,1
159,2015,1
161,2015,1
162,2015,1
163,2015,1
164,2015,1
166,2015,1
167,2015,1
168,2015,1
169,2015,1
171,2015,1
172,2015,1
173,2015,1
174,2015,1
175,2015,1
176,2015,1
177,2015,1
178,2015,1
179,2015,1
180,2015,1
181,2015,1
182,2015,1
183,2015,1
184,2015,1
185,2015,1
186,2015,1
187,2015,1
188,2015,1
189,2015,1
190,2015,1
191,2015,0.75
192,2015,0.25
193,2015,1
194,2015,1
195,2015,1
196,2015,0.75
197,2015,0.75
198,2015,1
199,2015,0.75
200,2015,1
202,2015,1
203,2015,1
204,2015,1
205,2015,1
206,2015,1
207,2015,1
208,2015,1
209,2015,1
210,2015,1
212,2015,1
214,2015,1
215,2015,1
216,2015,1
218,2015,1
219,2015,1
220,2015,1
221,2015,1
222,2015,1
223,2015,1
224,2015,1
227,2015,1
228,2015,1
231,2015,1
232,2015,1
237,2015,1
244,2015,1
245,2015,1
247,2015,1
248,2015,1
249,2015,1
250,2015,1
1,2016,1
2,2016,1
3,2016,1
4,2016,1
5,2016,1
6,2016,1
7,2016,1
8,2016,1
9,2016,1
10,2016,1
11,2016,1
12,2016,1
13,2016,1
14,2016,1
15,2016,1
16,2016,1
17,2016,1
18,2016,1
19,2016,1
20,2016,1
21,2016,0
24,2016,1
25,2016,1
26,2016,1
28,2016,1
29,2016,1
30,2016,1
31,2016,1
32,2016,1
33,2016,1
34,2016,1
35,2016,1
36,2016,1
37,2016,1
38,2016,1
39,2016,1
40,2016,1
41,2016,1
42,2016,1
43,2016,0.75
44,2016,0
45,2016,0.75
46,2016,1
47,2016,0
48,2016,1
49,2016,0.75
50,2016,0.75
51,2016,1
52,2016,1
53,2016,0.25
54,2016,1
55,2016,1
56,2016,1
57,2016,1
58,2016,1
59,2016,1
60,2016,1
61,2016,1
62,2016,1
63,2016,1
64,2016,0.75
65,2016,1
66,2016,1
67,2016,0
68,2016,1
69,2016,1
70,2016,1
71,2016,1
72,2016,1
73,2016,1
74,2016,1
75,2016,0
76,2016,0
77,2016,0
78,2016,0
79,2016,0.75
80,2016,1
81,2016,1
82,2016,1
84,2016,1
85,2016,1
86,2016,1
88,2016,1
89,2016,1
90,2016,1
