"rgn_id","resilience.score","year"
1,0.999996527133371,2005
2,0.999996527133371,2005
3,0.999996527133371,2005
4,0.999996527133371,2005
94,0.999996527133371,2005
5,0.521295897800271,2005
6,0.5,2005
7,1,2005
8,0.75,2005
9,0.5,2005
10,0.5,2005
11,0.5,2005
14,0.978373514323015,2005
15,1,2005
16,1,2005
17,0.5,2005
18,0.5,2005
19,0.5,2005
20,1,2005
21,0.75,2005
24,1,2005
25,1,2005
28,0.75,2005
29,0.902692164222201,2005
32,0.902692164222201,2005
33,0.902692164222201,2005
30,0.902692164222201,2005
35,0.902692164222201,2005
36,0.902692164222201,2005
34,0.902692164222201,2005
31,1,2005
37,1,2005
38,0.928945702120933,2005
39,0.5,2005
40,1,2005
41,1,2005
42,1,2005
43,1,2005
44,0.5,2005
45,0.75,2005
46,0.5,2005
47,0.5,2005
48,0.5,2005
49,0.5,2005
50,1,2005
51,0.5,2005
52,0.5,2005
53,1,2005
54,1,2005
56,0.5,2005
59,1,2005
60,0.978138673423741,2005
61,0.75,2005
62,1,2005
63,0.165242998509784,2005
64,0.75,2005
65,1,2005
66,1,2005
67,0.5,2005
68,1,2005
69,1,2005
70,1,2005
71,0.5,2005
72,0.75,2005
73,1,2005
74,0.5,2005
75,1,2005
76,1,2005
77,0.75,2005
78,1,2005
79,1,2005
80,1,2005
81,1,2005
82,1,2005
84,0.75,2005
93,0.970624831654588,2005
91,0.970624831654588,2005
92,0.970624831654588,2005
95,0.970624831654588,2005
85,0.970624831654588,2005
86,0.970624831654588,2005
88,0.970624831654588,2005
89,0.970624831654588,2005
96,0.75,2005
97,1,2005
98,1,2005
99,1,2005
100,0.5,2005
101,1,2005
90,0.5,2005
102,0.5,2005
103,0.5,2005
104,0.5,2005
106,1,2005
107,0.584386676786548,2005
110,0.75,2005
112,1,2005
114,0.5,2005
115,0.75,2005
116,0.327928041512201,2005
111,0.827928041512201,2005
108,0.827928041512201,2005
118,0.827928041512201,2005
117,0.827928041512201,2005
113,0.827928041512201,2005
121,0.827928041512201,2005
119,0.5,2005
120,1,2005
122,1,2005
123,1,2005
124,1,2005
125,1,2005
126,0.5,2005
127,0.75,2005
250,0.827928041512201,2005
244,0.827928041512201,2005
249,0.827928041512201,2005
245,0.827928041512201,2005
220,0.827928041512201,2005
248,0.827928041512201,2005
129,0.75,2005
130,1,2005
131,0.75,2005
132,1,2005
133,1,2005
134,1,2005
135,0.75,2005
136,1,2005
137,1,2005
138,0.5,2005
139,0.5,2005
140,0.827928041512201,2005
221,0.827928041512201,2005
143,0.5,2005
146,0.720270947226276,2005
161,0.720270947226276,2005
147,0.720270947226276,2005
149,0.084386676786548,2005
151,0.084386676786548,2005
13,0.084386676786548,2005
158,0.084386676786548,2005
152,0.75,2005
155,0.5,2005
12,0.084386676786548,2005
150,0.084386676786548,2005
159,0.084386676786548,2005
153,0.999896615954144,2005
156,0.999896615954144,2005
154,0.999896615954144,2005
162,0.999896615954144,2005
163,0,2005
164,0.5,2005
166,0.5,2005
167,1,2005
168,0.5,2005
169,0.835467462535268,2005
171,1,2005
172,0.5,2005
173,0.5,2005
174,1,2005
141,1,2005
175,1,2005
145,1,2005
176,1,2005
177,1,2005
178,1,2005
179,1,2005
227,1,2005
228,1,2005
180,1,2005
181,1,2005
58,1,2005
182,1,2005
183,1,2005
57,1,2005
55,1,2005
184,1,2005
185,0.5,2005
186,0.478138673423741,2005
187,1,2005
188,1,2005
189,1,2005
190,1,2005
191,0.75,2005
192,0.5,2005
193,0.75,2005
194,1,2005
195,1,2005
196,0.5,2005
197,1,2005
198,0.5,2005
199,0.75,2005
200,0.75,2005
202,1,2005
203,1,2005
26,1,2005
204,1,2005
205,0.5,2005
247,1,2005
206,1,2005
207,1,2005
208,1,2005
209,1,2005
210,0.5,2005
212,0.488378270686678,2005
148,0.488378270686678,2005
157,0.488378270686678,2005
214,1,2005
215,1,2005
216,1,2005
218,0.5,2005
219,0.5,2005
222,1,2005
223,1,2005
144,1,2005
105,1,2005
224,1,2005
237,0.5,2005
231,0.5,2005
232,0.5,2005
