rgn_id,area
1,596.25
2,482.25
3,331.5
4,751.5
5,20093
6,16654
7,37315
8,2958
9,16181.25
10,197
11,24848.5
12,209.5
13,4102.5
14,9384.75
15,143774
16,248383.5
17,96966.75
18,26032.75
19,2414
20,33405.25
21,12125.25
24,4555
25,28757
26,12472.75
28,2498
29,1003.75
30,241
31,6663.25
32,1226.25
33,170.25
34,300
35,223.25
36,121.25
37,3488.25
38,2706.5
39,27296.25
40,9502
41,21159.25
42,33696.75
43,3587.5
44,18400
45,17905.25
46,2011.75
47,20370
48,13952.75
49,8048
50,38538
51,2394.5
52,1672
53,6842
54,10360.5
55,4823
56,6299.25
57,1956
58,7243.75
59,373
60,89.75
61,8486
62,9974.5
63,5911.5
64,4995.5
65,1121
66,3278.75
67,10128.5
68,778.75
69,2816
70,9684
71,1832
72,1930.5
73,374020.25
74,1708.25
75,15343.75
76,30210.5
77,1040.75
78,1319.25
79,1294.75
80,64237.75
81,3756.5
82,2186.25
84,7325.5
85,327.25
86,380.25
88,986.5
89,6022
90,750.5
91,1380.25
92,439.25
93,7426.75
94,989.75
95,13227
96,3757.75
97,3393.5
98,276
99,688.25
100,948.25
101,8706.75
102,16936
103,1589.25
104,3085.75
105,259
106,3152.25
107,160
108,498
110,37885.25
111,3768
112,41988.5
113,1295.5
114,8309.75
115,7706.5
116,6267.25
117,1392
118,847
119,741
120,1194.5
121,340
122,748.5
123,821.75
124,610.25
125,1201.25
126,3472.25
127,1746.25
129,19502.75
130,7305.75
131,10215.5
132,17183.75
133,8877
134,1911.5
135,78568.25
136,2176.5
137,15809.5
138,16739.5
139,25886.5
140,3790.5
141,2983.25
143,20701.75
144,795.25
145,170737.25
146,702.5
147,44909.5
148,2734.75
149,143.25
150,1912
151,1341.75
152,2409.5
153,4153.25
154,466.25
155,7434.5
156,947.25
157,1510.75
158,261
159,206.25
161,975.75
162,49999.25
163,288518.5
164,8815.5
166,3886.75
167,3164.25
168,2458.75
169,2818.25
171,80510.75
172,31391.25
173,4251.25
174,29401.5
175,17881
176,10804.75
177,6159
178,3471.75
179,24071
180,52700.5
181,14602.25
182,21315
183,5270.75
184,36984.5
185,21
186,684.5
187,14462.25
188,123.25
189,849
190,3071.25
191,16170.25
192,272.75
193,7968.75
194,3326
195,2970.75
196,6123
197,2960.5
198,5549.5
199,371.5
200,9713.5
202,11384.75
203,41021.5
204,8704.25
205,44077.5
206,36421
207,28751.25
208,603
209,92425.25
210,102282.75
212,7924.25
213,283374.75
214,19809
215,90
216,404364
218,621887.75
219,895.5
220,156.5
221,645.75
222,32976.75
223,104353.25
224,119571.5
227,1176
228,867
231,3894.75
232,12.75
237,311.5
244,996.5
245,656.75
247,1007
248,179
249,211.25
250,494.25
