"cntry_key","sector","year","value","analysis_year"
"ARG","sb",2002,4664.64955039174,2012
"ARG","sb",2003,5370.53799968839,2012
"ARG","sb",2004,5986.67520811076,2012
"ARG","sb",2005,7330.96287393162,2012
"ARG","sb",2006,8398.75397858797,2012
"ARG","sb",2007,10197.0180065883,2012
"AUS","ph",1998,18843.4898615562,2012
"AUS","ph",2000,19013.6969150642,2012
"AUS","ph",2002,15141.856136485,2012
"AUS","ph",2004,24129.6713630699,2012
"AUS","sb",2000,17960.9152421652,2012
"AUS","sb",2002,16578.1458667201,2012
"AUS","sb",2004,25532.9610710471,2012
"AUS","tour",1998,57573.0098713498,2012
"AUS","tour",2000,56584.2166911502,2012
"AUS","tour",2002,59078.723179309,2012
"AUS","tour",2004,82535.3440504808,2012
"AUS","tran",1998,72477.3832576568,2012
"AUS","tran",2000,55357.1575632122,2012
"AUS","tran",2002,82630.7007879273,2012
"AUS","tran",2004,125556.337362002,2012
"BEL","cf",1998,16911.5376268696,2012
"BEL","cf",1999,16661.3498263888,2012
"BEL","cf",2000,15936.1826144052,2012
"BEL","cf",2001,15755.4684717771,2012
"BEL","cf",2002,16827.8036525106,2012
"BEL","cf",2003,16123.7410412216,2012
"BHR","sb",2000,12063.5043847934,2012
"BHR","sb",2005,7516.11258569266,2012
"BHR","tour",2000,15086.2929297988,2012
"BHR","tour",2001,15347.1575353899,2012
"BHR","tour",2002,8010.52795584046,2012
"BHR","tour",2003,9932.87315259972,2012
"BHR","tour",2005,15493.165105836,2012
"BHR","tran",1998,5272.63969573539,2012
"BHR","tran",2002,6385.23443064458,2012
"BHR","tran",2003,7796.87569555733,2012
"BHR","tran",2005,4369.83409566417,2012
"BHS","ph",2000,6975.80573361823,2012
"BHS","ph",2003,12635.9870236822,2012
"BHS","tour",2000,49592.2169916312,2012
"BHS","tour",2004,47675.0008346688,2012
"BRA","cf",1999,4406.88991274929,2012
"BRA","cf",2001,2604.53531205485,2012
"BRA","cf",2003,3623.37726473468,2012
"BRA","cf",2004,4155.68068632034,2012
"BRA","cf",2005,2517.83843733307,2012
"BRA","ph",1999,3273.68198840367,2012
"BRA","ph",2001,1044.00460876291,2012
"BRA","ph",2003,1934.96034627626,2012
"BRA","ph",2004,2329.30170912349,2012
"BRA","tour",1999,3591.41553569044,2012
"BRA","tour",2001,4550.25062669716,2012
"CAN","cf",2002,17626.3632923789,2012
"CAN","cf",2003,18890.2396612358,2012
"CAN","cf",2004,19213.3775151352,2012
"CAN","cf",2005,19887.712005876,2012
"CAN","cf",2006,26020.1433404558,2012
"CAN","cf",2007,35464.5265758547,2012
"CAN","ph",2002,15095.1508524751,2012
"CAN","ph",2004,19506.0402199075,2012
"CAN","ph",2005,43438.5934161324,2012
"CAN","ph",2006,39131.5076344374,2012
"CAN","ph",2007,34343.040531517,2012
"CAN","tour",2002,44115.323406339,2012
"CAN","tour",2003,50923.739093661,2012
"CAN","tour",2004,61978.5684873574,2012
"CAN","tour",2005,62888.3727853453,2012
"CAN","tour",2006,67367.0066550927,2012
"CAN","tour",2007,78447.2197182159,2012
"CHN","cf",2004,2358.33479400374,2012
"CHN","cf",2005,1918.96409254808,2012
"CHN","ph",2004,1635.48274461361,2012
"CHN","ph",2005,2004.84125294916,2012
"CHN","tour",2002,62953.8873308406,2012
"CHN","tour",2003,60528.2778835026,2012
"CHN","tour",2004,49261.301763377,2012
"CHN","tour",2005,65895.7912521145,2012
"CHN","tour",2006,69002.1153637486,2012
"CHN","tour",2007,61937.46869992,2012
"CHN","tran",2004,1961.45482076878,2012
"CHN","tran",2005,4027.52928991943,2012
"CIV","cf",1994,1764.80128622463,2012
"CIV","cf",2000,3062.92411608574,2012
"CIV","ph",1996,1114.22877298122,2012
"CIV","ph",1997,976.556848596648,2012
"CIV","ph",2000,1019.43900170829,2012
"CIV","tour",1994,3529.98617232015,2012
"CIV","tour",1996,6798.21881677349,2012
"CIV","tour",1997,5958.2443019943,2012
"CIV","tour",2000,3429.78957303909,2012
"CIV","tran",1996,7173.02406071937,2012
"CIV","tran",1997,6286.73916460781,2012
"CIV","tran",2000,3996.40005606193,2012
"CRI","cf",2002,7222.5004451567,2012
"CRI","cf",2003,4916.63988770922,2012
"CRI","cf",2004,4480.15714031339,2012
"CRI","cf",2005,6145.00979344729,2012
"CRI","cf",2006,6305.31906606126,2012
"CRI","cf",2007,6636.43913595086,2012
"CRI","ph",2002,4269.97501558049,2012
"CRI","ph",2003,3383.06846509972,2012
"CRI","ph",2004,3573.93565816417,2012
"CRI","ph",2005,3147.44041855858,2012
"CRI","ph",2006,3809.25070390403,2012
"CRI","ph",2007,6159.51842392273,2012
"CRI","sb",2002,3964.86287782674,2012
"CRI","sb",2003,2767.20617571447,2012
"CRI","sb",2004,4395.85246116008,2012
"CRI","sb",2005,8218.03635817309,2012
"CRI","sb",2006,2086.66227074429,2012
"CRI","sb",2007,3949.36933816329,2012
"CRI","tour",2002,13674.2334610377,2012
"CRI","tour",2003,13031.176097033,2012
"CRI","tour",2004,12732.3997910546,2012
"CRI","tour",2005,11576.5907744057,2012
"CRI","tour",2006,12633.5993492366,2012
"CRI","tour",2007,14280.7436342593,2012
"CRI","tran",2002,9724.68171296296,2012
"CRI","tran",2003,5182.2494115585,2012
"CRI","tran",2004,4666.91758897569,2012
"CRI","tran",2005,5536.9245306379,2012
"CRI","tran",2006,6936.58255987357,2012
"CRI","tran",2007,5800.30792323273,2012
"CYP","tour",2000,56037.5114071404,2012
"CYP","tour",2001,57392.7061075499,2012
"CYP","tour",2002,54436.8260049412,2012
"CYP","tour",2003,65551.2486645298,2012
"CYP","tour",2004,74448.9892160791,2012
"CYP","tour",2005,72822.7191283831,2012
"CYP","tran",2000,31035.1680744747,2012
"CYP","tran",2001,32392.1260127315,2012
"CYP","tran",2002,29318.6744624733,2012
"CYP","tran",2003,30382.1781517094,2012
"CYP","tran",2004,33641.0145121083,2012
"CYP","tran",2005,86071.6173655626,2012
"DEU","cf",2001,20281.1873998398,2012
"DEU","cf",2002,21386.1553485577,2012
"DEU","cf",2003,20024.9134726673,2012
"DEU","cf",2004,28117.4045138889,2012
"DEU","cf",2005,28160.9380564458,2012
"DEU","cf",2006,28407.4936565172,2012
"DEU","ph",2002,28198.6066595442,2012
"DEU","ph",2003,27080.7764645654,2012
"DEU","ph",2004,39004.1037882836,2012
"DEU","ph",2005,39987.7331508192,2012
"DEU","ph",2006,41414.6690259972,2012
"DEU","ph",2007,46644.9040687322,2012
"DEU","sb",2002,24232.8447738604,2012
"DEU","sb",2003,23282.8010928597,2012
"DEU","sb",2004,33221.1844506767,2012
"DEU","sb",2005,33928.978031517,2012
"DEU","sb",2006,35270.1461226851,2012
"DEU","sb",2007,40064.1415153134,2012
"DEU","tour",2002,77056.9800569801,2012
"DEU","tour",2003,73963.1758035078,2012
"DEU","tour",2004,105398.822838764,2012
"DEU","tour",2005,107159.929498309,2012
"DEU","tour",2006,109760.397191062,2012
"DEU","tour",2007,121454.571759259,2012
"DEU","tran",2002,86701.7464053596,2012
"DEU","tran",2003,81183.1263354701,2012
"DEU","tran",2004,113990.943843483,2012
"DEU","tran",2005,162687.277421652,2012
"DEU","tran",2006,172708.533653846,2012
"DEU","tran",2007,195041.800213675,2012
"DNK","sb",2003,58413.9512108262,2012
"DNK","sb",2004,65813.7965188746,2012
"DNK","sb",2005,68323.0613425926,2012
"DNK","sb",2006,67350.5664618946,2012
"DNK","tour",2003,169770.396523327,2012
"DNK","tour",2004,184337.445468305,2012
"DNK","tour",2005,190900.343327102,2012
"DNK","tour",2006,197022.84210292,2012
"DNK","tran",2003,170878.277466168,2012
"DNK","tran",2004,186673.794738248,2012
"DNK","tran",2005,196979.528356481,2012
"DNK","tran",2006,214452.646456553,2012
"FIN","sb",2001,19911.0020477208,2012
"FIN","sb",2002,21142.7631432514,2012
"FIN","sb",2003,21012.041488604,2012
"FIN","sb",2004,32341.6744569088,2012
"FIN","sb",2005,30235.52127849,2012
"FIN","sb",2006,30665.192085114,2012
"FIN","tour",2001,68955.7973312856,2012
"FIN","tour",2002,74668.6976940883,2012
