"region_id","region_name","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
93,"Kerguelen Islands",80.294,89.712,95.028,97.512,100,NA,NA,98.78,NA,NA,NA,39.93,39.93,NA,51.088,75.542,100,NA,NA
177,"Netherlands",79.818,98.228,94.456,87.47,80.488,100,100,45.728,79.876,66.782,53.69,54.446,46.64,32.86,74.126,87.062,100,91.736,74.546
151,"American Samoa",79.636,84.796,88.902,93.364,97.82,95.196,93.638,58.696,67.98,83.594,99.204,76.74,76.74,NA,64.112,66.856,69.6,NA,63.852
70,"Estonia",79.522,90.238,94.594,96.916,99.244,90.52,100,66.9,95.532,73.014,50.498,83.098,83.098,0,95.8,97.9,100,53.85,42.772
269,NA,79.23,NA,81.24,81.24,NA,NA,NA,NA,NA,NA,NA,80.13,80.13,NA,76.31,76.31,NA,NA,NA
264,NA,79.12,NA,82.69,82.69,NA,NA,NA,NA,NA,NA,NA,80.68,80.68,NA,73.99,73.99,NA,NA,NA
68,"Malta",79.07,89.386,90.12,92.864,95.61,88.596,88.582,51.726,99.454,88.61,77.764,44.192,37.98,30.914,53.078,73.884,94.69,NA,100
54,"United Arab Emirates",78.894,100,86.732,92.362,98,93.102,91.652,67.066,100,100,100,54.376,54.008,0.742,59.17,66.566,73.96,58.224,65.958
174,"Finland",78.634,95.258,95.38,96.974,98.572,85.078,NA,71.318,100,83.128,66.256,87.736,82.466,18.17,96.502,84.198,71.9,83.9,25.382
244,"Curacao",78.284,78.394,97.98,97.45,96.93,99.96,92.042,61.62,79.76,72.784,65.804,42.498,42.498,0,77.03,60.632,44.236,NA,99.194
146,"Pitcairn",78.14,72.422,87.306,93.652,100,100,NA,87.404,68.754,78.982,89.214,74.126,74.126,NA,77.512,38.754,0,NA,82.08
248,"Saba",77.634,78.93,98.01,99.01,100,100,100,65.784,79.866,72.898,65.93,49.086,49.086,NA,78.872,70.7,62.528,40.74,99.194
147,"French Polynesia",77.612,65.57,93.634,95.61,97.59,99.57,91.604,92.44,39.15,69.576,100,53.65,54.36,59.558,67.93,40.044,12.156,98.232,69.102
110,"Bahamas",77.576,87.648,97.95,92.23,86.506,56.452,99.71,64.74,95.904,81.894,67.88,64.744,64.744,0.006,74.23,64.45,54.672,63.886,100
113,"Cayman Islands",77.354,100,97.85,92.358,86.862,63.888,92.658,65.038,100,100,100,48.168,48.168,NA,74.646,51.87,29.094,NA,82.208
184,"Italy",76.992,92.284,89.948,91.504,93.06,85.65,85.04,52.342,100,86.47,72.938,48.32,42.416,23.216,70.236,85.12,100,90.292,58.784
107,"Clipperton Island",76.722,87.058,93.324,95.928,98.54,NA,NA,80.98,NA,NA,NA,83.556,83.556,NA,72.162,36.082,0,NA,NA
220,"Sint Maarten",76.624,93.13,97.712,97.04,96.368,100,100,43.828,84.43,90.456,96.484,48.206,48.206,NA,76.066,53.722,31.382,40.684,99.194
162,"New Zealand",76.392,95.25,96.32,92.474,88.628,69.192,65.098,81.772,99.45,99.724,100,46.374,53.336,100,62.184,62.19,62.2,50.53,94.348
30,"Glorioso Islands",76.388,53.026,91.926,94.132,96.336,92.79,NA,87.68,96.702,95.248,93.796,52.956,52.956,NA,66.418,73.21,80,NA,62.064
38,"British Indian Ocean Territory",76.276,57.224,96.008,98.002,100,100,NA,89.35,96.532,76.172,55.808,49.078,49.078,NA,62.728,81.364,100,NA,59.02
55,"Azores",76.18,82.922,97.044,93.814,90.588,NA,NA,68.626,100,85.708,71.42,52.446,52.446,NA,63.252,69.352,75.456,NA,80.384
218,"Canada",75.872,97.18,95.46,94.03,92.596,96.426,54.846,95.316,100,90.992,81.984,35.178,40.864,82.66,69.222,47.542,25.864,87.956,53.55
277,NA,75.85,NA,78.86,78.86,NA,NA,NA,NA,NA,NA,NA,74.29,74.29,NA,74.38,74.38,NA,NA,NA
102,"South Africa",75.49,77.956,92.422,93.788,95.16,99.63,99.82,57.358,94.942,97.472,100,81.966,81.706,1.098,71.522,80.672,89.82,24.272,42.224
213,"Antarctica",75.33,NA,91.6,95.03,98.86,NA,NA,95.85,61.7,61.7,NA,62.7,62.7,NA,93.38,70.03,46.67,70.39,29.8
168,"Suriname",75.278,74.938,93.65,96.758,99.87,99.74,99.74,73.146,71.698,84.25,96.808,31.082,31.044,0.514,73.59,86.794,100,99.66,6.696
59,"Belgium",75.206,95.954,93.9,96.708,99.514,100,100,32.654,100,79.17,58.336,61.558,61.558,NA,69.742,84.87,100,70.364,30.794
245,"Bonaire",75.174,78.364,97.72,97.838,97.95,99.59,97.16,71.046,79.796,72.822,65.846,44.3,44.3,0,78.946,50.802,22.66,40.628,99.194
161,"Wallis and Futuna",75.08,63.606,91.968,95.98,100,100,NA,81.674,67.938,78.574,89.214,75.442,75.442,NA,77.474,38.738,0,NA,66.636
187,"Croatia",74.638,69.158,88.77,94.382,100,NA,NA,65.962,100,80.028,60.058,37.218,34.95,15.468,60.982,61.524,62.062,93.652,97.462
11,"Marshall Islands",74.588,54.922,87.704,92.346,96.99,97.85,87.616,69.004,40.966,58.638,76.31,68.486,68.486,NA,66.074,52.866,39.658,89.504,74.642
19,"Tuvalu",74.424,47.456,87.232,93.496,99.764,100,NA,68.742,85.932,92.966,100,93.822,93.814,0.968,62.814,35.182,7.556,NA,63.726
35,"Ile Europa",74.294,53.386,93.686,93.236,92.79,92.79,NA,89.782,NA,NA,NA,33.498,33.498,NA,66.156,83.078,100,NA,NA
90,"Prince Edward Islands",74.266,82.092,90.754,94.686,98.614,NA,NA,89.068,NA,NA,NA,50.524,50.524,NA,49.918,54.958,60,NA,NA
163,"United States",74.164,99.992,94.252,85.354,76.458,90.874,62.082,79.046,99.894,78.016,56.136,56.78,55.32,10.65,69.802,72.286,74.778,72.076,46.592
180,"United Kingdom",74.114,95.42,94.838,89.59,84.34,46.276,55.442,62.966,95.362,90.432,85.51,57.086,51.934,14.714,67.914,83.954,100,95.25,69.888
92,"Amsterdam Island and Saint Paul Island",74.032,89.798,96.24,97.748,99.25,NA,NA,90.724,NA,NA,NA,16.426,16.426,NA,50.932,75.464,100,NA,NA
73,"Russia",73.954,86.066,91.192,95.408,99.628,90.8,100,90.7,100,92.102,84.212,59.1,59.174,86.998,76.41,84.214,92.018,28.304,12.742
57,"Madeira",73.932,83.118,97.6,98.65,99.702,NA,NA,71.226,94.914,83.212,71.51,42.406,42.406,NA,63.222,71.372,79.526,NA,67.546
137,"Ecuador",73.904,69.29,92.346,93.354,94.362,81.578,78.088,66.148,94.26,97.13,100,43.604,66.558,100,67.35,83.676,100,88.846,14.382
85,"Ascension",73.768,96.296,98,99,100,NA,NA,86.758,88.738,87.626,86.51,77.104,77.104,NA,63.202,37.906,12.614,NA,31.704
39,"Maldives",73.254,57.104,88.184,87.144,86.102,98.66,86.288,64.134,39.936,69.972,100,63.384,63.384,NA,65.604,34.978,4.35,71.38,99.494
121,"Montserrat",73.248,85.122,97.97,93.826,89.68,73.834,74.128,71.26,85.422,90.954,96.484,32.716,32.716,NA,77.224,38.61,0,NA,98.762
13,"Northern Mariana Islands and Guam",73.074,85.522,91.006,94.776,98.55,98.154,93.282,61.044,43.76,61.974,80.186,30.948,29.71,0.846,60.736,57.6,54.46,NA,75.592
210,"Japan",73.004,90.98,92.6,93.872,95.142,99.052,95.32,63.084,100,76.98,53.964,56.598,52.902,24.344,65.196,82.598,100,55.63,19.606
175,"Denmark",72.93,98.006,93.984,94.302,94.626,100,100,53.976,70.76,70.15,69.542,26.27,25.978,13.346,92.286,96.142,100,56.042,34.722
6,"Vanuatu",72.856,47.144,89.212,92.434,95.66,95.026,88.546,69.08,100,100,100,60.1,60.078,0.076,61.918,37.278,12.642,38.956,100
159,"Johnston Atoll",72.782,93.506,93.566,93.408,93.25,77.338,NA,69.138,NA,NA,NA,24.93,24.93,NA,56.78,78.39,100,NA,NA
69,"Latvia",72.77,81.06,93.64,87.948,82.252,88.356,54.32,53.62,100,88.214,76.428,61.36,61.36,NA,96.178,98.09,100,73.456,41.262
115,"Dominican Republic",72.604,71.66,95.386,93.488,91.59,96.026,86.004,50.386,97.406,82.342,67.28,43.39,42.766,0.262,73.096,86.546,100,82.664,34.15
223,"Norway",72.582,100,93.964,92.728,91.494,66.724,NA,78.922,77.264,79.206,81.152,46.056,62.136,100,63.678,75.4,87.126,30.386,67.726
108,"Bermuda",72.456,100,97.48,93.694,89.904,55.358,98.49,45.616,58.16,64.95,71.746,44.78,44.78,NA,69.692,54.4,39.112,NA,94.794
126,"Trinidad and Tobago",72.414,87.6,94.092,93.75,93.408,88.148,95.536,59.668,78.716,84.622,90.528,26.948,26.948,NA,73.46,50.666,27.872,96.994,40.204
116,"Puerto Rico and Virgin Islands of the United States",72.406,93.916,95.586,95.266,94.94,83.312,100,56.16,92.138,73.398,54.664,36.27,36.27,0.002,74.51,77.028,79.548,NA,36.312
140,"Guadeloupe and Martinique",72.17,87.984,97.96,97.31,96.65,96.41,99.94,66.846,32.434,65.336,98.238,19.684,19.628,0.176,77.398,88.7,100,NA,27.39
29,"Mayotte",72.168,52.932,91.68,94.032,96.39,92.81,92.582,51.304,100,100,100,65.854,65.158,0.926,53.448,76.722,100,35.204,60.948
183,"Portugal",72.076,86.058,96.91,95.662,94.418,NA,NA,54.004,100,93.298,86.596,36.424,35.334,6.424,65.274,81.384,97.49,40.298,90.558
249,"Sint Eustatius",72.008,78.058,97.846,97.786,97.728,100,100,55.072,79.78,72.814,65.848,37.45,37.45,NA,78.318,39.158,0,40.536,99.194
33,"Juan de Nova Island",71.908,52.292,91.914,94.154,96.39,92.79,NA,87.332,96.702,95.248,93.796,58.402,58.402,NA,66.002,32.998,0,NA,62.036
179,"France",71.694,95.326,95.29,90.992,86.692,63.666,67.38,50.584,100,81.91,63.822,50.906,52.416,55.814,71.198,85.6,100,69.33,59.746
25,"Thailand",71.59,76.696,83.908,84.938,85.972,82.25,78.732,53.618,100,83.154,66.308,59.468,64.074,75.696,60.052,55.366,50.678,78.38,58.716
80,"Greece",71.568,81.988,89.948,94.974,100,NA,NA,62.012,67.106,64.898,62.694,51.098,43.19,27.942,67.984,69.202,70.426,56.898,99.364
169,"French Guiana",71.282,70.74,97.83,98.91,100,100,100,83.24,32.246,46.87,61.496,28.68,28.68,NA,79.42,89.71,100,NA,23.392
222,"Sweden",71.226,96.916,95.66,94.71,93.75,74.93,61.452,65.042,100,100,100,57.568,56.75,3.936,91.128,86.32,81.512,30.336,45.778
300,"global average (EEZ only)",71.144,77.206,91.812,91.174,90.51,87.63,79.242,73.69,86.5,81.624,76.742,53.612,53.63,32.272,67.08,62.384,57.696,55.062,48.226
148,"Line Islands (Kiribati)",71.106,58.598,90.28,94.774,99.266,100,NA,90.454,66.228,72.63,79.036,68.942,68.942,NA,60.712,30.358,0,NA,53.068
212,"Gilbert Islands (Kiribati)",70.99,53.834,86.384,86.272,86.162,99.49,87.198,64.338,100,87.968,75.938,81.268,81.264,0.242,66.572,33.282,0,33.442,82.838
18,"Fiji",70.866,53.224,86.838,86.842,86.846,98.114,67.676,75.06,78.594,66.174,53.748,48.756,48.75,0.018,59.026,68.518,78.01,44.596,99.71
214,"Egypt",70.83,74.012,84.724,91.146,97.562,97.14,85.488,52.834,100,98.264,96.528,43.52,32.96,21.914,58.492,65.314,72.128,71.084,40.078
145,"Greenland",70.774,96.276,95.17,95.124,95.08,94.734,NA,92.49,100,100,100,27.39,27.39,NA,63.622,81.482,99.34,2.81,46.664
88,"Tristan da Cunha",70.686,96.296,96.99,98.5,100,NA,NA,88.216,88.724,87.62,86.51,60.548,60.548,NA,63.572,31.784,0,NA,31.824
117,"British Virgin Islands",70.206,85.354,97.75,92.428,87.108,57.07,73.96,62.534,81.012,75.026,69.048,44.918,44.918,NA,77.158,40.56,3.958,NA,100
36,"Ile Tromelin",70.192,52.568,94.11,93.45,92.79,92.79,NA,87.022,NA,NA,NA,62.284,62.284,NA,66.13,33.064,0,NA,NA
8,"Palau",70.172,59.552,88.71,86.552,84.394,92.186,65.176,75.876,98.47,81.094,63.716,92.582,92.554,4.21,61.894,50.384,38.878,20.548,77.796
188,"Slovenia",70.014,87.526,91.632,95.816,100,NA,NA,28.516,100,100,100,45.194,31.328,7.902,61.894,80.944,100,92.706,43.258
118,"Anguilla",69.982,85.09,97.75,92.368,86.98,60.882,73.508,68.282,87.816,65.54,43.266,42.152,42.152,NA,84.024,42.012,0,NA,100
51,"Kuwait",69.928,100,83.346,90.218,97.094,89.182,87.708,65.892,100,100,100,24.644,24.638,0.006,54.356,58.014,61.666,NA,13.688
189,"Lithuania",69.7,88.878,94.72,88.118,81.51,62.54,NA,44.406,100,76.226,52.448,60.346,60.346,NA,96.178,98.09,100,93.378,15.338
12,"Wake Island",69.622,93.506,93.298,85.856,78.412,76.34,NA,64.43,67.668,72.77,77.878,17.96,17.96,NA,56.702,78.352,100,NA,64.535
50,"Saudi Arabia",69.554,99.442,85.754,91.58,97.4,94.194,89.628,71.132,100,100,100,52.192,49.162,6.126,57.194,35.894,14.596,19.672,44.842
191,"Iran",69.552,78.178,84.818,87.798,90.776,89.04,87.292,68.38,54.33,77.168,100,40.3,39.574,14.104,56.222,59.842,63.466,97.368,10.88
224,"Chile",69.486,87.986,96.116,98.056,100,NA,NA,93.648,99.546,99.774,100,54.552,63.774,100,69.264,80.566,91.87,0.846,31.25
95,"Falkland Islands",69.418,96.296,95.214,94.296,93.374,NA,NA,98.95,17.918,40.672,63.422,83.34,83.34,0,68.08,34.042,0,NA,38.342
172,"Argentina",69.228,79.474,88.578,93.218,97.862,NA,NA,80.774,100,91.49,82.976,55.186,55.182,0.034,65.828,80.186,94.548,40.976,32.51
190,"Qatar",69.202,100,86.7,92.348,98,95.26,90.382,62.272,73.852,64.822,55.792,43.152,43.152,0,61.792,30.896,0,NA,43.678
37,"Mauritius",69.194,67.074,93.062,94.12,95.18,91.114,90.596,63.946,70.394,71.43,72.464,52.302,51.13,1.304,59.418,35.272,11.124,27.758,99.518
0,"global average (EEZ, Antarctica, High Seas)",69.11,77.3833333333333,85.5133333333333,85.5833333333333,92.17,87.53,79.2466666666667,77.6933333333333,82.7166666666667,78.3166666666667,76.87,50.1,50.0933333333333,32.8,73.48,69.6866666666667,56.07,56.6266666666667,44.0633333333333
156,"Tokelau",68.848,78.936,92.984,84.198,75.408,91.904,53.49,87.69,67.226,78.22,89.214,67.278,67.278,NA,56.604,28.304,0,NA,49.614
204,"Bangladesh",68.798,60.15,83.582,91.532,99.482,100,100,36.764,99.956,99.978,100,36.812,33.814,15.066,68.964,64.716,60.47,90.5,10.522
202,"Tanzania",68.756,65.244,86.182,82.278,78.374,68.174,84.06,51.642,100,100,100,64.516,64.244,0.256,63.51,81.754,100,68.698,21.464
219,"Saint Pierre and Miquelon",68.744,98.302,92.024,96.012,100,NA,NA,83.814,64.164,82.058,99.95,33.018,32.998,3.962,66.028,38.762,11.492,NA,49.26
62,"Morocco",68.564,64.95,92.2,95.03,97.86,NA,100,54.05,100,100,100,23.642,23.632,0.132,68.95,68.856,68.762,44.088,66.47
46,"Djibouti",68.514,53.868,83.878,91.03,98.178,98.918,91.14,58.924,100,96.902,93.796,45.714,45.714,NA,70.13,35.064,0,NA,45.072
20,"South Korea",68.498,94.96,90.516,91.192,91.868,NA,NA,65.666,100,94.56,89.12,39.6,42.766,60.058,66.158,51.1,36.046,81.632,26.116
135,"Mexico",68.43,69.958,93.74,91.728,89.716,82.076,76.036,63.756,100,72.428,44.856,53.732,51.888,18.046,66.498,82.114,97.734,29.652,64.672
144,"Jan Mayen",68.42,95.206,93.75,74.83,55.914,NA,NA,88.668,88.856,87.682,86.51,7.414,7.414,NA,61.808,80.906,100,NA,44.236
181,"Ireland",68.406,98.784,96.168,85.696,75.222,55.612,55.574,60.29,99.172,79.106,59.042,55.296,55.118,52.118,63.726,81.696,99.668,85.382,26.798
261,NA,68.36,NA,79.18,79.18,NA,NA,NA,NA,NA,NA,NA,63.1,63.1,NA,62.81,62.81,NA,NA,NA
111,"Turks and Caicos Islands",68.206,86.368,97.8,92.976,88.154,71.064,75.774,64.932,95.01,95.002,94.99,9.642,9.64,0.022,80.448,70.854,61.254,15.598,99.848
48,"Oman",68.128,88.894,90.402,94.16,97.92,99.23,90.972,67.364,100,100,100,63.34,63.29,0.332,57.742,37.05,16.354,17.022,23.296
266,NA,68.08,NA,80.39,80.39,NA,NA,NA,NA,NA,NA,NA,44.94,44.94,NA,78.93,78.93,NA,NA,NA
173,"Uruguay",67.87,84.186,90.446,94.162,97.876,NA,NA,59.044,100,100,100,56.918,56.918,0,69.294,52.964,36.634,NA,27.828
273,NA,67.77,NA,84.02,84.02,NA,NA,NA,NA,NA,NA,NA,48.18,48.18,NA,71.09,71.09,NA,NA,NA
9,"Micronesia",67.694,47.112,88.388,93.066,97.74,97.61,92.81,61.248,47.966,61.81,75.652,84.224,84.224,0,58.522,31.242,3.964,33.1,74.726
171,"Brazil",67.686,72.568,95.062,95.076,95.092,97.48,97.69,60.502,99.848,78.186,56.522,56.22,51.462,4.424,68.662,84.33,100,11.69,27.872
41,"Mozambique",67.618,44.2,88.562,91.386,94.216,81.974,98.85,55.51,100,100,100,46.236,46.134,0.068,65.87,70.33,74.784,74.31,13.474
56,"Cape Verde",67.556,51.608,95.17,96.962,98.756,NA,NA,60.894,99.258,99.628,100,28.884,28.884,NA,69.716,34.892,0.072,NA,100
34,"Bassas da India",67.492,52.562,95.576,95.986,96.39,92.79,NA,87.682,NA,NA,NA,42.898,42.898,NA,66.054,33.026,0,NA,NA
262,NA,67.49,NA,81.02,81.02,NA,NA,NA,NA,NA,NA,NA,60.96,60.96,NA,60.5,60.5,NA,NA,NA
14,"Taiwan",67.454,84.57,89.936,92.662,95.384,97.89,95.63,45.576,95.894,92.854,89.816,37.726,37.62,37.454,67.446,45.952,24.456,52.97,28.816
65,"Gambia",67.37,58.582,90.472,87.988,85.502,83.514,83.252,49.23,100,100,100,31.538,31.536,0.076,80.544,60.078,39.618,NA,52.142
164,"Belize",67.092,74.798,96.786,79.816,62.85,23.846,39.224,67.964,100,100,100,34.846,56.018,89.526,70.646,82.732,94.812,47.702,98.834
152,"Samoa",66.944,73.924,91.726,94.052,96.38,95.46,90.094,88.244,79.362,41.402,3.442,61.658,61.658,0,70.32,35.596,0.87,22.574,66.428
206,"Malaysia",66.848,79.902,82.456,83.984,85.504,93.624,84.342,54.46,73.496,81.644,89.792,59.012,57.162,23.352,60.404,36.056,11.708,44.666,52.638
32,"R_union",66.828,52.61,92.89,94.622,96.346,92.79,NA,67.5,82.15,70.862,59.574,68.364,68.11,0.058,70.998,52.21,33.42,NA,35.93
155,"Tonga",66.804,70.668,89.576,93.582,97.59,94.174,86.976,65.676,94.724,97.362,100,36.386,36.386,0.01,64.268,33.75,3.23,25.68,63.782
10,"Nauru",66.698,49.02,87.178,81.452,75.726,98.118,NA,51.234,69.62,72.572,75.526,94.594,94.594,0.078,71.112,35.556,0,NA,51.046
275,NA,66.62,NA,78.69,78.69,NA,NA,NA,NA,NA,NA,NA,47.3,47.3,NA,73.87,73.87,NA,NA,NA
26,"Andaman and Nicobar",66.554,65.974,88.402,91.698,94.994,96.73,89.652,61.932,89.02,76.552,64.082,33.318,33.318,NA,64.542,40.662,16.778,NA,42.452
182,"Spain",66.518,90.894,94.15,85.246,76.344,53.664,53.626,51.568,100,78.88,57.758,33.972,44.394,67.416,68.708,79.604,90.502,59.722,67.604
60,"Gibraltar",66.516,82.01,90.218,81.012,71.808,NA,NA,19.486,51.394,75.698,100,45.268,45.268,NA,58.452,79.226,100,NA,82.896
227,"Jersey",66.51,95.362,93.488,87.44,81.392,54.684,54.61,53.086,87.214,86.862,86.51,68.962,68.962,NA,74.926,53.664,32.4,NA,43.918
153,"Cook Islands",66.506,78.022,91.134,85.986,80.838,90.39,52.824,89.412,55.52,45.506,35.498,40.46,40.46,0,67.738,34.028,0.32,80.626,67.81
203,"India",66.248,49.05,88.048,91.15,94.252,97.4,86.474,29.552,100,68.358,36.72,54.638,51.28,7.3,58.132,41.172,24.212,97.772,50.266
75,"Ukraine",66.152,66.356,86.958,90.896,94.834,84.632,84.784,61.068,100,80.774,61.546,63.304,62.902,0.7,62.068,56.758,51.446,63.49,9.866
119,"Saint Kitts and Nevis",66.124,84.802,96.46,95.248,94.036,79.788,99.048,59.564,80.134,59.02,37.902,27.194,27.194,NA,74.53,37.264,0,NA,53.166
72,"Romania",66.102,78.456,88.674,94.336,100,NA,NA,55.926,100,90.196,80.392,54.994,54.972,0.01,63.138,81.57,100,55.372,18
178,"Poland",66.084,87.932,95.354,82.638,69.926,60.068,60.988,41.676,100,82.016,64.026,44.924,44.924,NA,96.178,98.09,100,84.06,18.448
74,"Georgia",65.924,73.856,86.634,85.226,83.818,NA,NA,57.32,93.036,96.05,99.06,62.498,62.498,NA,62.576,43.01,23.448,NA,43.53
7,"Solomon Islands",65.768,45.09,87.702,85.134,82.566,79.75,73.414,67.666,100,100,100,85.612,85.612,0,62.534,35.968,9.402,64.014,21.03
274,NA,65.46,NA,81.54,81.54,NA,NA,NA,NA,NA,NA,NA,30.18,30.18,NA,84.65,84.65,NA,NA,NA
276,NA,65.39,NA,78.59,78.59,NA,NA,NA,NA,NA,NA,NA,42.56,42.56,NA,75,75,NA,NA,NA
215,"Jordan",65.366,62.558,85.458,86.826,88.2,91.67,87.686,58.71,100,87.882,75.764,36.046,36.046,NA,60.018,30.01,0,NA,46.9
58,"Canary Islands",65.138,82.898,97.03,88.628,80.226,53.82,53.872,68.62,49.454,60.55,71.646,36.584,36.584,NA,62.88,73.974,85.064,NA,67.304
79,"Israel",64.954,92.34,90.73,93.17,95.61,91.23,91.23,31.938,100,100,100,40.906,32.218,0.85,63.566,35.356,7.146,64.102,17.96
209,"China",64.716,80.924,85.732,81.228,76.724,72.554,52.628,35.266,99.704,96.394,93.09,35.664,77.766,100,61.27,38.808,16.342,69.752,41.83
216,"Indonesia",64.708,54.464,83.47,81.804,80.136,86.668,66.06,57.332,93.076,69.652,46.228,56.094,51.816,21.514,65.66,62.296,58.924,93.09,23.9
112,"Cuba",64.632,88.446,96.042,87.822,79.602,66.88,100,63.836,87.176,91.9,96.622,37.952,33.228,1.894,71.252,74.756,78.262,20.324,19.148
154,"Niue",64.596,77.294,88.43,81.664,74.898,85.55,52.578,90.752,33.094,57.212,81.324,35.634,35.634,NA,68.034,34.018,0,NA,66.656
167,"Guyana",64.464,58.258,93.998,95.486,96.98,89.95,89.906,77.814,92.708,67.198,41.688,25.332,25.292,0.456,70.694,46.56,22.426,NA,29.724
52,"Bahrain",64.438,95.242,83.408,84.744,86.08,85.374,86.432,55.154,76.026,80.828,85.63,27.164,27.164,0.01,49.812,24.91,0,NA,40.094
47,"Yemen",64.356,59.036,84.424,90.476,96.532,94.68,83.376,61.16,93.392,96.696,100,45.866,45.856,0.026,58.772,29.384,0,82.902,0
101,"Namibia",64.344,87.962,94.266,97.134,100,NA,NA,84.468,47.65,73.824,100,50.428,50.398,17.378,64.298,82.15,100,6.444,32.374
133,"Honduras",64.118,56.638,95.484,92.66,89.836,95.48,88.436,60.896,100,93.716,87.424,34.88,39.816,39.886,74.21,84.806,95.402,0,28.742
24,"Cambodia",63.916,66.58,81.334,83.248,85.158,80.54,76.916,50.798,99.59,74.544,49.498,55.82,55.602,13.39,52.71,55.014,57.32,10.052,85.866
130,"Costa Rica",63.8,68.642,95.898,94.638,93.38,77.626,69.052,67.376,99.118,74.98,50.842,34.658,32.518,6.502,71.822,64.454,57.088,43.262,45.444
86,"Saint Helena",63.728,96.296,97.99,99,100,NA,NA,88.35,26.09,46.462,66.834,52.58,52.58,NA,63.222,31.61,0,NA,31.8
141,"Faeroe Islands",63.63,96.276,94.636,83.902,73.17,NA,NA,77.404,89.314,87.908,86.51,28.82,37.456,100,72.246,40.784,9.322,42.592,42.724
185,"Monaco",63.532,96.722,90.234,90.234,NA,NA,NA,25.362,98.586,84.484,70.384,47.482,47.482,NA,36.558,36.33,36.098,NA,64.114
138,"Peru",63.354,75.474,90.786,79.982,69.18,56.32,56.178,59.918,42.382,61.048,79.712,63.032,62.816,33.194,67.842,69.46,71.07,93.368,18.984
267,NA,63.32,NA,79.62,79.62,NA,NA,NA,NA,NA,NA,NA,33.52,33.52,NA,76.81,76.81,NA,NA,NA
247,"Brunei",63.096,100,85.632,90.72,95.81,97.36,88.222,52.568,79.974,80.658,81.342,45.47,44.648,4.104,66.104,47.422,28.74,4.908,24.446
61,"Tunisia",62.922,74.09,86.486,92.96,99.438,NA,NA,48.326,100,83.366,66.732,35.044,32.688,4.008,69.57,35.148,0.73,91.43,45.366
