"rgn_id","species","species_code","sust_coeff","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
5,"Blue shrimp",597,0.372222222,1705,2211,2440,2278,1843,2036,1860,1156,1539,1643
5,"Pacific cupped oyster",598,0.757142857,70,69,84,87,80,67,60,64,22,20
6,"Blue shrimp",1021,0.372222222,0,0,0,22,18,20,0,0,0,0
6,"Whiteleg shrimp",1022,0.374509804,,,,,,,,25,14,17
7,"Giant tiger prawn",787,0.366666667,0,0,0,0,1,1,0,0,0,0
8,"Bear paw clam",630,0.811764706,1,0,0,0,2,0,0,0,0,0
8,"Crocus giant clam",631,0.811764706,,1,2,2,0,0,0,0,0,0
8,"Elongate giant clam",632,0.811764706,,1,1,1,2,0,0,0,0,0
8,"Fluted giant clam",633,0.811764706,1,0,0,0,2,0,0,0,0,0
8,"Giant clam",634,0.811764706,0,0,0,0,0,0,0,0,0,0
8,"Milkfish",635,0.414285714,0,0,0,0,4,18,0,0,0,0
8,"Smooth giant clam",636,0.811764706,2,3,2,2,8,2,0,0,0,0
10,"Milkfish",588,0.414285714,0,0,0,,0,0,0,0,0,1
13,"Banana prawn",331,0.275,0,0,0,0,0,0,0,0,0,0
13,"Milkfish",332,0.414285714,40,40,40,40,40,40,40,35,30,30
13,"Mullets nei",333,0.561111111,0,0,0,0,0,0,0,0,0,0
13,"Whiteleg shrimp",334,0.374509804,10,10,10,12,12,12,12,12,11,11
13,"Whiteleg shrimp",607,0.374509804,,,,,5,10,15,0,20,20
14,"Abalones nei",857,0.43,1084,1300,479,651,327,348,218,171,0,79
14,"Amberjacks nei",858,0.444010417,1118,861,823,871,1266,1281,878,234,654,1210
14,"Barramundi",859,0.23,1680,1504,3566,2437,2357,2693,2592,9038,0,9327
14,"Blackhead seabream",860,0.444010417,727,631,422,516,555,415,314,364,0,1007
14,"Blood cockle",861,0.67,0,0,0,0,0,0,0,0,0,0
14,"Blue swimming crab",862,0.416666667,,,3,0,0,0,0,0,0,1
14,"Clams, etc. nei",863,0.811764706,369,339,244,181,137,93,62,89,0,109
14,"Cobia",864,0.444010417,4186,3968,3863,2914,3998,995,2365,2152,105,1384
14,"Croakers, drums nei",865,0.444010417,228,0,9,22,23,0,89,60,0,23
14,"Daggertooth pike conger",866,0.444010417,0,0,0,0,0,0,0,0,0,0
14,"Flathead grey mullet",867,0.37,1585,1153,1100,1846,2358,917,1887,2359,2104,1206
14,"Fourfinger threadfin",868,0.444010417,429,282,344,322,914,1295,1147,701,0,3782
14,"Giant tiger prawn",869,0.1,1732,1469,978,864,946,641,601,613,0,638
14,"Gobies nei",870,0.533333333,,,,,,,,,,1
14,"Greasyback shrimp",871,0.372222222,222,230,1536,1145,754,671,349,269,0,280
14,"Greater amberjack",872,0.444010417,,,,66,67,2,3,0,0,0
14,"Groupers nei",873,0.33,11421,12512,13582,9500,17234,17042,12940,11354,0,22432
14,"Indo-Pacific swamp crab",874,0.416666667,226,239,240,247,221,185,170,225,0,122
14,"Japanese carpet shell",875,0.841666667,241,212,183,164,152,140,138,145,0,129
14,"Japanese eel",876,0.444010417,89,245,619,190,252,74,156,44,0,0
14,"Japanese hard clam",877,0.811764706,31517,26255,23466,48187,35655,52222,51820,60325,0,62969
14,"Japanese spiny lobster",878,0.416666667,0,0,0,0,0,0,0,0,0,0
14,"Kuruma prawn",879,0.37,219,220,156,200,93,86,237,172,178,96
14,"Marine crabs nei",880,0.416666667,84,84,34,53,54,63,87,87,109,108
14,"Marine fishes nei",881,0.477777778,2305,2782,2562,2532,1663,1673,1535,1885,1665,1264
14,"Marine molluscs nei",882,0.533333333,71,100,57,38,44,43,53,71,2,72
14,"Milkfish",883,0.5,32971,25053,23386,29375,27515,27944,26433,20380,0,42296
14,"Natantian decapods nei",884,0.533333333,268,203,591,170,105,144,118,52,0,51
14,"Pacific cupped oyster",885,0.53,23462,20750,28430,28547,28199,34514,21882,36056,0,26923
14,"Porgies, seabreams nei",886,0.444010417,6158,4286,2118,2132,2387,2041,1587,538,964,570
14,"Redtail prawn",887,0.366666667,28,76,77,0,0,10,9,3,0,0
14,"Snappers, jobfishes nei",888,0.444010417,566,90,24,6,4,77,43,49,0,279
14,"Trumpet emperor",889,0.444010417,,,146,0,182,150,94,0,0,62
14,"Two-spot red snapper",890,0.444010417,,,4,0,0,0,0,0,0,0
14,"Whiteleg shrimp",891,0.37,7614,6307,6628,5805,5695,5947,3847,3965,0,8014
14,"Yellowback seabream",892,0.444010417,0,0,0,0,0,0,0,0,0,0
15,"Banana prawn",653,0.2,0,0,0,0,0,0,0,0,0,0
15,"Banana prawn (br)",654,0.27,1517,1471,1519,1647,2115,2070,2204,2077,1974,1879
15,"Barramundi",655,0.23,0,0,0,0,0,0,0,0,0,0
15,"Flathead lobster",656,0.416666667,3,5,5,4,4,4,2,2,0,0
15,"Giant tiger prawn",657,0.1,1,0,1,0,0,0,0,0,0,0
15,"Giant tiger prawn (br)",658,0.1,34997,35917,37720,38209,39825,45343,47830,48162,47495,48197
15,"Green mussel",659,0.8,13490,15038,20159,19690,20114,23017,19936,20877,22443,25660
15,"Groupers, seabasses nei",660,0.33,120,171,197,240,332,2561,862,1125,1036,1260
15,"Groupers, seabasses nei (br)",661,0.33,329,50,76,64,85,51,59,70,28,30
15,"Indo-Pacific swamp crab",662,0.416666667,4809,6245,6861,7800,9308,11625,13730,14438,15731,16360
15,"Jacks, crevalles nei",663,0.444010417,4,36,23,53,133,150,32,38,25,16
15,"Marine fishes nei",664,0.477777778,108,162,275,416,1302,537,201,350,404,484
15,"Metapenaeus shrimps nei",665,0.372222222,518,559,669,798,715,786,801,689,690,778
15,"Milkfish",666,0.37,21817,37351,43970,59907,79347,80365,79153,87199,103958,112690
15,"Milkfish (br)",667,0.37,202973,208975,219906,220602,229111,226032,225320,219444,226371,232515
15,"Penaeus shrimps nei",668,0.23,0,0,0,0,0,0,0,0,0,0
15,"Percoids nei",669,0.444010417,0,0,0,0,0,0,0,0,0,0
15,"Scats",670,0.444010417,0,0,0,0,0,0,0,0,0,0
15,"Slipper cupped oyster",671,0.811764706,14510,15915,16495,16838,20508,20175,19931,22525,21462,20648
15,"Snappers nei",672,0.433333333,1,2,2,2,7,7,8,9,8,24
15,"Spinefeet(=Rabbitfishes) nei",673,0.444010417,170,170,151,176,226,234,195,193,150,169
15,"Tropical spiny lobsters nei",674,0.416666667,18,19,19,23,64,72,64,89,68,38
15,"Whiteleg shrimp",675,0.374509804,,,,,,1854,3112,4971,4182,5558
16,"Aquatic invertebrates nei",16,0.542156863,,,,,1116,0,0,0,3536,0
16,"Atlantic salmon",17,0.23,15208,16476,16780,20710,25336,0,29893,31807,35198,43785
16,"Australian mussel",18,0.811764706,2727,2628,2900,3189,3208,0,0,0,0,0
16,"Barramundi",19,0.3,1750,1517,1775,2249,2632,0,2966,3628,0,0
16,"Blacklip abalone",20,0.811764706,86,250,390,506,468,0,0,0,0,0
16,"Brine shrimp",21,0.366666667,0,0,0,0,0,0,0,0,0,0
16,"Brown tiger prawn",22,0.366666667,0,0,0,0,0,0,0,0,0,0
16,"Chinook(=Spring=King)salmon",23,0.370833333,0,0,0,0,0,0,0,0,0,0
16,"Cupped oysters nei",24,0.9,1008,3190,4650,5397,7720,0,0,0,0,0
