"targets","layer","layer_old","name","description","citation_nature2012","citation_plos2013","fld_value","units","gapfilling","X2013a_source","children","children_notes","disaggregation.function","updated","still.to.do.with.2013a.file.","dir_2012a","fn_2012a","dir_2013a","fn_2013a","dir_2014a","fn_2014a","src_2014a","ingest","dir_whence_2013a","whence_2013a","clip_n_ship_disag","fn_nature2012","id_num","id_chr","category","year","value_num","value_chr"
"pressures","fp_art_hb","fp_art_hb","High bycatch caused by artisanal fishing ","The presence of destructive artisanal blast and poison (cyanide) fishing","7.02","5.02","pressures.score","pressure score",,"2012a","parent",,,"N",,"neptune_data:model/GL-NCEAS-Pressures_v2013a/data","p_fp_art_hb_disaggregateNature2012.csv","neptune_data:model/GL-NCEAS-Pressures_v2013a/data","p_fp_art_hb_disaggregateNature2012.csv",,,,TRUE,,,"?","p_fp_art_hb.csv","region_id",,,,"pressures_score",
"pressures","fp_art_lb","fp_art_lb","Low bycatch caused by artisanal fishing ","Statistics of low bycatch artisanal fishing using non-destructive practices","7.03","5.03","pressure_score","pressure score",,,"coastal_pop",,"coastal-pop-weighted","N",,"neptune_data:model/GL-NCEAS-Pressures_v2013a/data","fp_art_lb_2012_NEW.csv","neptune_data:model/GL-NCEAS-Pressures_v2013a/data","fp_art_lb_2013_NEW.csv",,,,TRUE,,,"?","p_fp_art_lb.csv","region_id",,,,"pressures_score",
"pressures","fp_com_hb","fp_com_hb","High bycatch caused by commercial fishing ","Statistics of destructive commercial fishing practices by 5 different gear types (developed in Halpern et al. 2008)","7.11","5.11","pressure_score","pressure score",,,"new",,"NA (updated data)","Y",,"neptune_data:model/GL-NCEAS-Pressures_v2013a/data","fp_com_hb_2012_NEW.csv","neptune_data:model/GL-NCEAS-Pressures_v2013a/data","fp_com_hb_2013_NEW.csv",,,,TRUE,,,"?","p_fp_com_hb.csv","region_id",,,,"pressures_score",
"pressures","fp_com_lb","fp_com_lb","Low bycatch caused by commercial fishing ","Statistics of least destructive commercial fishing practices by 2 different gear types (developed in Halpern et al. 2008)","7.12","5.12","pressure_score","pressure score",,,"new",,"NA (updated data)","Y",,"neptune_data:model/GL-NCEAS-Pressures_v2013a/data","fp_com_lb_2012_NEW.csv","neptune_data:model/GL-NCEAS-Pressures_v2013a/data","fp_com_lb_2013_NEW.csv",,,,TRUE,,,"?","p_fp_com_lb.csv","region_id",,,,"pressures_score",
"pressures","fp_targetharvest","fp_targetharvest","Targeted harvest of cetaceans and sea turtles","Targeted harvest of cetaceans and marine turtles, from Food and Agricultural Organization data","7.63","5.7","score","pressure score",,,"parent","2012a file: all parent values assigned to children","NA (updated data)","Y","convert from harvest count to pressures score","ohiprep:Global/FAO-TargetedHarvest_v2012/data","rgn_fao_targeted_2012a.csv","ohiprep:Global/FAO-TargetedHarvest_v2012/data","rgn_fao_targeted_2013a.csv","ohiprep:Global/FAO-TargetedHarvest_v2012/data","rgn_fao_targeted_2014a.csv","Y: done",TRUE,,,"area_offshore","p_fp_targetharvest.csv","region_id",,,,"pressures_score",
"pressures","hd_intertidal","hd_intertidal","Coastal population density as a proxy for intertidal habitat destruction","Coastal population density within 10 km of the coast","7.24","5.25","pressure_score","pressure score",,,"coastal_pop",,"coastal-pop-weighted","N",,"neptune_data:model/GL-NCEAS-Pressures_v2013a/data","hd_intertidal_2012_NEW.csv","neptune_data:model/GL-NCEAS-Pressures_v2013a/data","hd_intertidal_2013_NEW.csv",,,,TRUE,,,"?","p_hd_intertidal.csv","region_id",,,,"pressures_score",
"pressures","hd_subtidal_hb","hd_subtidal_hb","High bycatch artisanal fishing practices as a proxy for subtidal hard bottom habitat destruction","The presence of destructive artisanal blast and poison (cyanide) fishing","7.25","5.26","value","pressure score",,"2012a","parent",,,"N",,"neptune_data:model/GL-NCEAS-Pressures_v2013a/data","p_hd_subtidal_hb_v2013a.csv","neptune_data:model/GL-NCEAS-Pressures_v2013a/data","p_hd_subtidal_hb_v2013a.csv",,,,TRUE,,,"?","p_hd_subtidal_hb.csv","region_id",,,,"pressures_score",
"pressures","hd_subtidal_sb","hd_subtidal_sb","High bycatch commercial fishing practices as a proxy for subtidal soft bottom habitat destruction","Spatially distributed commercial catch data by fishing gear type, developed by Sea Around Us Project","7.26","5.27","pressures.score","pressure score",,"new","new",,"NA (recalculated soft-bottom area for children)","Y",,"neptune_data:model/GL-NCEAS-subtidal_softbottom_v2013a/data","po_rgn_hd_subtidal_sb_2012a.csv","neptune_data:model/GL-NCEAS-subtidal_softbottom_v2013a/data","po_rgn_hd_subtidal_sb_2013a.csv",,,,TRUE,,,"?","p_hd_subtidal_sb.csv","region_id",,,,"pressures_score",
"pressures","po_chemicals_3nm","po_chemicals_3nm","Land-based chemical pollution","Land-based organic pollution at 1km2 resolution (as developed in Halpern et al. 2008)","7.06-7.09","5.06-5.07","pressure_score","pressure score",,,"new",,"NA (updated data)","Y",,"neptune_data:model/GL-NCEAS-Pressures_v2013a/data","po_chemicals_3nm_2012_NEW.csv","neptune_data:model/GL-NCEAS-Pressures_v2013a/data","po_chemicals_3nm_2013_NEW.csv",,,,TRUE,,,"?","p_po_chemicals_coastal.csv","region_id",,,,"pressures_score",
"pressures","po_nutrients_3nm","po_nutrients_3nm","Coastal nutrient pollution","Modeled coastal nutrient pollution based on Halpern et al. 2008","7.51","5.55","pressure_score","pressure score",,,"new",,"NA (updated data)","Y",,"neptune_data:model/GL-NCEAS-Pressures_v2013a/data","po_nutrients_3nm_2012_NEW.csv","neptune_data:model/GL-NCEAS-Pressures_v2013a/data","po_nutrients_3nm_2013_NEW.csv",,,,TRUE,,,"?","p_po_nutrients_3nm.csv","region_id",,,,"pressures_score",
"pressures","sp_alien","sp_alien","Alien species","The number and type of invasive and harmful invasive species in each marine ecoregion","7.01","5.01","pressures.score","pressure score",,"2012a","eez_area",,"disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/p_sp_alien.csv', csv.out = '/Volumes/data_edit/model/GL-NCEAS-Pressures_v2013a/data/p_sp_alien_2013a.csv', fld.value=NA, weight.csv='/Volumes/data_edit/model/GL-NCEAS-OceanRegions_v2013a/data/rgn_area.csv', weight.fld = 'area_km2')","N",,"neptune_data:model/GL-NCEAS-Pressures_v2013a/data","p_sp_alien_2013a.csv","neptune_data:model/GL-NCEAS-Pressures_v2013a/data","p_sp_alien_2013a.csv",,,"N",TRUE,,,"equal","p_sp_alien.csv","region_id",,,,"pressures_score",
"pressures","sp_genetic","sp_genetic","Introduced species as a proxy for genetic escapes ","Statistics on native or introduced species from the Mariculture Sustainibility Index (MSI)","7.22","5.22","pressures.score","pressure score",,,"new","no gapfilling: if no mariculture, genetic escapee pressures=0; 2012a: gapfilled Trujillo score*MAR harvest2009; 2013a: gapfilled Trujillo score*MAR harvest2010; ","NA (updated)","Y",,"neptune_data:model/GL-NCEAS-Pressures-GenEsc_v2013a/data","GenEsc_v2012a.csv","neptune_data:model/GL-NCEAS-Pressures-GenEsc_v2013a/data","GenEsc_v2013a.csv",,,"N",TRUE,,,"equal","p_sp_genetic.csv","region_id",,,,"pressures_score",
"pressures","ss_wgi","ss_wgi","Weakness of governance indicated with the WGI","Inverse of World Governance Indicators (WGI) six combined scores","7.7","5.77","score","pressure score",,,"new","soverignty gapfilling","NA (updated data)","Y","these are wgi_all values; to get ss_wgi must do (1 - wgi_all) after converting from WGI score: min=-2.49, max=1.98 ","ohiprep:Global/WorldBank-WGI_v2013/data","rgn_wb_wgi_2012a_inverse.csv","ohiprep:Global/WorldBank-WGI_v2013/data","rgn_wb_wgi_2013a_inverse.csv","ohiprep:Global/WorldBank-WGI_v2013/data","rgn_wb_wgi_2014a_inverse.csv","Y: done",TRUE,"neptune_data:model/GL-WorldBank-WGI_v2011/data","rgn_wb_wgi_2013a_whence.csv","equal","p_ss_wgi.csv","region_id",,,,"pressures_score",
"pressures CP","cp_habitat_extent_rank","rnk_cp_habitat_extent_rank","Habitat extent * rank, per Coastal Protection habitats","Habitat extent * habitat rank for Coastal Protection habitats: coral, mangrove offshore 1km, mangrove inland 1km, saltmarsh, seaice_shoreline and seagrass","6E",,"extent_rank","rank",,"2012a","new",,,"N",,"neptune_data:model/GL-NCEAS-Habitats_v2013a/data","cp_habitat_extent_rank.csv","neptune_data:model/GL-NCEAS-Habitats_v2013a/data","cp_habitat_extent_rank.csv",,,"N",TRUE,"exclude",,"equal","cp_habitat_extent_rank.csv","region_id",,"habitat",,"pressures.rank",
"pressures CS","cs_habitat_extent","rnk_cs_habitat_extent","Habitat extent * rank, per Carbon Storage habitats","Habitat extent * habitat rank for Carbon Storage habitats: mangrove, saltmarsh and seagrass","6D",,"km2","km^2",,"2012a","new",,,"N",,"neptune_data:model/GL-NCEAS-Habitats_v2013a/data","cs_habitat_extent.csv","neptune_data:model/GL-NCEAS-Habitats_v2013a/data","cs_habitat_extent.csv",,,"N",TRUE,"exclude",,"area_offshore_3nm","cs_habitat_extent.csv","region_id",,"habitat",,"km2",
"pressures CW","po_chemicals","po_chemicals","Ocean-based chemical pollution","Ocean-based chemical pollution from commercial shipping traffic and ports and harbors","7.06-7.08","5.08","pressure_score","pressure score",,,"new",,"NA (updated data)","Y",,"neptune_data:model/GL-NCEAS-Pressures_v2013a/data","po_chemicals_2012_NEW.csv","neptune_data:model/GL-NCEAS-Pressures_v2013a/data","po_chemicals_2013_NEW.csv",,,"N",TRUE,,,"raster","p_po_chemicals.csv","region_id",,,,"pressures_score",
"pressures CW","po_nutrients","po_nutrients","Ocean nutrient pollution","Modeled ocean nutrient pollution based on Halpern et al. 2008","7.51","5.55","pressure_score","pressure score",,,"new",,"NA (updated data)","Y",,"neptune_data:model/GL-NCEAS-Pressures_v2013a/data","po_nutrients_2012_NEW.csv","neptune_data:model/GL-NCEAS-Pressures_v2013a/data","po_nutrients_2013_NEW.csv",,,"N",TRUE,,,"raster","p_po_nutrients.csv","region_id",,,,"pressures_score",
"pressures CW","po_pathogens","po_pathogens","Access to improved sanitation as a proxy for pathogen pollution","Percent of population with access to improved sanitation facilities ","7.53","5.57","pressure_score","pressure score",,,"new",,,"Y",,"ohiprep:Global/WHOUNICEF-Sanitation_v2012/data","po_pathogens_popdensity25km_2012a.csv","ohiprep:Global/WHOUNICEF-Sanitation_v2012/data","po_pathogens_popdensity25km_2013a.csv","ohiprep:Global/WHOUNICEF-Sanitation_v2012/data","po_pathogens_popdensity25km_2014a.csv","Y: done",TRUE,,,"raster","p_po_pathogens.csv","region_id",,,,"pressures_score",
"pressures CW","po_trash","po_trash","Trash pollution","Density of trash from coastal land and sea","7.67","5.73","pressure_score","pressure score",,,"new","2012 file: all parent values assigned to children; 2013a file: georegionally gapfilled, southern islands = NA","NA (updated data)","Y","convert from pounds/mile to pressures score","ohiprep:Global/OceanConserv-Trash_v2013/data","po_trash_2012a.csv","ohiprep:Global/OceanConserv-Trash_v2013/data","po_trash_2013a.csv","ohiprep:Global/OceanConserv-Trash_v2013/data","po_trash_2014a.csv","Y: done",TRUE,"neptune_data:model/GL-OceanConserv-Trash_v2012/data","rgn_oc_trash_2013a_whence.csv","population_inland25km","p_po_trash.csv","region_id",,,,"pressures_score",
"pressures HAB","hab_presence","rnk_hab_presence","Habitat presence","Modeled combined habitat presence","6J",,"boolean","boolean",,"2012a","new",,,"N",,"neptune_data:model/GL-NCEAS-Habitats_v2013a/data","hab_habitat_presence.csv","neptune_data:model/GL-NCEAS-Habitats_v2013a/data","hab_habitat_presence.csv",,,,TRUE,"exclude",,"equal","hab_presence.csv","region_id",,"habitat",,"boolean",
"resilience","alien_species","alien_species","Alien species","The number and type of invasive and harmful invasive species in each marine ecoregion","7.01","5.01","resilience score","resilience score",,"2012a","parent",,,"N",,"neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_alien_species_Nature2012disaggregated.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_alien_species_Nature2012disaggregated.csv",,,"N",TRUE,"neptune_data:model/GL-NCEAS-Resilience_v2013a/whence_2013a","CBDaliens_whence.csv","equal",,,,,,,
"resilience","cites","cites","Resilience from commitment to CITES","Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES) signatories","7.16","5.15","resilience score","resilience score",,"2012a","parent",,"disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_cites.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_cites_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_cites_2013a.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_cites_2013a.csv","ohiprep:Global/CITES-Signatories_v2014/data/","rgn_cites_2014a_lyr.csv","Y: done",TRUE,"neptune_data:model/GL-CITES-Signatories_v2013/data","rgn_cites_2013_all_whence.csv","equal","r_cites.csv","region_id",,,,"resilience_score",
"resilience","fishing_v1","fishing_v1","CBD survey: coastal fishing v1","Convention on Biological Diversity (CBD) Third National Survey questions in 2005","7.14","5.14","resilience score","resilience score",,"new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_fishing_v1.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_fishing_v1_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_fishing_v1_2012a.csv","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_fishing_v1_2013a.csv","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_fishing_v1_2014a.csv","Y: done",TRUE,,,"equal","r_fishing_v1.csv","region_id",,,,"resilience_score",
"resilience","fishing_v1_eez","fishing_v1_eez","CBD survey: ocean fishing v1","Convention on Biological Diversity (CBD) Third National Survey questions in 2005","7.14","5.14","resilience score","resilience score",,"new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_fishing_v1_eez.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_fishing_v1_eez_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_fishing_v1_eez_2012a.csv","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_fishing_v1_eez_2013a.csv","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_fishing_v1_eez_2014a.csv","Y: done",TRUE,,,"equal","r_fishing_v1_eez.csv","region_id",,,,"resilience_score",
"resilience","fishing_v2_eez","fishing_v2_eez","CBD survey: ocean fishing v2","Convention on Biological Diversity (CBD) Third National Survey questions in 2005","7.14","5.14","resilience score","resilience score",,"new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_fishing_v2_eez.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_fishing_v2_eez_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_fishing_v2_eez_2012a.csv","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_fishing_v2_eez_2013a.csv","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_fishing_v2_eez_2014a.csv","Y: done",TRUE,,,"equal","r_fishing_v2_eez.csv","region_id",,,,"resilience_score",
"resilience","fishing_v3","fishing_v3","CBD survey: coastal fishing v3","Convention on Biological Diversity (CBD) Third National Survey questions in 2005","7.14","5.14","resilience score","resilience score",,"new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_fishing_v3.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_fishing_v3_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_fishing_v3_2012a.csv","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_fishing_v3_2013a.csv","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_fishing_v3_2014a.csv","Y: done",TRUE,,,"equal","r_fishing_v3.csv","region_id",,,,"resilience_score",
"resilience","fishing_v3_eez","fishing_v3_eez","CBD survey: ocean fishing v3","Convention on Biological Diversity (CBD) Third National Survey questions in 2005","7.14","5.14","resilience score","resilience score",,"new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_fishing_v3_eez.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_fishing_v3_eez_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_fishing_v3_eez_2012a.csv","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_fishing_v3_eez_2013a.csv","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_fishing_v3_eez_2014a.csv","Y: done",TRUE,,,"equal","r_fishing_v3_eez.csv","region_id",,,,"resilience_score",
"resilience","habitat","habitat","CBD survey: habitat","Convention on Biological Diversity (CBD) Third National Survey questions in 2005","7.14","5.14","resilience score","resilience score",,"new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_habitat.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_habitat_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_habitat_2013a.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_habitat_2013a.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_habitat_2013a.csv",,TRUE,,,"equal","r_habitat.csv","region_id",,,,"resilience_score",
"resilience","habitat_combo","habitat_combo","CBD survey: coastal habitat","Convention on Biological Diversity (CBD) Third National Survey questions in 2005","7.14","5.14","resilience score","resilience score",,"new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_habitat_combo.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_habitat_combo_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_habitat_combo_2012a.csv","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_habitat_combo_2013a.csv","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_habitat_combo_2014a.csv","Y: done",TRUE,,,"equal","r_habitat_combo.csv","region_id",,,,"resilience_score",
"resilience","habitat_combo_eez","habitat_combo_eez","CBD survey: ocean habitat","Convention on Biological Diversity (CBD) Third National Survey questions in 2005","7.14","5.14","resilience score","resilience score",,"new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_habitat_combo_eez.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_habitat_combo_eez_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_habitat_combo_eez_2012a.csv","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_habitat_combo_eez_2013a.csv","ohiprep:Global/GL-Resilience_Fish_Hab_2014a/data","r_habitat_combo_eez_2014a.csv","Y: done",TRUE,,,"equal","r_habitat_combo_eez.csv","region_id",,,,"resilience_score",
"resilience","li_gci","li_gci","GCI: competitiveness in achieving sustained economic prosperity","Global Competitiveness Index (GCI) scores (score)","7.23","5.23","score","resilience score",,,"parent","nature2012 data disaggregated for 2012a; 2013a data from new source","NA: 2013a data only reported for one year","Y",,"neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_li_gci_Nature2012disaggregated.csv","neptune_data:model/GL-WEF-Economics_v2013/data","rgn_wef_gci_2013a_rescaled.csv","ohiprep:Global/WEF-Economics_v2014/data/","rgn_wef_gci_2014a.csv","Y: done",TRUE,"ohiprep:Global/WEF-Economics_v2014/data","rgn_wef_gci_2014a.csv","equal","r_li_gci.csv","region_id",,,,"resilience_score",
"resilience","li_sector_evenness","li_sector_evenness","Sector evenness as a measure of economic diversity","Shannon's Diversity Index calculated sector evenness based on the total number of sectors and the proportion of jobs belonging to any sector","7.6","5.66","resilience score","resilience score",,"2012a","parent","(make sure same method as LE status data)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_li_sector_evenness.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_li_sector_evenness_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_li_sector_evenness_2013a.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_li_sector_evenness_2013a.csv",,,"N",TRUE,,,"equal","r_li_sector_evenness.csv","region_id",,,,"resilience_score",
"resilience","mariculture","mariculture","CBD survey: mariculture","Convention on Biological Diversity (CBD) Third National Survey questions in 2005","7.14","5.14","resilience score","resilience score",,"2012a","parent",,"disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_mariculture.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_mariculture_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_mariculture_2013a.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_mariculture_2013a.csv",,,"N",TRUE,,,"equal","r_mariculture.csv","region_id",,,,"resilience_score",
"resilience","msi_gov","msi_gov"," MSI sustainability and regulations","Mariculture practice assessment criteria from the Mariculture Sustainability Index (MSI)","7.3","5.33","resilience score","resilience score",,"2012a","parent",,"disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_msi_gov.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_msi_gov_2013a.csv', fld.value=NA, weight.csv=NA)","N","only 63 unique rgn_2012nature; so only 80 unique in rgns for 2012a and 2013a","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_msi_gov_2013a.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_msi_gov_2013a.csv",,,"N",TRUE,,,"equal","r_msi_gov.csv","region_id",,,,"resilience_score",
"resilience","species_diversity","species_diversity","Ocean ecological integrity","Marine species diversity as a proxy for ecological integrity: ocean","7.18","5.18","score","resilience score",,"new","new","(same as SPP status score)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_species_diversity.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_species_diversity_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"neptune_data:model/GL-NCEAS-SpeciesDiversity_v2013a/data","rgn_spp_score_2012.csv","neptune_data:model/GL-NCEAS-SpeciesDiversity_v2013a/data","rgn_spp_score_2013.csv",,,,TRUE,,,"equal","r_species_diversity.csv","region_id",,,,"resilience_score",
"resilience","species_diversity_3nm","species_diversity_3nm","Coastal ecological integrity","Marine species diversity as a proxy for ecological integrity: coastal","7.18","5.18","score","resilience score",,"new","new","(same as SPP score - clip to 3nm if time left nxt week)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_species_diversity_3nm.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_species_diversity_3nm_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"neptune_data:model/GL-NCEAS-SpeciesDiversity_v2013a/data","rgn_spp_score_offshore3nm_2013.csv","neptune_data:model/GL-NCEAS-SpeciesDiversity_v2013a/data","rgn_spp_score_offshore3nm_2013.csv",,,,TRUE,,,"equal","r_species_diversity_3nm.csv","region_id",,,,"resilience_score",
"resilience","tourism","tourism","CBD survey: tourism","Convention on Biological Diversity (CBD) Third National Survey questions in 2005","7.14","5.14","resilience score","resilience score",,"2012a","parent",,"disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_tourism.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_tourism_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_tourism_2013a.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_tourism_2013a.csv",,,"N",TRUE,"neptune_data:model/GL-NCEAS-Resilience_v2013a/whence_2013a","CBDtourism_whence.csv","equal","r_tourism.csv","region_id",,,,"resilience_score",
"resilience","water","water","CBD survey: water","Convention on Biological Diversity (CBD) Third National Survey questions in 2005","7.14","5.14","resilience score","resilience score",,"2012a","parent",,"disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_water.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_water_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_water_2013a.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_water_2013a.csv",,,"N",TRUE,"neptune_data:model/GL-NCEAS-Resilience_v2013a/whence_2013a","CBDwater_whence.csv","equal","r_water.csv","region_id",,,,"resilience_score",
"resilience","wgi_all","wgi_all","Strength of governance indicated with the WGI","World Governance Indicators (WGI) six combined scores","7.7","5.77","score","resilience score",,,"parent","2012a: parent; 2013a: soverignty gapfilling","NA (updated data)","Y","convert from WGI score: min=-2.49, max=1.98","ohiprep:Global/WorldBank-WGI_v2013/data","rgn_wb_wgi_2012a.csv","ohiprep:Global/WorldBank-WGI_v2013/data","rgn_wb_wgi_2013a.csv","ohiprep:Global/WorldBank-WGI_v2013/data","rgn_wb_wgi_2014a.csv","Y: done",TRUE,"neptune_data:model/GL-WorldBank-WGI_v2011/data","rgn_wb_wgi_2013a_whence.csv","equal","r_wgi_all.csv","region_id",,,,"resilience_score",
"REV",,"gdp_total_contribution_tourism",,,,,,,,,,,,,,,,,,"ohiprep:Global/WTTC-Tourism_v2013/data/","rgn_wttc_gdpt_2014a.csv","Y: done",,,,,,,,,,,
"spatial","cntry_area_inland25mi","cn_cntry_area_inland25mi","Country inland area 25 miles from shore","country inland area 25 miles from shore","3",,"km2","km^2",,"2012a","new",,"NA (updated data)",,,,,,,,,"N",,,,"raster","cntry_area_inland25mi.csv",,"country_id",,,"km2",
"spatial","cntry_area_inland50mi","cn_cntry_area_inland50mi","Country inland area 50 miles from shore","country inland area 50 miles from shore","3",,"km2","km^2",,"2012a","new",,"NA (updated data)",,,,,,,,,"N",,,,"raster","cntry_area_inland50mi.csv",,"country_id",,,"km2",
"spatial","cntry_area_land","cn_cntry_area_land","Country inland area total","country inland area","3",,"km2","km^2",,"2012a","new",,"NA (updated data)",,,,,,,,,"N",,,,"raster","cntry_area_land.csv",,"country_id",,,"km2",
"spatial","cntry_georegion_labels","ctk_cntry_georegion_labels","Georegion labels per country, at 3 georegion_levels","georegion labels per country, at 3 georegion_levels","3",,"georegion_label","georegion label",,"2012a","new",,"NA (updated data)",,,,,,,,,,,,,"raster","cntry_georegion_labels.csv",,"country_id","level",,,"georegion_label"
