"targets","layer","layer_old","name","description","citation_nature2012","citation_plos2013","fld_value","units","gapfilling","X2013a_source","children","children_notes","disaggregation.function","updated","still.to.do.with.2013a.file.","dir_2012a","fn_2012a","dir_2013a","fn_2013a","dir_2014a","fn_2014a","src_2014a","ingest","dir_whence_2013a","whence_2013a","clip_n_ship_disag","fn_nature2012","id_num","id_chr","category","year","value_num","value_chr"
"LSP","lsp_prot_area_offshore3nm","rny_lsp_prot_area_offshore3nm","Coastal marine protected areas offshore 3km","Coastal marine protected areas offshore to 3nm","6H","5.4","area_km2","km^2",,"2012a","new",,,"U",,"neptune_data:model/GL-WDPA-MPA_v2013/data","lsp_prot_area_offshore3nmb.csv","neptune_data:model/GL-WDPA-MPA_v2013/data","lsp_prot_area_offshore3nmb.csv","ohiprep:Global/WDPA-MPA_v2014/data","lsp_protarea_offshore3nm.csv","Y: done",TRUE,,,"area_offshore_3nm","lsp_prot_area_offshore3nm.csv","region_id",,,"year","km2",
"MAR","mar_coastalpopn_inland25mi","mar_coastalpopn_inland25mi","Coastal population inland 25 miles","Coastal population inland 25 miles by year (2005-2015)",,,"popsum","people",,,,,,,,"neptune_data:model/GL-NCEAS-CoastalPopulation_v2013/data","rgn_popsum2005to2015_inland25mi.csv","neptune_data:model/GL-NCEAS-CoastalPopulation_v2013/data","rgn_popsum2005to2015_inland25mi.csv",,,"N",TRUE,,,"population_inland25km",,,,,,,
"MAR","mar_harvest_species","mar_harvest_species","Mariculture species harvested",,,,"species","species name",,,,,,,,"neptune_data:model/GL-NCEAS_MAR_v2013a/Revision_Dec202013","mar_harvest_species_lyr.csv","neptune_data:model/GL-NCEAS_MAR_v2013a/Revision_Dec202013","mar_harvest_species_lyr.csv",,,"Y: KLo?",TRUE,,,"?",,,,,,,
"MAR","mar_harvest_tonnes","mar_harvest_tonnes","Mariculture harvest","Mariculture harvest by species and year",,,"tonnes","tons",,,,,,,,"neptune_data:model/GL-NCEAS_MAR_v2013a/Revision_Dec202013","mar_harvest_tonnes_lyr.csv","neptune_data:model/GL-NCEAS_MAR_v2013a/Revision_Dec202013","mar_harvest_tonnes_lyr.csv",,,"Y: KLo?",TRUE,,,"?",,,,,,,
"MAR","mar_status","rn_mar_status","Mariculture status","Yield and value of cultured marine taxa from marine and brackish water environments","6A","5.34","status","status score",,"new","new",,,"U",,"neptune_data:model/GL-NCEAS_MAR_v2013a/data","GL_NCEAS_MAR_Status_v2012a_lyr.csv","neptune_data:model/GL-NCEAS_MAR_v2013a/data","GL_NCEAS_MAR_Status_v2013a_lyr.csv",,,,FALSE,,,"(not ingested; see column X)",,,,,,,
"MAR","mar_sustainability_score","mar_sustainability_score","Mariculture sustainability score","Mariculture sustainability score by species",,,"sust_coeff","sustainability",,,,,,,,"neptune_data:model/GL-NCEAS_MAR_v2013a/Revision_Dec202013","mar_sustainability_score_lyr.csv","neptune_data:model/GL-NCEAS_MAR_v2013a/Revision_Dec202013","mar_sustainability_score_lyr.csv",,,"Y: KLo?",TRUE,,,"?",,,,,,,
"MAR","mar_trend","rn_mar_trend","Mariculture trend","Yield and value of cultured marine taxa from marine and brackish water environments","6A","5.34","trend","trend score",,"new","new",,,"U",,"neptune_data:model/GL-NCEAS_MAR_v2013a/data","GL_NCEAS_MAR_Trend_v2012a_lyr.csv","neptune_data:model/GL-NCEAS_MAR_v2013a/data","GL_NCEAS_MAR_Trend_v2013a_lyr.csv",,,,FALSE,,,"(not ingested; see column X)",,,,,,,
"MAR","mar_trend_years","mar_trend_years","Mariculter years used for trend",,,,"trend_yrs","year string",,,,,,,,"neptune_data:model/GL-NCEAS_MAR_v2013a/Revision_Dec202013","mar_trend_years_lyr.csv","neptune_data:model/GL-NCEAS_MAR_v2013a/Revision_Dec202013","mar_trend_years_lyr.csv",,,"Y: KLo?",TRUE,,,"?",,,,,,,
"pressures","cc_acid","cc_acid","Ocean acidification","Modeled distribution of the aragonite saturation state (AAS) of the ocean in pre-industrial (~1870) and modern times (2000-2009) from Halpern et al. 2008","7.52","5.56","pressure_score","pressure score",,"2012a","new",,"NA (BB calculated children)","N",,"neptune_data:model/GL-NCEAS-Pressures_v2013a/data","cc_acid_2012_NEW.csv","neptune_data:model/GL-NCEAS-Pressures_v2013a/data","cc_acid_2013_NEW.csv",,,,TRUE,,,"raster","p_cc_acid.csv","region_id",,,,"pressures_score",
"pressures","cc_slr","cc_slr","Sea level rise","Modeled sea level rise after Halpern et al. 2008",,"5.63","pressure_score","pressure score",,,"new",,,"Y",,"neptune_data:model/GL-NCEAS-Pressures_v2013a/data","cc_slr_2012_NEW.csv","neptune_data:model/GL-NCEAS-Pressures_v2013a/data","cc_slr_2013_NEW.csv",,,,TRUE,,,"raster",,,,,,,
"pressures","cc_sst","cc_sst","Sea surface temperature (SST) anomalies","Modeled sea level rise after Halpern et al. 2008","7.58","5.64","pressure_score","pressure score",,,"new",,"NA (updated data)","Y",,"neptune_data:model/GL-NCEAS-Pressures_v2013a/data","cc_sst_2012_NEW.csv","neptune_data:model/GL-NCEAS-Pressures_v2013a/data","cc_sst_2013_NEW.csv",,,,TRUE,,,"raster","p_cc_sst.csv","region_id",,,,"pressures_score",
"pressures","cc_uv","cc_uv","UV radiation","Modeled UV radiation after Halpern et al. 2008","7.69","5.76","pressure_score","pressure score",,,"new",,"NA (updated data)","Y",,"neptune_data:model/GL-NCEAS-Pressures_v2013a/data","cc_uv_2012_NEW.csv","neptune_data:model/GL-NCEAS-Pressures_v2013a/data","cc_uv_2013_NEW.csv",,,,TRUE,,,"raster","p_cc_uv.csv","region_id",,,,"pressures_score",
