"rgn_id","species","species_code","sust_coeff","year","sm_tonnes"
5,"Blue shrimp",1105,0.372222222,"2000",1803.66666666667
5,"Blue shrimp",1105,0.372222222,"2001",1779
5,"Blue shrimp",1105,0.372222222,"2002",1899.25
5,"Blue shrimp",1105,0.372222222,"2003",2050
5,"Blue shrimp",1105,0.372222222,"2004",2158.5
5,"Blue shrimp",1105,0.372222222,"2005",2193
5,"Blue shrimp",1105,0.372222222,"2006",2149.25
5,"Blue shrimp",1105,0.372222222,"2007",2004.25
5,"Blue shrimp",1105,0.372222222,"2008",1723.75
5,"Blue shrimp",1105,0.372222222,"2009",1647.75
5,"Blue shrimp",1105,0.372222222,"2010",1518.33333333333
5,"Blue shrimp",1105,0.372222222,"2011",1347.5
5,"Pacific cupped oyster",1106,0.757142857,"2000",49.3333333333333
5,"Pacific cupped oyster",1106,0.757142857,"2001",54.5
5,"Pacific cupped oyster",1106,0.757142857,"2002",64
5,"Pacific cupped oyster",1106,0.757142857,"2003",72.5
5,"Pacific cupped oyster",1106,0.757142857,"2004",77.5
5,"Pacific cupped oyster",1106,0.757142857,"2005",80
5,"Pacific cupped oyster",1106,0.757142857,"2006",79.5
5,"Pacific cupped oyster",1106,0.757142857,"2007",73.5
5,"Pacific cupped oyster",1106,0.757142857,"2008",67.75
5,"Pacific cupped oyster",1106,0.757142857,"2009",53.25
5,"Pacific cupped oyster",1106,0.757142857,"2010",48.6666666666667
5,"Pacific cupped oyster",1106,0.757142857,"2011",43
6,"Blue shrimp",815,0.372222222,"2000",0
6,"Blue shrimp",815,0.372222222,"2001",0
6,"Blue shrimp",815,0.372222222,"2002",0
6,"Blue shrimp",815,0.372222222,"2003",0
6,"Blue shrimp",815,0.372222222,"2004",5.5
6,"Blue shrimp",815,0.372222222,"2005",10
6,"Blue shrimp",815,0.372222222,"2006",15
6,"Blue shrimp",815,0.372222222,"2007",15
6,"Blue shrimp",815,0.372222222,"2008",9.5
6,"Blue shrimp",815,0.372222222,"2009",5
6,"Blue shrimp",815,0.372222222,"2010",0
6,"Blue shrimp",815,0.372222222,"2011",0
6,"Whiteleg shrimp",816,0.374509804,"2000",0
6,"Whiteleg shrimp",816,0.374509804,"2001",0
6,"Whiteleg shrimp",816,0.374509804,"2002",0
6,"Whiteleg shrimp",816,0.374509804,"2003",0
6,"Whiteleg shrimp",816,0.374509804,"2004",0
6,"Whiteleg shrimp",816,0.374509804,"2005",0
6,"Whiteleg shrimp",816,0.374509804,"2006",0
6,"Whiteleg shrimp",816,0.374509804,"2007",0
6,"Whiteleg shrimp",816,0.374509804,"2008",6.25
6,"Whiteleg shrimp",816,0.374509804,"2009",9.75
6,"Whiteleg shrimp",816,0.374509804,"2010",13
6,"Whiteleg shrimp",816,0.374509804,"2011",19.5
7,"Giant tiger prawn",1166,0.366666667,"2000",10
7,"Giant tiger prawn",1166,0.366666667,"2001",7.5
7,"Giant tiger prawn",1166,0.366666667,"2002",3.75
7,"Giant tiger prawn",1166,0.366666667,"2003",0
7,"Giant tiger prawn",1166,0.366666667,"2004",0
7,"Giant tiger prawn",1166,0.366666667,"2005",0.25
7,"Giant tiger prawn",1166,0.366666667,"2006",0.5
7,"Giant tiger prawn",1166,0.366666667,"2007",0.5
7,"Giant tiger prawn",1166,0.366666667,"2008",0.5
7,"Giant tiger prawn",1166,0.366666667,"2009",0.25
7,"Giant tiger prawn",1166,0.366666667,"2010",0
