"r0","r1","r2","id","w","v","r2_v","r1_v","r0_v","r2_w_avg","r1_w_avg","r0_w_avg","r2_n","r1_n","r0_n","r2_n_notna","r1_n_notna","r0_n_notna","z_level","z_ids","z_w_avg","z_n","z_n_pct","z_g_score","z"
1,2,11,56,0,1,,,,0,0,0,13,46,220,11,36,166,"v","56",0,1,1,0,1
1,2,11,65,0,1,,,,0,0,0,13,46,220,11,36,166,"v","65",0,1,1,0,1
1,2,11,66,0,1,,,,0,0,0,13,46,220,11,36,166,"v","66",0,1,1,0,1
1,2,11,96,0,0.858791161524865,,,,0,0,0,13,46,220,11,36,166,"v","96",0,1,1,0,0.858791161524865
1,2,11,97,0,1,,,,0,0,0,13,46,220,11,36,166,"v","97",0,1,1,0,1
1,2,11,98,0,1,,,,0,0,0,13,46,220,11,36,166,"v","98",0,1,1,0,1
1,2,11,99,0,0.48644301351032,,,,0,0,0,13,46,220,11,36,166,"v","99",0,1,1,0,0.48644301351032
1,2,11,106,0,0.787145041128704,,,,0,0,0,13,46,220,11,36,166,"v","106",0,1,1,0,0.787145041128704
1,2,11,194,0,1,,,,0,0,0,13,46,220,11,36,166,"v","194",0,1,1,0,1
1,2,11,195,0,0.746977586709133,,,,0,0,0,13,46,220,11,36,166,"v","195",0,1,1,0,0.746977586709133
1,2,11,196,0,1,,,,0,0,0,13,46,220,11,36,166,"v","196",0,1,1,0,1
1,2,14,28,0,0.899368569410847,,,,0,0,0,17,46,220,10,36,166,"v","28",0,1,1,0,0.899368569410847
1,2,14,29,0,1,,,,0,0,0,17,46,220,10,36,166,"v","29",0,1,1,0,1
1,2,14,31,0,1,,,,0,0,0,17,46,220,10,36,166,"v","31",0,1,1,0,1
1,2,14,32,0,0.82310868858852,,,,0,0,0,17,46,220,10,36,166,"v","32",0,1,1,0,0.82310868858852
1,2,14,37,0,0.596116438957046,,,,0,0,0,17,46,220,10,36,166,"v","37",0,1,1,0,0.596116438957046
1,2,14,41,0,1,,,,0,0,0,17,46,220,10,36,166,"v","41",0,1,1,0,1
1,2,14,42,0,0.618562799466211,,,,0,0,0,17,46,220,10,36,166,"v","42",0,1,1,0,0.618562799466211
1,2,14,43,0,0.958546951289552,,,,0,0,0,17,46,220,10,36,166,"v","43",0,1,1,0,0.958546951289552
1,2,14,45,0,0.00254652499315352,,,,0,0,0,17,46,220,10,36,166,"v","45",0,1,1,0,0.00254652499315352
1,2,14,202,0,1,,,,0,0,0,17,46,220,10,36,166,"v","202",0,1,1,0,1
1,2,15,49,0,0.637589328159597,,,,0,0,0,7,46,220,6,36,166,"v","49",0,1,1,0,0.637589328159597
1,2,15,61,0,0.97094783415764,,,,0,0,0,7,46,220,6,36,166,"v","61",0,1,1,0,0.97094783415764
1,2,15,62,0,1,,,,0,0,0,7,46,220,6,36,166,"v","62",0,1,1,0,1
1,2,15,67,0,0.56816615216486,,,,0,0,0,7,46,220,6,36,166,"v","67",0,1,1,0,0.56816615216486
1,2,15,84,0,1,,,,0,0,0,7,46,220,6,36,166,"v","84",0,1,1,0,1
1,2,15,214,0,0.913257836745716,,,,0,0,0,7,46,220,6,36,166,"v","214",0,1,1,0,0.913257836745716
1,2,17,100,0,0.886968307224502,,,,0,0,0,7,46,220,7,36,166,"v","100",0,1,1,0,0.886968307224502
1,2,17,103,0,1,,,,0,0,0,7,46,220,7,36,166,"v","103",0,1,1,0,1
1,2,17,104,0,0.108631103009814,,,,0,0,0,7,46,220,7,36,166,"v","104",0,1,1,0,0.108631103009814
1,2,17,197,0,0.772488857653043,,,,0,0,0,7,46,220,7,36,166,"v","197",0,1,1,0,0.772488857653043
1,2,17,198,0,0.570380660572345,,,,0,0,0,7,46,220,7,36,166,"v","198",0,1,1,0,0.570380660572345
1,2,17,199,0,1,,,,0,0,0,7,46,220,7,36,166,"v","199",0,1,1,0,1
