"rgn_id","species","species_code","sust_coeff","year","sm_tonnes","sust_tonnes"
6,"Whiteleg shrimp",816,0.374509804,2006,0,0
6,"Blue shrimp",815,0.372222222,2007,15,5.58333333
6,"Whiteleg shrimp",816,0.374509804,2007,0,0
6,"Blue shrimp",815,0.372222222,2008,9.5,3.536111109
6,"Whiteleg shrimp",816,0.374509804,2008,6.25,2.340686275
6,"Blue shrimp",815,0.372222222,2009,5,1.86111111
6,"Whiteleg shrimp",816,0.374509804,2009,9.75,3.651470589
6,"Blue shrimp",815,0.372222222,2010,0,0
6,"Whiteleg shrimp",816,0.374509804,2010,13,4.868627452
6,"Blue shrimp",815,0.372222222,2011,0,0
6,"Whiteleg shrimp",816,0.374509804,2011,19.5,7.302941178
7,"Giant tiger prawn",1166,0.366666667,2000,10,3.66666667
7,"Giant tiger prawn",1166,0.366666667,2001,7.5,2.7500000025
7,"Giant tiger prawn",1166,0.366666667,2002,3.75,1.37500000125
7,"Giant tiger prawn",1166,0.366666667,2003,0,0
7,"Giant tiger prawn",1166,0.366666667,2004,0,0
7,"Giant tiger prawn",1166,0.366666667,2005,0.25,0.09166666675
7,"Giant tiger prawn",1166,0.366666667,2006,0.5,0.1833333335
7,"Giant tiger prawn",1166,0.366666667,2007,0.5,0.1833333335
7,"Giant tiger prawn",1166,0.366666667,2008,0.5,0.1833333335
7,"Giant tiger prawn",1166,0.366666667,2009,0.25,0.09166666675
7,"Giant tiger prawn",1166,0.366666667,2010,0,0
7,"Giant tiger prawn",1166,0.366666667,2011,0,0
8,"Bear paw clam",1122,0.811764706,2000,0.333333333333333,0.270588235333333
8,"Crocus giant clam",1123,0.811764706,2000,0.0333333333333333,0.0270588235333333
8,"Elongate giant clam",1124,0.811764706,2000,0.0333333333333333,0.0270588235333333
8,"Fluted giant clam",1125,0.811764706,2000,0.333333333333333,0.270588235333333
8,"Giant clam",1126,0.811764706,2000,1.36666666666667,1.10941176486667
8,"Milkfish",1127,0.414285714,2000,0,0
8,"Smooth giant clam",1128,0.811764706,2000,0.666666666666667,0.541176470666667
8,"Bear paw clam",1122,0.811764706,2001,0.5,0.405882353
8,"Crocus giant clam",1123,0.811764706,2001,0.05,0.0405882353
8,"Elongate giant clam",1124,0.811764706,2001,0.05,0.0405882353
8,"Fluted giant clam",1125,0.811764706,2001,0.5,0.405882353
8,"Giant clam",1126,0.811764706,2001,1.05,0.8523529413
8,"Milkfish",1127,0.414285714,2001,0,0
8,"Smooth giant clam",1128,0.811764706,2001,1,0.811764706
8,"Bear paw clam",1122,0.811764706,2002,0.525,0.42617647065
8,"Crocus giant clam",1123,0.811764706,2002,0.3,0.2435294118
8,"Elongate giant clam",1124,0.811764706,2002,0.3,0.2435294118
8,"Fluted giant clam",1125,0.811764706,2002,0.525,0.42617647065
8,"Giant clam",1126,0.811764706,2002,0.575,0.46676470595
8,"Milkfish",1127,0.414285714,2002,0,0
8,"Smooth giant clam",1128,0.811764706,2002,1.75,1.4205882355
8,"Bear paw clam",1122,0.811764706,2003,0.55,0.4464705883
8,"Crocus giant clam",1123,0.811764706,2003,0.8,0.6494117648
8,"Elongate giant clam",1124,0.811764706,2003,0.55,0.4464705883
8,"Fluted giant clam",1125,0.811764706,2003,0.55,0.4464705883
8,"Giant clam",1126,0.811764706,2003,0.1,0.0811764706
8,"Milkfish",1127,0.414285714,2003,0,0
8,"Smooth giant clam",1128,0.811764706,2003,2.25,1.8264705885
8,"Bear paw clam",1122,0.811764706,2004,0.325,0.26382352945
8,"Crocus giant clam",1123,0.811764706,2004,1.275,1.03500000015
8,"Elongate giant clam",1124,0.811764706,2004,0.775,0.62911764715
8,"Fluted giant clam",1125,0.811764706,2004,0.325,0.26382352945
8,"Giant clam",1126,0.811764706,2004,0.1,0.0811764706
8,"Milkfish",1127,0.414285714,2004,0,0
8,"Smooth giant clam",1128,0.811764706,2004,2.25,1.8264705885
8,"Bear paw clam",1122,0.811764706,2005,0.575,0.46676470595
8,"Crocus giant clam",1123,0.811764706,2005,1.25,1.0147058825
8,"Elongate giant clam",1124,0.811764706,2005,1.25,1.0147058825
8,"Fluted giant clam",1125,0.811764706,2005,0.575,0.46676470595
8,"Giant clam",1126,0.811764706,2005,0.075,0.06088235295
8,"Milkfish",1127,0.414285714,2005,1,0.414285714
8,"Smooth giant clam",1128,0.811764706,2005,3.75,3.0441176475
8,"Bear paw clam",1122,0.811764706,2006,0.575,0.46676470595
8,"Crocus giant clam",1123,0.811764706,2006,1.025,0.83205882365
8,"Elongate giant clam",1124,0.811764706,2006,1.025,0.83205882365
8,"Fluted giant clam",1125,0.811764706,2006,0.55,0.4464705883
8,"Giant clam",1126,0.811764706,2006,0.05,0.0405882353
8,"Milkfish",1127,0.414285714,2006,5.5,2.278571427
8,"Smooth giant clam",1128,0.811764706,2006,3.5,2.841176471
8,"Bear paw clam",1122,0.811764706,2007,1.7875,1.451029411975
8,"Crocus giant clam",1123,0.811764706,2007,0.8875,0.720441176575
8,"Elongate giant clam",1124,0.811764706,2007,0.925,0.75088235305
8,"Fluted giant clam",1125,0.811764706,2007,0.62,0.50329411772
8,"Giant clam",1126,0.811764706,2007,0.025,0.02029411765
8,"Milkfish",1127,0.414285714,2007,9.075,3.75964285455
8,"Smooth giant clam",1128,0.811764706,2007,8.05,6.5347058833
8,"Bear paw clam",1122,0.811764706,2008,1.9325,1.568735294345
8,"Crocus giant clam",1123,0.811764706,2008,0.725,0.58852941185
8,"Elongate giant clam",1124,0.811764706,2008,0.975,0.79147058835
8,"Fluted giant clam",1125,0.811764706,2008,0.665,0.53982352949
8,"Giant clam",1126,0.811764706,2008,0.025,0.02029411765
8,"Milkfish",1127,0.414285714,2008,13.45,5.5721428533
8,"Smooth giant clam",1128,0.811764706,2008,8.575,6.96088235395
8,"Bear paw clam",1122,0.811764706,2009,1.455,1.18111764723
8,"Crocus giant clam",1123,0.811764706,2009,0.9175,0.744794117755
8,"Elongate giant clam",1124,0.811764706,2009,0.6225,0.505323529485
8,"Fluted giant clam",1125,0.811764706,2009,0.2475,0.200911764735
8,"Giant clam",1126,0.811764706,2009,0.05,0.0405882353
8,"Milkfish",1127,0.414285714,2009,17.375,7.19821428075
8,"Smooth giant clam",1128,0.811764706,2009,7.1,5.7635294126
8,"Bear paw clam",1122,0.811764706,2010,1.90666666666667,1.54776470610667
8,"Crocus giant clam",1123,0.811764706,2010,1.19,0.96600000014
8,"Elongate giant clam",1124,0.811764706,2010,0.796666666666667,0.646705882446667
8,"Fluted giant clam",1125,0.811764706,2010,0.33,0.26788235298
8,"Giant clam",1126,0.811764706,2010,0.0666666666666667,0.0541176470666667
8,"Milkfish",1127,0.414285714,2010,17.1666666666667,7.111904757
8,"Smooth giant clam",1128,0.811764706,2010,8.8,7.1435294128
8,"Bear paw clam",1122,0.811764706,2011,0.385,0.31252941181
8,"Crocus giant clam",1123,0.811764706,2011,1.06,0.86047058836
8,"Elongate giant clam",1124,0.811764706,2011,0.895,0.72652941187
8,"Fluted giant clam",1125,0.811764706,2011,0.305,0.24758823533
8,"Giant clam",1126,0.811764706,2011,0.1,0.0811764706
8,"Milkfish",1127,0.414285714,2011,18.6,7.7057142804
8,"Smooth giant clam",1128,0.811764706,2011,3.1,2.5164705886
9,"Clams, etc. nei",1078,0.811764706,2000,0.1,0.0811764706
9,"Milkfish",1077,0.414285714,2000,0.1,0.0414285714
9,"Clams, etc. nei",1078,0.811764706,2001,0.1,0.0811764706
9,"Milkfish",1077,0.414285714,2001,0.1,0.0414285714
9,"Clams, etc. nei",1078,0.811764706,2002,0.1,0.0811764706
9,"Milkfish",1077,0.414285714,2002,0.1,0.0414285714
9,"Clams, etc. nei",1078,0.811764706,2003,0.1,0.0811764706
9,"Milkfish",1077,0.414285714,2003,0.1,0.0414285714
9,"Clams, etc. nei",1078,0.811764706,2004,0.1,0.0811764706
9,"Milkfish",1077,0.414285714,2004,0.1,0.0414285714
9,"Clams, etc. nei",1078,0.811764706,2005,0.1,0.0811764706
9,"Milkfish",1077,0.414285714,2005,0.1,0.0414285714
9,"Clams, etc. nei",1078,0.811764706,2006,0.075,0.06088235295
9,"Milkfish",1077,0.414285714,2006,0.075,0.03107142855
9,"Clams, etc. nei",1078,0.811764706,2007,0.05,0.0405882353
9,"Milkfish",1077,0.414285714,2007,0.05,0.0207142857
9,"Clams, etc. nei",1078,0.811764706,2008,0.025,0.02029411765
9,"Milkfish",1077,0.414285714,2008,0.025,0.01035714285
9,"Clams, etc. nei",1078,0.811764706,2009,0,0
9,"Milkfish",1077,0.414285714,2009,0,0
9,"Clams, etc. nei",1078,0.811764706,2010,0,0
9,"Milkfish",1077,0.414285714,2010,0,0
9,"Clams, etc. nei",1078,0.811764706,2011,0,0
9,"Milkfish",1077,0.414285714,2011,0,0
10,"Milkfish",810,0.414285714,2000,0.133333333333333,0.0552380952
10,"Milkfish",810,0.414285714,2001,0.1,0.0414285714
10,"Milkfish",810,0.414285714,2002,0.1,0.0414285714
10,"Milkfish",810,0.414285714,2003,0,0
10,"Milkfish",810,0.414285714,2004,0.2,0.0828571428
10,"Milkfish",810,0.414285714,2005,0.2,0.0828571428
10,"Milkfish",810,0.414285714,2006,0.2,0.0828571428
10,"Milkfish",810,0.414285714,2007,0.2,0.0828571428
10,"Milkfish",810,0.414285714,2008,0,0
10,"Milkfish",810,0.414285714,2009,0,0
10,"Milkfish",810,0.414285714,2010,0,0
10,"Milkfish",810,0.414285714,2011,0,0
13,"Banana prawn",805,0.275,2000,25,6.875
13,"Milkfish",806,0.414285714,2000,0,0
13,"Mullets nei",807,0.561111111,2000,7,3.927777777
13,"Whiteleg shrimp",809,0.374509804,2000,0,0
13,"Whiteleg shrimp",808,0.374509804,2000,0,0
13,"Banana prawn",805,0.275,2001,18.75,5.15625
13,"Milkfish",806,0.414285714,2001,10,4.14285714
13,"Mullets nei",807,0.561111111,2001,5.25,2.94583333275
13,"Whiteleg shrimp",809,0.374509804,2001,0,0
13,"Whiteleg shrimp",808,0.374509804,2001,2.5,0.93627451
13,"Banana prawn",805,0.275,2002,12.5,3.4375
13,"Milkfish",806,0.414285714,2002,20,8.28571428
13,"Mullets nei",807,0.561111111,2002,3.5,1.9638888885
13,"Whiteleg shrimp",809,0.374509804,2002,0,0
13,"Whiteleg shrimp",808,0.374509804,2002,5,1.87254902
13,"Banana prawn",805,0.275,2003,6.25,1.71875
13,"Milkfish",806,0.414285714,2003,30,12.42857142
13,"Mullets nei",807,0.561111111,2003,1.75,0.98194444425
13,"Whiteleg shrimp",809,0.374509804,2003,0,0
13,"Whiteleg shrimp",808,0.374509804,2003,7.5,2.80882353
13,"Banana prawn",805,0.275,2004,0,0
13,"Milkfish",806,0.414285714,2004,40,16.57142856
13,"Mullets nei",807,0.561111111,2004,0,0
13,"Whiteleg shrimp",809,0.374509804,2004,0,0
13,"Whiteleg shrimp",808,0.374509804,2004,10.5,3.932352942
13,"Banana prawn",805,0.275,2005,0,0
13,"Milkfish",806,0.414285714,2005,40,16.57142856
13,"Mullets nei",807,0.561111111,2005,0,0
13,"Whiteleg shrimp",809,0.374509804,2005,1.25,0.468137255
13,"Whiteleg shrimp",808,0.374509804,2005,11,4.119607844
13,"Banana prawn",805,0.275,2006,0,0
13,"Milkfish",806,0.414285714,2006,40,16.57142856
13,"Mullets nei",807,0.561111111,2006,0,0
13,"Whiteleg shrimp",809,0.374509804,2006,3.75,1.404411765
13,"Whiteleg shrimp",808,0.374509804,2006,11.5,4.306862746
13,"Banana prawn",805,0.275,2007,0,0
13,"Milkfish",806,0.414285714,2007,40,16.57142856
13,"Mullets nei",807,0.561111111,2007,0,0
13,"Whiteleg shrimp",809,0.374509804,2007,7.5,2.80882353
13,"Whiteleg shrimp",808,0.374509804,2007,12,4.494117648
13,"Banana prawn",805,0.275,2008,0,0
13,"Milkfish",806,0.414285714,2008,38.75,16.0535714175
13,"Mullets nei",807,0.561111111,2008,0,0
13,"Whiteleg shrimp",809,0.374509804,2008,12.2625,4.59242647155
13,"Whiteleg shrimp",808,0.374509804,2008,12,4.494117648
13,"Banana prawn",805,0.275,2009,0,0
13,"Milkfish",806,0.414285714,2009,36.25,15.0178571325
13,"Mullets nei",807,0.561111111,2009,0,0
13,"Whiteleg shrimp",809,0.374509804,2009,16.0125,5.99683823655
13,"Whiteleg shrimp",808,0.374509804,2009,11.75,4.400490197
13,"Banana prawn",805,0.275,2010,0,0
13,"Milkfish",806,0.414285714,2010,35,14.49999999
13,"Mullets nei",807,0.561111111,2010,0,0
13,"Whiteleg shrimp",809,0.374509804,2010,18.0166666666667,6.74741830206667
13,"Whiteleg shrimp",808,0.374509804,2010,11.6666666666667,4.36928104666667
13,"Banana prawn",805,0.275,2011,0,0
13,"Milkfish",806,0.414285714,2011,32.5,13.464285705
13,"Mullets nei",807,0.561111111,2011,0,0
13,"Whiteleg shrimp",809,0.374509804,2011,19.525,7.3123039231
13,"Whiteleg shrimp",808,0.374509804,2011,11.5,4.306862746
14,"Abalones nei",994,0.433333333,2000,137.666666666667,59.6555555096667
14,"Abalones nei",128,0.433333333,2000,2288.66666666667,991.755554792667
14,"Amberjacks nei",995,0.444010417,2000,169.333333333333,75.1857639453333
14,"Amberjacks nei",985,0.444010417,2000,526.666666666667,233.845486286667
14,"Barramundi(=Giant seaperch)",996,0.444010417,2000,7.66666666666667,3.40407986366667
14,"Barramundi(=Giant seaperch)",129,0.444010417,2000,1476.66666666667,655.655382436667
14,"Blackhead seabream",997,0.444010417,2000,13,5.772135421
14,"Blackhead seabream",130,0.444010417,2000,1167.66666666667,518.456163583667
14,"Blood cockle",998,0.666666667,2000,0,0
14,"Blue swimming crab",131,0.416666667,2000,0,0
14,"Clams, etc. nei",986,0.811764706,2000,194.333333333333,157.752941199333
14,"Clams, etc. nei",999,0.811764706,2000,62,50.329411772
14,"Cobia",132,0.444010417,2000,0,0
14,"Cobia",1000,0.444010417,2000,2748.33333333333,1220.28862938833
14,"Croakers, drums nei",1001,0.444010417,2000,162.666666666667,72.2256944986667
14,"Daggertooth pike conger",1002,0.444010417,2000,1,0.444010417
14,"Diphos sanguin",987,0.811764706,2000,0,0
14,"Diphos sanguin",1003,0.811764706,2000,0,0
14,"Flathead grey mullet",133,0.366666667,2000,1295.33333333333,474.955555987333
14,"Flathead grey mullet",1004,0.366666667,2000,0,0
14,"Fourfinger threadfin",134,0.444010417,2000,81.6666666666667,36.2608507216667
14,"Giant tiger prawn",135,0.1,2000,2706.33333333333,270.633333333333
14,"Greasyback shrimp",136,0.372222222,2000,266,99.011111052
14,"Greater amberjack",1005,0.444010417,2000,0,0
14,"Groupers nei",1006,0.333333333,2000,465.666666666667,155.222222067
14,"Groupers nei",137,0.333333333,2000,7004.66666666667,2334.888886554
14,"Indo-Pacific swamp crab",138,0.416666667,2000,325.666666666667,135.694444553
14,"Japanese carpet shell",1007,0.841666667,2000,281.333333333333,236.788888982667
14,"Japanese carpet shell",988,0.841666667,2000,57.6666666666667,48.5361111303333
14,"Japanese eel",139,0.444010417,2000,844.666666666667,375.040798892667
14,"Japanese hard clam",1008,0.811764706,2000,2421.66666666667,1965.82352969667
14,"Japanese hard clam",989,0.811764706,2000,26103.3333333333,21189.7647089533
14,"Japanese seabream",140,0.444010417,2000,0,0
14,"Japanese seabream",1009,0.444010417,2000,0,0
14,"Japanese spiny lobster",1010,0.416666667,2000,0,0
14,"Japanese spiny lobster",990,0.416666667,2000,2.33333333333333,0.972222223
14,"Kuruma prawn",1011,0.366666667,2000,0,0
14,"Kuruma prawn",141,0.366666667,2000,232,85.066666744
14,"Marine crabs nei",142,0.416666667,2000,117.333333333333,48.888888928
14,"Marine crabs nei",1012,0.416666667,2000,0.666666666666667,0.277777778
14,"Marine fishes nei",143,0.477777778,2000,1594.33333333333,761.737037391333
14,"Marine fishes nei",1013,0.477777778,2000,647.666666666667,309.440740884667
14,"Marine molluscs nei",991,0.533333333,2000,5.66666666666667,3.02222222033333
14,"Marine molluscs nei",1014,0.533333333,2000,30.6666666666667,16.3555555453333
14,"Mi-iuy (brown) croaker",1015,0.444010417,2000,0,0
14,"Milkfish",144,0.5,2000,22194.3333333333,11097.1666666667
14,"Milkfish",1016,0.5,2000,0,0
14,"Natantian decapods nei",145,0.533333333,2000,335.666666666667,179.022222110333
14,"Pacific cupped oyster",992,0.533333333,2000,0,0
14,"Pacific cupped oyster",1017,0.533333333,2000,18869.6666666667,10063.8222159323
14,"Porgies, seabreams nei",146,0.444010417,2000,2773,1231.240886341
14,"Porgies, seabreams nei",1018,0.444010417,2000,528.666666666667,234.733507120667
14,"Redtail prawn",147,0.366666667,2000,57.3333333333333,21.0222222413333
14,"Snappers, jobfishes nei",148,0.444010417,2000,101.666666666667,45.1410590616667
14,"Snappers, jobfishes nei",1019,0.444010417,2000,130,57.72135421
14,"Trumpet emperor",1020,0.444010417,2000,0,0
14,"Two-spot red snapper",993,0.444010417,2000,0,0
14,"Whiteleg shrimp",149,0.366666667,2000,4741.66666666667,1738.61111269167
14,"Yellowback seabream",1021,0.444010417,2000,2.33333333333333,1.03602430633333
14,"Abalones nei",994,0.433333333,2001,132.5,57.4166666225
14,"Abalones nei",128,0.433333333,2001,1958.25,848.57499934725
14,"Amberjacks nei",995,0.444010417,2001,195.75,86.91503912775
14,"Amberjacks nei",985,0.444010417,2001,605.75,268.95931009775
14,"Barramundi(=Giant seaperch)",996,0.444010417,2001,5.75,2.55305989775
14,"Barramundi(=Giant seaperch)",129,0.444010417,2001,1527.5,678.2259119675
14,"Blackhead seabream",997,0.444010417,2001,9.75,4.32910156575
14,"Blackhead seabream",130,0.444010417,2001,1057.5,469.5410159775
14,"Blood cockle",998,0.666666667,2001,0,0
14,"Blue swimming crab",131,0.416666667,2001,0,0
14,"Clams, etc. nei",986,0.811764706,2001,220.5,178.994117673
14,"Clams, etc. nei",999,0.811764706,2001,64,51.952941184
14,"Cobia",132,0.444010417,2001,0,0
14,"Cobia",1000,0.444010417,2001,3107.75,1379.87337343175
14,"Croakers, drums nei",1001,0.444010417,2001,179,79.477864643
14,"Daggertooth pike conger",1002,0.444010417,2001,0.75,0.33300781275
14,"Diphos sanguin",987,0.811764706,2001,0,0
14,"Diphos sanguin",1003,0.811764706,2001,0,0
14,"Flathead grey mullet",133,0.366666667,2001,1367.75,501.50833378925
14,"Flathead grey mullet",1004,0.366666667,2001,0,0
14,"Fourfinger threadfin",134,0.444010417,2001,168.5,74.8157552645
14,"Giant tiger prawn",135,0.1,2001,2462.75,246.275
14,"Greasyback shrimp",136,0.372222222,2001,255,94.91666661
14,"Greater amberjack",1005,0.444010417,2001,0,0
14,"Groupers nei",1006,0.333333333,2001,500,166.6666665
14,"Groupers nei",137,0.333333333,2001,7958,2652.666664014
14,"Indo-Pacific swamp crab",138,0.416666667,2001,300.75,125.31250010025
14,"Japanese carpet shell",1007,0.841666667,2001,261,219.675000087
14,"Japanese carpet shell",988,0.841666667,2001,53.5,45.0291666845
14,"Japanese eel",139,0.444010417,2001,655.75,291.15983094775
14,"Japanese hard clam",1008,0.811764706,2001,2302.75,1869.2911767415
14,"Japanese hard clam",989,0.811764706,2001,26970.25,21893.4970619965
14,"Japanese seabream",140,0.444010417,2001,0,0
14,"Japanese seabream",1009,0.444010417,2001,0,0
14,"Japanese spiny lobster",1010,0.416666667,2001,0,0
14,"Japanese spiny lobster",990,0.416666667,2001,1.75,0.72916666725
14,"Kuruma prawn",1011,0.366666667,2001,0,0
14,"Kuruma prawn",141,0.366666667,2001,228.75,83.87500007625
14,"Marine crabs nei",142,0.416666667,2001,109,45.416666703
14,"Marine crabs nei",1012,0.416666667,2001,0.5,0.2083333335
14,"Marine fishes nei",143,0.477777778,2001,1665.75,795.8583337035
14,"Marine fishes nei",1013,0.477777778,2001,592,282.844444576
14,"Marine molluscs nei",991,0.533333333,2001,8.5,4.5333333305
14,"Marine molluscs nei",1014,0.533333333,2001,36.5,19.4666666545
14,"Mi-iuy (brown) croaker",1015,0.444010417,2001,0,0
14,"Milkfish",144,0.5,2001,24888.5,12444.25
14,"Milkfish",1016,0.5,2001,0,0
14,"Natantian decapods nei",145,0.533333333,2001,318.75,169.99999989375
14,"Pacific cupped oyster",992,0.533333333,2001,0,0
14,"Pacific cupped oyster",1017,0.533333333,2001,20017.75,10676.1333266607
14,"Porgies, seabreams nei",146,0.444010417,2001,3378.5,1500.0891938345
14,"Porgies, seabreams nei",1018,0.444010417,2001,637.25,282.94563823325
14,"Redtail prawn",147,0.366666667,2001,50,18.33333335
14,"Snappers, jobfishes nei",148,0.444010417,2001,154.25,68.48860682225
14,"Snappers, jobfishes nei",1019,0.444010417,2001,161,71.485677137
14,"Trumpet emperor",1020,0.444010417,2001,0,0
14,"Two-spot red snapper",993,0.444010417,2001,0,0
14,"Whiteleg shrimp",149,0.366666667,2001,5459.75,2001.90833515325
14,"Yellowback seabream",1021,0.444010417,2001,1.75,0.77701822975
14,"Abalones nei",994,0.433333333,2002,118,51.133333294
14,"Abalones nei",128,0.433333333,2002,1683.25,729.40833277225
14,"Amberjacks nei",995,0.444010417,2002,216.25,96.01725267625
14,"Amberjacks nei",985,0.444010417,2002,642.25,285.16569031825
14,"Barramundi(=Giant seaperch)",996,0.444010417,2002,5,2.220052085
14,"Barramundi(=Giant seaperch)",129,0.444010417,2002,1634.75,725.84602919075
14,"Blackhead seabream",997,0.444010417,2002,6,2.664062502
14,"Blackhead seabream",130,0.444010417,2002,912.5,405.1595055125
14,"Blood cockle",998,0.666666667,2002,0,0
14,"Blue swimming crab",131,0.416666667,2002,0,0
14,"Clams, etc. nei",986,0.811764706,2002,251,203.752941206
14,"Clams, etc. nei",999,0.811764706,2002,67.25,54.5911764785
14,"Cobia",132,0.444010417,2002,0,0
14,"Cobia",1000,0.444010417,2002,3443.25,1528.83886833525
14,"Croakers, drums nei",1001,0.444010417,2002,161.25,71.59667974125
14,"Daggertooth pike conger",1002,0.444010417,2002,0,0
14,"Diphos sanguin",987,0.811764706,2002,0,0
14,"Diphos sanguin",1003,0.811764706,2002,0,0
14,"Flathead grey mullet",133,0.366666667,2002,1429.75,524.24166714325
14,"Flathead grey mullet",1004,0.366666667,2002,0,0
14,"Fourfinger threadfin",134,0.444010417,2002,235,104.342447995
14,"Giant tiger prawn",135,0.1,2002,1869,186.9
14,"Greasyback shrimp",136,0.372222222,2002,254.25,94.6374999435
14,"Greater amberjack",1005,0.444010417,2002,0,0
14,"Groupers nei",1006,0.333333333,2002,528,175.999999824
14,"Groupers nei",137,0.333333333,2002,9810,3269.99999673
14,"Indo-Pacific swamp crab",138,0.416666667,2002,281.75,117.39583342725
14,"Japanese carpet shell",1007,0.841666667,2002,207.5,174.6458334025
14,"Japanese carpet shell",988,0.841666667,2002,43,36.191666681
14,"Japanese eel",139,0.444010417,2002,133.5,59.2753906695
14,"Japanese hard clam",1008,0.811764706,2002,2021.25,1640.7794120025
14,"Japanese hard clam",989,0.811764706,2002,27140.5,22031.700003193
14,"Japanese seabream",140,0.444010417,2002,0,0
14,"Japanese seabream",1009,0.444010417,2002,0,0
14,"Japanese spiny lobster",1010,0.416666667,2002,0,0
14,"Japanese spiny lobster",990,0.416666667,2002,0.25,0.10416666675
14,"Kuruma prawn",1011,0.366666667,2002,0,0
14,"Kuruma prawn",141,0.366666667,2002,210.5,77.1833334035
14,"Marine crabs nei",142,0.416666667,2002,93,38.750000031
14,"Marine crabs nei",1012,0.416666667,2002,0,0
14,"Marine fishes nei",143,0.477777778,2002,1884.25,900.2527781965
14,"Marine fishes nei",1013,0.477777778,2002,633.25,302.5527779185
14,"Marine molluscs nei",991,0.533333333,2002,15.5,8.2666666615
14,"Marine molluscs nei",1014,0.533333333,2002,51.5,27.4666666495
14,"Mi-iuy (brown) croaker",1015,0.444010417,2002,0,0
14,"Milkfish",144,0.5,2002,27085,13542.5
14,"Milkfish",1016,0.5,2002,0,0
14,"Natantian decapods nei",145,0.533333333,2002,241.25,128.66666658625
14,"Pacific cupped oyster",992,0.533333333,2002,0,0
14,"Pacific cupped oyster",1017,0.533333333,2002,20212.25,10779.8666599293
14,"Porgies, seabreams nei",146,0.444010417,2002,3706,1645.502605402
14,"Porgies, seabreams nei",1018,0.444010417,2002,647.75,287.60774761175
14,"Redtail prawn",147,0.366666667,2002,58,21.266666686
14,"Snappers, jobfishes nei",148,0.444010417,2002,165.25,73.37272140925
14,"Snappers, jobfishes nei",1019,0.444010417,2002,157,69.709635469
14,"Trumpet emperor",1020,0.444010417,2002,0,0
14,"Two-spot red snapper",993,0.444010417,2002,0,0
14,"Whiteleg shrimp",149,0.366666667,2002,6459,2368.300002153
14,"Yellowback seabream",1021,0.444010417,2002,0,0
14,"Abalones nei",994,0.433333333,2003,91.75,39.75833330275
14,"Abalones nei",128,0.433333333,2003,1205.25,522.27499959825
14,"Amberjacks nei",995,0.444010417,2003,204.25,90.68912767225
14,"Amberjacks nei",985,0.444010417,2003,724.25,321.57454451225
14,"Barramundi(=Giant seaperch)",996,0.444010417,2003,0,0
14,"Barramundi(=Giant seaperch)",129,0.444010417,2003,2137,948.850261129
14,"Blackhead seabream",997,0.444010417,2003,0,0
14,"Blackhead seabream",130,0.444010417,2003,702.25,311.80631533825
14,"Blood cockle",998,0.666666667,2003,0,0
