"rgn_id","year","species","species_code","sust_coeff","sm_tonnes","sust_tonnes","popsum"
5,2000,"Blue shrimp",1105,0.372222222,1803.66666666667,671.364814414,
5,2000,"Pacific cupped oyster",1106,0.757142857,49.3333333333333,37.3523809453333,
5,2001,"Blue shrimp",1105,0.372222222,1779,662.183332938,
5,2001,"Pacific cupped oyster",1106,0.757142857,54.5,41.2642857065,
5,2002,"Blue shrimp",1105,0.372222222,1899.25,706.9430551335,
5,2002,"Pacific cupped oyster",1106,0.757142857,64,48.457142848,
5,2003,"Blue shrimp",1105,0.372222222,2050,763.0555551,
5,2003,"Pacific cupped oyster",1106,0.757142857,72.5,54.8928571325,
5,2004,"Blue shrimp",1105,0.372222222,2158.5,803.441666187,
5,2004,"Pacific cupped oyster",1106,0.757142857,77.5,58.6785714175,
5,2005,"Blue shrimp",1105,0.372222222,2193,816.283332846,206187
5,2005,"Pacific cupped oyster",1106,0.757142857,80,60.57142856,206187
5,2006,"Blue shrimp",1105,0.372222222,2149.25,799.9986106335,209926
5,2006,"Pacific cupped oyster",1106,0.757142857,79.5,60.1928571315,209926
5,2007,"Blue shrimp",1105,0.372222222,2004.25,746.0263884435,213665
5,2007,"Pacific cupped oyster",1106,0.757142857,73.5,55.6499999895,213665
5,2008,"Blue shrimp",1105,0.372222222,1723.75,641.6180551725,217404
5,2008,"Pacific cupped oyster",1106,0.757142857,67.75,51.29642856175,217404
5,2009,"Blue shrimp",1105,0.372222222,1647.75,613.3291663005,221144
5,2009,"Pacific cupped oyster",1106,0.757142857,53.25,40.31785713525,221144
5,2010,"Blue shrimp",1105,0.372222222,1518.33333333333,565.15740707,224883
5,2010,"Pacific cupped oyster",1106,0.757142857,48.6666666666667,36.8476190406667,224883
5,2011,"Blue shrimp",1105,0.372222222,1347.5,501.569444145,228458
5,2011,"Pacific cupped oyster",1106,0.757142857,43,32.557142851,228458
6,2000,"Blue shrimp",815,0.372222222,0,0,
6,2000,"Whiteleg shrimp",816,0.374509804,0,0,
6,2001,"Blue shrimp",815,0.372222222,0,0,
6,2001,"Whiteleg shrimp",816,0.374509804,0,0,
6,2002,"Blue shrimp",815,0.372222222,0,0,
6,2002,"Whiteleg shrimp",816,0.374509804,0,0,
6,2003,"Blue shrimp",815,0.372222222,0,0,
6,2003,"Whiteleg shrimp",816,0.374509804,0,0,
6,2004,"Blue shrimp",815,0.372222222,5.5,2.047222221,
6,2004,"Whiteleg shrimp",816,0.374509804,0,0,
6,2005,"Blue shrimp",815,0.372222222,10,3.72222222,230424
6,2005,"Whiteleg shrimp",816,0.374509804,0,0,230424
6,2006,"Blue shrimp",815,0.372222222,15,5.58333333,236354
6,2006,"Whiteleg shrimp",816,0.374509804,0,0,236354
6,2007,"Blue shrimp",815,0.372222222,15,5.58333333,242283
6,2007,"Whiteleg shrimp",816,0.374509804,0,0,242283
6,2008,"Blue shrimp",815,0.372222222,9.5,3.536111109,248213
6,2008,"Whiteleg shrimp",816,0.374509804,6.25,2.340686275,248213
6,2009,"Blue shrimp",815,0.372222222,5,1.86111111,254142
6,2009,"Whiteleg shrimp",816,0.374509804,9.75,3.651470589,254142
6,2010,"Blue shrimp",815,0.372222222,0,0,260072
6,2010,"Whiteleg shrimp",816,0.374509804,13,4.868627452,260072
6,2011,"Blue shrimp",815,0.372222222,0,0,266328
6,2011,"Whiteleg shrimp",816,0.374509804,19.5,7.302941178,266328
7,2000,"Giant tiger prawn",1166,0.366666667,10,3.66666667,
7,2001,"Giant tiger prawn",1166,0.366666667,7.5,2.7500000025,
7,2002,"Giant tiger prawn",1166,0.366666667,3.75,1.37500000125,
7,2003,"Giant tiger prawn",1166,0.366666667,0,0,
7,2004,"Giant tiger prawn",1166,0.366666667,0,0,
7,2005,"Giant tiger prawn",1166,0.366666667,0.25,0.09166666675,495294
7,2006,"Giant tiger prawn",1166,0.366666667,0.5,0.1833333335,511611
7,2007,"Giant tiger prawn",1166,0.366666667,0.5,0.1833333335,527929
7,2008,"Giant tiger prawn",1166,0.366666667,0.5,0.1833333335,544247
7,2009,"Giant tiger prawn",1166,0.366666667,0.25,0.09166666675,560565
7,2010,"Giant tiger prawn",1166,0.366666667,0,0,576883
7,2011,"Giant tiger prawn",1166,0.366666667,0,0,594743
8,2000,"Bear paw clam",1122,0.811764706,0.333333333333333,0.270588235333333,
8,2000,"Crocus giant clam",1123,0.811764706,0.0333333333333333,0.0270588235333333,
8,2000,"Elongate giant clam",1124,0.811764706,0.0333333333333333,0.0270588235333333,
8,2000,"Fluted giant clam",1125,0.811764706,0.333333333333333,0.270588235333333,
8,2000,"Giant clam",1126,0.811764706,1.36666666666667,1.10941176486667,
8,2000,"Milkfish",1127,0.414285714,0,0,
8,2000,"Smooth giant clam",1128,0.811764706,0.666666666666667,0.541176470666667,
8,2001,"Bear paw clam",1122,0.811764706,0.5,0.405882353,
8,2001,"Crocus giant clam",1123,0.811764706,0.05,0.0405882353,
8,2001,"Elongate giant clam",1124,0.811764706,0.05,0.0405882353,
8,2001,"Fluted giant clam",1125,0.811764706,0.5,0.405882353,
8,2001,"Giant clam",1126,0.811764706,1.05,0.8523529413,
8,2001,"Milkfish",1127,0.414285714,0,0,
8,2001,"Smooth giant clam",1128,0.811764706,1,0.811764706,
8,2002,"Bear paw clam",1122,0.811764706,0.525,0.42617647065,
8,2002,"Crocus giant clam",1123,0.811764706,0.3,0.2435294118,
8,2002,"Elongate giant clam",1124,0.811764706,0.3,0.2435294118,
8,2002,"Fluted giant clam",1125,0.811764706,0.525,0.42617647065,
8,2002,"Giant clam",1126,0.811764706,0.575,0.46676470595,
8,2002,"Milkfish",1127,0.414285714,0,0,
8,2002,"Smooth giant clam",1128,0.811764706,1.75,1.4205882355,
8,2003,"Bear paw clam",1122,0.811764706,0.55,0.4464705883,
8,2003,"Crocus giant clam",1123,0.811764706,0.8,0.6494117648,
8,2003,"Elongate giant clam",1124,0.811764706,0.55,0.4464705883,
8,2003,"Fluted giant clam",1125,0.811764706,0.55,0.4464705883,
8,2003,"Giant clam",1126,0.811764706,0.1,0.0811764706,
8,2003,"Milkfish",1127,0.414285714,0,0,
8,2003,"Smooth giant clam",1128,0.811764706,2.25,1.8264705885,
8,2004,"Bear paw clam",1122,0.811764706,0.325,0.26382352945,
8,2004,"Crocus giant clam",1123,0.811764706,1.275,1.03500000015,
8,2004,"Elongate giant clam",1124,0.811764706,0.775,0.62911764715,
8,2004,"Fluted giant clam",1125,0.811764706,0.325,0.26382352945,
8,2004,"Giant clam",1126,0.811764706,0.1,0.0811764706,
8,2004,"Milkfish",1127,0.414285714,0,0,
8,2004,"Smooth giant clam",1128,0.811764706,2.25,1.8264705885,
8,2005,"Bear paw clam",1122,0.811764706,0.575,0.46676470595,36690.1
8,2005,"Crocus giant clam",1123,0.811764706,1.25,1.0147058825,36690.1
8,2005,"Elongate giant clam",1124,0.811764706,1.25,1.0147058825,36690.1
8,2005,"Fluted giant clam",1125,0.811764706,0.575,0.46676470595,36690.1
8,2005,"Giant clam",1126,0.811764706,0.075,0.06088235295,36690.1
8,2005,"Milkfish",1127,0.414285714,1,0.414285714,36690.1
8,2005,"Smooth giant clam",1128,0.811764706,3.75,3.0441176475,36690.1
8,2006,"Bear paw clam",1122,0.811764706,0.575,0.46676470595,37409.4
8,2006,"Crocus giant clam",1123,0.811764706,1.025,0.83205882365,37409.4
8,2006,"Elongate giant clam",1124,0.811764706,1.025,0.83205882365,37409.4
8,2006,"Fluted giant clam",1125,0.811764706,0.55,0.4464705883,37409.4
8,2006,"Giant clam",1126,0.811764706,0.05,0.0405882353,37409.4
8,2006,"Milkfish",1127,0.414285714,5.5,2.278571427,37409.4
8,2006,"Smooth giant clam",1128,0.811764706,3.5,2.841176471,37409.4
8,2007,"Bear paw clam",1122,0.811764706,1.7875,1.451029411975,38128.7
8,2007,"Crocus giant clam",1123,0.811764706,0.8875,0.720441176575,38128.7
8,2007,"Elongate giant clam",1124,0.811764706,0.925,0.75088235305,38128.7
8,2007,"Fluted giant clam",1125,0.811764706,0.62,0.50329411772,38128.7
8,2007,"Giant clam",1126,0.811764706,0.025,0.02029411765,38128.7
8,2007,"Milkfish",1127,0.414285714,9.075,3.75964285455,38128.7
8,2007,"Smooth giant clam",1128,0.811764706,8.05,6.5347058833,38128.7
8,2008,"Bear paw clam",1122,0.811764706,1.9325,1.568735294345,38847.9
8,2008,"Crocus giant clam",1123,0.811764706,0.725,0.58852941185,38847.9
8,2008,"Elongate giant clam",1124,0.811764706,0.975,0.79147058835,38847.9
8,2008,"Fluted giant clam",1125,0.811764706,0.665,0.53982352949,38847.9
8,2008,"Giant clam",1126,0.811764706,0.025,0.02029411765,38847.9
8,2008,"Milkfish",1127,0.414285714,13.45,5.5721428533,38847.9
8,2008,"Smooth giant clam",1128,0.811764706,8.575,6.96088235395,38847.9
8,2009,"Bear paw clam",1122,0.811764706,1.455,1.18111764723,39567.2
8,2009,"Crocus giant clam",1123,0.811764706,0.9175,0.744794117755,39567.2
8,2009,"Elongate giant clam",1124,0.811764706,0.6225,0.505323529485,39567.2
8,2009,"Fluted giant clam",1125,0.811764706,0.2475,0.200911764735,39567.2
8,2009,"Giant clam",1126,0.811764706,0.05,0.0405882353,39567.2
8,2009,"Milkfish",1127,0.414285714,17.375,7.19821428075,39567.2
8,2009,"Smooth giant clam",1128,0.811764706,7.1,5.7635294126,39567.2
8,2010,"Bear paw clam",1122,0.811764706,1.90666666666667,1.54776470610667,40286.5
8,2010,"Crocus giant clam",1123,0.811764706,1.19,0.96600000014,40286.5
8,2010,"Elongate giant clam",1124,0.811764706,0.796666666666667,0.646705882446667,40286.5
8,2010,"Fluted giant clam",1125,0.811764706,0.33,0.26788235298,40286.5
8,2010,"Giant clam",1126,0.811764706,0.0666666666666667,0.0541176470666667,40286.5
8,2010,"Milkfish",1127,0.414285714,17.1666666666667,7.111904757,40286.5
8,2010,"Smooth giant clam",1128,0.811764706,8.8,7.1435294128,40286.5
8,2011,"Bear paw clam",1122,0.811764706,0.385,0.31252941181,41007.6
8,2011,"Crocus giant clam",1123,0.811764706,1.06,0.86047058836,41007.6
8,2011,"Elongate giant clam",1124,0.811764706,0.895,0.72652941187,41007.6
8,2011,"Fluted giant clam",1125,0.811764706,0.305,0.24758823533,41007.6
8,2011,"Giant clam",1126,0.811764706,0.1,0.0811764706,41007.6
8,2011,"Milkfish",1127,0.414285714,18.6,7.7057142804,41007.6
8,2011,"Smooth giant clam",1128,0.811764706,3.1,2.5164705886,41007.6
9,2000,"Clams, etc. nei",1078,0.811764706,0.1,0.0811764706,
9,2000,"Milkfish",1077,0.414285714,0.1,0.0414285714,
9,2001,"Clams, etc. nei",1078,0.811764706,0.1,0.0811764706,
9,2001,"Milkfish",1077,0.414285714,0.1,0.0414285714,
9,2002,"Clams, etc. nei",1078,0.811764706,0.1,0.0811764706,
9,2002,"Milkfish",1077,0.414285714,0.1,0.0414285714,
9,2003,"Clams, etc. nei",1078,0.811764706,0.1,0.0811764706,
9,2003,"Milkfish",1077,0.414285714,0.1,0.0414285714,
9,2004,"Clams, etc. nei",1078,0.811764706,0.1,0.0811764706,
9,2004,"Milkfish",1077,0.414285714,0.1,0.0414285714,
9,2005,"Clams, etc. nei",1078,0.811764706,0.1,0.0811764706,167370
9,2005,"Milkfish",1077,0.414285714,0.1,0.0414285714,167370
9,2006,"Clams, etc. nei",1078,0.811764706,0.075,0.06088235295,171289
9,2006,"Milkfish",1077,0.414285714,0.075,0.03107142855,171289
9,2007,"Clams, etc. nei",1078,0.811764706,0.05,0.0405882353,175209
9,2007,"Milkfish",1077,0.414285714,0.05,0.0207142857,175209
9,2008,"Clams, etc. nei",1078,0.811764706,0.025,0.02029411765,179129
9,2008,"Milkfish",1077,0.414285714,0.025,0.01035714285,179129
9,2009,"Clams, etc. nei",1078,0.811764706,0,0,183049
9,2009,"Milkfish",1077,0.414285714,0,0,183049
9,2010,"Clams, etc. nei",1078,0.811764706,0,0,186969
9,2010,"Milkfish",1077,0.414285714,0,0,186969
9,2011,"Clams, etc. nei",1078,0.811764706,0,0,190950
9,2011,"Milkfish",1077,0.414285714,0,0,190950
10,2000,"Milkfish",810,0.414285714,0.133333333333333,0.0552380952,
10,2001,"Milkfish",810,0.414285714,0.1,0.0414285714,
10,2002,"Milkfish",810,0.414285714,0.1,0.0414285714,
10,2003,"Milkfish",810,0.414285714,0,0,
10,2004,"Milkfish",810,0.414285714,0.2,0.0828571428,
10,2005,"Milkfish",810,0.414285714,0.2,0.0828571428,10459
10,2006,"Milkfish",810,0.414285714,0.2,0.0828571428,10696.7
10,2007,"Milkfish",810,0.414285714,0.2,0.0828571428,10934.3
10,2008,"Milkfish",810,0.414285714,0,0,11172
10,2009,"Milkfish",810,0.414285714,0,0,11409.7
10,2010,"Milkfish",810,0.414285714,0,0,11647.3
10,2011,"Milkfish",810,0.414285714,0,0,11888.7
13,2000,"Banana prawn",805,0.275,25,6.875,
13,2000,"Milkfish",806,0.414285714,0,0,
13,2000,"Mullets nei",807,0.561111111,7,3.927777777,
13,2000,"Whiteleg shrimp",809,0.374509804,0,0,
13,2000,"Whiteleg shrimp",808,0.374509804,0,0,
13,2001,"Banana prawn",805,0.275,18.75,5.15625,
13,2001,"Milkfish",806,0.414285714,10,4.14285714,
13,2001,"Mullets nei",807,0.561111111,5.25,2.94583333275,
13,2001,"Whiteleg shrimp",809,0.374509804,0,0,
13,2001,"Whiteleg shrimp",808,0.374509804,2.5,0.93627451,
13,2002,"Banana prawn",805,0.275,12.5,3.4375,
13,2002,"Milkfish",806,0.414285714,20,8.28571428,
13,2002,"Mullets nei",807,0.561111111,3.5,1.9638888885,
13,2002,"Whiteleg shrimp",809,0.374509804,0,0,
13,2002,"Whiteleg shrimp",808,0.374509804,5,1.87254902,
13,2003,"Banana prawn",805,0.275,6.25,1.71875,
13,2003,"Milkfish",806,0.414285714,30,12.42857142,
13,2003,"Mullets nei",807,0.561111111,1.75,0.98194444425,
13,2003,"Whiteleg shrimp",809,0.374509804,0,0,
13,2003,"Whiteleg shrimp",808,0.374509804,7.5,2.80882353,
13,2004,"Banana prawn",805,0.275,0,0,
13,2004,"Milkfish",806,0.414285714,40,16.57142856,
13,2004,"Mullets nei",807,0.561111111,0,0,
13,2004,"Whiteleg shrimp",809,0.374509804,0,0,
13,2004,"Whiteleg shrimp",808,0.374509804,10.5,3.932352942,
13,2005,"Banana prawn",805,0.275,0,0,340088
13,2005,"Milkfish",806,0.414285714,40,16.57142856,340088
13,2005,"Mullets nei",807,0.561111111,0,0,340088
13,2005,"Whiteleg shrimp",809,0.374509804,1.25,0.468137255,340088
13,2005,"Whiteleg shrimp",808,0.374509804,11,4.119607844,340088
13,2006,"Banana prawn",805,0.275,0,0,349716
13,2006,"Milkfish",806,0.414285714,40,16.57142856,349716
13,2006,"Mullets nei",807,0.561111111,0,0,349716
13,2006,"Whiteleg shrimp",809,0.374509804,3.75,1.404411765,349716
13,2006,"Whiteleg shrimp",808,0.374509804,11.5,4.306862746,349716
13,2007,"Banana prawn",805,0.275,0,0,359345
13,2007,"Milkfish",806,0.414285714,40,16.57142856,359345
13,2007,"Mullets nei",807,0.561111111,0,0,359345
13,2007,"Whiteleg shrimp",809,0.374509804,7.5,2.80882353,359345
13,2007,"Whiteleg shrimp",808,0.374509804,12,4.494117648,359345
13,2008,"Banana prawn",805,0.275,0,0,368973
13,2008,"Milkfish",806,0.414285714,38.75,16.0535714175,368973
13,2008,"Mullets nei",807,0.561111111,0,0,368973
13,2008,"Whiteleg shrimp",809,0.374509804,12.2625,4.59242647155,368973
13,2008,"Whiteleg shrimp",808,0.374509804,12,4.494117648,368973
13,2009,"Banana prawn",805,0.275,0,0,378601
13,2009,"Milkfish",806,0.414285714,36.25,15.0178571325,378601
13,2009,"Mullets nei",807,0.561111111,0,0,378601
13,2009,"Whiteleg shrimp",809,0.374509804,16.0125,5.99683823655,378601
13,2009,"Whiteleg shrimp",808,0.374509804,11.75,4.400490197,378601
13,2010,"Banana prawn",805,0.275,0,0,388230
13,2010,"Milkfish",806,0.414285714,35,14.49999999,388230
13,2010,"Mullets nei",807,0.561111111,0,0,388230
13,2010,"Whiteleg shrimp",809,0.374509804,18.0166666666667,6.74741830206667,388230
13,2010,"Whiteleg shrimp",808,0.374509804,11.6666666666667,4.36928104666667,388230
13,2011,"Banana prawn",805,0.275,0,0,397959
13,2011,"Milkfish",806,0.414285714,32.5,13.464285705,397959
13,2011,"Mullets nei",807,0.561111111,0,0,397959
13,2011,"Whiteleg shrimp",809,0.374509804,19.525,7.3123039231,397959
13,2011,"Whiteleg shrimp",808,0.374509804,11.5,4.306862746,397959
14,2000,"Abalones nei",994,0.433333333,137.666666666667,59.6555555096667,
14,2000,"Abalones nei",128,0.433333333,2288.66666666667,991.755554792667,
14,2000,"Amberjacks nei",995,0.444010417,169.333333333333,75.1857639453333,
14,2000,"Amberjacks nei",985,0.444010417,526.666666666667,233.845486286667,
14,2000,"Barramundi(=Giant seaperch)",996,0.444010417,7.66666666666667,3.40407986366667,
14,2000,"Barramundi(=Giant seaperch)",129,0.444010417,1476.66666666667,655.655382436667,
14,2000,"Blackhead seabream",997,0.444010417,13,5.772135421,
14,2000,"Blackhead seabream",130,0.444010417,1167.66666666667,518.456163583667,
14,2000,"Blood cockle",998,0.666666667,0,0,
14,2000,"Blue swimming crab",131,0.416666667,0,0,
14,2000,"Clams, etc. nei",986,0.811764706,194.333333333333,157.752941199333,
14,2000,"Clams, etc. nei",999,0.811764706,62,50.329411772,
14,2000,"Cobia",132,0.444010417,0,0,
14,2000,"Cobia",1000,0.444010417,2748.33333333333,1220.28862938833,
14,2000,"Croakers, drums nei",1001,0.444010417,162.666666666667,72.2256944986667,
14,2000,"Daggertooth pike conger",1002,0.444010417,1,0.444010417,
14,2000,"Diphos sanguin",987,0.811764706,0,0,
14,2000,"Diphos sanguin",1003,0.811764706,0,0,
14,2000,"Flathead grey mullet",133,0.366666667,1295.33333333333,474.955555987333,
14,2000,"Flathead grey mullet",1004,0.366666667,0,0,
14,2000,"Fourfinger threadfin",134,0.444010417,81.6666666666667,36.2608507216667,
14,2000,"Giant tiger prawn",135,0.1,2706.33333333333,270.633333333333,
14,2000,"Greasyback shrimp",136,0.372222222,266,99.011111052,
14,2000,"Greater amberjack",1005,0.444010417,0,0,
14,2000,"Groupers nei",1006,0.333333333,465.666666666667,155.222222067,
14,2000,"Groupers nei",137,0.333333333,7004.66666666667,2334.888886554,
14,2000,"Indo-Pacific swamp crab",138,0.416666667,325.666666666667,135.694444553,
14,2000,"Japanese carpet shell",1007,0.841666667,281.333333333333,236.788888982667,
14,2000,"Japanese carpet shell",988,0.841666667,57.6666666666667,48.5361111303333,
14,2000,"Japanese eel",139,0.444010417,844.666666666667,375.040798892667,
14,2000,"Japanese hard clam",1008,0.811764706,2421.66666666667,1965.82352969667,
14,2000,"Japanese hard clam",989,0.811764706,26103.3333333333,21189.7647089533,
14,2000,"Japanese seabream",140,0.444010417,0,0,
14,2000,"Japanese seabream",1009,0.444010417,0,0,
14,2000,"Japanese spiny lobster",1010,0.416666667,0,0,
14,2000,"Japanese spiny lobster",990,0.416666667,2.33333333333333,0.972222223,
14,2000,"Kuruma prawn",1011,0.366666667,0,0,
14,2000,"Kuruma prawn",141,0.366666667,232,85.066666744,
14,2000,"Marine crabs nei",142,0.416666667,117.333333333333,48.888888928,
14,2000,"Marine crabs nei",1012,0.416666667,0.666666666666667,0.277777778,
14,2000,"Marine fishes nei",143,0.477777778,1594.33333333333,761.737037391333,
14,2000,"Marine fishes nei",1013,0.477777778,647.666666666667,309.440740884667,
14,2000,"Marine molluscs nei",991,0.533333333,5.66666666666667,3.02222222033333,
14,2000,"Marine molluscs nei",1014,0.533333333,30.6666666666667,16.3555555453333,
14,2000,"Mi-iuy (brown) croaker",1015,0.444010417,0,0,
14,2000,"Milkfish",144,0.5,22194.3333333333,11097.1666666667,
14,2000,"Milkfish",1016,0.5,0,0,
14,2000,"Natantian decapods nei",145,0.533333333,335.666666666667,179.022222110333,
14,2000,"Pacific cupped oyster",992,0.533333333,0,0,
14,2000,"Pacific cupped oyster",1017,0.533333333,18869.6666666667,10063.8222159323,
14,2000,"Porgies, seabreams nei",146,0.444010417,2773,1231.240886341,
14,2000,"Porgies, seabreams nei",1018,0.444010417,528.666666666667,234.733507120667,
14,2000,"Redtail prawn",147,0.366666667,57.3333333333333,21.0222222413333,
14,2000,"Snappers, jobfishes nei",148,0.444010417,101.666666666667,45.1410590616667,
14,2000,"Snappers, jobfishes nei",1019,0.444010417,130,57.72135421,
14,2000,"Trumpet emperor",1020,0.444010417,0,0,
14,2000,"Two-spot red snapper",993,0.444010417,0,0,
14,2000,"Whiteleg shrimp",149,0.366666667,4741.66666666667,1738.61111269167,
14,2000,"Yellowback seabream",1021,0.444010417,2.33333333333333,1.03602430633333,
14,2001,"Abalones nei",994,0.433333333,132.5,57.4166666225,
14,2001,"Abalones nei",128,0.433333333,1958.25,848.57499934725,
14,2001,"Amberjacks nei",995,0.444010417,195.75,86.91503912775,
14,2001,"Amberjacks nei",985,0.444010417,605.75,268.95931009775,
14,2001,"Barramundi(=Giant seaperch)",996,0.444010417,5.75,2.55305989775,
14,2001,"Barramundi(=Giant seaperch)",129,0.444010417,1527.5,678.2259119675,
14,2001,"Blackhead seabream",997,0.444010417,9.75,4.32910156575,
14,2001,"Blackhead seabream",130,0.444010417,1057.5,469.5410159775,
14,2001,"Blood cockle",998,0.666666667,0,0,
14,2001,"Blue swimming crab",131,0.416666667,0,0,
14,2001,"Clams, etc. nei",986,0.811764706,220.5,178.994117673,
14,2001,"Clams, etc. nei",999,0.811764706,64,51.952941184,
14,2001,"Cobia",132,0.444010417,0,0,
14,2001,"Cobia",1000,0.444010417,3107.75,1379.87337343175,
14,2001,"Croakers, drums nei",1001,0.444010417,179,79.477864643,
14,2001,"Daggertooth pike conger",1002,0.444010417,0.75,0.33300781275,
14,2001,"Diphos sanguin",987,0.811764706,0,0,
14,2001,"Diphos sanguin",1003,0.811764706,0,0,
14,2001,"Flathead grey mullet",133,0.366666667,1367.75,501.50833378925,
14,2001,"Flathead grey mullet",1004,0.366666667,0,0,
14,2001,"Fourfinger threadfin",134,0.444010417,168.5,74.8157552645,
