"dimension","region_id","region_label","score_o","score","score_dif"
"status",6,"Vanuatu",97.17,32.0364491071583,-65.1335508928417
"status",78,"Lebanon",85.16,21.9025308920526,-63.2574691079474
"status",164,"Belize",93.03,33.4129276274034,-59.6170723725966
"status",37,"Mauritius",100,42.0305092218479,-57.9694907781521
"status",56,"Cape Verde",100,42.0539812897081,-57.9460187102919
"status",18,"Fiji",100,43.0184330824245,-56.9815669175755
"status",124,"Barbados",100,43.0688128124701,-56.9311871875299
"status",122,"Saint Lucia",100,45.3433763324432,-54.6566236675568
"status",120,"Antigua and Barbuda",100,45.4997506823319,-54.5002493176681
"status",52,"Bahrain",68.14,15.7085614387981,-52.4314385612019
"status",123,"Dominica",92.16,40.38176773383,-51.77823226617
"status",162,"New Zealand",71.17,20.6901909376589,-50.4798090623411
"status",113,"Cayman Islands",87.78,37.3522383156052,-50.4277616843948
"status",187,"Croatia",80.57,30.5711189305993,-49.9988810694007
"status",80,"Greece",78.77,29.7134366131153,-49.0565633868847
"status",206,"Malaysia",74.14,25.2860561947385,-48.8539438052615
"status",77,"Syria",70.96,22.4121920984547,-48.5478079015453
"status",183,"Portugal",73.32,27.1413535236014,-46.1786464763986
"status",166,"Jamaica",70.72,24.6481873161395,-46.0718126838605
"status",177,"Netherlands",62.98,17.8075447028257,-45.1724552971743
"status",119,"Saint Kitts and Nevis",66.82,23.1523800140117,-43.6676199859883
"status",215,"Jordan",59.19,16.6858959962669,-42.5041040037331
"status",135,"Mexico",64.56,22.3663317038358,-42.1936682961642
"status",1,"Cocos Islands",61.12,19.6255970098787,-41.4944029901213
"status",2,"Christmas Island",61.12,19.6255970098787,-41.4944029901213
"status",3,"Norfolk Island",61.12,19.6255970098787,-41.4944029901213
"status",62,"Morocco",67.01,25.6534187315605,-41.3565812684395
"status",68,"Malta",100,60.3593623288827,-39.6406376711173
"status",55,"Azores",63.05,23.9110073764096,-39.1389926235904
"status",57,"Madeira",63.05,23.9110073764096,-39.1389926235904
"status",58,"Canary Islands",63.05,23.9110073764096,-39.1389926235904
"status",60,"Gibraltar",63.05,23.9110073764096,-39.1389926235904
"status",61,"Tunisia",56.36,17.2848693392861,-39.0751306607139
"status",214,"Egypt",54.91,16.4785897259323,-38.4314102740677
"status",182,"Spain",59.99,21.7043624417088,-38.2856375582912
"status",5,"New Caledonia",59.48,21.651410197754,-37.828589802246
"status",244,"Curacao",72.88,35.3930483473355,-37.4869516526645
"status",24,"Cambodia",58.77,22.3378149477268,-36.4321850522732
"status",143,"Iceland",55.04,18.8304360189429,-36.2095639810571
"status",186,"Montenegro",52.4,16.384025009668,-36.015974990332
"status",129,"Panama",49.96,16.8663586618685,-33.0936413381315
"status",16,"Australia",51.07,18.5610030820985,-32.5089969179015
"status",223,"Norway",51.55,19.1447711778221,-32.4052288221779
"status",179,"France",51.41,19.6135226396367,-31.7964773603633
"status",38,"British Indian Ocean Territory",56.87,25.4726480011437,-31.3973519988563
"status",203,"India",46.31,15.3429176833247,-30.9670823166753
"status",184,"Italy",49.55,19.0276547775737,-30.5223452224263
"status",208,"Singapore",49.26,19.2758815318841,-29.9841184681159
"status",130,"Costa Rica",44.64,15.095573017721,-29.544426982279
