"r0","r1","r2","id","w","v","r2_v","r1_v","r0_v","r2_w_avg","r1_w_avg","r0_w_avg","r2_n","r1_n","r0_n","r2_n_notna","r1_n_notna","r0_n_notna","z_level","z_ids","z_w_avg","z_n","z_n_pct","z_g_score","z"
1,2,11,56,0,0.653312897653933,,,,0,0,0,13,46,220,11,36,168,"v","56",0,1,1,0,0.653312897653933
1,2,11,65,0,0.558074877159945,,,,0,0,0,13,46,220,11,36,168,"v","65",0,1,1,0,0.558074877159945
1,2,11,66,0,1,,,,0,0,0,13,46,220,11,36,168,"v","66",0,1,1,0,1
1,2,11,96,0,-1,,,,0,0,0,13,46,220,11,36,168,"v","96",0,1,1,0,-1
1,2,11,97,0,1,,,,0,0,0,13,46,220,11,36,168,"v","97",0,1,1,0,1
1,2,11,98,0,1,,,,0,0,0,13,46,220,11,36,168,"v","98",0,1,1,0,1
1,2,11,99,0,-0.904217977453174,,,,0,0,0,13,46,220,11,36,168,"v","99",0,1,1,0,-0.904217977453174
1,2,11,106,0,0.936471935137239,,,,0,0,0,13,46,220,11,36,168,"v","106",0,1,1,0,0.936471935137239
1,2,11,194,0,-1,,,,0,0,0,13,46,220,11,36,168,"v","194",0,1,1,0,-1
1,2,11,195,0,-0.224489364019468,,,,0,0,0,13,46,220,11,36,168,"v","195",0,1,1,0,-0.224489364019468
1,2,11,196,0,0.902422565977566,,,,0,0,0,13,46,220,11,36,168,"v","196",0,1,1,0,0.902422565977566
1,2,14,28,0,0.0221094031451117,,,,0,0,0,17,46,220,10,36,168,"v","28",0,1,1,0,0.0221094031451117
1,2,14,29,0,0.382174042757908,,,,0,0,0,17,46,220,10,36,168,"v","29",0,1,1,0,0.382174042757908
1,2,14,31,0,0.98710809300289,,,,0,0,0,17,46,220,10,36,168,"v","31",0,1,1,0,0.98710809300289
1,2,14,32,0,-0.955122261126883,,,,0,0,0,17,46,220,10,36,168,"v","32",0,1,1,0,-0.955122261126883
1,2,14,37,0,0.517700454236224,,,,0,0,0,17,46,220,10,36,168,"v","37",0,1,1,0,0.517700454236224
1,2,14,41,0,0.999966616492117,,,,0,0,0,17,46,220,10,36,168,"v","41",0,1,1,0,0.999966616492117
1,2,14,42,0,-8.4074914341592e-06,,,,0,0,0,17,46,220,10,36,168,"v","42",0,1,1,0,-8.4074914341592e-06
1,2,14,43,0,0.538425570622471,,,,0,0,0,17,46,220,10,36,168,"v","43",0,1,1,0,0.538425570622471
1,2,14,45,0,-1,,,,0,0,0,17,46,220,10,36,168,"v","45",0,1,1,0,-1
1,2,14,202,0,0.999964223455854,,,,0,0,0,17,46,220,10,36,168,"v","202",0,1,1,0,0.999964223455854
1,2,15,49,0,-0.647231425121137,,,,0,0,0,7,46,220,6,36,168,"v","49",0,1,1,0,-0.647231425121137
1,2,15,61,0,-0.995565975809052,,,,0,0,0,7,46,220,6,36,168,"v","61",0,1,1,0,-0.995565975809052
1,2,15,62,0,0.279351706580868,,,,0,0,0,7,46,220,6,36,168,"v","62",0,1,1,0,0.279351706580868
1,2,15,67,0,-1,,,,0,0,0,7,46,220,6,36,168,"v","67",0,1,1,0,-1
1,2,15,84,0,1,,,,0,0,0,7,46,220,6,36,168,"v","84",0,1,1,0,1
1,2,15,214,0,0.666660174394243,,,,0,0,0,7,46,220,6,36,168,"v","214",0,1,1,0,0.666660174394243
1,2,17,100,0,-0.982418922922393,,,,0,0,0,7,46,220,7,36,168,"v","100",0,1,1,0,-0.982418922922393
1,2,17,103,0,0.80435437498386,,,,0,0,0,7,46,220,7,36,168,"v","103",0,1,1,0,0.80435437498386
1,2,17,104,0,-1,,,,0,0,0,7,46,220,7,36,168,"v","104",0,1,1,0,-1
1,2,17,197,0,-0.908430817630159,,,,0,0,0,7,46,220,7,36,168,"v","197",0,1,1,0,-0.908430817630159
1,2,17,198,0,-1,,,,0,0,0,7,46,220,7,36,168,"v","198",0,1,1,0,-1
1,2,17,199,0,0.997822243405187,,,,0,0,0,7,46,220,7,36,168,"v","199",0,1,1,0,0.997822243405187
1,2,17,200,0,-0.903025937470185,,,,0,0,0,7,46,220,7,36,168,"v","200",0,1,1,0,-0.903025937470185
1,2,18,101,0,0.998818092293597,,,,0,0,0,2,46,220,2,36,168,"v","101",0,1,1,0,0.998818092293597
1,2,18,102,0,0.998769834997361,,,,0,0,0,2,46,220,2,36,168,"v","102",0,1,1,0,0.998769834997361
1,9,53,16,0,0.972453778547647,,,,0,0,0,6,34,220,2,17,168,"v","16",0,1,1,0,0.972453778547647
1,9,53,162,0,0.982878543464539,,,,0,0,0,6,34,220,2,17,168,"v","162",0,1,1,0,0.982878543464539
1,9,54,5,0,0.991133359830503,,,,0,0,0,5,34,220,5,17,168,"v","5",0,1,1,0,0.991133359830503
1,9,54,6,0,0.97187421711348,,,,0,0,0,5,34,220,5,17,168,"v","6",0,1,1,0,0.97187421711348
1,9,54,7,0,0.999920875702811,,,,0,0,0,5,34,220,5,17,168,"v","7",0,1,1,0,0.999920875702811
1,9,54,17,0,0.999975453881936,,,,0,0,0,5,34,220,5,17,168,"v","17",0,1,1,0,0.999975453881936
1,9,54,18,0,-0.956855728897414,,,,0,0,0,5,34,220,5,17,168,"v","18",0,1,1,0,-0.956855728897414
1,9,57,8,0,-0.700653280631516,,,,0,0,0,13,34,220,3,17,168,"v","8",0,1,1,0,-0.700653280631516
1,9,57,13,0,-0.671568487423355,,,,0,0,0,13,34,220,3,17,168,"v","13",0,1,1,0,-0.671568487423355
1,9,57,212,0,0.0740557911269676,,,,0,0,0,13,34,220,3,17,168,"v","212",0,1,1,0,0.0740557911269676
1,9,61,19,0,1,,,,0,0,0,10,34,220,7,17,168,"v","19",0,1,1,0,1
1,9,61,147,0,0.996050189691544,,,,0,0,0,10,34,220,7,17,168,"v","147",0,1,1,0,0.996050189691544
1,9,61,151,0,0.0101042479233901,,,,0,0,0,10,34,220,7,17,168,"v","151",0,1,1,0,0.0101042479233901
1,9,61,152,0,0.000165026351526654,,,,0,0,0,10,34,220,7,17,168,"v","152",0,1,1,0,0.000165026351526654
1,9,61,153,0,-0.335029238757634,,,,0,0,0,10,34,220,7,17,168,"v","153",0,1,1,0,-0.335029238757634
