"goal","dimension","region_id","new_score","score"
"CP","resilience",18,48.18,48.18
"CP","resilience",19,45.35,45.35
"CP","resilience",21,17.29,17.29
"CP","resilience",24,45.99,45.99
"CP","resilience",25,59.82,59.82
"CP","resilience",26,57.38,57.38
"CP","resilience",28,46.49,46.49
"CP","resilience",29,81.93,81.93
"CP","resilience",30,81.93,81.93
"CP","resilience",31,67.14,67.15
"CP","resilience",32,68.85,68.85
"CP","resilience",33,69.43,69.43
"CP","resilience",34,69.43,69.43
"CP","resilience",35,69.43,69.43
"CP","resilience",36,69.43,69.43
"CP","resilience",37,70.36,70.36
"CP","resilience",38,85.68,85.68
"CP","resilience",39,40.74,40.74
"CP","resilience",40,59.29,59.28
"CP","resilience",41,64.18,64.18
"CP","resilience",42,55.49,55.49
"CP","resilience",43,58.92,58.92
"CP","resilience",44,21.36,21.36
"CP","resilience",45,38.03,38.03
"CP","resilience",46,39.67,39.68
"CP","resilience",47,33.58,33.58
"CP","resilience",48,46.98,46.98
"CP","resilience",49,27.6,27.6
"CP","resilience",50,59.43,59.43
"CP","resilience",51,43.25,43.25
"CP","resilience",52,42.63,42.63
"CP","resilience",53,40.22,40.22
"CP","resilience",54,77.87,77.88
"CP","resilience",58,78.2,78.2
"CP","resilience",59,88.11,88.11
"CP","resilience",65,47.1,47.1
"CP","resilience",66,71.27,71.28
"CP","resilience",68,82.08,82.08
"CP","resilience",69,64.1,64.1
"CP","resilience",70,71.7,71.7
"CP","resilience",73,35.77,35.77
"CP","resilience",75,58.79,58.79
"CP","resilience",79,66.14,66.14
"CP","resilience",96,46.24,46.24
"CP","resilience",97,34.13,34.13
"CP","resilience",98,48.32,48.32
"CP","resilience",99,55.63,55.62
"CP","resilience",102,62.55,62.55
"CP","resilience",104,41.31,41.31
"CP","resilience",106,61.43,61.44
"CP","resilience",108,72.38,72.38
"CP","resilience",110,61.83,61.82
"CP","resilience",111,72.06,72.07
"CP","resilience",112,63.51,63.52
"CP","resilience",113,67.67,67.67
"CP","resilience",114,32.64,32.64
"CP","resilience",115,62.28,62.28
"CP","resilience",116,53.95,53.95
"CP","resilience",117,69.72,69.72
"CP","resilience",118,69.23,69.23
"CP","resilience",119,52.27,52.27
"CP","resilience",120,76.62,76.62
"CP","resilience",121,69.63,69.63
"CP","resilience",122,69.81,69.82
"CP","resilience",123,67.16,67.16
"CP","resilience",124,74.08,74.08
"CP","resilience",125,65.09,65.08
"CP","resilience",126,47.11,47.11
"CP","resilience",127,66.57,66.57
"CP","resilience",129,64.04,64.04
"CP","resilience",130,71.13,71.13
"CP","resilience",131,59.66,59.66
"CP","resilience",132,63.11,63.11
"CP","resilience",133,68.17,68.17
"CP","resilience",134,68.89,68.89
"CP","resilience",135,67.44,67.44
"CP","resilience",136,62.83,62.83
"CP","resilience",137,67.08,67.08
"CP","resilience",138,57.21,57.21
"CP","resilience",139,42.19,42.19
"CP","resilience",140,75.84,75.84
"CP","resilience",143,79.46,79.46
"CP","resilience",145,77.93,77.93
"CP","resilience",146,68.97,68.97
"CP","resilience",147,66.34,66.34
"CP","resilience",148,43.33,43.33
"CP","resilience",150,53.44,53.44
"CP","resilience",151,47.59,47.59
"CP","resilience",152,60.08,60.08
"CP","resilience",153,64.33,64.33
"CP","resilience",154,58.95,58.95
"CP","resilience",155,45.06,45.06
"CP","resilience",156,80.56,80.56
"CP","resilience",157,55.83,55.83
"CP","resilience",158,53.44,53.44
"CP","resilience",159,53.44,53.44
"CP","resilience",161,66.34,66.34
"CP","resilience",162,81.16,81.16
"CP","resilience",163,68.47,68.47
"CP","resilience",164,63.05,63.05
"CP","resilience",166,56.84,56.84
"CP","resilience",167,40.87,40.87
"CP","resilience",168,61.93,61.93
"CP","resilience",169,81.34,81.34
"CP","resilience",171,72.64,72.63
"CP","resilience",174,86.93,86.93
"CP","resilience",175,85.78,85.78
"CP","resilience",176,80.13,80.14
"CP","resilience",177,89.54,89.54
"CP","resilience",178,81.08,81.08
"CP","resilience",179,83.36,83.36
"CP","resilience",180,79.13,79.12
"CP","resilience",181,88.43,88.43
"CP","resilience",182,77.61,77.61
"CP","resilience",184,76.57,76.57
"CP","resilience",189,66.5,66.5
"CP","resilience",190,68.21,68.21
"CP","resilience",191,45.06,45.06
"CP","resilience",192,30.19,30.19
"CP","resilience",193,55.22,55.21
"CP","resilience",194,55.73,55.73
"CP","resilience",195,40.72,40.72
"CP","resilience",196,31.68,31.68
"CP","resilience",197,38.87,38.87
"CP","resilience",198,46.89,46.89
"CP","resilience",199,41.5,41.5
"CP","resilience",200,38.69,38.69
"CP","resilience",202,67.8,67.8
"CP","resilience",203,61.12,61.12
"CP","resilience",204,49.41,49.42
"CP","resilience",205,33.58,33.57
"CP","resilience",206,59.71,59.71
"CP","resilience",207,67.55,67.55
"CP","resilience",208,71.08,71.09
"CP","resilience",209,51.17,51.17
"CP","resilience",210,75.17,75.17
"CP","resilience",212,43.33,43.33
"CP","resilience",214,64.96,64.96
"CP","resilience",215,59.77,59.77
"CP","resilience",216,67.84,67.85
"CP","resilience",218,81.96,81.96
"CP","resilience",220,70.1,70.1
"CP","resilience",221,79.72,79.72
"CP","resilience",222,86.08,86.09
"CP","resilience",223,86.21,86.21
"CP","resilience",227,77.47,77.47
"CP","resilience",228,76.49,76.49
"CP","resilience",231,42.29,42.3
"CP","resilience",237,34.79,34.79
"CP","resilience",244,63.61,63.61
"CP","resilience",245,62.8,62.8
"CP","resilience",247,64.47,64.47
"CP","resilience",248,65.53,65.53
"CP","resilience",249,62.97,62.97
"CP","resilience",250,68.39,68.4
"CS","resilience",1,78.14,78.14
"CS","resilience",2,78.25,78.25
"CS","resilience",5,69.28,69.28
"CS","resilience",6,48.65,48.65
"CS","resilience",7,55.34,55.34
"CS","resilience",8,69.86,69.86
"CS","resilience",9,45.73,45.73
"CS","resilience",11,49.85,49.85
"CS","resilience",13,41.45,41.45
"CS","resilience",14,71.5,71.49
"CS","resilience",15,60.41,60.41
"CS","resilience",16,90.64,90.64
"CS","resilience",17,36.06,36.06
"CS","resilience",18,49.36,49.36
"CS","resilience",24,44.04,44.04
"CS","resilience",25,59.48,59.48
"CS","resilience",26,55.6,55.6
"CS","resilience",28,46.5,46.49
"CS","resilience",29,81.93,81.93
"CS","resilience",31,57.2,57.2
"CS","resilience",37,70.36,70.36
"CS","resilience",39,40.74,40.74
"CS","resilience",40,59.28,59.28
"CS","resilience",41,61.96,61.96
"CS","resilience",42,54.68,54.68
"CS","resilience",43,55.51,55.5
"CS","resilience",44,15.19,15.19
"CS","resilience",45,37.27,37.27
"CS","resilience",46,36.84,36.84
"CS","resilience",47,33.58,33.58
"CS","resilience",48,42.64,42.64
"CS","resilience",49,27.6,27.6
"CS","resilience",50,59.43,59.43
"CS","resilience",51,43.25,43.25
"CS","resilience",52,42.63,42.63
"CS","resilience",53,40.22,40.22
"CS","resilience",54,77.87,77.88
"CS","resilience",58,78.2,78.2
"CS","resilience",59,88.11,88.11
"CS","resilience",62,50.57,50.57
"CS","resilience",65,47.1,47.1
"CS","resilience",66,71.15,71.15
"CS","resilience",68,82.08,82.08
"CS","resilience",69,80.34,80.34
"CS","resilience",70,83,83
"CS","resilience",73,60.73,60.73
"CS","resilience",75,58.79,58.79
"CS","resilience",79,66.14,66.14
"CS","resilience",96,46,46
"CS","resilience",97,34.13,34.13
"CS","resilience",98,48.2,48.2
"CS","resilience",99,55.56,55.56
"CS","resilience",102,62.42,62.42
"CS","resilience",104,41.31,41.31
"CS","resilience",106,61.35,61.35
"CS","resilience",108,67.06,67.06
"CS","resilience",110,61.68,61.67
"CS","resilience",111,72.06,72.07
"CS","resilience",112,63.37,63.37
"CS","resilience",113,63.58,63.58
"CS","resilience",114,32.57,32.57
"CS","resilience",115,62.68,62.68
"CS","resilience",116,54.02,54.03
"CS","resilience",117,69.6,69.6
"CS","resilience",118,69.22,69.22
"CS","resilience",119,52.27,52.27
"CS","resilience",120,76.61,76.61
"CS","resilience",121,69.63,69.63
"CS","resilience",122,64.4,64.4
"CS","resilience",123,67.16,67.16
"CS","resilience",124,74.09,74.08
"CS","resilience",125,59.77,59.77
"CS","resilience",126,46.2,46.2
"CS","resilience",127,62.38,62.38
"CS","resilience",129,64.14,64.14
"CS","resilience",130,69.9,69.9
"CS","resilience",131,59.79,59.79
"CS","resilience",132,60.72,60.71
"CS","resilience",133,68.17,68.17
"CS","resilience",134,68.89,68.89
"CS","resilience",135,68.59,68.59
"CS","resilience",136,62.83,62.83
"CS","resilience",137,66.94,66.94
"CS","resilience",138,57.21,57.21
"CS","resilience",139,43.02,43.02
"CS","resilience",140,75.82,75.82
"CS","resilience",147,66.34,66.34
"CS","resilience",151,47.59,47.59
"CS","resilience",152,60.08,60.08
"CS","resilience",153,64.33,64.33
"CS","resilience",154,58.95,58.95
"CS","resilience",155,45.06,45.06
"CS","resilience",156,80.56,80.56
"CS","resilience",162,81.97,81.97
"CS","resilience",163,48.55,48.55
"CS","resilience",164,63.31,63.3
"CS","resilience",166,57.05,57.05
"CS","resilience",167,40.87,40.87
"CS","resilience",168,61.93,61.93
"CS","resilience",169,81.34,81.34
"CS","resilience",171,72.5,72.5
"CS","resilience",175,89.4,89.4
"CS","resilience",176,89.09,89.09
"CS","resilience",177,89.54,89.54
"CS","resilience",178,81.08,81.08
"CS","resilience",179,86,86
"CS","resilience",180,88.99,88.99
"CS","resilience",181,88.43,88.43
"CS","resilience",182,77.61,77.61
"CS","resilience",184,76.57,76.57
"CS","resilience",190,68.21,68.21
"CS","resilience",191,45.06,45.06
"CS","resilience",192,30.19,30.19
"CS","resilience",193,55.24,55.24
"CS","resilience",194,55.57,55.57
"CS","resilience",195,40.72,40.72
"CS","resilience",196,30.83,30.83
"CS","resilience",197,38.87,38.87
"CS","resilience",198,46.89,46.89
"CS","resilience",199,41.5,41.5
"CS","resilience",200,38.06,38.06
"CS","resilience",202,66.03,66.03
"CS","resilience",203,59.9,59.9
"CS","resilience",204,49.25,49.25
"CS","resilience",205,33.24,33.24
"CS","resilience",206,54.51,54.52
"CS","resilience",207,66.46,66.46
"CS","resilience",208,72.1,72.1
"CS","resilience",209,58.23,58.23
"CS","resilience",210,69.17,69.17
"CS","resilience",212,43.33,43.33
"CS","resilience",214,64.96,64.96
"CS","resilience",215,59.77,59.77
"CS","resilience",216,66.78,66.78
"CS","resilience",218,66.18,66.18
"CS","resilience",220,70.1,70.1
"CS","resilience",221,79.72,79.72
"CS","resilience",222,90.76,90.76
"CS","resilience",227,77.47,77.47
"CS","resilience",228,76.49,76.49
"CS","resilience",231,42.29,42.29
"CS","resilience",237,31.43,31.43
"CS","resilience",244,53.64,53.64
"CS","resilience",245,58.75,58.75
"CS","resilience",247,55.85,55.85
"CS","resilience",248,65.53,65.53
"CS","resilience",249,62.97,62.97
"CS","resilience",250,68.33,68.33
"CW","resilience",1,90.64,90.64
"CW","resilience",2,90.64,90.64
"CW","resilience",3,90.64,90.64
"CW","resilience",4,90.64,90.64
"CW","resilience",5,62.64,62.64
"CW","resilience",6,52.66,52.66
"CW","resilience",7,70.52,70.52
"CW","resilience",8,64.24,64.24
"CW","resilience",9,50.85,50.85
"CW","resilience",10,50.32,50.32
"CW","resilience",11,49.52,49.52
"CW","resilience",12,41.32,41.32
"CW","resilience",13,36.18,36.18
"CW","resilience",14,83.59,83.59
"CW","resilience",15,71.81,71.81
"CW","resilience",16,90.64,90.64
"CW","resilience",17,43.74,43.74
"CW","resilience",18,43.98,43.98
"CW","resilience",19,50.4,50.4
"CW","resilience",20,82.52,82.52
"CW","resilience",21,46.15,46.15
"CW","resilience",24,67.65,67.65
"CW","resilience",25,72.01,72.01
"CW","resilience",26,71.5,71.5
"CW","resilience",28,53.89,53.89
"CW","resilience",29,81.71,81.71
"CW","resilience",30,81.71,81.71
"CW","resilience",31,77.15,77.15
"CW","resilience",32,79.32,79.32
"CW","resilience",33,81.71,81.71
"CW","resilience",34,81.71,81.71
"CW","resilience",35,81.71,81.71
"CW","resilience",36,81.71,81.71
"CW","resilience",37,83.08,83.08
"CW","resilience",38,85.43,85.43
"CW","resilience",39,46.41,46.41
"CW","resilience",40,71.47,71.47
"CW","resilience",41,69.81,69.81
"CW","resilience",42,66.88,66.88
"CW","resilience",43,68.27,68.27
"CW","resilience",44,27.69,27.69
"CW","resilience",45,47.69,47.69
"CW","resilience",46,42.52,42.52
"CW","resilience",47,36.66,36.66
"CW","resilience",48,51.32,51.32
"CW","resilience",49,33.85,33.85
"CW","resilience",50,71.94,71.94
"CW","resilience",51,49.28,49.28
"CW","resilience",52,48.88,48.88
"CW","resilience",53,63.75,63.75
"CW","resilience",54,81.28,81.28
"CW","resilience",55,84.57,84.57
"CW","resilience",56,54.94,54.94
"CW","resilience",57,84.57,84.57
"CW","resilience",58,83.11,83.11
"CW","resilience",59,88.68,88.68
"CW","resilience",60,87.89,87.89
"CW","resilience",61,59.63,59.63
"CW","resilience",62,71.55,71.55
"CW","resilience",63,29.81,29.81
"CW","resilience",64,53.88,53.88
"CW","resilience",65,68.88,68.88
"CW","resilience",66,73.11,73.11
"CW","resilience",67,34.98,34.98
"CW","resilience",68,86.65,86.65
"CW","resilience",69,82.05,82.05
"CW","resilience",70,85.84,85.84
"CW","resilience",71,51.23,51.23
"CW","resilience",72,63.94,63.94
"CW","resilience",73,67.88,67.88
"CW","resilience",74,52.06,52.06
"CW","resilience",75,67.85,67.85
"CW","resilience",76,74.21,74.21
"CW","resilience",77,45.63,45.63
"CW","resilience",78,67.81,67.81
"CW","resilience",79,81.17,81.17
"CW","resilience",80,78.09,78.09
"CW","resilience",81,84.97,84.97
"CW","resilience",82,72.75,72.75
"CW","resilience",84,54.15,54.15
"CW","resilience",85,87.52,87.52
"CW","resilience",86,87.52,87.52
"CW","resilience",88,87.52,87.52
"CW","resilience",89,87.52,87.52
"CW","resilience",90,52.29,52.29
"CW","resilience",91,85.1,85.1
"CW","resilience",92,85.1,85.1
"CW","resilience",93,85.1,85.1
"CW","resilience",94,90.64,90.64
"CW","resilience",95,87.52,87.52
"CW","resilience",96,55.58,55.58
"CW","resilience",97,67.08,67.08
"CW","resilience",98,65.36,65.36
"CW","resilience",99,71.6,71.6
"CW","resilience",100,39.25,39.25
"CW","resilience",101,78.51,78.51
"CW","resilience",102,52.29,52.29
"CW","resilience",103,45.79,45.79
"CW","resilience",104,36.94,36.94
"CW","resilience",105,93.11,93.11
"CW","resilience",106,75.76,75.76
"CW","resilience",107,65.79,65.79
"CW","resilience",108,77.7,77.7
"CW","resilience",110,70.83,70.83
"CW","resilience",111,80.38,80.38
"CW","resilience",112,69.02,69.02
"CW","resilience",113,76.63,76.63
"CW","resilience",114,39.36,39.36
"CW","resilience",115,59.66,59.66
"CW","resilience",116,46.99,46.99
"CW","resilience",117,80.38,80.38
"CW","resilience",118,79.99,79.99
"CW","resilience",119,58.54,58.54
"CW","resilience",120,83.09,83.09
"CW","resilience",121,80.38,80.38
"CW","resilience",122,83.91,83.91
"CW","resilience",123,82.5,82.5
"CW","resilience",124,86.43,86.43
"CW","resilience",125,79.05,79.05
"CW","resilience",126,50.94,50.94
"CW","resilience",127,70.85,70.85
"CW","resilience",129,63.11,63.11
"CW","resilience",130,81.42,81.42
"CW","resilience",131,57.18,57.18
"CW","resilience",132,71.93,71.93
"CW","resilience",133,68.17,68.17
"CW","resilience",134,73.44,73.44
"CW","resilience",135,60.92,60.92
"CW","resilience",136,68.81,68.81
"CW","resilience",137,69.22,69.22
"CW","resilience",138,47.55,47.55
"CW","resilience",139,36.88,36.88
"CW","resilience",140,74,74
"CW","resilience",141,92.81,92.81
"CW","resilience",143,64.73,64.73
"CW","resilience",144,93.11,93.11
"CW","resilience",145,88.96,88.96
"CW","resilience",146,75,75
"CW","resilience",147,72.59,72.59
"CW","resilience",148,49.44,49.44
"CW","resilience",149,41.32,41.32
"CW","resilience",150,41.32,41.32
"CW","resilience",151,36.47,36.47
"CW","resilience",152,66.33,66.33
"CW","resilience",153,76.81,76.81
"CW","resilience",154,71.45,71.45
"CW","resilience",155,51.15,51.15
"CW","resilience",156,93.06,93.06
"CW","resilience",157,49.44,49.44
"CW","resilience",158,41.32,41.32
"CW","resilience",159,41.32,41.32
"CW","resilience",161,72.59,72.59
"CW","resilience",162,93.06,93.06
"CW","resilience",163,37.1,37.1
"CW","resilience",164,49.61,49.61
"CW","resilience",166,50.22,50.22
"CW","resilience",167,71,71
"CW","resilience",168,49.43,49.43
"CW","resilience",169,76.76,76.76
"CW","resilience",171,74.73,74.73
"CW","resilience",172,46.38,46.38
"CW","resilience",173,57.74,57.74
"CW","resilience",174,93.46,93.46
"CW","resilience",175,92.81,92.81
"CW","resilience",176,89.66,89.66
"CW","resilience",177,91.82,91.82
"CW","resilience",178,83.35,83.35
"CW","resilience",179,86.57,86.57
"CW","resilience",180,88.99,88.99
"CW","resilience",181,89.15,89.15
"CW","resilience",182,83.11,83.11
"CW","resilience",183,84.57,84.57
"CW","resilience",184,79.97,79.97
"CW","resilience",185,59.45,59.45
"CW","resilience",186,49.98,49.98
"CW","resilience",187,79.32,79.32
"CW","resilience",188,83.54,83.54
"CW","resilience",189,83.25,83.25
"CW","resilience",190,82.41,82.41
"CW","resilience",191,51.29,51.29
"CW","resilience",192,36.44,36.44
"CW","resilience",193,49.1,49.1
"CW","resilience",194,63.17,63.17
"CW","resilience",195,66.16,66.16
"CW","resilience",196,38.51,38.51
"CW","resilience",197,65.68,65.68
"CW","resilience",198,45.12,45.12
"CW","resilience",199,46.8,46.8
"CW","resilience",200,51.83,51.83
"CW","resilience",202,70.47,70.47
"CW","resilience",203,71.5,71.5
"CW","resilience",204,65.82,65.82
"CW","resilience",205,36.73,36.73
"CW","resilience",206,78.88,78.88
"CW","resilience",207,69.85,69.85
"CW","resilience",208,90.42,90.42
"CW","resilience",209,69.66,69.66
"CW","resilience",210,63.06,63.06
"CW","resilience",212,49.44,49.44
"CW","resilience",214,65.92,65.92
"CW","resilience",215,73.4,73.4
"CW","resilience",216,71.48,71.48
"CW","resilience",218,65.98,65.98
"CW","resilience",219,61.57,61.57
"CW","resilience",220,73.72,73.72
"CW","resilience",221,77.97,77.97
"CW","resilience",222,93.03,93.03
"CW","resilience",223,93.11,93.11
"CW","resilience",224,86.74,86.74
"CW","resilience",227,88.99,88.99
"CW","resilience",228,88.99,88.99
"CW","resilience",231,42.16,42.16
"CW","resilience",232,47.58,47.58
"CW","resilience",237,42.16,42.16
"CW","resilience",244,73.72,73.72
"CW","resilience",245,73.72,73.72
"CW","resilience",247,81.46,81.46
"CW","resilience",248,73.72,73.72
"CW","resilience",249,73.72,73.72
"CW","resilience",250,79.17,79.17
"ECO","resilience",1,77.38,77.38
"ECO","resilience",2,77.38,77.38
"ECO","resilience",3,77.38,77.38
"ECO","resilience",4,77.38,77.38
"ECO","resilience",5,73.32,73.32
"ECO","resilience",6,64.4,64.4
"ECO","resilience",7,57.26,57.26
"ECO","resilience",8,63.48,63.48
"ECO","resilience",9,62.59,62.59
"ECO","resilience",10,62.06,62.06
"ECO","resilience",11,61.27,61.27
"ECO","resilience",12,73.85,73.85
"ECO","resilience",13,68.71,68.71
"ECO","resilience",14,72.18,72.18
"ECO","resilience",15,53.23,53.23
"ECO","resilience",16,76.95,76.95
"ECO","resilience",17,55.48,55.48
