rgn_id,product,year,tonnes,rgn_id,product,year,tonnes,
5,ornamentals,1984,2,5,ornamentals,1984,2,0
5,ornamentals,1985,2.75,5,ornamentals,1985,2.75,0
5,ornamentals,1986,2,5,ornamentals,1986,2,0
5,ornamentals,1987,2,5,ornamentals,1987,2,0
5,ornamentals,1988,1.25,5,ornamentals,1988,1.25,0
5,ornamentals,1989,0,5,ornamentals,1989,0,0
5,ornamentals,1990,0,5,ornamentals,1990,0,0
5,ornamentals,1991,0,5,ornamentals,1991,0,0
5,ornamentals,1992,0,5,ornamentals,1992,0,0
5,ornamentals,1993,0,5,ornamentals,1993,0,0
5,ornamentals,1994,0,5,ornamentals,1994,0,0
5,ornamentals,1995,1,5,ornamentals,1995,1,0
5,ornamentals,1996,2.25,5,ornamentals,1996,2.25,0
5,ornamentals,1997,2.5,5,ornamentals,1997,2.5,0
5,ornamentals,1998,4.25,5,ornamentals,1998,4.25,0
5,ornamentals,1999,5,5,ornamentals,1999,5,0
5,ornamentals,2000,4.75,5,ornamentals,2000,4.75,0
5,ornamentals,2001,5.75,5,ornamentals,2001,5.75,0
5,ornamentals,2002,5.25,5,ornamentals,2002,5.25,0
5,ornamentals,2003,4.5,5,ornamentals,2003,4.5,0
5,ornamentals,2004,4.25,5,ornamentals,2004,4.25,0
5,ornamentals,2005,4,5,ornamentals,2005,4,0
5,ornamentals,2006,3.75,5,ornamentals,2006,3.75,0
5,ornamentals,2007,3.5,5,ornamentals,2007,3.5,0
5,ornamentals,2008,4.25,5,ornamentals,2008,4.25,0
5,ornamentals,2009,4.333333333,5,ornamentals,2009,4.75,-0.416666667
5,ornamentals,2010,4.5,5,ornamentals,2010,5,-0.5
5,shells,1999,179,5,ornamentals,1999,179,0
5,shells,2000,153.75,5,shells,2000,153.75,0
5,shells,2001,154.25,5,shells,2001,154.25,0
5,shells,2002,160.25,5,shells,2002,160.25,0
5,shells,2003,112.75,5,shells,2003,112.75,0
5,shells,2004,140,5,shells,2004,140,0
5,shells,2005,164.5,5,shells,2005,164.5,0
5,shells,2006,184.25,5,shells,2006,184.25,0
5,shells,2007,215.25,5,shells,2007,215.25,0
5,shells,2008,225.5,5,shells,2008,225.5,0
5,shells,2009,234.6666667,5,shells,2009,212.25,22.41666667
5,shells,2010,252.5,5,shells,2010,216.6666667,35.83333333
6,corals,1998,24.33333333,5,corals,1998,24.33333333,0
6,corals,1999,25.5,5,corals,1999,25.5,0
6,corals,2000,34,6,corals,2000,34,0
6,corals,2001,37.75,6,corals,2001,37.75,0
6,corals,2002,46.75,6,corals,2002,46.75,0
6,corals,2003,47.5,6,corals,2003,47.5,0
6,corals,2004,32.75,6,corals,2004,32.75,0
6,corals,2005,17,6,corals,2005,17,0
6,corals,2006,8,6,corals,2006,8,0
6,corals,2007,0,6,corals,2007,0,0
6,corals,2008,0,6,corals,2008,0,0
