"rgn_id","taxa_code","sust_coeff"
5,"Blue shrimp_1",0.372222222
5,"Pacific cupped oyster_2",0.757142857
6,"Blue shrimp_3",0.372222222
7,"Giant tiger prawn_4",0.366666667
8,"Bear paw clam_5",0.811764706
8,"Crocus giant clam_6",0.811764706
8,"Elongate giant clam_7",0.811764706
8,"Fluted giant clam_8",0.811764706
8,"Giant clam_9",0.811764706
8,"Milkfish_10",0.414285714
8,"Smooth giant clam_11",0.811764706
9,"Clams, etc. nei_12",0.766666667
9,"Milkfish_13",0.414285714
10,"Milkfish_14",0.414285714
13,"Banana prawn_15",0.275
13,"Milkfish_16",0.414285714
13,"Mullets nei_17",0.561111111
13,"Whiteleg shrimp_18",0.374509804
14,"Abalones nei_19",0.43
14,"Abalones nei_20",0.43
14,"Amberjacks nei_21",0.444010417
14,"Amberjacks nei_22",0.444010417
14,"Barramundi_23",0.17
14,"Barramundi_24",0.23
14,"Blackhead seabream_25",0.444010417
14,"Blackhead seabream_26",0.444010417
14,"Blood cockle_27",0.67
14,"Blue swimming crab_28",0.416666667
14,"Clams, etc. nei_29",0.766666667
14,"Clams, etc. nei_30",0.766666667
14,"Cobia_31",0.444010417
14,"Cobia_32",0.444010417
14,"Croakers, drums nei_33",0.444010417
14,"Flathead grey mullet_34",0.37
14,"Flathead grey mullet_35",0.37
14,"Fourfinger threadfin_36",0.444010417
14,"Giant tiger prawn_37",0.1
14,"Greasyback shrimp_38",0.372222222
14,"Greater amberjack_39",0.444010417
14,"Groupers nei_40",0.33
14,"Groupers nei_41",0.33
14,"Indo-Pacific swamp crab_42",0.416666667
14,"Japanese carpet shell_43",0.841666667
14,"Japanese carpet shell_44",0.841666667
14,"Japanese eel_45",0.444010417
14,"Japanese hard clam_46",0.811764706
14,"Japanese hard clam_47",0.811764706
14,"Japanese spiny lobster_48",0.416666667
14,"Japanese spiny lobster_49",0.416666667
14,"Kuruma prawn_50",0.37
14,"Kuruma prawn_51",0.37
14,"Marine crabs nei_52",0.416666667
14,"Marine crabs nei_53",0.416666667
14,"Marine fishes nei_54",0.477777778
14,"Marine fishes nei_55",0.477777778
14,"Marine molluscs nei_56",0.533333333
14,"Marine molluscs nei_57",0.533333333
14,"Milkfish_58",0.5
14,"Natantian decapods nei_59",0.533333333
14,"Pacific cupped oyster_60",0.53
14,"Porgies, seabreams nei_61",0.444010417
14,"Porgies, seabreams nei_62",0.444010417
14,"Redtail prawn_63",0.366666667
14,"Snappers, jobfishes nei_64",0.444010417
14,"Snappers, jobfishes nei_65",0.444010417
14,"Trumpet emperor_66",0.444010417
14,"Whiteleg shrimp_67",0.37
15,"Banana prawn_68",0.27
15,"Barramundi_69",0.23
15,"Flathead lobster_70",0.416666667
15,"Giant tiger prawn_71",0.1
15,"Giant tiger prawn_72",0.1
15,"Green mussel_73",0.8
15,"Groupers, seabasses nei_74",0.33
15,"Groupers, seabasses nei_75",0.33
15,"Indo-Pacific swamp crab_76",0.416666667
15,"Indo-Pacific swamp crab_77",0.416666667
15,"Jacks, crevalles nei_78",0.444010417
15,"Marine fishes nei_79",0.477777778
15,"Marine fishes nei_80",0.477777778
15,"Metapenaeus shrimps nei_81",0.372222222
15,"Metapenaeus shrimps nei_82",0.372222222
15,"Milkfish_83",0.37
15,"Milkfish_84",0.37
15,"Scats_85",0.444010417
15,"Slipper cupped oyster_86",0.811764706
15,"Snappers nei_87",0.433333333
15,"Tropical spiny lobsters nei_88",0.416666667
15,"Whiteleg shrimp_89",0.374509804
16,"Abalones nei_90",0.55
16,"Aquatic invertebrates nei_91",0.542156863
16,"Atlantic salmon_92",0.23
16,"Australian mussel_93",0.811764706
16,"Barramundi_94",0.3
16,"Brine shrimp_95",0.366666667
16,"Brown tiger prawn_96",0.366666667
16,"Brown tiger prawn_97",0.366666667
16,"Chinook(=Spring=King)salmon_98",0.370833333
16,"Cupped oysters nei_99",0.9
16,"Cupped oysters nei_100",0.9
16,"Eastern king prawn_101",0.366666667
16,"Eastern king prawn_102",0.366666667
16,"Eastern school shrimp_103",0.366666667
16,"Flat and cupped oysters nei_104",0.833333333
16,"Giant tiger prawn_105",0.23
16,"Giant tiger prawn_106",0.23
16,"Indo-Pacific swamp crab_107",0.416666667
16,"Kuruma prawn_108",0.33
16,"Marine fishes nei_109",0.477777778
16,"Marine fishes nei_110",0.477777778
16,"Pacific cupped oyster_111",1
16,"Pacific cupped oyster_112",1
16,"Penaeus shrimps nei_113",0.266666667
16,"Rainbow trout_114",0.566666667
16,"Southern Australia scallop_115",0.811764706
16,"Southern bluefin tuna_116",0.1
16,"Sydney cupped oyster_117",0.811764706
16,"Sydney cupped oyster_118",0.811764706
17,"Giant tiger prawn_119",0.366666667
17,"Indo-Pacific swamp crab_120",0.416666667
17,"Mangrove cupped oyster_121",0.811764706
17,"Milkfish_122",0.414285714
17,"Pearl oyster shells nei_123",0.811764706
18,"Anadara clams nei_124",0.811764706
18,"Flathead grey mullet_125",0.412820513
18,"Giant tiger prawn_126",0.366666667
18,"Green mussel_127",0.8
18,"Metapenaeus shrimps nei_128",0.372222222
18,"Pearl oyster shells nei_129",0.811764706
19,"Milkfish_130",0.414285714
20,"Abalones nei_131",0.57
20,"Aquatic invertebrates nei_132",0.542156863
20,"Bastard halibut_133",0.444010417
20,"Blackhead seabream_134",0.444010417
20,"Blood cockle_135",0.67
20,"Dotted gizzard shad_136",0.444010417
20,"Filefishes, leatherjackets nei_137",0.444010417
20,"Flathead grey mullet_138",0.43
20,"Fleshy prawn_139",0.366666667
20,"Globose clam_140",0.811764706
20,"Groupers nei_141",0.33
20,"Horned turban_142",0.811764706
20,"Inflated ark_143",0.811764706
20,"Japanese amberjack_144",0.444010417
20,"Japanese carpet shell_145",0.841666667
20,"Japanese hard clam_146",0.811764706
20,"Japanese jack mackerel_147",0.444010417
20,"Japanese seabass_148",0.444010417
20,"Korean mussel_149",0.8
20,"Korean rockfish_150",0.444010417
