"rgn_id","sciname","year","category"
1,"Balaenoptera musculus",2015,"EN"
1,"Cheilinus undulatus",2015,"EN"
1,"Chelonia mydas",2015,"EN"
1,"Megaptera novaeangliae",2015,"LC"
1,"Steno bredanensis",2015,"LC"
1,"Triaenodon obesus",2015,"NT"
1,"Balaenoptera musculus",2014,"EN"
1,"Cheilinus undulatus",2014,"EN"
1,"Chelonia mydas",2014,"EN"
1,"Megaptera novaeangliae",2014,"LC"
1,"Steno bredanensis",2014,"LC"
1,"Triaenodon obesus",2014,"NT"
1,"Balaenoptera musculus",2013,"EN"
1,"Cheilinus undulatus",2013,"EN"
1,"Chelonia mydas",2013,"EN"
1,"Megaptera novaeangliae",2013,"LC"
1,"Steno bredanensis",2013,"LC"
1,"Triaenodon obesus",2013,"NT"
1,"Balaenoptera musculus",2012,"EN"
1,"Cheilinus undulatus",2012,"EN"
1,"Chelonia mydas",2012,"EN"
1,"Megaptera novaeangliae",2012,"LC"
1,"Steno bredanensis",2012,"LC"
1,"Triaenodon obesus",2012,"NT"
1,"Balaenoptera musculus",2011,"EN"
1,"Cheilinus undulatus",2011,"EN"
1,"Chelonia mydas",2011,"EN"
1,"Megaptera novaeangliae",2011,"LC"
1,"Steno bredanensis",2011,"LC"
1,"Triaenodon obesus",2011,"NT"
1,"Balaenoptera musculus",2010,"EN"
1,"Cheilinus undulatus",2010,"EN"
1,"Chelonia mydas",2010,"EN"
1,"Megaptera novaeangliae",2010,"LC"
1,"Steno bredanensis",2010,"LC"
1,"Triaenodon obesus",2010,"NT"
1,"Balaenoptera musculus",2009,"EN"
1,"Cheilinus undulatus",2009,"EN"
1,"Chelonia mydas",2009,"EN"
1,"Megaptera novaeangliae",2009,"LC"
1,"Steno bredanensis",2009,"LC"
1,"Triaenodon obesus",2009,"NT"
1,"Balaenoptera musculus",2008,"EN"
1,"Cheilinus undulatus",2008,"EN"
1,"Chelonia mydas",2008,"EN"
1,"Megaptera novaeangliae",2008,"LC"
1,"Steno bredanensis",2008,"LC"
1,"Triaenodon obesus",2008,"NT"
1,"Balaenoptera musculus",2007,"EN"
1,"Cheilinus undulatus",2007,"EN"
1,"Chelonia mydas",2007,"EN"
1,"Megaptera novaeangliae",2007,"VU"
1,"Steno bredanensis",2007,"LC"
1,"Triaenodon obesus",2007,"NT"
1,"Balaenoptera musculus",2006,"EN"
1,"Cheilinus undulatus",2006,"EN"
1,"Chelonia mydas",2006,"EN"
1,"Megaptera novaeangliae",2006,"VU"
1,"Steno bredanensis",2006,"LC"
1,"Triaenodon obesus",2006,"NT"
1,"Balaenoptera musculus",2005,"EN"
1,"Cheilinus undulatus",2005,"EN"
1,"Chelonia mydas",2005,"EN"
1,"Megaptera novaeangliae",2005,"VU"
1,"Steno bredanensis",2005,"LC"
1,"Triaenodon obesus",2005,"NT"
1,"Balaenoptera musculus",2004,"EN"
1,"Cheilinus undulatus",2004,"EN"
1,"Chelonia mydas",2004,"EN"
1,"Megaptera novaeangliae",2004,"VU"
1,"Steno bredanensis",2004,"LC"
1,"Triaenodon obesus",2004,"NT"
1,"Balaenoptera musculus",2003,"EN"
1,"Cheilinus undulatus",2003,"VU"
1,"Chelonia mydas",2003,"EN"
1,"Megaptera novaeangliae",2003,"VU"
1,"Steno bredanensis",2003,"LC"
1,"Triaenodon obesus",2003,"NT"
1,"Balaenoptera musculus",2002,"EN"
1,"Cheilinus undulatus",2002,"VU"
1,"Chelonia mydas",2002,"EN"
1,"Megaptera novaeangliae",2002,"VU"
1,"Steno bredanensis",2002,"LC"
1,"Triaenodon obesus",2002,"NT"
1,"Balaenoptera musculus",2001,"EN"
1,"Cheilinus undulatus",2001,"VU"
1,"Chelonia mydas",2001,"EN"
1,"Megaptera novaeangliae",2001,"VU"
1,"Steno bredanensis",2001,"LC"
1,"Triaenodon obesus",2001,"NT"
1,"Balaenoptera musculus",2000,"EN"
1,"Cheilinus undulatus",2000,"VU"
1,"Chelonia mydas",2000,"EN"
1,"Megaptera novaeangliae",2000,"VU"
1,"Steno bredanensis",2000,"LC"
1,"Triaenodon obesus",2000,"NT"
2,"Cheilinus undulatus",2015,"EN"
2,"Chelonia mydas",2015,"EN"
2,"Triaenodon obesus",2015,"NT"
2,"Cheilinus undulatus",2014,"EN"
2,"Chelonia mydas",2014,"EN"
2,"Triaenodon obesus",2014,"NT"
2,"Cheilinus undulatus",2013,"EN"
2,"Chelonia mydas",2013,"EN"
2,"Triaenodon obesus",2013,"NT"
2,"Cheilinus undulatus",2012,"EN"
2,"Chelonia mydas",2012,"EN"
2,"Triaenodon obesus",2012,"NT"
2,"Cheilinus undulatus",2011,"EN"
2,"Chelonia mydas",2011,"EN"
2,"Triaenodon obesus",2011,"NT"
2,"Cheilinus undulatus",2010,"EN"
2,"Chelonia mydas",2010,"EN"
2,"Triaenodon obesus",2010,"NT"
2,"Cheilinus undulatus",2009,"EN"
2,"Chelonia mydas",2009,"EN"
2,"Triaenodon obesus",2009,"NT"
2,"Cheilinus undulatus",2008,"EN"
2,"Chelonia mydas",2008,"EN"
2,"Triaenodon obesus",2008,"NT"
2,"Cheilinus undulatus",2007,"EN"
2,"Chelonia mydas",2007,"EN"
2,"Triaenodon obesus",2007,"NT"
2,"Cheilinus undulatus",2006,"EN"
2,"Chelonia mydas",2006,"EN"
2,"Triaenodon obesus",2006,"NT"
2,"Cheilinus undulatus",2005,"EN"
2,"Chelonia mydas",2005,"EN"
2,"Triaenodon obesus",2005,"NT"
2,"Cheilinus undulatus",2004,"EN"
2,"Chelonia mydas",2004,"EN"
2,"Triaenodon obesus",2004,"NT"
2,"Cheilinus undulatus",2003,"VU"
2,"Chelonia mydas",2003,"EN"
2,"Triaenodon obesus",2003,"NT"
2,"Cheilinus undulatus",2002,"VU"
2,"Chelonia mydas",2002,"EN"
2,"Triaenodon obesus",2002,"NT"
2,"Cheilinus undulatus",2001,"VU"
2,"Chelonia mydas",2001,"EN"
2,"Triaenodon obesus",2001,"NT"
2,"Cheilinus undulatus",2000,"VU"
2,"Chelonia mydas",2000,"EN"
2,"Triaenodon obesus",2000,"NT"
3,"Galeocerdo cuvier",2015,"NT"
3,"Triaenodon obesus",2015,"NT"
3,"Galeocerdo cuvier",2014,"NT"
3,"Triaenodon obesus",2014,"NT"
3,"Galeocerdo cuvier",2013,"NT"
3,"Triaenodon obesus",2013,"NT"
3,"Galeocerdo cuvier",2012,"NT"
3,"Triaenodon obesus",2012,"NT"
3,"Galeocerdo cuvier",2011,"NT"
3,"Triaenodon obesus",2011,"NT"
3,"Galeocerdo cuvier",2010,"NT"
3,"Triaenodon obesus",2010,"NT"
3,"Galeocerdo cuvier",2009,"NT"
3,"Triaenodon obesus",2009,"NT"
3,"Galeocerdo cuvier",2008,"NT"
3,"Triaenodon obesus",2008,"NT"
3,"Galeocerdo cuvier",2007,"NT"
3,"Triaenodon obesus",2007,"NT"
3,"Galeocerdo cuvier",2006,"NT"
3,"Triaenodon obesus",2006,"NT"
3,"Galeocerdo cuvier",2005,"NT"
3,"Triaenodon obesus",2005,"NT"
3,"Galeocerdo cuvier",2004,"NT"
3,"Triaenodon obesus",2004,"NT"
3,"Galeocerdo cuvier",2003,"NT"
3,"Triaenodon obesus",2003,"NT"
3,"Galeocerdo cuvier",2002,"NT"
3,"Triaenodon obesus",2002,"NT"
3,"Galeocerdo cuvier",2001,"NT"
3,"Triaenodon obesus",2001,"NT"
3,"Galeocerdo cuvier",2000,"NT"
