"rgn_id","trend"
1,0
2,0
3,0
4,-0.6373
5,-0.791
6,0.8066
7,1
8,0.6105
9,0.6499
10,0
11,0
12,0
13,0
14,-0.0165
15,-0.1028
16,-0.1157
17,0.5544
18,-0.7302
19,0
20,-0.2753
21,-0.0327
24,0.7683
25,0.108
26,0.2961
28,1
29,0
30,0
31,0.2838
32,0
33,0
34,0
35,0
36,0
37,-0.3764
38,0
39,0
40,-0.0192
41,0.5115
42,-0.3537
43,-0.0615
44,0.1237
45,-1
46,-1
47,-0.1742
48,-0.7401
49,0.5566
50,-0.7361
51,1
52,1
53,0.2901
54,0.0186
55,0.0131
56,0.4807
57,-0.1347
58,-0.7325
59,-0.0079
60,-0.1189
61,0.5571
62,-0.1633
63,1
64,-0.2396
65,0.4873
66,1
67,-0.5632
68,-0.7433
69,0.031
70,-0.1179
71,0.0073
72,0.0634
73,0.1488
74,-0.1356
75,0.0695
76,0.1584
77,-0.267
78,-0.1204
79,-0.572
80,0.055
81,0.7645
82,0.061
84,0.3734
85,0
86,0
88,0
89,0
90,-0.0813
91,0
92,0
93,0
94,0
95,0
96,0.1961
97,0.3314
98,0.6435
99,1
100,1
101,0.1352
102,-0.0073
103,1
104,-0.1669
105,0
106,0.2006
107,0
108,0
110,0.0946
111,0
112,-0.3989
113,0
114,0.2013
115,0.0651
116,0
117,0
118,0
119,-0.4974
120,1
121,0
122,0.7394
123,-1
124,-0.2117
125,1
126,1
127,0.8233
129,1
130,-0.1451
131,0.035
132,0.1204
133,-0.4677
134,0.0618
135,0.05
136,0.1117
137,0.2496
138,0.0019
139,0.2796
140,-1
141,0
143,-0.8236
144,0
145,1
146,0
147,-0.753
148,1
149,0
150,0
151,0
152,-1
153,1
154,0
155,1
156,0
157,0
158,0
159,0
161,0
162,-0.2731
163,-0.0021
164,0.3057
166,0.6299
167,-0.109
168,0.1828
169,0.0214
171,-0.0375
172,-0.0544
173,0.0806
174,-0.0847
175,-0.1582
176,-0.0277
177,-0.0035
178,-0.0512
179,-0.1412
180,0.2074
181,0.4383
182,-0.0919
183,-0.1661
184,-0.2858
185,-0.262
186,0.0141
187,-0.2214
188,-0.1001
189,0.0132
190,1
191,-0.5859
192,-0.0153
193,0.3993
194,-0.4269
195,0.0575
196,0.0202
197,-0.0129
198,-0.749
199,0.1202
200,1
202,0.5034
203,0.1026
204,0.0292
205,-0.3642
206,-0.0249
207,-0.0013
208,-0.4201
209,-0.0127
210,-0.2241
212,0
214,0.0623
215,-0.6363
216,-0.0225
218,-0.0651
219,0.6351
220,0
221,0
222,-0.2051
223,-0.0644
224,-0.1549
227,-0.4211
228,0.1665
231,1
232,0.5644
237,1
244,0
245,0
247,-0.0757
248,0
249,-0.5697
250,0
