"rgn_id","habitat","extent_rank"
5,"mangrove",13034.710127
6,"mangrove",1362.520951
7,"mangrove",55216.26687
8,"mangrove",6580.461411
9,"mangrove",1011.061119
14,"mangrove",128.161892
15,"mangrove",290297.779804
16,"mangrove",440250.862349
17,"mangrove",590381.925081
18,"mangrove",54009.052426
24,"mangrove",45035.644577
25,"mangrove",266241.277347
26,"mangrove",72714.650081
28,"mangrove",100.911359
29,"mangrove",451.44142
31,"mangrove",720.78172
39,"mangrove",40.650133
40,"mangrove",4657.472166
41,"mangrove",165660.988825
42,"mangrove",116586.253475
43,"mangrove",33039.388994
44,"mangrove",1157.070055
45,"mangrove",169.192607
46,"mangrove",23.798468
47,"mangrove",23.017149
48,"mangrove",2.473644
49,"mangrove",2.236371
50,"mangrove",41.950756
52,"mangrove",0.003753
53,"mangrove",1503.103188
54,"mangrove",38.828399
62,"mangrove",40.822215
65,"mangrove",6743.699953
66,"mangrove",21535.627369
96,"mangrove",92652.91725
97,"mangrove",6497.003587
98,"mangrove",110.187663
99,"mangrove",924.525279
102,"mangrove",848.853957
104,"mangrove",22318.718341
106,"mangrove",3398.106729
108,"mangrove",3.337807
110,"mangrove",4726.727248
111,"mangrove",26.266691
112,"mangrove",216717.274259
113,"mangrove",6229.724379
114,"mangrove",5515.860967
115,"mangrove",13473.21857
116,"mangrove",6503.630134
117,"mangrove",36.501122
118,"mangrove",2.951248
119,"mangrove",16.581588
120,"mangrove",210.876622
122,"mangrove",120.677298
124,"mangrove",8.223657
125,"mangrove",155.649142
126,"mangrove",7119.782662
127,"mangrove",27.678653
129,"mangrove",188246.776484
130,"mangrove",46889.149668
131,"mangrove",76907.402574
132,"mangrove",237753.251394
133,"mangrove",71845.506711
134,"mangrove",33076.195916
135,"mangrove",402559.617345
136,"mangrove",35065.577677
137,"mangrove",133397.656708
138,"mangrove",2460.778021
139,"mangrove",338278.809083
140,"mangrove",4072.139552
162,"mangrove",9177.649584
163,"mangrove",201230.880325
164,"mangrove",41516.638567
166,"mangrove",5913.038038
167,"mangrove",25989.378633
168,"mangrove",72052.161486
169,"mangrove",94301.21817
171,"mangrove",1082072.662268
190,"mangrove",0.101192
191,"mangrove",4.928662
193,"mangrove",105150.229886
194,"mangrove",114683.455926
195,"mangrove",3225.774251
196,"mangrove",376397.559985
197,"mangrove",157607.353011
198,"mangrove",152144.127591
