"region_name","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Global average",0,69.69,75.77,79.69,82.05,84.4,82.57,81,67.68,79.43,76.98,74.54,53.71,50.65,5.66,64.02,59.43,54.84,76.35,44.54
"Macquarie Island",4,94.43,,79.54,89.77,100,100,,98.56,,,,100,100,,67.65,83.82,100,,
"Howland Island and Baker Island",158,91.67,,76.89,88.03,99.18,99.18,,96.77,,,,89.39,89.39,,69.97,84.98,100,,
"Sint Maarten",220,86.75,95.89,87.63,93.82,100,100,100,65.12,75.92,86.37,96.82,76.05,76.05,0,71.17,63.47,55.77,,100
"Jarvis Island",149,85.86,,75.54,86.38,97.23,95.45,,99.23,,,,63.24,63.24,,69.97,84.98,100,,
"Northern Saint-Martin",221,84.68,75.74,88.94,91.61,94.29,92.18,100,67.99,76.18,86.5,96.82,47.77,47.77,0,70.06,85.03,100,100,100
"Ile Europa",35,83.72,,77.68,87.42,97.16,92.25,100,84.41,,,,65.74,65.74,,44.99,72.5,100,,
"Heard and McDonald Islands",94,82.78,,81.25,84.83,88.42,,,99.25,,,,60.7,60.7,,67.59,83.8,100,85.3,
"Seychelles",31,81.38,83.21,80.81,84.09,87.36,80.9,99.96,77.58,59.74,79.87,100,53.09,53.09,0.01,58.37,55.8,53.23,99.32,100
"New Zealand",162,81.19,76.86,77.43,85.88,94.33,99.93,96.07,79.03,94.5,97.25,100,61.03,51.29,2.53,52.73,53.46,54.18,92.62,79.47
"Antigua and Barbuda",120,80.53,100,81.65,79.42,77.19,75.05,98.82,58.19,96.76,98.38,100,55.02,55.02,0,71.16,72.13,73.09,68.24,100
"Aruba",250,79.81,90.87,82.67,84.13,85.58,99.36,96.67,69.37,100,100,100,47.8,47.8,,74.8,42.94,11.07,66.98,100
"Bahamas",110,79.33,85.41,83.96,78.77,73.58,61.29,84.03,59.88,88.88,71.62,54.35,84.07,84.01,0,67.96,68.27,68.59,100,100
"Panama",129,79.31,80.54,82.52,86.18,89.85,90.57,96.18,64.23,99.21,99.6,100,43.89,40.19,0.8,64.49,74.68,84.87,100,60.92
"Saba",248,79.17,88.66,85.53,92.77,100,100,100,68.85,72.43,67.4,62.37,35.62,35.62,0,68.4,59.2,50,,100
"Madeira",57,78.96,85.72,76.62,88.31,100,,,65.1,90.03,78.77,67.52,74.76,74.76,0,64.03,82.02,100,96.26,60.71
"Turks and Caicos Islands",111,78.92,86.94,80.42,74.88,69.34,73.8,84.34,58.52,86.41,87.4,88.39,91.72,91.72,0,70.22,63.41,56.6,68.24,100
"Palau",8,78.85,78.58,77.14,84.57,91.99,88.64,71.68,71.13,87.8,71.52,55.25,93.7,93.66,0.05,60.29,80.15,100,63.39,85.19
"Phoenix Islands (Kiribati)",157,78.85,46.98,76.27,87.64,99,99,,93.88,55.13,63.16,71.19,83.88,83.88,0,66.16,83.08,100,68.24,83.81
"United Arab Emirates",54,78.56,98.04,86.49,88.83,91.17,80.94,87.53,64.26,97.32,98.66,100,74.68,74.56,0.15,66.22,67.98,69.74,91.63,33.15
"Sint Eustatius",249,78.46,88.66,86.4,93.2,100,100,100,68.67,72.43,67.4,62.37,35.62,35.62,0,68.4,52.58,36.76,,100
"Cape Verde",56,78.43,95.18,77.34,88.66,99.97,,,58.13,93.31,96.66,100,69.82,69.82,0,67.43,34.46,1.49,84.52,100
"Sweden",222,77.8,97.19,91.84,80.69,69.53,61.51,61.82,75.2,100,100,100,81.49,81.09,74.34,85.59,83.63,81.66,99.85,37
"Kerguelen Islands",93,77.55,,79.84,89.92,100,,,97.31,,,,50.46,50.46,,44.99,72.5,100,,
"Azores",55,77.28,78.11,72.63,86.31,100,100,,66.56,100,83.76,67.52,61.12,61.12,0,64.03,70.27,76.52,88.66,60.71
"Portugal",183,77.08,74.91,76.89,79.46,82.04,99.12,84.13,71.58,100,92.97,85.94,48.26,46.17,19.54,60.44,80.22,100,80.46,61.77
"Prince Edward Islands",90,77.03,,78.35,79.96,81.58,63.68,,97.18,,,,90.16,90.16,,55.63,54.17,52.72,,
"Palmyra Atoll",150,76.83,,74.92,80.6,86.28,73.56,,93.1,,,,51.88,51.88,,69.97,84.98,100,,
"Mayotte",29,76.82,67.1,81.43,89.35,97.26,95.67,100,43.38,100,100,100,62.25,60.14,0.16,60,79.92,99.83,68.28,64.36
"Bonaire",245,76.7,81.2,82.5,78.15,73.8,97.44,66.06,79.24,72.43,67.4,62.37,53.02,53.02,,68.4,59.2,50,85.3,100
"Slovenia",188,76.57,70.46,81.89,78.61,75.33,98.9,70.93,84.7,100,100,100,64.29,75.41,82.83,62.57,46.83,31.1,99.23,40.63
"Clipperton Island",107,76.34,,71.72,85.86,100,100,,82.73,,,,80.64,80.64,,64.98,32.49,0,,
"Oman",48,76.07,92.33,83.04,84.15,85.26,95.48,99.12,73.58,100,100,100,51.59,51.55,0.01,63.38,39.75,16.11,99.79,24.92
"Puerto Rico and Virgin Islands of the United States",116,76.07,84.16,82.4,78.51,74.61,83.28,95.9,70.45,82.84,67.26,51.67,39.05,38.71,0.07,72.07,74.22,76.36,68.24,100
"South Georgia and the South Sandwich Islands",89,75.92,,79.86,81.6,83.34,,,98.54,,,,51.09,51.09,,60.24,80.12,100,68.25,
"Greenland",145,75.85,84.6,81.4,76.13,70.85,84.8,74.62,87.19,99.33,99.67,100,56.65,56.65,0,60.37,79.68,98.99,79.95,35.21
"Jordan",215,75.81,67.37,90.24,90.01,89.78,87.43,75.47,83.02,100,87.98,75.95,43.2,43.2,0,82.52,51.12,19.72,86.49,86.02
"Uruguay",173,75.72,97.22,69.9,68.14,66.37,59.57,81.91,66.17,100,100,100,36.51,36.51,0,63.62,66.64,69.66,99.99,81.1
"Marshall Islands",11,75.42,100,77.51,88.14,98.77,95.73,100,24.7,36.34,53.76,71.19,75.15,75.15,0,64.69,51.58,38.46,83.86,81.27
"Estonia",70,75.31,89.41,93.19,82.91,72.64,62.67,55.8,73.23,73.22,59.66,46.1,96.2,96.2,0,90.62,95.31,100,99.98,37.92
"France",179,75.09,78.74,77.8,75.27,72.75,97.58,81.79,66.67,100,79.4,58.81,65.52,65.64,65.76,64.82,77.58,90.35,84.02,44.16
"Belize",164,74.95,85.92,86.28,74.61,62.93,61.78,96.48,67.16,100,100,100,62.29,36.46,1.09,66.98,83.49,100,57.98,85.59
"Qatar",190,74.64,94.36,86.1,88.99,91.89,98.63,98.57,72.08,38.06,45.14,52.22,66.11,66.11,0,70.3,74.68,79.06,68.24,39.64
"Anguilla",118,74.6,88.47,80.71,82.82,84.94,57.03,100,57.74,84.94,71.54,58.15,63.07,63.07,0,74.62,55.36,36.11,69.93,100
"Norway",223,74.4,97.58,78,70,62,69.01,58.33,79.82,65.81,62.58,59.35,76.24,66.39,50.96,61.81,75.44,89.06,96.37,68.5
"Oecussi Ambeno",237,74.31,80.61,85.81,92.61,99.4,100,99.54,60.87,75.06,69.72,64.38,64.04,64.04,0,69.97,52.22,34.46,,49.19
"Mexico",135,74.27,83.8,78.27,85.99,93.71,91.93,93.45,67.33,100,69.99,39.98,31.99,28.6,0.04,60.2,80.1,100,77.26,64.22
"United States",163,74.18,84.94,79.06,77.27,75.49,79.47,75.23,81.38,99.66,77.17,54.69,68.94,65.91,1.08,62.65,70.62,78.59,95.19,34.64
"Sao Tome and Principe",103,74.14,87.59,76.13,88.06,100,99.51,99.51,46.67,100,100,100,48.58,48.58,0,63.03,46.27,29.52,86.96,38.29
"Germany",176,74.05,70.5,84.58,78.25,71.91,62.01,90.98,70.92,100,86.5,73,25.73,25.99,32.71,84.48,92.24,100,92.08,71.01
"Juan de Nova Island",33,73.92,,80,87.83,95.66,88.22,,84.2,94.6,95.01,95.42,65.74,65.74,,44.99,22.5,0,,
"Glorioso Islands",30,73.88,,81.5,88.58,95.66,88.22,,82.8,94.6,95.01,95.42,16.15,16.15,,44.99,72.5,100,,
"Greece",80,73.69,69.65,70.23,72.33,74.43,92,63.58,71.12,67.78,64.92,62.07,46.69,55.23,61.96,68.01,83.21,98.41,79.99,84.85
"Gambia",65,73.68,94.65,78.96,77.79,76.62,88.32,88.77,45.52,100,100,100,26.13,26.12,0.01,72.01,67.59,63.17,93.51,54.54
"Latvia",69,73.62,88.58,93.09,80.79,68.48,62.27,36.56,62.27,99.67,77.74,55.81,95.6,95.6,0,91.37,95.69,100,99.99,36.74
"Fiji",18,73.56,78.49,80.63,85.85,91.07,98.02,81.17,71.08,67.61,60.45,53.29,48.61,48.54,0.01,57.46,57.4,57.33,54.57,100
"Honduras",133,73.55,90.95,85.34,86.87,88.41,82.72,87.65,56.93,100,92.54,85.08,68.64,40.32,1.35,68.29,84.15,100,80.28,33.14
"Montserrat",121,73.13,68.19,85.88,85.36,84.84,75.84,100,63.86,75.41,86.12,96.82,28.19,28.19,0,75.26,37.63,0,86.1,100
"Saint Kitts and Nevis",119,72.96,80.34,86.95,89.6,92.25,79.84,100,66.26,67.11,56.48,45.85,30.42,30.42,0,69.29,43.27,17.24,83.34,100
"Curacao",244,72.8,80.02,81.86,77.78,73.7,100,50.65,73.65,72.43,67.4,62.37,54.65,54.65,,67.76,38.56,9.36,85.3,100
"Dominica",123,72.66,54.14,83.28,83.13,82.98,96.89,100,63.39,71.64,73.93,76.22,45.71,45.71,0,76.3,43.68,11.06,82.82,82.93
"Australia",16,72.65,71.88,85.37,80.98,76.59,68.81,71.11,76.99,100,93.35,86.71,46.14,33.79,0.18,79.68,89.84,100,93.42,46.37
"Crozet Islands",91,72.58,,78.3,70.99,63.68,63.68,,84.86,,,,70.86,70.86,,44.99,72.5,100,,
"Venezuela",139,72.48,69.36,83.97,85.69,87.4,95.6,99.61,64,89.87,65.4,40.93,46.07,43.88,0.31,68.79,84.03,99.26,98.52,18.74
"Finland",174,72.35,93.42,93.89,81.34,68.79,62.58,73.96,80.2,100,75.44,50.88,87.23,87.62,88.31,92.05,56.74,21.43,88.19,24.04
"Sierra Leone",96,72.11,98.97,77.78,88.55,99.32,98.88,99.39,41.18,97.63,75.78,53.93,27.38,27.38,0,65.29,82.64,100,97.68,10.6
"United Kingdom",180,72.06,80.74,80.54,74.64,68.74,62.44,84.04,74.58,83.35,87.45,91.55,50.86,43.73,9.82,57.42,74.1,90.78,88.92,49.93
"Saudi Arabia",50,71.98,96.01,87.55,83.87,80.18,71.28,70.31,73.03,98.32,99.16,100,50.19,42.24,2.18,63.62,52.24,40.85,86.44,45.19
"Djibouti",46,71.9,67.38,89.7,92.27,94.83,99.18,98.76,52.88,100,97.71,95.42,42.1,42.1,0,69.29,34.64,0,,62.15
"Chile",224,71.9,78.17,74.75,75.97,77.19,51.66,99.45,88.08,90.35,95.18,100,58.68,37.36,9.47,61.62,78.23,94.84,87.35,27.6
"Kuwait",51,71.87,94.71,85.8,86.63,87.46,99.38,95.82,77.12,98.32,99.16,100,43.63,43.54,0.02,63.53,37.75,11.97,,12.7
"Brazil",171,71.86,79.38,76.93,83.11,89.29,96.5,99.96,62.62,94.64,67.28,39.92,47.7,40.79,0.41,65.7,78.34,90.98,88.87,21.77
"Grenada",125,71.69,63.68,85.48,78.68,71.88,58.13,92.83,62.75,67.79,83.9,100,55.94,55.94,0,66.86,38.65,10.44,98.28,84.08
"Tuvalu",19,71.54,81.18,76.39,88.19,100,100,100,44.08,28.13,64.06,100,89.36,89.35,0,60.4,32.01,3.62,68.24,48.32
"Cayman Islands",113,71.5,82.79,80.51,80.16,79.82,56.07,80.58,51.96,100,100,100,49.35,49.35,0,68.51,48.78,29.05,,93.79
"Guadeloupe and Martinique",140,71.34,77.56,82.82,89.15,95.48,94.01,100,69.3,28.48,61.66,94.84,19.81,19.73,0.17,71.02,85.51,100,89.2,27.32
"Canary Islands",58,71.27,79.45,78.31,77.85,77.38,66.08,64.93,67.42,46.37,56.94,67.52,71.23,71.23,0,64.03,82.02,100,86.08,60.71
"Western Sahara",63,71.27,83.09,78.28,85.5,92.71,100,99.97,68.3,98.48,97.27,96.06,13.42,13.42,0,68.92,34.46,0,97.62,33.11
"French Polynesia",147,71.14,80.7,76.54,88.27,100,100,100,73.99,10.1,55.05,100,55.74,53.5,0.42,62.09,31.05,0,78.53,50.33
"Senegal",66,71.13,91.86,78.29,82.31,86.33,87.6,92.71,44.48,84.25,92.13,100,30.93,30.93,0,67.88,68.73,69.57,91.95,28.6
"Spain",182,71.09,73.7,73.53,78.14,82.75,97.62,71.76,68.87,100,77.74,55.48,56.56,69.6,83.38,66.74,61.47,56.2,71.88,40.12
"Liberia",97,71,72.17,77.37,88.55,99.73,99.53,99.7,50.6,100,100,100,18.88,18.88,0,69.27,55,40.73,92.93,32.63
"American Samoa",151,70.99,64.19,76.41,86.95,97.5,99.76,100,52,47.8,73.45,99.09,35.58,35.58,0,61.53,67.88,74.24,81.17,48.89
"Bermuda",108,70.95,87.91,73.44,80.32,87.19,51.18,98.26,55.16,66.41,83.21,100,58.65,58.65,0,62.63,32.56,2.49,62.25,100
"Cambodia",24,70.77,85.5,88.53,86.87,85.21,69.86,67.78,48,97.5,73.68,49.85,58.56,58.11,0.28,59.72,60.21,60.7,60.37,97.31
"Russia",73,70.75,74.45,82.28,80.64,79.01,84.76,74.69,59.25,98.66,86.62,74.58,72.25,72.18,0.17,74.56,73.21,71.86,91.79,9.89
"New Caledonia",5,70.66,81.72,82.81,85.35,87.89,70.81,69.77,80.65,82.51,91.26,100,64.2,55.12,0.19,61.89,64.69,67.49,30.89,76.35
"Ile Tromelin",36,70.66,,75.64,81.93,88.22,88.22,,82.88,,,,77.75,77.75,,44.99,22.5,0,,
"Bahrain",52,70.3,87.82,85.92,86.42,86.93,94.12,99.9,56.95,67.24,70.92,74.61,27.58,27.58,0.01,56.69,28.35,0,98.55,52.36
"Saint Vincent and the Grenadines",127,70.27,86.5,84.71,87.89,91.06,70.4,100,55.33,14.61,22.39,30.17,59.57,59.57,0,73.53,51.12,28.72,86.64,82.81
"Trinidad and Tobago",126,70.26,63.79,85.48,89.97,94.46,93.47,99.93,66.25,64.38,82.19,100,32.11,32.11,0,68.79,45.65,22.51,82.15,47.09
"Poland",178,70.22,92.18,93.26,71.96,50.67,56.38,30.8,62.66,100,80.23,60.46,95.65,95.65,0,91.37,95.69,100,99.99,16.64
"Comoro Islands",28,70.16,62.69,81.02,85.2,89.39,91.7,99.98,37.9,87.52,91.82,96.13,49.5,49.5,0,60,73.9,87.8,72.59,36.35
"Malta",68,70.04,71.33,66.61,77.5,88.39,72.03,64.36,53.46,93.91,84.24,74.57,40.53,48.83,57.77,64.13,63.26,62.4,65.41,100
"Wallis and Futuna",161,69.99,63.5,77.21,88.61,100,100,,72.97,47.8,68.39,88.98,67.26,67.26,0,71.43,35.72,0,85.3,48.21
"Canada",218,69.83,53.99,81.15,83.7,86.26,95.8,86.64,88.89,100,89.19,78.39,47.13,39.69,1.12,58.08,40.81,23.54,80.92,38.68
"R_union",32,69.79,82.24,76.18,86.84,97.51,88.22,100,71.87,69.33,63.17,57.01,56.99,56,1.75,65.42,41.59,17.76,68.24,39.75
"Mauritania",64,69.73,78.26,78.94,81.8,84.66,61.92,99.92,59.9,90.82,94.32,97.83,15.38,15.38,0,66.84,83.42,100,89.6,32.74
"British Indian Ocean Territory",38,69.61,64.81,80.39,87.78,95.17,100,70.75,83.52,88.57,67.52,46.46,34.46,34.46,0,66,83,100,,34.68
"Guinea Bissau",193,69.57,78.79,77.73,87.6,97.47,99.74,99.88,53.41,8.34,53.08,97.83,20.5,20.5,0,69.57,84.78,100,85.79,32.1
"Bassas da India",34,69.53,,77.74,86.7,95.66,88.22,,84.48,,,,65.74,65.74,,44.99,22.5,0,,
"Lithuania",189,69.46,93.99,93.36,79.23,65.09,62.72,23.45,61.99,100,70.18,40.37,93.35,93.35,0,91.37,95.69,100,100,14
"Samoa",152,69.36,81,78.92,80.29,81.65,99.96,99.97,78.06,65.35,34.22,3.1,68.53,68.53,0,65.23,33.41,1.6,69.53,48.66
"French Guiana",169,69.32,70.45,80.84,85.41,89.99,100,100,75.82,29.41,41.65,53.9,26.08,26.08,0,74.79,87.4,100,82.7,23.74
"Tanzania",202,69.24,91.28,84.71,82.22,79.73,66.03,81.48,43.29,100,100,100,59.19,51.48,3.22,62.24,81.12,100,69.59,25.96
"Iraq",192,69.16,61.89,83.45,90.53,97.62,98.75,96.06,67.23,35.84,67.92,100,61.1,61.1,0,68.75,34.38,0,96.06,17.73
"Vanuatu",6,68.99,62.13,82.38,81.13,79.88,87.12,71.68,65.65,100,100,100,48.9,48.9,0.03,60.3,30.67,1.04,42.65,100
"Bouvet Island",105,68.96,,79.54,82.54,85.55,,,99.25,,,,8.32,8.32,,71.45,85.73,100,,
"Barbados",124,68.94,73.46,80.36,90.18,100,100,100,62.1,71.84,69.17,66.5,19.18,19.18,0,69.29,38.68,8.07,,67.67
"British Virgin Islands",117,68.93,79.99,80.49,74.26,68.02,54.63,89.6,59.52,68.34,65.98,63.62,55,55,,70.87,42.08,13.3,68.24,100
"Christmas Island",2,68.92,73.26,76.3,83.53,90.77,71.99,70.07,75.58,99.72,94.32,88.93,29.44,29.44,0,67.97,59.07,50.17,68.24,63.66
"Tonga",155,68.88,42.06,77.62,87.44,97.26,97.73,99.97,62.02,71.8,85.9,100,31.93,31.03,0.24,62.53,45.88,29.22,88.13,48.62
"Ecuador",137,68.86,84.14,75.7,77.46,79.21,75.53,73.62,66,69.52,83.59,97.66,41.71,33.94,16.58,61.24,80.62,100,99.84,13.83
"Ireland",181,68.59,77.19,78.12,74.16,70.2,63.05,75.59,67.76,92.02,73.29,54.56,73.96,61.92,5.59,60.1,73.09,86.07,96.36,23.47
"Ascension",85,68.54,77.9,75.07,87.54,100,,,85.33,75.43,82.49,89.55,82.5,82.5,0,62.69,31.85,1.02,68.24,32.46
"Morocco",62,68.52,86.55,78.02,76.86,75.7,100,33.23,54.82,99.67,99.83,100,17.66,17.65,0.02,66.96,58.41,49.87,98.67,59.16
"Italy",184,68.38,65.16,69.31,75.52,81.72,72.26,66.71,69.1,100,83.58,67.16,43.3,56.64,84.43,68.01,75.61,83.22,64.47,54.8
"Jersey",227,68.38,88.46,82.82,80.39,77.95,62.9,98.86,55.56,75.43,82.49,89.55,63.58,63.58,0,64,63.13,62.27,52.06,36.4
"Guinea",194,68.24,79.82,77.23,86.3,95.37,96.69,98.4,42.29,95.51,78.29,61.08,14.5,14.5,0,64.93,72.04,79.15,95.41,18.67
"Ghana",106,68.1,72.67,76.14,85.53,94.93,100,99.88,33.88,89.87,94.94,100,51.71,51.71,0,70.6,37.13,3.65,86.93,18.34
"Line Islands (Kiribati)",148,68.01,46.98,75.52,87.26,99,99,,78.84,55.13,63.16,71.19,51.7,51.7,0,66.16,33.08,0,68.24,83.81
"Saint Lucia",122,68,79.51,85.68,87.88,90.09,73.8,98.29,58.3,59.87,52.93,45.98,37.56,37.55,0.02,74.77,46.9,19.03,44.84,100
"Malaysia",206,67.97,66.35,85.79,87.45,89.11,82.4,78.67,67.99,79.27,89.64,100,56.25,50.91,2.05,61.79,43.19,24.6,69.21,43.91
"Somalia",44,67.82,94.8,81.36,75.8,70.24,55.73,84.24,58.02,89.88,92.65,95.42,38.16,38.16,0,64.49,32.27,0.04,87.25,59.26
"Turkey",76,67.78,84.09,78.36,79.13,79.91,69.63,80.38,60.12,100,100,100,55.81,55.98,56.57,64.17,35.27,6.37,99.32,13.9
"Andaman and Nicobar",26,67.76,81.28,81.83,87.11,92.4,92.37,77.3,53.3,75.06,69.82,64.57,44.48,44.48,0,64.41,32.21,0,89.72,50.01
"Bangladesh",204,67.75,61.98,84.42,90.36,96.31,99.83,100,28.95,99.67,99.83,100,29.82,25.52,5.85,59.92,60.26,60.59,98.54,12.25
"Albania",82,67.72,50.03,74.21,74.91,75.61,73.44,71.24,69.14,100,100,100,17.96,14.65,7.86,63.38,68.81,74.24,92.06,62.97
"Cameroon",197,67.57,75.8,79.59,84.49,89.39,73.51,76.25,29.44,98.87,75.13,51.39,57.15,57.15,0,68.44,77.8,87.15,97.94,28.24
"Romania",72,67.48,68.72,88.45,82.49,76.53,74.62,74.62,59.87,100,90.29,80.59,29.82,29.82,0,82.98,91.49,100,82.75,20.1
"Jan Mayen",144,67.47,,77.08,50.41,23.74,62.22,,83.26,75.43,82.49,89.55,10.17,10.17,,67.52,83.76,100,100,
"Egypt",214,67.46,69.97,78.7,80.86,83.02,89.74,71.96,50.62,99.67,99.83,100,33.4,35.89,37.4,64.78,67.85,70.92,73.97,33.9
"Algeria",84,67.35,75,67.6,74.35,81.1,99,65.39,48.03,99.67,99.83,100,63.67,63.63,0.39,65.76,37.84,9.92,86.75,23.65
"South Africa",102,67.28,53.66,78.04,77.78,77.51,57.75,69.33,61.39,70.18,85.09,100,71.5,71.11,0.07,67.53,69.25,70.96,92.78,34.67
"Guatemala",136,67.25,64.03,78.61,72.99,67.37,99.79,92.73,47.21,100,100,100,39.5,30.7,10.28,69.48,78.22,86.97,68.46,18.31
"Gibraltar",60,67.22,72.15,75.41,87.7,100,,,54.46,47.21,73.61,100,52.57,52.57,0,63.11,64.93,66.75,,65.15
"Johnston Atoll",159,67.2,,75.15,80.72,86.28,73.56,,85.48,,,,11.28,11.28,,69.97,84.98,100,,
