"region_name","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Global average",0,70.81,75.13,78.68,81.19,83.69,82.23,80.98,69.26,86.33,80.79,75.25,53.76,50.26,5.9,64.57,62.35,60.12,78.09,47.96
"Macquarie Island",4,94.29,,80.38,90.19,100,100,,97.29,,,,100,100,,67.98,83.99,100,,
"Howland Island and Baker Island",158,91.45,,75.31,87.45,99.59,99.18,,95.86,,,,89.61,89.61,,70.3,85.15,100,,
"Ile Europa",35,86.2,,76.92,87.04,97.16,92.25,100,87.56,,,,86.79,86.79,,48.2,74.1,100,75.68,
"Jarvis Island",149,85.56,,73.7,85.71,97.72,95.45,,96.76,,,,64.71,64.71,,70.3,85.15,100,,
"Northern Saint-Martin",221,84.05,77.38,87.89,90.65,93.41,92.18,100,56.7,80.34,88.35,96.36,49.46,49.46,0,71.48,85.74,100,100,100
"Clipperton Island",107,83.36,,69.85,84.92,100,100,,83.35,,,,65.85,65.85,,65.38,82.69,100,,
"New Zealand",162,83.31,79.21,77.8,84.75,91.69,99.93,95.99,76.4,100,100,100,59.74,49.01,2.07,53.59,57.33,61.07,94.25,96.19
"Sint Maarten",220,83.14,91.45,86.38,89.14,91.91,100,100,47.82,80.07,88.22,96.36,73.53,73.53,0,71.71,58.08,44.45,,100
"Seychelles",31,82.52,85.78,79.59,83.7,87.81,80.9,99.96,80.74,65.65,82.82,100,54.75,54.75,0,60.23,56.73,53.23,99.82,100
"Saba",248,82.01,88.02,85.53,92.77,100,100,100,66.79,75.24,68.81,62.37,35.92,35.92,0,71.62,85.81,100,,100
"Heard and McDonald Islands",94,81.93,,82.19,91.1,100,,,99.43,,,,51.65,51.65,,68.14,84.07,100,83.43,
"Bahamas",110,81.91,85.74,82.27,78.09,73.91,61.87,84.68,62.37,94.62,81.12,67.61,84.54,84.51,0,69.3,80.68,92.06,100,100
"South Georgia and the South Sandwich Islands",89,80.97,,80.74,89.63,98.52,,,97.27,,,,70.47,70.47,,61.16,80.58,100,66.89,
"Antigua and Barbuda",120,80.97,100,79.97,79.15,78.33,75.45,98.91,58.09,83.4,91.7,100,55.93,55.93,0,71.5,83.73,95.96,66.75,100
"Oman",48,80.93,96.18,81.4,82.52,83.64,95.45,99.12,78.73,100,100,100,54.35,54.27,0.01,62.58,57.39,52.2,98.01,47.6
"United Arab Emirates",54,80.8,99.85,84.46,87.83,91.2,81.06,87.57,69.05,99,99.5,100,73.8,73.13,0.22,65.35,71.92,78.49,94.84,43.28
"Sint Eustatius",249,80.43,88.02,86.46,93.23,100,100,100,55.36,75.24,68.81,62.37,35.92,35.92,0,71.62,82.5,93.38,,100
"Prince Edward Islands",90,79.92,,78.57,80.18,81.79,63.68,,84.24,,,,92.61,92.61,,57.81,78.9,100,,
"Turks and Caicos Islands",111,79.73,89.61,78.74,74.37,70.01,74.35,84.65,60.9,90.93,90.49,90.05,92.06,92.05,0,71.58,64.09,56.6,66.75,100
"Madeira",57,79.51,84.75,74.63,86.55,98.46,,,67.14,91.27,79.83,68.4,70.88,70.88,0,66.77,83.38,100,91.36,72.16
"Mayotte",29,79.28,72.38,80.53,88.86,97.2,95.68,100,61.48,100,100,100,66.69,64.01,0.23,62.71,81.36,100,66.78,62.28
"Aruba",250,78.82,93.03,80.95,83.26,85.58,99.36,96.67,59.8,100,100,100,48.27,48.27,,75.99,43.53,11.07,64.24,100
"Sao Tome and Principe",103,78.78,82.84,75.24,87.62,100,99.74,99.74,52.87,100,100,100,46.22,46.22,0,62.93,46.23,29.52,76.35,96.13
"Bonaire",245,78.61,79.71,80.57,77.19,73.8,97.44,66.06,72.07,75.24,68.81,62.37,55.64,55.64,,71.62,85.81,100,83.43,100
"Tuvalu",19,78.42,81.43,74.73,87.37,100,100,100,51.99,100,100,100,89.31,89.31,0,60.42,32.02,3.62,66.75,75.34
"Oecussi Ambeno",237,78.24,81.16,85,92.19,99.37,100,99.71,63.96,89.28,75.82,62.37,63.58,63.58,0,70.24,73.59,76.93,,54.13
"Uruguay",173,78.19,96.59,68.95,68.43,67.91,59.57,81.91,62.33,100,100,100,37.57,37.57,0,64.19,81.39,98.59,100,94.13
"Qatar",190,78.01,95.38,83.99,87.44,90.88,98.63,98.57,68.92,77.8,65.21,52.61,63.54,63.54,0,69.42,74.24,79.06,66.75,61.43
"New Caledonia",5,77.71,82.02,81.57,84.78,87.99,70.82,69.78,82.46,84.65,92.32,100,63.03,56.49,0.17,62.6,75.99,89.38,90.4,72.08
"Juan de Nova Island",33,77.41,,79.17,86.7,94.22,88.22,,86.08,95.29,94.34,93.4,86.79,86.79,,48.2,24.1,0,75.68,
"Greenland",145,76.91,85.07,81.02,76.61,72.2,87.38,74.62,88.05,99.67,99.83,100,54.35,54.35,0,60.78,79.77,98.77,80.36,43.09
"Palmyra Atoll",150,76.82,,73.31,80.01,86.72,73.56,,92,,,,53.39,53.39,,70.3,85.15,100,,
"Phoenix Islands (Kiribati)",157,76.22,49.19,74.47,86.99,99.5,99,,95.19,64.17,68.89,73.61,83.72,83.72,0,66.45,83.22,100,66.75,53.06
"Kerguelen Islands",93,76.18,,80.77,89.9,99.04,,,96.79,,,,43.92,43.92,,48.2,74.1,100,,
"Sweden",222,75.85,96.63,90.11,77.26,64.42,61.51,61.82,61.06,100,100,100,76.78,76.85,77.95,85.92,80.97,76.03,99.76,42.63
"Estonia",70,75.82,91.2,91.65,79.01,66.36,62.67,55.8,65.43,100,73.81,47.62,92.52,92.52,0,90.96,95.48,100,99.94,42.3
"Saint Kitts and Nevis",119,75.82,80.45,85.55,88.67,91.79,79.84,100,56.79,77.65,55.67,33.69,30.82,30.82,0,70.6,83.81,97.02,82.19,100
"French Polynesia",147,75.59,76.63,75.24,87.62,100,100,100,78.89,42.27,71.13,100,56.93,54.65,0.52,62.7,31.35,0,77.13,78.47
"Panama",129,75.32,63.25,80.8,85.17,89.54,90.53,96.17,66.26,100,100,100,40.9,34.26,1.1,64.79,73.15,81.51,100,44.43
"Azores",55,75,73.17,70.81,85.34,99.87,100,,66.88,100,84.2,68.4,57.23,57.23,0,66.77,64.53,62.29,71.48,72.16
"Finland",174,74.67,92.15,92.22,77.29,62.36,62.58,73.96,70.6,100,82.24,64.48,85.25,86.29,87.99,92.35,86.37,80.38,88.06,27.21
"Glorioso Islands",30,74.62,,80.55,87.38,94.22,88.22,,86.21,95.29,94.34,93.4,17.48,17.48,,48.2,74.1,100,,
"Dominica",123,74.52,54.6,81.56,82.04,82.53,96.89,100,59.59,86.61,79.9,73.2,47.3,47.3,0,76.67,43.87,11.06,81.01,100
"Palau",8,74.46,66.4,75.91,84.18,92.44,88.66,71.71,82.15,100,81.8,63.6,93.11,93.09,0.05,61.79,80.9,100,41.83,53.93
"Portugal",183,74.38,59.2,74.47,69.97,65.46,99.12,84.13,54.38,100,93.38,86.76,44.52,43.05,31.31,62.49,81.24,100,71.93,87.41
"American Samoa",151,74.3,62.66,74.83,86.17,97.5,99.76,100,55.78,66.5,82.62,98.74,35.35,35.35,0,61.62,64.77,67.92,79.6,76.33
"Bassas da India",34,74.22,,76.91,84.24,91.58,88.22,,86.3,,,,86.79,86.79,,48.2,24.1,0,75.68,
"Mexico",135,73.98,83.59,76.69,85.21,93.73,92.26,93.67,67.57,100,72.14,44.29,31.93,29.13,0.19,60.57,80.29,100,70.07,65.89
"Kuwait",51,73.96,86.13,84.04,85.62,87.19,99.38,95.82,65.33,100,100,100,41.95,41.94,0,65,72.8,80.6,,18.65
"Belize",164,73.96,84.51,84.73,73.85,62.96,61.69,96.45,64.14,100,100,100,59.98,33.72,2.48,68.28,84.14,100,41.07,100
