region_name,region_id,Index,AO,SPP,BD,HAB,CP,CS,CW,ECO,LE,LIV,FIS,FP,MAR,ICO,SP,LSP,NP,TR
Global average,0,70.16,75.16,78.26,76.7,75.13,81.7,81.06,68.85,86.33,80.79,75.25,54.71,50.71,6.1,62.67,62.65,62.63,75.83,48.2
Macquarie Island,4,92.7,NA,80.72,90.36,100,100,NA,97.89,NA,NA,NA,92.9,92.9,NA,64.74,82.37,100,NA,NA
Howland Island and Baker Island,158,90.67,NA,74.67,87.13,99.59,99.18,NA,96.77,NA,NA,NA,87.21,87.21,NA,66.15,83.08,100,NA,NA
Jarvis Island,149,89.92,NA,72.97,85.34,97.72,95.45,NA,99.23,NA,NA,NA,86.51,86.51,NA,66.15,83.08,100,NA,NA
Ile Europa,35,88.56,NA,76.62,86.89,97.16,92.25,100,84.41,NA,NA,NA,92.46,92.46,NA,50.7,75.35,100,NA,NA
Northern Saint-Martin,221,84.16,75.31,87.47,90.52,93.56,92.18,100,65.87,80.34,88.35,96.36,46.61,46.61,0,65.62,82.81,100,100,100
Palmyra Atoll,150,84.08,NA,72.67,79.69,86.72,73.56,NA,93.1,NA,NA,NA,90.95,90.95,NA,66.15,83.08,100,NA,NA
Sint Maarten,220,84.07,82.12,85.87,92.94,100,100,100,65.61,80.07,88.22,96.36,72.62,72.62,0,66.42,55.09,43.76,NA,100
Clipperton Island,107,83.62,NA,69.1,84.55,100,100,NA,82.73,NA,NA,NA,70.35,70.35,NA,60.91,80.45,100,NA,NA
Seychelles,31,83.21,86.69,79.1,80.2,81.3,80.9,99.96,77.25,65.65,82.82,100,68.73,68.73,0,58.77,56,53.23,99.6,100
New Zealand,162,82.15,78.25,77.95,77.47,76.98,99.93,95.95,78.35,100,100,100,57.66,45.74,2.29,53.04,56.1,59.16,92.8,96.88
Aruba,250,82.01,93.91,80.26,82.92,85.58,99.36,96.67,68.48,100,100,100,43.84,43.84,NA,69.54,40.31,11.07,94.64,100
Mayotte,29,81.8,77.1,80.16,88.71,97.26,95.68,100,74.74,100,100,100,75.38,74.96,0.11,60.59,80.3,100,63.05,63.4
Saba,248,81.78,84.87,85.53,92.77,100,100,100,69.18,75.24,68.81,62.37,38.07,38.07,0,64.71,82.36,100,NA,100
Heard and McDonald Islands,94,81.67,NA,82.57,91.29,100,NA,NA,99.25,NA,NA,NA,51.64,51.64,NA,74.81,87.41,100,78.79,NA
Sint Eustatius,249,80.95,84.87,86.49,93.24,100,100,100,67.8,75.24,68.81,62.37,38.07,38.07,0,64.71,75.74,86.76,NA,100
Bahamas,110,80.82,85.57,81.59,77.92,74.25,62.7,85.58,58.02,94.62,81.12,67.61,83.61,83.59,0,63.33,73.72,84.12,100,100
United Arab Emirates,54,80.62,97.15,83.64,82.69,81.73,81.09,87.59,71.62,99,99.5,100,72.34,69.67,0.84,65.27,74.07,82.87,96.2,46.64
Prince Edward Islands,90,80.15,NA,78.66,80.23,81.79,63.68,NA,88.02,NA,NA,NA,87.49,87.49,NA,62.67,81.33,100,NA,NA
Antigua and Barbuda,120,80.07,100,79.29,78.87,78.44,75.44,98.91,58.66,83.4,91.7,100,55.41,55.38,0,65.46,78.69,91.93,63.03,100
Portugal,183,79.23,69.68,73.51,72.9,72.3,99.12,84.13,71.92,100,93.38,86.76,45.49,43.54,31.11,59.36,79.68,100,86.51,91.42
Uruguay,173,78.9,96.38,68.57,62.46,56.34,59.57,81.91,67.73,100,100,100,47.74,47.74,0,62.12,79.66,97.2,99.98,93.58
Madeira,57,78.77,85.72,73.83,85.21,96.59,NA,NA,67.22,91.27,79.83,68.4,76.52,76.52,0,60.86,80.43,100,82.04,73.16
Turks and Caicos Islands,111,78.75,89.28,78.07,74.54,71.01,75.35,85.2,58.13,90.93,90.49,90.05,90.6,90.6,0,65.14,60.87,56.6,63.03,100
Juan de Nova Island,33,78.52,NA,78.84,86.53,94.22,88.22,NA,84.2,95.29,94.34,93.4,92.46,92.46,NA,50.7,25.35,0,NA,NA
Oman,48,78.18,92.61,80.75,78.68,76.62,95.61,99.53,73.67,100,100,100,52.9,52.9,0.01,60.47,49.79,39.1,98.19,40.81
Saint Kitts and Nevis,119,78.15,89.54,84.99,88.39,91.79,79.84,100,70.85,77.65,55.67,33.69,31.55,31.55,0,65.75,81.39,97.02,84.23,100
Sao Tome and Principe,103,77.95,82.05,74.89,87.44,100,99.88,99.88,47.07,100,100,100,48.68,48.68,0,57.19,43.36,29.52,77.65,93.47
Bonaire,245,77.93,80.27,79.81,76.8,73.8,97.44,66.06,80.05,75.24,68.81,62.37,48.72,48.72,NA,64.71,82.36,100,78.8,100
Greenland,145,77.63,85.02,80.87,68.03,55.18,85.88,74.62,86.03,99.67,99.83,100,52.86,52.86,0,64.26,81.52,98.77,100,42.53
Qatar,190,77.51,100,83.15,81.94,80.73,98.63,98.57,73.68,77.8,65.21,52.61,67.04,67.04,0,69.3,74.18,79.06,63.03,52.84
New Caledonia,5,77.26,82.11,81.08,84.54,88.01,70.83,69.79,80.49,84.65,92.32,100,54.34,48.04,0.17,61.05,70.38,79.7,93.42,80.68
Azores,55,76.97,74.84,70.09,82.42,94.75,100,NA,68.67,100,84.2,68.4,65.84,65.84,0,60.86,61.57,62.29,82.02,73.16
Kerguelen Islands,93,76.45,NA,81.14,90.57,100,NA,NA,97.51,NA,NA,NA,42.37,42.37,NA,50.7,75.35,100,NA,NA
Tuvalu,19,76.35,81.44,74.07,87.03,100,100,100,44.42,100,100,100,85.39,85.38,0,55.98,29.8,3.62,63.03,72.35
Sweden,222,76.35,96.22,89.41,70.67,51.93,61.51,61.82,73.85,100,100,100,73.44,73.6,77.46,86.02,82.49,78.96,99.79,43.53
Estonia,70,76.27,92.13,91.04,74.75,58.47,62.67,55.8,72.76,100,73.81,47.62,90.58,90.58,0,91.23,95.61,100,99.81,44.76
Germany,176,75.92,72.86,82.78,72.33,61.88,62.01,90.98,69.56,100,89.31,78.62,24.14,39.74,93.51,84.91,92.46,100,96.29,73.7
