"region_name","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Global average",0,70.31,76.28,79.48,81.83,84.17,82.52,80.99,67.61,86.33,80.79,75.25,54.37,51.13,5.57,64.95,59.99,55.03,76.33,45.6
"Macquarie Island",4,94.49,,79.71,89.85,100,100,,98.61,,,,100,100,,67.99,84,100,,
"Howland Island and Baker Island",158,91.49,,76.58,87.88,99.18,99.18,,96.77,,,,88.63,88.63,,69.98,84.99,100,,
"Ile Europa",35,88.52,,77.53,87.35,97.16,92.25,100,84.41,,,,93.29,93.29,,47.66,73.83,100,,
"Sint Maarten",220,86.85,95.74,87.38,93.69,100,100,100,64.91,80.07,88.22,96.36,74.68,74.68,0,73.01,64.39,55.77,,100
"Jarvis Island",149,85.64,,75.17,86.2,97.23,95.45,,99.23,,,,62.31,62.31,,69.98,84.99,100,,
"Northern Saint-Martin",221,84.97,76.04,88.73,91.51,94.29,92.18,100,67.87,80.34,88.35,96.36,47.95,47.95,0,71.66,85.83,100,100,100
"Heard and McDonald Islands",94,82.8,,81.44,87.1,92.77,,,99.25,,,,59.07,59.07,,67.79,83.89,100,84.65,
"Seychelles",31,82.77,86.13,80.57,83.96,87.36,80.9,99.96,81.8,65.65,82.82,100,56.18,56.18,0.01,59.86,56.54,53.23,99.4,100
"New Zealand",162,82.29,81.23,77.51,85.64,93.78,99.93,96.07,78.28,100,100,100,63.92,52.92,2.49,53.99,54.09,54.19,95.55,79.15
"Prince Edward Islands",90,82.02,,78.39,79.99,81.58,63.68,,97.18,,,,90.7,90.7,,57.12,78.56,100,,
"Bahamas",110,80.51,86.17,83.62,78.6,73.59,61.29,84.03,60.43,94.62,81.12,67.61,84.42,84.42,0,69.56,69.07,68.59,100,100
"Panama",129,80.32,75.8,82.18,86.01,89.85,90.57,96.18,63.64,100,100,100,43.16,40.16,0.71,65.32,73.35,81.39,100,77.47
"Antigua and Barbuda",120,79.86,100,81.32,79.25,77.19,75.05,98.82,58.09,83.4,91.7,100,55,55,0,72.76,72.93,73.09,67.72,100
"Saba",248,79.42,88.58,85.53,92.77,100,100,100,68.96,75.24,68.81,62.37,35.52,35.52,0,70.23,60.12,50,,100
"Madeira",57,79.32,85.35,76.22,87.97,99.73,,,65.09,91.27,79.83,68.4,74.08,74.08,0,65.81,82.9,100,93.28,66.06
"Turks and Caicos Islands",111,79.24,86.56,80.08,74.74,69.39,73.8,84.34,58.79,90.93,90.49,90.05,91.72,91.72,0,71.92,64.26,56.6,67.72,100
"Aruba",250,78.98,90.88,82.32,83.95,85.58,99.36,96.67,69.34,100,100,100,47.62,47.62,,76.46,43.77,11.07,58.18,100
"Palau",8,78.69,77.54,76.89,84.44,91.99,88.64,71.68,70.34,100,81.8,63.6,92.95,92.92,0.07,61.63,80.81,100,60.76,77.96
"Sint Eustatius",249,78.69,88.58,86.41,93.21,100,100,100,68.61,75.24,68.81,62.37,35.52,35.52,0,70.23,53.5,36.76,,100
