region_name,region_id,Index,AO,SPP,BD,HAB,CP,CS,CW,ECO,LE,LIV,FIS,FP,MAR,ICO,SP,LSP,NP,TR
Global average,0,68.93,75.76,78.06,76.35,74.64,81.74,81.05,69.03,86.33,80.79,75.25,54.75,50.56,6.22,60.3,61.4,62.51,76.43,35.74
Macquarie Island,4,90.94,NA,80.89,83.25,85.61,100,NA,97.89,NA,NA,NA,92.9,92.9,NA,61.33,80.67,100,NA,NA
Howland Island and Baker Island,158,89.82,NA,74.36,86.97,99.59,99.18,NA,96.77,NA,NA,NA,87.24,87.24,NA,57.85,78.92,100,NA,NA
Jarvis Island,149,89,NA,72.6,85.16,97.72,95.45,NA,99.23,NA,NA,NA,86.23,86.23,NA,57.85,78.92,100,NA,NA
Ile Europa,35,88.8,NA,76.47,86.82,97.16,92.25,100,84.41,NA,NA,NA,93.93,93.93,NA,50.77,75.38,100,NA,NA
Clipperton Island,107,83.56,NA,68.72,84.36,100,100,NA,82.73,NA,NA,NA,70.52,70.52,NA,60.37,80.19,100,NA,NA
Palmyra Atoll,150,83.22,NA,72.34,79.53,86.72,73.56,NA,93.1,NA,NA,NA,90.99,90.99,NA,57.85,78.92,100,NA,NA
Seychelles,31,82.97,87.54,78.86,78.52,78.17,80.9,99.96,77.24,65.65,82.82,100,68.8,68.8,0,55.77,54.5,53.23,99.44,100
Aruba,250,82.37,93.32,79.91,82.75,85.58,99.36,96.67,68.46,100,100,100,43.95,43.95,NA,69.42,40.25,11.07,98.94,100
Mayotte,29,81.42,96.83,79.98,88.63,97.29,95.68,100,75.25,100,100,100,76.31,75.78,0.05,52.21,76.1,100,63.03,42.91
New Zealand,162,81.39,77.68,78.02,77.61,77.2,99.93,95.91,78.39,100,100,100,56.94,46.03,2.28,53.01,56.08,59.15,92.38,89.9
Heard and McDonald Islands,94,81.18,NA,82.76,91.38,100,NA,NA,99.25,NA,NA,NA,49.05,49.05,NA,74.95,87.48,100,78.74,NA
Sint Maarten,220,81.18,83.35,85.62,92.81,100,100,100,66.49,80.07,88.22,96.36,72.38,72.38,0,66.3,55.03,43.76,NA,72.3
Northern Saint-Martin,221,80.96,75.51,87.26,90.73,94.19,92.18,100,65.79,80.34,88.35,96.36,46.62,46.62,0,65.47,82.73,100,100,67.72
Bahamas,110,80.88,85.9,81.26,77.84,74.43,63.14,86.05,57.43,94.62,81.12,67.61,83.66,83.63,0,63.21,73.67,84.12,100,100
Prince Edward Islands,90,80.12,NA,78.71,80.25,81.79,63.68,NA,88.02,NA,NA,NA,87.29,87.29,NA,62.75,81.37,100,NA,NA
United Arab Emirates,54,78.84,96.99,83.24,82.96,82.67,81.08,87.59,71.12,99,99.5,100,72.3,69.65,1.07,57.79,69.78,81.77,95.98,33.76
Juan de Nova Island,33,78.75,NA,78.67,86.45,94.22,88.22,NA,84.2,95.29,94.34,93.4,93.93,93.93,NA,50.77,25.38,0,NA,NA
Saba,248,78.45,85.12,85.53,92.77,100,100,100,69.22,75.24,68.81,62.37,38.19,38.19,0,64.6,82.3,100,NA,69.67
Saint Kitts and Nevis,119,78.04,90.04,84.71,88.25,91.79,79.84,100,73.09,77.65,55.67,33.69,31.54,31.54,0,65.67,79.86,94.05,82.13,100
Qatar,190,77.99,100,82.73,82.96,83.19,98.63,98.57,73.65,77.8,65.21,52.61,69.12,69.12,0,60.09,69.57,79.06,77.47,44.72
Antigua and Barbuda,120,77.65,100,78.95,78.35,77.75,75.03,98.82,58.91,83.4,91.7,100,55.4,55.37,0,65.31,78.62,91.93,63,76.7
Sint Eustatius,249,77.54,85.12,86.5,93.25,100,100,100,67.16,75.24,68.81,62.37,38.19,38.19,0,64.6,75.68,86.76,NA,69.67
South Georgia and the South Sandwich Islands,89,76.74,NA,81.26,69.85,58.45,NA,NA,98.67,NA,NA,NA,47.56,47.56,NA,65.45,82.72,100,84.9,NA
Greenland,145,76.48,85.1,80.8,67.66,54.53,85.64,74.62,86.01,99.67,99.83,100,52.68,52.68,0,62,80.39,98.77,100,32.89
Kerguelen Islands,93,76.32,NA,81.33,90.66,100,NA,NA,97.51,NA,NA,NA,41.72,41.72,NA,50.77,75.38,100,NA,NA
Oman,48,76.25,92.31,80.42,74.6,68.78,95.6,99.53,73.71,100,100,100,52.27,52.17,0.01,54.94,47.02,39.1,98.81,28.77
Turks and Caicos Islands,111,75.97,89.46,77.73,74.66,71.6,75.99,85.57,58.85,90.93,90.49,90.05,90.62,90.61,0,65.01,60.81,56.6,63,70.23
Portugal,183,75.67,63.54,73.02,72.55,72.08,99.12,84.13,72.32,100,93.38,86.76,43.93,42.49,35.59,58.3,79.15,100,78.9,71.18
Estonia,70,75.52,92.56,90.73,75.79,60.85,62.67,55.8,72.85,100,73.81,47.62,89.85,89.85,0,91.16,95.58,100,99.69,36.57
Bassas da India,34,75.49,NA,76.41,85.42,94.43,88.22,NA,84.48,NA,NA,NA,93.93,93.93,NA,50.77,25.38,0,NA,NA
Sweden,222,75.39,96.15,89.06,71.07,53.07,61.51,61.82,74.73,100,100,100,72.84,73.16,81.34,85.98,82.14,78.29,99.61,33.71
Uruguay,173,75.34,81.17,68.38,62.71,57.05,59.57,81.91,69.21,100,100,100,51.68,51.68,0,62.05,79.62,97.19,99.89,67.67
Iraq,192,75.3,100,81.62,87.42,93.22,98.05,96.06,77.64,71.06,85.53,100,71.38,71.38,0,58.34,29.17,0,98.54,9.18
Madeira,57,75.06,86.08,73.43,81.3,89.17,NA,NA,67.56,91.27,79.83,68.4,76.74,76.74,0,60.71,80.36,100,73.05,55.57
Tuvalu,19,74.99,81.62,73.74,86.87,100,100,100,45.72,100,100,100,85.26,85.26,0,50.07,26.84,3.62,63,60.56
Bonaire,245,74.88,80.53,79.42,76.61,73.8,97.44,66.06,80.11,75.24,68.81,62.37,48.57,48.57,NA,64.6,82.3,100,78.74,69.67
Sao Tome and Principe,103,74.74,81.17,74.71,87.36,100,99.89,99.89,47.07,100,100,100,48.51,48.51,0,56.99,43.26,29.52,76.96,63.27
Venezuela,139,74.65,85.17,80.55,76.82,73.1,95.71,99.69,66.18,97.1,83.99,70.88,57.69,51.8,0.48,65.29,81.84,98.4,93.97,11.32
Azores,55,74.39,75.27,69.73,81.56,93.39,100,NA,68.91,100,84.2,68.4,66.17,66.17,0,60.71,61.5,62.29,76.31,55.57
