region_name,region_id,Index,AO,SPP,BD,HAB,CP,CS,CW,ECO,LE,LIV,FIS,FP,MAR,ICO,SP,LSP,NP,TR
Global average,0,69.33,76.93,77.65,76.26,74.86,82.35,81.04,70.06,86.33,80.79,75.25,54.9,50.29,6.55,59.71,61.03,62.35,75.3,39.16
Macquarie Island,4,90.94,NA,81.23,83.42,85.61,100,NA,97.89,NA,NA,NA,92.9,92.9,NA,61,80.5,100,NA,NA
Howland Island and Baker Island,158,89.71,NA,73.72,86.66,99.59,99.18,NA,96.77,NA,NA,NA,87.26,87.26,NA,57.35,78.68,100,NA,NA
Jarvis Island,149,89.04,NA,71.87,84.79,97.72,95.45,NA,99.23,NA,NA,NA,87.04,87.04,NA,57.35,78.68,100,NA,NA
Ile Europa,35,88.85,NA,76.17,86.66,97.16,92.25,100,84.41,NA,NA,NA,94.39,94.39,NA,50.84,75.42,100,NA,NA
Seychelles,31,85.13,86.35,78.37,78.27,78.17,80.9,99.96,77.23,65.65,82.82,100,68.47,68.47,0,55.53,77.77,100,99.49,100
Palmyra Atoll,150,83.11,NA,71.7,79.21,86.72,73.56,NA,93.1,NA,NA,NA,91,91,NA,57.35,78.68,100,NA,NA
Sint Maarten,220,82.17,83.19,85.12,92.56,100,100,100,67.14,80.07,88.22,96.36,72.09,72.09,0,62.49,53.13,43.76,NA,83.18
Clipperton Island,107,81.68,NA,67.97,83.99,100,100,NA,82.73,NA,NA,NA,62.76,62.76,NA,57.84,78.92,100,NA,NA
Bahamas,110,80.94,83.5,80.58,77.5,74.43,63.14,86.05,62.3,94.62,81.12,67.61,83.82,83.8,0,59.96,72.04,84.12,100,100
New Zealand,162,80.63,76.72,78.17,77.69,77.2,99.93,95.91,78.48,100,100,100,56.82,44.38,2.56,52.93,56.03,59.13,92.48,84.62
Heard and McDonald Islands,94,80.47,NA,83.14,91.57,100,NA,NA,99.25,NA,NA,NA,44.88,44.88,NA,75.12,87.56,100,79.07,NA
Prince Edward Islands,90,80.43,NA,78.8,80.3,81.79,63.68,NA,88.02,NA,NA,NA,88.74,88.74,NA,62.79,81.39,100,NA,NA
Northern Saint-Martin,221,80.35,61.7,86.84,90.52,94.19,92.18,100,65.71,80.34,88.35,96.36,46.35,46.35,0,62.02,81.01,100,100,77.7
Mayotte,29,79.94,80.77,79.62,88.45,97.29,95.68,100,74.49,100,100,100,77.1,76.52,0.03,51.65,75.82,100,63.3,44.38
United Arab Emirates,54,79.24,97.34,82.42,82.55,82.67,81.08,87.59,71.3,99,99.5,100,72.71,70.51,1.27,57.41,67.88,78.36,96.83,37.84
Saba,248,79.22,83.97,85.53,92.77,100,100,100,69.21,75.24,68.81,62.37,38.2,38.2,0,60.83,80.41,100,NA,79.58
Juan de Nova Island,33,78.81,NA,78.34,86.28,94.22,88.22,NA,84.2,95.29,94.34,93.4,94.39,94.39,NA,50.84,25.42,0,NA,NA
Sint Eustatius,249,78.42,83.97,86.52,93.26,100,100,100,68.18,75.24,68.81,62.37,38.2,38.2,0,60.83,73.8,86.76,NA,79.58
Aruba,250,78.38,91.15,79.23,82.4,85.58,99.36,96.67,68.45,100,100,100,44.18,44.18,NA,65.94,38.51,11.07,63.03,100
Qatar,190,78.32,100,81.89,82.54,83.19,98.63,98.57,73.59,77.8,65.21,52.61,69.28,69.28,0,59.59,69.33,79.06,80.55,45.54
Antigua and Barbuda,120,78.28,100,78.28,78.01,77.75,75.03,98.82,59.19,83.4,91.7,100,55.38,55.34,0,61.99,76.96,91.93,63.24,84.49
Madeira,57,77.99,97.28,72.64,80.91,89.17,NA,NA,67.46,91.27,79.83,68.4,76.78,76.78,0,59.51,79.75,100,81.51,60.4
Saint Kitts and Nevis,119,76.77,78.54,84.15,87.97,91.79,79.84,100,72.72,77.65,55.67,33.69,31.81,31.81,0,62.24,78.14,94.05,82.97,100
