region_name,region_id,Index,AO,SPP,BD,HAB,CP,CS,CW,ECO,LE,LIV,FIS,FP,MAR,ICO,SP,LSP,NP,TR
Global average,0,69.01,74.75,77.86,76.31,74.76,81.9,81.04,70.19,86.33,80.79,75.25,53.36,49.6,6.37,59.83,61.28,62.73,75.09,38.84
Macquarie Island,4,92.32,NA,81.06,83.34,85.61,100,NA,97.67,NA,NA,NA,100,100,NA,61.16,80.58,100,NA,NA
Howland Island and Baker Island,158,90.17,NA,74.04,86.81,99.59,99.18,NA,96.77,NA,NA,NA,89.3,89.3,NA,57.59,78.79,100,NA,NA
Ile Europa,35,86.49,NA,76.32,86.74,97.16,92.25,100,84.41,NA,NA,NA,93.74,93.74,NA,50.81,75.41,100,72.88,NA
Jarvis Island,149,84.22,NA,72.23,84.98,97.72,95.45,NA,99.23,NA,NA,NA,62.64,62.64,NA,57.59,78.79,100,NA,NA
Clipperton Island,107,83.59,NA,68.35,84.17,100,100,NA,82.73,NA,NA,NA,72.04,72.04,NA,58,79,100,NA,NA
Sint Maarten,220,83.27,92.42,85.37,92.69,100,100,100,67.14,80.07,88.22,96.36,74.05,74.05,0,62.71,53.24,43.76,NA,81.65
Seychelles,31,82.96,79.83,78.61,78.39,78.17,80.9,99.96,77.36,65.65,82.82,100,52.8,52.8,0,55.65,77.82,100,99.67,100
Aruba,250,81.39,89.19,79.57,82.58,85.58,99.36,96.67,68.45,100,100,100,48.14,48.14,NA,66.13,38.6,11.07,90.9,100
New Zealand,162,80.61,76.05,78.1,77.65,77.2,99.93,95.91,78.64,100,100,100,56.63,45.07,2.5,52.97,56.06,59.14,91.31,85.5
Mayotte,29,80.6,94.43,79.8,88.54,97.29,95.68,100,74.59,100,100,100,68.28,67.87,0.03,51.92,75.96,100,64.8,44.08
Heard and McDonald Islands,94,80.24,NA,82.95,91.48,100,NA,NA,99.25,NA,NA,NA,42.01,42.01,NA,75.06,87.53,100,80.91,NA
Prince Edward Islands,90,79.74,NA,78.75,80.27,81.79,63.68,NA,84.86,NA,NA,NA,88.51,88.51,NA,62.79,81.39,100,NA,NA
Saba,248,79.31,87.91,85.53,92.77,100,100,100,69.28,75.24,68.81,62.37,36.34,36.34,0,61.03,80.52,100,NA,78.15
United Arab Emirates,54,79.14,99.23,82.83,82.75,82.67,81.08,87.59,71.35,99,99.5,100,73.06,70.08,1.32,57.59,68.36,79.14,93.59,37.82
Sint Eustatius,249,78.5,87.91,86.51,93.25,100,100,100,68.17,75.24,68.81,62.37,36.34,36.34,0,61.03,73.9,86.76,NA,78.15
Antigua and Barbuda,120,78.37,100,78.62,78.18,77.75,75.03,98.82,59.12,83.4,91.7,100,55.67,55.64,0,62.21,77.07,91.93,64.74,83.35
Juan de Nova Island,33,77.88,NA,78.51,86.36,94.22,88.22,NA,84.2,95.29,94.34,93.4,93.74,93.74,NA,50.81,25.41,0,72.88,NA
South Georgia and the South Sandwich Islands,89,77.62,NA,81.44,71.5,61.56,NA,NA,98.54,NA,NA,NA,57.73,57.73,NA,65.44,82.72,100,NA,NA
Oman,48,77.44,96.41,80.09,74.43,68.78,95.6,99.53,73.7,100,100,100,60.33,60.12,0.02,54.74,46.92,39.1,99.53,28.16
Qatar,190,77.36,97.36,82.31,82.75,83.19,98.63,98.57,73.58,77.8,65.21,52.61,65.29,65.29,0,59.83,69.45,79.06,78,44.79
Northern Saint-Martin,221,77.19,73.18,87.05,90.62,94.19,92.18,100,65.71,80.34,88.35,96.36,48.34,48.34,0,62.21,81.1,100,56.2,76.26
Bonaire,245,76.48,79.11,79.04,76.42,73.8,97.44,66.06,80.08,75.24,68.81,62.37,57.32,57.32,NA,61.03,80.52,100,80.92,78.15
Turks and Caicos Islands,111,76.45,85.68,77.4,74.5,71.6,75.99,85.57,59.18,90.93,90.49,90.05,92,92,0,61.7,59.15,56.6,64.74,77.15
Bahamas,110,76.28,82.24,80.92,77.67,74.43,63.14,86.05,60.15,94.62,81.12,67.61,84.13,84.11,0,60.15,72.13,84.12,56.2,100
Kerguelen Islands,93,75.87,NA,81.51,90.76,100,NA,NA,97.31,NA,NA,NA,40.02,40.02,NA,50.81,75.41,100,NA,NA
Palmyra Atoll,150,75.83,NA,72.02,79.37,86.72,73.56,NA,93.1,NA,NA,NA,54.34,54.34,NA,57.59,78.79,100,NA,NA
Tuvalu,19,75.69,81.64,73.41,86.7,100,100,100,45.73,100,100,100,89.19,89.19,0,49.85,26.73,3.62,64.74,62.15
Sweden,222,75.48,95.44,88.71,71.47,54.22,61.51,61.82,75.07,100,100,100,75.43,75.67,83.89,85.93,82.5,79.07,99.67,31.6
Portugal,183,75.42,59.85,72.54,72.31,72.08,99.12,84.13,72.05,100,93.38,86.76,43.28,42.62,39.43,58.24,79.12,100,78.62,73.02
Slovenia,188,75.34,69.55,78.11,69.85,61.58,98.9,70.93,80.44,100,100,100,64.27,81.92,84.44,59.86,57.24,54.63,85.67,38.89
Estonia,70,75.24,90.79,90.42,75.35,60.29,62.67,55.8,72.75,100,73.81,47.62,90.58,88.94,0.72,91.09,95.54,100,99.69,37.01
Sao Tome and Principe,103,75.17,83.89,74.53,87.27,100,100,100,47.43,100,100,100,45.64,45.64,0,56.81,43.17,29.52,84.05,60.22
Oecussi Ambeno,237,75.17,81.29,84.57,91.97,99.37,100,99.71,63.63,89.28,75.82,62.37,63.23,63.23,0,59.65,58.64,57.62,NA,42.22
Bassas da India,34,75.01,NA,76.24,85.33,94.43,88.22,NA,84.48,NA,NA,NA,93.74,93.74,NA,50.81,25.41,0,72.88,NA
Wallis and Futuna,161,75.01,100,74.53,87.27,100,100,NA,71,66.5,77.89,89.28,66.96,66.96,0,58.2,29.1,0,80.92,61.98
Uruguay,173,74.97,78.89,68.19,62.62,57.05,59.57,81.91,70.01,100,100,100,52.24,52.24,0,61.98,79.58,97.18,99.66,65.28
Venezuela,139,74.71,90.44,78.97,75.96,72.95,95.34,99.25,65.79,95.27,82.64,70,57.44,48.05,0.63,62.15,79.51,96.87,96.5,13.58
Greenland,145,74.57,84.04,80.72,67.96,55.2,84.99,74.62,86.01,99.67,99.83,100,53.21,53.21,0,61.98,80.38,98.77,80.75,33.93
France,179,74.52,75.74,73.58,74.77,75.95,98.75,81.79,65.69,100,79.41,58.83,62.13,57.35,48.94,63.9,81.95,100,84.52,45.28
Glorioso Islands,30,74.21,NA,79.78,87,94.22,88.22,NA,82.8,95.29,94.34,93.4,17.47,17.47,NA,50.81,75.41,100,NA,NA
Jordan,215,74.11,99.8,87.98,88.88,89.78,87.43,75.47,80.54,100,87.72,75.45,43.2,43.2,0,71.23,45.48,19.72,84.04,48.5
