goal,country,region_id,trend
AO,eez_weighted_avg,0,-0.07
AO,Cocos Islands,1,-0.2
AO,Christmas Island,2,-0.2
AO,Norfolk Island,3,0.14
AO,New Caledonia,5,0.01
AO,Vanuatu,6,-0.01
AO,Solomon Islands,7,0.87
AO,Palau,8,-5.44
AO,Micronesia,9,-2.8
AO,Nauru,10,1.68
AO,Marshall Islands,11,-0
AO,Northern Mariana Islands and Guam,13,0.1
AO,Taiwan,14,0.56
AO,Philippines,15,-2.03
AO,Australia,16,0
AO,Papua New Guinea,17,0.02
AO,Fiji,18,-1.3
AO,Tuvalu,19,0.06
AO,South Korea,20,0.71
AO,North Korea,21,1.23
AO,Cambodia,24,0.32
AO,Thailand,25,-0.37
AO,Andaman and Nicobar,26,-0.35
AO,Comoro Islands,28,-0.11
AO,Mayotte,29,1.31
AO,Seychelles,31,-0.46
AO,R_union,32,1.28
AO,Mauritius,37,0.06
AO,British Indian Ocean Territory,38,1.2
AO,Maldives,39,-3.81
AO,Sri Lanka,40,0.04
AO,Mozambique,41,-0.61
AO,Madagascar,42,-0.2
AO,Kenya,43,0.49
AO,Somalia,44,0.05
AO,Eritrea,45,-0.02
AO,Djibouti,46,1.42
AO,Yemen,47,0.24
AO,Oman,48,0.1
AO,Sudan,49,-0.34
AO,Saudi Arabia,50,-0.29
AO,Kuwait,51,-0.47
AO,Bahrain,52,0.72
AO,Pakistan,53,5.11
AO,United Arab Emirates,54,0.01
AO,Azores,55,-0.28
AO,Cape Verde,56,0.09
AO,Madeira,57,-1.96
AO,Canary Islands,58,-0.84
AO,Belgium,59,-0.24
AO,Gibraltar,60,0.77
AO,Tunisia,61,-0.7
AO,Morocco,62,-1.19
AO,Western Sahara,63,-2.7
AO,Mauritania,64,-2.17
AO,Gambia,65,-0.83
AO,Senegal,66,-2.82
AO,Libya,67,0.23
AO,Malta,68,0.41
AO,Latvia,69,0.63
AO,Estonia,70,0.57
AO,Bulgaria,71,0.66
AO,Romania,72,0.99
AO,Russia,73,0.69
AO,Georgia,74,0.34
AO,Ukraine,75,-0.02
AO,Turkey,76,-0.28
AO,Syria,77,0.74
AO,Lebanon,78,0.14
AO,Israel,79,1.58
AO,Greece,80,0.13
AO,Cyprus,81,-0.13
AO,Albania,82,3.57
AO,Algeria,84,-0.23
AO,Ascension,85,-0.24
AO,Saint Helena,86,0.74
AO,Tristan da Cunha,88,-1.78
AO,Falkland Islands,95,-0.24
AO,Sierra Leone,96,-0.57
AO,Liberia,97,0.4
AO,Togo,98,0.91
AO,Benin,99,-0.73
AO,Republique du Congo,100,-1.24
AO,Namibia,101,0.54
AO,South Africa,102,-2.24
AO,Sao Tome and Principe,103,-0.32
AO,Equatorial Guinea,104,-1.73
AO,Ghana,106,-0.57
AO,Bermuda,108,-0.03
AO,Bahamas,110,-0.24
AO,Turks and Caicos Islands,111,-0.71
AO,Cuba,112,0.21
AO,Cayman Islands,113,-0.47
AO,Haiti,114,-0.61
AO,Dominican Republic,115,-0.08
AO,Puerto Rico and Virgin Islands of the United States,116,-0.48
AO,British Virgin Islands,117,0.34
AO,Anguilla,118,-0.04
AO,Saint Kitts and Nevis,119,-1.04
AO,Antigua and Barbuda,120,-0
AO,Montserrat,121,-0.43
AO,Saint Lucia,122,-1.79
AO,Dominica,123,-0.74
AO,Barbados,124,0.32
AO,Grenada,125,0.07
AO,Trinidad and Tobago,126,-0.88
AO,Saint Vincent and the Grenadines,127,-3.06
AO,Panama,129,0.41
AO,Costa Rica,130,-0
AO,Nicaragua,131,-1.51
AO,Colombia,132,-0.59
AO,Honduras,133,-2.96
AO,El Salvador,134,0.38
AO,Mexico,135,0.09
AO,Guatemala,136,1.68
AO,Ecuador,137,-3.78
AO,Peru,138,-1.23
AO,Venezuela,139,2.16
AO,Guadeloupe and Martinique,140,-1.05
AO,Faeroe Islands,141,0.02
AO,Iceland,143,0.11
AO,Greenland,145,-0.01
AO,Pitcairn,146,3.4
AO,French Polynesia,147,-0.77
AO,Line Islands (Kiribati),148,0.07
AO,American Samoa,151,-0.04
AO,Samoa,152,2.05
AO,Cook Islands,153,-0.05
AO,Niue,154,0.03
AO,Tonga,155,5.86
AO,Tokelau,156,3.92
AO,Phoenix Islands (Kiribati),157,-0.43
AO,Wallis and Futuna,161,4
AO,New Zealand,162,-0.32
AO,United States,163,-0.94
AO,Belize,164,-0.41
AO,Jamaica,166,5.32
AO,Guyana,167,-0.6
AO,Suriname,168,0.25
AO,French Guiana,169,-0.29
AO,Brazil,171,-0.32
AO,Argentina,172,0.22
AO,Uruguay,173,-1.91
AO,Finland,174,-0.3
AO,Denmark,175,0.67
AO,Germany,176,0.33
AO,Netherlands,177,3.12
AO,Poland,178,-0.32
AO,France,179,-0.13
AO,United Kingdom,180,-0.36
AO,Ireland,181,-0.03
AO,Spain,182,-0.03
AO,Portugal,183,-0.36
AO,Italy,184,0.38
AO,Monaco,185,0.03
AO,Montenegro,186,-1.64
AO,Croatia,187,0.11
AO,Slovenia,188,0.36
AO,Lithuania,189,0.22
AO,Qatar,190,0.27
AO,Iran,191,-0.01
AO,Iraq,192,3.04
AO,Guinea Bissau,193,-0.16
AO,Guinea,194,-0.11
AO,Ivory Coast,195,-0.42
AO,Nigeria,196,0.75
AO,Cameroon,197,-0.42
AO,Gabon,198,-0.85
AO,Democratic Republic of the Congo,199,-1.41
AO,Angola,200,-1.07
AO,Tanzania,202,-0.36
AO,India,203,-0.54
AO,Bangladesh,204,1.79
AO,Myanmar,205,1.67
AO,Malaysia,206,0.18
AO,Vietnam,207,0.03
AO,Singapore,208,-0.91
AO,China,209,0.6
AO,Japan,210,3.53
AO,Gilbert Islands (Kiribati),212,-0.45
AO,Egypt,214,-0.1
AO,Jordan,215,3.2
AO,Indonesia,216,-0.13
AO,Canada,218,0.04
AO,Saint Pierre and Miquelon,219,0.73
AO,Sint Maarten,220,-0.36
AO,Northern Saint-Martin,221,-0.84
AO,Sweden,222,0.08
AO,Norway,223,-0.27
AO,Chile,224,1.76
AO,Jersey,227,0.3
AO,Guernsey,228,0.3
AO,East Timor,231,-1.01
AO,Bosnia and Herzegovina,232,0.45
AO,Oecussi Ambeno,237,0.05
AO,Curacao,244,-0.27
AO,Bonaire,245,-0.1
AO,Brunei,247,-1.06
AO,Saba,248,0.01
AO,Sint Eustatius,249,0.01
AO,Aruba,250,0.02
BD,eez_weighted_avg,0,-0.18
BD,Cocos Islands,1,-0.16
BD,Christmas Island,2,-0.11
BD,Norfolk Island,3,-0.02
BD,Macquarie Island,4,0.02
BD,New Caledonia,5,-0.12
BD,Vanuatu,6,-0.13
BD,Solomon Islands,7,-0.14
BD,Palau,8,-0.56
BD,Micronesia,9,-0.11
BD,Nauru,10,-0.11
BD,Marshall Islands,11,-0.11
BD,Wake Island,12,-0.15
BD,Northern Mariana Islands and Guam,13,-0.08
BD,Taiwan,14,-0.8
BD,Philippines,15,-0.11
BD,Australia,16,-0.12
BD,Papua New Guinea,17,-0.1
BD,Fiji,18,-0.12
BD,Tuvalu,19,-0.17
BD,South Korea,20,-0.73
BD,North Korea,21,-0.16
BD,Cambodia,24,-0.12
BD,Thailand,25,-0.23
BD,Andaman and Nicobar,26,-0.1
BD,Comoro Islands,28,-0.1
BD,Mayotte,29,-0.09
BD,Glorioso Islands,30,-0.19
BD,Seychelles,31,-0.1
BD,R_union,32,-0.32
BD,Juan de Nova Island,33,-0.17
BD,Bassas da India,34,-0.19
BD,Ile Europa,35,-0.08
BD,Ile Tromelin,36,-0.12
BD,Mauritius,37,-0.17
BD,British Indian Ocean Territory,38,-0.2
BD,Maldives,39,-0.12
BD,Sri Lanka,40,-0.2
BD,Mozambique,41,-0.54
BD,Madagascar,42,-0.56
BD,Kenya,43,-0.07
BD,Somalia,44,0.1
BD,Eritrea,45,-0.16
BD,Djibouti,46,-0.14
BD,Yemen,47,-0.26
BD,Oman,48,-0.49
BD,Sudan,49,-0.1
BD,Saudi Arabia,50,-0.45
BD,Kuwait,51,-0.42
BD,Bahrain,52,-0.5
BD,Pakistan,53,-0.2
BD,United Arab Emirates,54,-0.2
BD,Azores,55,-0.2
BD,Cape Verde,56,-0.15
BD,Madeira,57,-0.2
BD,Canary Islands,58,-0.26
BD,Belgium,59,-0.39
BD,Gibraltar,60,-0.5
BD,Tunisia,61,-0.15
BD,Morocco,62,-0.65
BD,Western Sahara,63,-0.96
BD,Mauritania,64,-1.06
BD,Gambia,65,-0.82
BD,Senegal,66,-2.02
BD,Libya,67,-0.38
BD,Malta,68,-1.31
BD,Latvia,69,-0.28
BD,Estonia,70,-0.33
BD,Bulgaria,71,-1.91
BD,Romania,72,-0.24
BD,Russia,73,0.06
BD,Georgia,74,-0.39
BD,Ukraine,75,-0.41
BD,Turkey,76,-0.48
BD,Syria,77,-1.21
BD,Lebanon,78,-0.39
BD,Israel,79,-0.27
BD,Greece,80,-0.98
BD,Cyprus,81,-0.79
BD,Albania,82,-1.65
BD,Algeria,84,-0.31
BD,Ascension,85,-0.05
BD,Saint Helena,86,-0.02
BD,Tristan da Cunha,88,-1.07
BD,South Georgia and the South Sandwich Islands,89,0.15
BD,Prince Edward Islands,90,0.04
BD,Crozet Islands,91,0.04
BD,Amsterdam Island and Saint Paul Island,92,-1.69
BD,Kerguelen Islands,93,0.11
BD,Heard and McDonald Islands,94,0.66
BD,Falkland Islands,95,0.25
BD,Sierra Leone,96,-0.25
BD,Liberia,97,-1.34
BD,Togo,98,-3.11
BD,Benin,99,-0.23
BD,Republique du Congo,100,-1.67
BD,Namibia,101,-0.2
BD,South Africa,102,-0.2
BD,Sao Tome and Principe,103,-0.09
BD,Equatorial Guinea,104,-0.07
BD,Bouvet Island,105,0.09
BD,Ghana,106,-0.2
BD,Clipperton Island,107,-0.19
BD,Bermuda,108,-0.14
BD,Bahamas,110,-0.12
BD,Turks and Caicos Islands,111,-0.03
BD,Cuba,112,-0.17
BD,Cayman Islands,113,-0.17
