"targets","layer","layer_old","name","description","fld_value","units","path_in","path_in_exists","filename","path_out"
"HAB CS CP","hab_trend","rnk_hab_trend","Habitat health trend","Modeled combined habitat health trend","trend","trend score","//neptune.nceas.ucsb.edu/data_edit/model/GL-NCEAS-Habitats_v2013a/data/hab_habitat_trend.csv",TRUE,"hab_trend.csv","eez2013/layers/hab_trend.csv"
"ICO","ico_spp_extinction_status","rnk_ico_spp_extinction_status","IUCN extinction risk category for iconic species","International Union for Conservation of Nature (IUCN) Red List threat categories with aggregated species lists ","category","category","//neptune.nceas.ucsb.edu/data_edit/model/GL-NCEAS-IconicSpecies_v2013/data/ico_spp_extinction_status.csv",TRUE,"ico_spp_extinction_status.csv","eez2013/layers/ico_spp_extinction_status.csv"
"ICO","ico_spp_popn_trend","rnk_ico_spp_popn_trend","IUCN population trend as a proxy for iconic species trend","International Union for Conservation of Nature (IUCN) Red List threat categories with aggregated species lists ","popn_trend","trend score","//neptune.nceas.ucsb.edu/data_edit/model/GL-NCEAS-IconicSpecies_v2013/data/ico_spp_popn_trend.csv",TRUE,"ico_spp_popn_trend.csv","eez2013/layers/ico_spp_popn_trend.csv"
"LE","le_gdp",,"GDP","gapfilled","usd","2010 USD","../ohiprep/Global/NCEAS-Livelihoods_v2013/data/le_gdp.csv",TRUE,"le_gdp.csv","eez2013/layers/le_gdp.csv"
"LE","le_gdp_pc_ppp","le_gdp_pc_ppp","Modeled Livelihoods & Economies data","gross domestic product per person at purchasing power parity","usd","USD","../ohiprep/Global/NCEAS-Livelihoods_v2013/data/le_cntry_gdp_pc_ppp_2013a.csv",TRUE,"le_gdp_pc_ppp.csv","eez2013/layers/le_gdp_pc_ppp.csv"
"LE","le_jobs_cur_adj_value","le_jobs_cur_adj_value","Modeled Livelihoods & Economies data","One of current or reference and base or adjusted value","value","value","../ohiprep/Global/NCEAS-Livelihoods_v2013/data/le_2013_status_model_curref_jobs_cur_adj_value.csv",TRUE,"le_jobs_cur_adj_value.csv","eez2013/layers/le_jobs_cur_adj_value.csv"
"LE","le_jobs_cur_base_value","le_jobs_cur_base_value","Modeled Livelihoods & Economies data","One of current or reference and base or adjusted value","value","value","../ohiprep/Global/NCEAS-Livelihoods_v2013/data/le_2013_status_model_curref_jobs_cur_base_value.csv",TRUE,"le_jobs_cur_base_value.csv","eez2013/layers/le_jobs_cur_base_value.csv"
"LE","le_jobs_ref_adj_value","le_jobs_ref_adj_value","Modeled Livelihoods & Economies data","One of current or reference and base or adjusted value","value","value","../ohiprep/Global/NCEAS-Livelihoods_v2013/data/le_2013_status_model_curref_jobs_ref_adj_value.csv",TRUE,"le_jobs_ref_adj_value.csv","eez2013/layers/le_jobs_ref_adj_value.csv"
"LE","le_jobs_ref_base_value","le_jobs_ref_base_value","Modeled Livelihoods & Economies data","One of current or reference and base or adjusted value","value","value","../ohiprep/Global/NCEAS-Livelihoods_v2013/data/le_2013_status_model_curref_jobs_ref_base_value.csv",TRUE,"le_jobs_ref_base_value.csv","eez2013/layers/le_jobs_ref_base_value.csv"
"LE","le_jobs_sector_year",,"Jobs","gapfilled","value","jobs","../ohiprep/Global/NCEAS-Livelihoods_v2013/data/le_eez2013_trend_jobs_sector-year.csv",TRUE,"le_jobs_sector_year.csv","eez2013/layers/le_jobs_sector_year.csv"
"LE","le_rev_cur_adj_value","le_rev_cur_adj_value","Modeled Livelihoods & Economies data","One of current or reference and base or adjusted value","value","value","../ohiprep/Global/NCEAS-Livelihoods_v2013/data/le_2013_status_model_curref_rev_cur_adj_value.csv",TRUE,"le_rev_cur_adj_value.csv","eez2013/layers/le_rev_cur_adj_value.csv"
"LE","le_rev_cur_base_value","le_rev_cur_base_value","Modeled Livelihoods & Economies data","One of current or reference and base or adjusted value","value","value","../ohiprep/Global/NCEAS-Livelihoods_v2013/data/le_2013_status_model_curref_rev_cur_base_value.csv",TRUE,"le_rev_cur_base_value.csv","eez2013/layers/le_rev_cur_base_value.csv"
"LE","le_rev_ref_adj_value","le_rev_ref_adj_value","Modeled Livelihoods & Economies data","One of current or reference and base or adjusted value","value","value","../ohiprep/Global/NCEAS-Livelihoods_v2013/data/le_2013_status_model_curref_rev_ref_adj_value.csv",TRUE,"le_rev_ref_adj_value.csv","eez2013/layers/le_rev_ref_adj_value.csv"
"LE","le_rev_ref_base_value","le_rev_ref_base_value","Modeled Livelihoods & Economies data","One of current or reference and base or adjusted value","value","value","../ohiprep/Global/NCEAS-Livelihoods_v2013/data/le_2013_status_model_curref_rev_ref_base_value.csv",TRUE,"le_rev_ref_base_value.csv","eez2013/layers/le_rev_ref_base_value.csv"
"LE","le_rev_sector_year",,"Revenue","gapfilled","value","2010 USD","../ohiprep/Global/NCEAS-Livelihoods_v2013/data/le_eez2013_trend_rev_sector-year.csv",TRUE,"le_rev_sector_year.csv","eez2013/layers/le_rev_sector_year.csv"
"LE","le_revenue_adj","le_revenue_adj","Modeled Livelihoods & Economies data","adjusted revenue","usd","USD","../ohiprep/Global/NCEAS-Livelihoods_v2013/data/le_revenue_adj.csv",TRUE,"le_revenue_adj.csv","eez2013/layers/le_revenue_adj.csv"
"LE","le_unemployment",,"Unemployment","gapfilled","percent","percent unemployed","../ohiprep/Global/NCEAS-Livelihoods_v2013/data/le_unemployment.csv",TRUE,"le_unemployment.csv","eez2013/layers/le_unemployment.csv"
"LE","le_wage_cur_adj_value","le_wage_cur_adj_value","Modeled Livelihoods & Economies data","One of current or reference and base or adjusted value","value","value","../ohiprep/Global/NCEAS-Livelihoods_v2013/data/le_2013_status_model_curref_wage_cur_adj_value.csv",TRUE,"le_wage_cur_adj_value.csv","eez2013/layers/le_wage_cur_adj_value.csv"
"LE","le_wage_cur_base_value","le_wage_cur_base_value","Modeled Livelihoods & Economies data","One of current or reference and base or adjusted value","value","value","../ohiprep/Global/NCEAS-Livelihoods_v2013/data/le_2013_status_model_curref_wage_cur_base_value.csv",TRUE,"le_wage_cur_base_value.csv","eez2013/layers/le_wage_cur_base_value.csv"
"LE","le_wage_ref_adj_value","le_wage_ref_adj_value","Modeled Livelihoods & Economies data","One of current or reference and base or adjusted value","value","value","../ohiprep/Global/NCEAS-Livelihoods_v2013/data/le_2013_status_model_curref_wage_ref_adj_value.csv",TRUE,"le_wage_ref_adj_value.csv","eez2013/layers/le_wage_ref_adj_value.csv"
"LE","le_wage_ref_base_value","le_wage_ref_base_value","Modeled Livelihoods & Economies data","One of current or reference and base or adjusted value","value","value","../ohiprep/Global/NCEAS-Livelihoods_v2013/data/le_2013_status_model_curref_wage_ref_base_value.csv",TRUE,"le_wage_ref_base_value.csv","eez2013/layers/le_wage_ref_base_value.csv"
"LE","le_wage_sector_year",,"Wages","gapfilled","value","2010 USD","../ohiprep/Global/NCEAS-Livelihoods_v2013/data/le_eez2013_trend_wage_sector-year.csv",TRUE,"le_wage_sector_year.csv","eez2013/layers/le_wage_sector_year.csv"
"LE","le_workforcesize_adj","le_workforcesize_adj","Modeled Livelihoods & Economies data","adjusted workforce size","jobs","jobs","../ohiprep/Global/NCEAS-Livelihoods_v2013/data/le_workforcesize_adj.csv",TRUE,"le_workforcesize_adj.csv","eez2013/layers/le_workforcesize_adj.csv"
"LE pressures","le_sector_weight","rnk_le_sector_weight","Jobs weighting","Jobs weighting by sector (defaulting to 1)","weight","value","//neptune.nceas.ucsb.edu/data_edit/model/GL-NCEAS-Pressures_v2013a/data/le_sector_weight_disaggregateNature2012b.csv",TRUE,"le_sector_weight.csv","eez2013/layers/le_sector_weight.csv"
"LIV ECO","le_popn","rny_le_popn","Total population by subregion","Population data from The World Bank","count","count","//neptune.nceas.ucsb.edu/data_edit/model/GL-WorldBank-Statistics_v2012/data/rgn_wb_pop_2013a_updated.csv",TRUE,"le_popn.csv","eez2013/layers/le_popn.csv"
"LIV ECO","liveco_status","rn_liveco_status","Modeled livelihoods and economies status","Modeled livelihoods and economies status based on new approach","value","status score","//neptune.nceas.ucsb.edu/data_edit/model/GL-NCEAS-LayersDisaggregated_v2013a/data/rgn_liv.eco_status_2013a.csv",TRUE,"liveco_status.csv","eez2013/layers/liveco_status.csv"
"LIV ECO","liveco_trend","rn_liveco_trend","Modeled livelihoods and economies trend","Modeled livelihoods and economies trend based on new approach","value","trend score","//neptune.nceas.ucsb.edu/data_edit/model/GL-NCEAS-LayersDisaggregated_v2013a/data/rgn_liv.eco_trend_2013a.csv",TRUE,"liveco_trend.csv","eez2013/layers/liveco_trend.csv"
"LSP","lsp_prot_area_inland1km","rny_lsp_prot_area_inland1km","Coastal protected areas inland 1km","Coastal protected areas inland to 1km","area_km2","km^2","//neptune.nceas.ucsb.edu/data_edit/model/GL-WDPA-MPA_v2013/data/lsp_prot_area_inland1km.csv",TRUE,"lsp_prot_area_inland1km.csv","eez2013/layers/lsp_prot_area_inland1km.csv"
"LSP","lsp_prot_area_offshore3nm","rny_lsp_prot_area_offshore3nm","Coastal marine protected areas offshore 3km","Coastal marine protected areas offshore to 3nm","area_km2","km^2","//neptune.nceas.ucsb.edu/data_edit/model/GL-WDPA-MPA_v2013/data/lsp_prot_area_offshore3nmb.csv",TRUE,"lsp_prot_area_offshore3nm.csv","eez2013/layers/lsp_prot_area_offshore3nm.csv"
"MAR","mar_coastalpopn_inland25mi","mar_coastalpopn_inland25mi","Coastal population inland 25 miles","Coastal population inland 25 miles by year (2005-2015)","popsum","people","//neptune.nceas.ucsb.edu/data_edit/model/GL-NCEAS-CoastalPopulation_v2013/data/rgn_popsum2005to2015_inland25mi.csv",TRUE,"mar_coastalpopn_inland25mi.csv","eez2013/layers/mar_coastalpopn_inland25mi.csv"
"MAR","mar_harvest_species","mar_harvest_species","Mariculture species harvested",,"species","species name","//neptune.nceas.ucsb.edu/data_edit/model/GL-NCEAS_MAR_v2013a/Revision_Dec202013/mar_harvest_species_lyr.csv",TRUE,"mar_harvest_species.csv","eez2013/layers/mar_harvest_species.csv"
"MAR","mar_harvest_tonnes","mar_harvest_tonnes","Mariculture harvest","Mariculture harvest by species and year","tonnes","tons","//neptune.nceas.ucsb.edu/data_edit/model/GL-NCEAS_MAR_v2013a/Revision_Dec202013/MAR_harvest_tonnes_lyr.csv",TRUE,"mar_harvest_tonnes.csv","eez2013/layers/mar_harvest_tonnes.csv"
