"country","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Maldives",39,76.15,57.07,87.99,86.84,85.68,98.66,86.18,63.96,40.85,70.43,100,74.56,74.56,,65.98,35.08,4.18,89.35,99.34
"South Africa",102,76.03,78.04,92.36,93.76,95.16,99.63,99.82,57.11,100,100,100,80.91,80.65,1.14,71.69,80.91,90.12,28.53,41.81
"New Zealand",162,75.88,95.23,96.32,92.54,88.77,69.13,65.05,80.97,100,100,100,47.21,53.81,100,62.46,61.13,59.81,45.93,95.01
"Saba",248,75.57,78.86,98.01,99.01,100,100,100,65.8,80.45,73.21,65.96,48.85,48.85,,78.97,70.76,62.55,19.23,100
"United States",163,75.51,100,94.25,85.61,76.97,94.13,62.16,81.56,99.91,77.75,55.58,56.28,54.73,10.65,70,72.48,74.97,83.66,42.99
"Azores",55,75.39,82.49,97,92.92,88.83,,,67.13,100,85.81,71.62,52.41,52.41,,63.22,70.36,77.5,,76.58
"British Indian Ocean Territory",38,75.32,57,96,98,100,100,,89.38,96.98,77.05,57.11,53.91,53.91,,62.8,81.4,100,,45.87
"Suriname",168,75.18,75.16,93.66,96.76,99.87,99.74,99.74,71.56,75.24,85.72,96.2,30.75,30.71,0.6,74.02,87.01,100,99.66,5.73
"Wallis and Futuna",161,74.97,63.57,91.94,95.97,100,100,,81.21,71.96,80.61,89.27,74.8,74.8,,78.24,39.12,0,,64.49
"Tuvalu",19,74.71,47.43,87.14,93.57,100,100,,67.04,100,100,100,92.48,92.47,1.06,63.7,35.62,7.55,,61.53
"Sint Maarten",220,74.71,93.13,97.54,95.9,94.27,100,100,43.86,85.32,90.86,96.41,48.21,48.21,,77.23,55.99,34.74,19.18,100
"Ile Europa",35,74.41,53.56,93.73,93.26,92.79,92.79,,89.76,,,,33.85,33.85,,66.48,83.24,100,,
"Marshall Islands",11,74.25,55.04,87.69,92.34,96.99,97.85,87.57,68.88,41.4,59.09,76.79,67.57,67.57,,66.86,53.92,40.97,92.53,67.72
"Juan de Nova Island",33,74.19,52.38,91.8,94.1,96.39,92.79,,87.31,96.71,95.05,93.39,74.24,74.24,,66.29,33.14,0,,64.53
"Amsterdam Island and Saint Paul Island",92,74.19,89.84,96.24,98.06,99.87,,,90.7,,,,16.47,16.47,,51.77,75.89,100,,
"Montserrat",121,73.83,85.06,97.97,95.51,93.04,73.99,74.22,71.28,86.4,91.4,96.41,34.76,34.76,,77.96,38.98,0,,99.24
"Russia",73,73.72,87.04,91.13,95.38,99.63,90.27,100,90.72,100,93.11,86.23,55.7,55.77,97.05,76.75,84.37,92,29.33,11.23
"Ecuador",137,73.71,69.53,92.25,92.8,93.35,81.68,78.1,64.13,100,100,100,42.1,63.45,100,67.65,83.83,100,89.56,14.04
"Sweden",222,73.52,96.65,95.66,94.71,93.75,88.84,61.59,65.1,100,100,100,60.4,59.5,4.14,91.47,86.33,81.2,38.82,43.62
"Dominican Republic",115,73.33,71.4,95.34,93.43,91.53,95.95,86.05,51.25,98.77,83.05,67.33,44.35,44.02,0.22,73.23,86.61,100,86.5,35.02
"Bonaire",245,73.13,78.26,97.63,97.79,97.95,99.59,97.16,71.05,80.33,73.06,65.79,44.44,44.44,0,79.04,50.85,22.66,19.12,100
"Johnston Atoll",159,73.06,93.49,93.59,93.43,93.28,77.3,,69.15,,,,26.57,26.57,,56.9,78.45,100,,
"United Kingdom",180,73.06,95.36,94.68,87.48,80.27,37.85,55.44,63.14,96.43,90.21,84,57.49,52.02,15,68.29,84.14,100,96.51,68.48
"Japan",210,73.05,91.51,92.69,93.9,95.11,99.95,95.32,63.03,100,78.06,56.13,55.69,51.99,23.3,65.6,82.8,100,57.91,16.05
"Denmark",175,72.93,97.91,93.94,94.2,94.47,100,100,53.72,71.79,71.12,70.45,26.01,25.75,13.48,92.5,96.25,100,55.93,34.44
"Guadeloupe and Martinique",140,72.81,87.96,97.96,97.31,96.65,96.41,99.94,70.53,32.85,65.55,98.24,20.44,20.4,0.16,77.91,88.96,100,,28.23
"Trinidad and Tobago",126,72.79,87.9,94.1,93.74,93.38,88.21,95.55,60.25,81.49,84.82,88.16,26.35,26.35,,73.6,50.75,27.9,96.52,43.76
"Lithuania",189,72.75,89.71,94.8,91.41,88.01,79.61,,44.24,100,77.49,54.98,63.25,63.25,,96.36,98.18,100,95.78,15.13
"Bermuda",108,72.51,100,97.48,93.79,90.09,55.61,98.49,45.72,54.92,59.87,64.83,44.57,44.57,,69.82,54.49,39.17,,100
"Greece",80,72.17,80.6,89.83,94.91,100,,,60.84,65.95,64.01,62.08,49.34,42.07,28.1,67.89,69.06,70.24,67.18,98.65
"Ascension",85,72.16,96.25,98,99,100,,,86.48,90.08,87.92,85.75,79.03,79.03,,64.55,32.27,0,,24.19
"Madeira",57,72.15,82.71,97.6,98.8,100,,,69.74,94.89,83.3,71.71,43.26,43.26,,63.19,71.29,79.39,,55.96
"Mayotte",29,72.09,53.08,91.68,94.03,96.39,92.81,92.64,51.08,100,100,100,81.2,79.82,0.91,54.28,77.14,100,16.97,63.33
"Thailand",25,72.01,77.05,83.92,85.22,86.53,82.13,78.67,52.6,100,85.66,71.32,59.24,63.22,73.4,60.8,55.34,49.88,81.5,58.71
"Northern Mariana Islands and Guam",13,71.98,85.48,90.97,94.76,98.55,97.78,93.07,61,48.58,63.77,78.95,30.95,29.67,0.84,61.13,55.5,49.87,,66.8
"France",179,71.89,95.33,95.33,90.39,85.45,63.7,67.39,51.45,100,81.91,63.81,50.64,52.57,56.35,71.14,85.57,100,74.1,56.49
"Puerto Rico and Virgin Islands of the United States",116,71.86,94.1,95.61,95.28,94.94,83.33,100,56.21,93.12,74.02,54.93,36.24,36.24,0,75.02,77.35,79.68,,30.24
"Egypt",214,71.83,73.93,84.71,91.1,97.49,97.14,85.44,52.81,100,97.83,95.66,43.83,33.55,21.99,58.78,65.58,72.37,81.69,39.27
"Gilbert Islands (Kiribati)",212,71.76,53.81,86.33,85.95,85.57,99.49,87.21,64.37,100,89.09,78.18,79.94,79.93,0.21,67.41,33.7,0,35.62,88.44
"Norway",223,71.64,100,94.03,92.62,91.21,57.9,,79.27,78.41,81.79,85.17,47.17,64.35,100,63.79,75.56,87.33,26.22,67.01
"Portugal",183,71.62,85.37,96.83,94.92,93.02,,,51.38,100,93.38,86.76,36.72,35.66,6.99,65.3,81.4,97.49,40.26,90.55
"French Guiana",169,71.3,71.2,97.83,98.91,100,100,100,84.05,32.32,47.33,62.35,28.51,28.51,,79.84,89.92,100,,21.8
"Vanuatu",6,71.04,47.08,89.28,92.47,95.66,95.06,88.56,68.58,100,100,100,59.01,59.01,0.06,62.4,37.52,12.64,22.1,100
"Ile Tromelin",36,70.85,52.71,94.08,93.44,92.79,92.79,,87,,,,65.98,65.98,,66.44,33.22,0,,
"Greenland",145,70.82,96.23,95.17,95.34,95.51,95.23,,94.44,100,100,100,27.37,27.37,,63.77,81.56,99.34,0.02,47.16
"Fiji",18,70.49,52.98,86.76,86.98,87.2,98.02,67.55,72.03,80.57,67.02,53.46,48.68,48.67,0.02,59.34,68.62,77.9,43.32,99.71
"British Virgin Islands",117,70.38,85.35,97.75,92.68,87.61,57.04,74.01,62.56,82.82,75.97,69.13,45.04,45.04,,77.65,40.81,3.96,,100
"Qatar",190,70.2,100,86.77,92.38,98,95.26,90.35,60.87,82.31,69.14,55.97,43.51,43.51,0,61.79,30.89,0,,49.43
"Iran",191,70.2,77.32,84.83,87.8,90.76,89.04,87.29,68.93,59.61,79.81,100,40.65,40.04,16.32,56.27,59.88,63.5,99.91,12.01
"Wake Island",12,70.16,93.49,93.32,85.88,78.44,76.28,,64.44,69.52,73.92,78.32,18.68,18.68,,56.82,78.41,100,,
"Line Islands (Kiribati)",148,70.15,58.55,90.26,94.9,99.54,100,,95.19,68.11,73.84,79.58,73.34,73.34,,61.1,30.55,0,,34.79
"Slovenia",188,70,86.82,91.63,95.82,100,,,28.58,100,100,100,43.11,29.33,9.62,61.86,80.93,100,95.78,42.7
"Sint Eustatius",249,69.99,77.95,97.68,97.22,96.77,100,100,55.84,80.35,73.1,65.86,37.48,37.48,,78.42,39.21,0,19.05,100
"Anguilla",118,69.86,85.16,97.75,92.67,87.58,60.95,73.67,68.28,86.99,62.7,38.42,42.94,42.94,,84.7,42.35,0,,100
"Kuwait",51,69.77,100,83.26,90.29,97.33,88.97,87.5,62.92,100,100,100,24.6,24.59,0.01,53.5,60.95,68.39,,12.69
"Mauritius",37,69.72,67.01,93.07,94.13,95.18,90.96,90.58,63.81,71.11,72.08,73.05,53.98,52.52,1.45,59.47,35.43,11.38,30.72,100
"Mozambique",41,69.65,44.3,88.63,91.54,94.46,82.08,98.85,54.92,100,100,100,46.89,46.85,0.06,66.25,76.38,86.5,89.7,11.87
"Palau",8,69.58,59.27,88.74,86.7,84.67,91.77,64.98,75.6,100,82.71,65.42,91.21,91.17,3.45,62.37,50.62,38.87,22.43,70.51
"Tristan da Cunha",88,69.5,96.25,96.99,98.5,100,,,87.95,90.06,87.91,85.75,59.19,59.19,,64.94,32.47,0,,24.22
"Chile",224,69.48,88.53,96.1,98.05,100,,,93.49,100,100,100,56.07,65.63,100,69.64,80.75,91.87,0.12,29.29
"Bangladesh",204,69.28,60.11,83.47,91.49,99.51,100,100,36.15,100,100,100,36.54,33.55,15.75,69.35,64.89,60.44,95.6,11.03
"Argentina",172,69.19,79.71,88.51,92.88,97.26,,,76.81,100,91.42,82.84,55.77,55.76,0.03,66.17,79.52,92.88,47.76,29.64
"Djibouti",46,68.88,53.88,83.93,91.11,98.29,98.91,91.21,63.3,100,96.7,93.39,46.14,46.14,,70.26,35.13,0,,43.57
"Tanzania",202,68.86,65.23,86.16,82.45,78.73,68.16,84.06,51.2,100,100,100,65.48,65.16,0.29,63.82,81.91,100,68.6,21.82
"Falkland Islands",95,68.76,96.25,95.3,93.09,90.87,,,98.95,17.87,40.63,63.39,85.68,85.68,0,68.33,34.17,0,,32.59
"Saint Pierre and Miquelon",219,68.73,98.3,91.96,95.98,100,,,84.39,64.14,82.04,99.95,34.23,34.21,4.08,66.22,38.86,11.49,,47.31
"South Korea",20,68.68,94.93,90.43,90.09,89.74,,,66.2,100,94.78,89.56,38.45,42.08,63.26,66.08,51.18,36.27,84.66,25.53
"Morocco",62,68.65,65.03,92.13,95.02,97.91,,100,53.14,100,100,100,23.2,23.19,0.13,69.24,74.05,78.86,41.68,65.72
"Ireland",181,68.32,98.35,96.1,84.46,72.81,55.6,55.56,60.41,100,79.51,59.02,54.27,54.16,52.01,64.21,82.1,100,86.52,26.54
"Bassas da India",34,68.27,52.75,95.64,96.02,96.39,92.79,,87.66,,,,47.21,47.21,,66.38,33.19,0,,
"Saudi Arabia",50,68.12,99.45,85.73,91.57,97.4,94.07,89.56,72.22,100,100,100,52.76,49.9,3.71,57.66,36.13,14.59,11.97,36.32
"Cook Islands",153,68.06,78.3,91.52,86.95,82.37,90.69,53.05,92.32,58.39,47.13,35.88,43.46,43.46,0,68.42,34.37,0.32,89.11,65.17
"Mexico",135,68.02,70.3,93.79,91.94,90.1,82.13,76.09,62.79,100,72.9,45.81,55.98,54.16,18.27,66.84,82.34,97.84,28.51,59.02
"Taiwan",14,67.95,84.83,89.9,92.68,95.46,97.89,95.63,45.46,96.85,92.06,87.27,37.71,38.53,39.79,68.17,45.92,23.67,54.91,31.64
"Uruguay",173,67.89,84.32,90.32,93.99,97.67,,,58.56,100,100,100,57.15,57.15,0,69.63,51.94,34.25,,29.3
"Brazil",171,67.87,73.15,95.04,95.28,95.52,97.48,97.69,60.23,100,80.17,60.33,57.31,51.99,4.76,68.86,84.43,100,12.61,25.67
"Poland",178,67.83,87.7,95.34,85.26,75.19,60.24,61.08,41.17,100,82.32,64.63,47.78,47.78,,96.36,98.18,100,95.78,18.77
"Cape Verde",56,67.8,51.57,95.2,97.14,99.08,,,60.81,100,100,100,30.07,30.07,,69.83,34.97,0.12,,100
"Gambia",65,67.76,58.62,90.5,88.16,85.81,83.56,83.29,48.64,100,100,100,31.38,31.37,0.08,81.6,60.44,39.29,,55.73
"Turks and Caicos Islands",111,67.69,86.37,97.8,93.23,88.65,71.05,75.8,64.95,95.46,95.41,95.36,10.18,10.17,0.03,81.05,71.17,61.28,9.53,99.24
"Jan Mayen",144,67.58,95.14,93.75,69.54,45.34,,,88.71,90.16,87.95,85.75,7.52,7.52,,61.92,80.96,100,,43.21
"Faeroe Islands",141,67.35,96.23,94.68,85.28,75.88,,,77.15,90.64,88.19,85.75,28,38.4,100,72.56,42.11,11.65,69.19,42.29
"Tokelau",156,67.07,79.02,93.08,84.22,75.36,91.67,53.56,86.48,71.28,80.28,89.27,67.55,67.55,,56.68,28.34,0,,32.5
"Oman",48,67.05,87.46,90.34,94.13,97.92,99.23,90.95,68.13,100,100,100,64.29,64.25,0.37,57.75,37.05,16.35,7.05,22.29
"R_union",32,67.02,52.76,92.86,94.63,96.39,92.79,,67.5,84.3,71.86,59.41,70.53,69.85,0.06,71.12,52.27,33.41,,34.52
"Samoa",152,66.79,73.9,91.68,94.03,96.38,95.46,90.09,89.51,81.69,42.59,3.49,68.3,68.3,0,71.31,36.09,0.87,13.9,64.07
"Andaman and Nicobar",26,66.63,66.01,88.33,91.7,95.07,96.73,89.5,61.38,91.82,77.65,63.48,32.89,32.89,,64.98,40.87,16.76,,42.9
"Belize",164,66.63,74.89,96.87,79.56,62.25,23.87,39.28,67.08,100,100,100,35.78,57.17,93.12,71.15,85.58,100,39.3,99.63
"Malaysia",206,66.59,79.96,82.39,84.23,86.06,93.36,84.22,55.43,71.1,79.17,87.24,58.27,56.5,20.99,60.87,36.28,11.7,50.13,46.57
"Micronesia",9,66.42,47.1,88.38,93.06,97.74,97.61,92.81,56.08,48.44,62.29,76.13,83.13,83.13,0,59.3,31.63,3.96,32.77,67.76
"Jersey",227,66.41,95.3,93.51,87.6,81.7,54.77,54.65,53.07,88.54,87.15,85.75,69.14,69.14,,75.43,53.92,32.41,,42.07
"Ukraine",75,66.35,66.95,87.04,90.91,94.78,84.27,84.62,60.52,100,80.75,61.51,58.48,58.09,0.81,62.11,56.79,51.46,68.28,12.36
"Saint Kitts and Nevis",119,66.2,84.5,96.52,95.5,94.48,80.14,99.69,60.12,82.5,58.92,35.33,27.48,27.48,,75.08,37.54,0,,51.87
"Georgia",74,66.17,73.96,86.58,84.28,81.98,,,60.01,100,99.53,99.06,51.83,51.83,,62.58,43.01,23.45,,50.59
"Jordan",215,66.17,62.45,85.62,86.94,88.27,91.66,87.83,63.68,100,87.87,75.75,37.52,37.52,,62.31,31.15,0,,46.4
"Romania",72,65.98,78.32,88.51,94.25,100,,,55.4,100,89.77,79.54,51.31,51.28,0.01,63.05,81.52,100,60.51,16.8
"India",203,65.9,48.94,87.93,90.8,93.68,97.4,86.33,29.08,100,69.17,38.34,54.55,50.85,8.7,58.87,41.53,24.2,98.67,46.2
"Spain",182,65.81,89.95,94.02,85.41,76.8,53.61,53.56,51.35,100,78.79,57.58,32.71,45.79,71.53,68.7,76.46,84.23,59.42,63.81
"Tonga",155,65.44,70.63,89.77,93.68,97.59,94.23,87.04,64.82,99.62,99.81,100,36.54,36.54,0.01,64.74,33.99,3.23,12.1,61.56
"Gibraltar",60,65.42,81.65,90.24,81.19,72.14,,,19.1,51.41,75.71,100,43.98,43.98,,58.46,79.23,100,,77.05
"China",209,65.4,80.91,85.67,81.39,77.11,73.38,52.62,35.39,99.63,96.52,93.42,34.64,77.68,100,61.52,39.14,16.75,74.93,42.04
"Solomon Islands",7,65.23,45.16,87.63,84.95,82.28,79.69,73.39,64.15,100,100,100,84.07,84.07,0,62.85,36.12,9.4,70.13,14.59
"Israel",79,65.21,92.65,90.69,93.15,95.61,91.23,91.23,32.4,100,100,100,41.18,33.51,0.92,63.95,35.54,7.13,63.79,18.61
"Namibia",101,64.69,87.99,94.29,97.14,100,,,84.1,52.14,76.07,100,49.91,49.89,15.91,64.24,82.12,100,8.51,31.71
"Honduras",133,64.67,56.69,95.43,92.55,89.66,95.48,88.43,59.16,100,94.01,88.01,35.13,45.14,48.59,74.52,87.26,100,0,27.99
"Indonesia",216,64.65,54.54,83.45,82.11,80.77,86.43,66.01,57.33,99.4,71.22,43.04,55.13,51.48,22.79,65.96,62.47,58.97,93.61,21.29
"Yemen",47,64.51,58.97,84.36,90.55,96.75,94.68,83.28,56.79,96.36,98.18,100,46.65,46.63,0.02,58.79,29.4,0,86.6,0
"Nauru",10,64.46,49.04,87.21,79.87,72.53,98.21,,51.39,72.68,74.42,76.17,93.14,93.14,0.1,71.76,35.88,0,,33.71
"Cambodia",24,64.39,66.66,81.42,83.77,86.12,80.5,76.92,50.14,100,74.7,49.4,55.2,54.99,14.93,53.91,55.63,57.36,10.13,90.41
"Niue",154,64.38,77.3,88.49,82.16,75.83,85.7,52.6,89.2,33.1,57.29,81.47,36.85,36.85,,68.11,34.06,0,,64.25
"Guyana",167,64.17,58.32,93.89,95.43,96.98,89.9,89.84,77.92,98.31,69.12,39.94,24.88,24.87,0.38,72.06,47.81,23.56,,24.33
"Peru",138,64.01,75.71,90.68,79.63,68.59,56.38,56.19,59.84,45.06,62.82,80.59,69.53,69.38,36.18,68.14,67.9,67.65,95.51,16.77
"Bahrain",52,63.89,95.94,83.27,84.76,86.25,85.18,86.32,54.43,77.44,82.65,87.86,27.23,27.23,0.01,51.28,25.64,0,,32.85
"Cuba",112,63.74,88.26,95.98,87.71,79.43,66.74,100,63.43,88.97,92.79,96.6,38.71,34.24,1.95,71.63,74.93,78.23,9.38,19.97
"Kenya",43,63.63,60.67,89.12,87.78,86.44,71.46,91.55,49.08,100,98.96,97.93,38.73,38.73,0,63.64,46.49,29.33,66.14,25.48
"Iceland",143,63.52,96.05,94.94,79.3,63.65,41.29,,85.85,43.48,64.26,85.04,31.13,31.56,98.59,56.54,47.89,39.25,58.66,66.82
"Comoro Islands",28,63.48,43.81,86.81,88.54,90.27,82.79,86.08,43.9,92.6,92.17,91.75,71.5,71.5,,62.63,31.48,0.33,,31.08
"Bulgaria",71,63.42,75.46,88.12,94.06,100,,,41.53,100,71.45,42.9,30.85,30.26,13.05,62.43,81.21,100,82.82,30.56
"Canary Islands",58,63.32,82.38,96.97,88.56,80.14,53.62,53.71,69.53,49.46,60.67,71.88,36.69,36.69,,62.87,68.97,75.07,,55.76
"Equatorial Guinea",104,63.26,81.42,89.56,93.76,97.96,94.06,93.93,60.88,18.58,12.79,7.01,25.98,25.98,,63.49,69.77,76.05,88.46,11.59
"Sri Lanka",40,63.12,56.4,89.12,92.25,95.38,93.67,87.83,54.27,87.76,68.23,48.7,47.01,46.72,0.26,62.75,38.81,14.87,62.06,30.92
"Monaco",185,63.1,96.56,90.25,90.25,,,,25.68,98.62,84.92,71.23,45.01,45.01,,36.56,39.83,43.1,,59.44
"Oecussi Ambeno",237,63.07,69.13,80.98,82.15,83.32,77.84,42.07,56.13,90.42,76.52,62.62,72.39,72.39,,67.16,50.7,34.24,,40.67
"Guernsey",228,63.01,95.3,92.57,82.22,71.87,54.43,54.35,54.13,88.39,87.07,85.75,56.67,56.67,,75.11,40.85,6.6,,42.02
"Guatemala",136,62.85,58.63,91.8,94.94,98.09,96.66,96.29,34.67,100,100,100,26.19,23.67,15.74,74.54,82.67,90.8,19.61,21.38
"Tunisia",61,62.79,74.07,86.46,92.94,99.42,,,47.34,100,83.37,66.75,34.16,32.06,4.48,69.62,35.17,0.73,90.41,46.97
"Costa Rica",130,62.63,68.89,95.89,94.67,93.44,77.72,69.08,65.91,100,76.12,52.25,33.03,31.24,6.53,72.05,64.58,57.1,37.44,40.64
"Madagascar",42,62.54,43.95,87.57,86.79,86.02,78.4,65.47,62.09,100,81.1,62.2,47.33,45.86,1.22,62.43,45.4,28.37,93.61,22.69
"Myanmar",205,62.34,63.27,80.24,85.36,90.49,90.05,86.2,53.15,92.73,96.37,100,39.79,38.8,4.2,59.96,33.65,7.35,66.92,9.63
"Brunei",247,62.12,100,85.57,90.67,95.78,97.36,88.15,51.83,76.97,79.15,81.32,45.64,44.85,4.38,67.64,48.18,28.72,0,20.97
"Papua New Guinea",17,62.11,52.38,83.89,88.03,92.16,88.98,83.89,65.39,100,100,100,81.86,81.85,0.01,62.32,35.99,9.66,21.5,3.09
"Saint Helena",86,62.02,96.25,97.99,99,100,,,88.06,25.55,44.07,62.58,50.18,50.18,,64.58,32.29,0,,24.28
"East Timor",231,61.68,51.49,82.18,83.29,84.39,86.44,84.82,56.19,0.05,27.62,55.18,63.84,63.78,0.03,67.57,60.77,53.97,,40.69
"Togo",98,61.64,42.74,89.93,84.81,79.69,98.98,98.75,27.1,99.05,99.52,100,35.08,35.08,,74.53,37.26,0,,30.51
"Ghana",106,61.58,47.77,93.63,92.66,91.68,99.86,99.77,41.44,100,94.68,89.36,58.97,58.97,,74.64,38.04,1.45,25.86,16.77
"Colombia",132,61.19,68.39,94.93,79.57,64.2,81.05,71.2,60.17,100,80.17,60.33,36.18,33.49,1.99,69.05,62.86,56.67,56.17,18.88
"Eritrea",45,61.16,57.57,82.35,89.24,96.14,98.09,85.99,60.18,6.8,3.48,0.17,44.6,44.6,0,57.2,28.6,0,100,43.81
"Singapore",208,60.9,100,81.97,83.56,85.14,81.97,82.77,48.58,100,96.36,92.71,38.61,17.11,2.62,70.8,35.8,0.79,1.86,61.04
"Bouvet Island",105,60.7,84.57,94.69,94.69,,,,98.91,,,,3,3,,44.66,22.33,0,,
"Cameroon",197,60.7,45.3,87.17,92.33,97.48,92.37,92.15,39.88,99.2,76.21,53.22,47.39,47.39,,69.94,54.03,38.13,,6.69
"Panama",129,60.69,75.09,95.47,82.52,69.58,65.94,43.01,60.38,100,100,100,43.19,42.09,8.52,70.75,59.72,48.7,1.71,76.41
